"","Cond1","Cond2","Shared","NotShared_cond1","NotShared_cond2","Total_Genes_Cond1","Total_Genes_Cond2","Genes_Names","Percentage_Shared_Cond1","Percentage_Shared_Cond2","pvalue","qvalue","log_q"
"108","BBIBP (V3, D28)","H-I (D51, severe)",0,18,648,63,648,"",0,0,1.21467689064765e-35,6.86548415275089e-36,35.1633288309758
"109","BBIBP (V3, D28)","H-I-I (D2)",0,18,1,63,1,"",0,0,0.0526315789473684,0.0137175456487712,1.86272358589941
"110","BBIBP (V3, D28)","I-BNT-I (D2)",0,18,2,63,4,"",0,0,0.00526315789473685,0.0014681906820636,2.83321753652475
"111","BBIBP (V3, D28)","I-BNT-I (D5)",0,18,1,63,2,"",0,0,0.0526315789473684,0.0137175456487712,1.86272358589941
"112","BBIBP (V3, D28)","I-I (D1)",0,18,39,63,39,"",0,0,3.22242266337274e-15,1.24068053227643e-15,14.9063400323052
"113","BBIBP (V3, D28)","I-I (D3)",0,18,2,63,2,"",0,0,0.00526315789473685,0.0014681906820636,2.83321753652475
"114","BBIBP (V3, D28)","I-I (D5)",0,18,10,63,10,"",0,0,7.6201449199161e-08,2.60387305162765e-08,7.58438019303839
"115","BNT (V1, D6)","BNT (V3, D1)",0,1,94,1,95,"",0,0,0.0105263157894737,0.00288261663492487,2.54021311148184
"116","BNT (V1, D6)","ChAd (V1, D3)",0,1,330,1,387,"",0,0,0.00302114803625379,0.000878040869158925,3.05648526901745
"117","BNT (V1, D6)","ChAd (V1, D6)",0,1,9,1,11,"",0,0,0.1,0.0256507245416468,1.59090036310597
"118","BNT (V1, D6)","ChAd (V1, D7)",0,1,60,1,77,"",0,0,0.0163934426229508,0.00442082926776751,2.35449625720411
"119","BNT (V1, D6)","ChAd (V2, D1)",0,1,256,1,275,"",0,0,0.00389105058365759,0.00111915186624043,2.95111097674684
"120","BNT (V1, D6)","ChAd (V2, D3)",0,1,19,1,22,"",0,0,0.05,0.0131373305422759,1.88149287286887
"121","BNT (V1, D6)","ChAd (V2, D7)",0,1,5,1,14,"",0,0,0.166666666666667,0.0425826745566541,1.37076706462813
"122","BNT (V1, D6)","ChAd-BNT (V2, D3)",0,1,276,1,333,"",0,0,0.00361010830324911,0.0010429752657999,2.98172599076234
"123","BNT (V1, D6)","ChAd-BNT (V2, D7)",0,1,491,1,671,"",0,0,0.00203252032520327,0.00059337536324643,3.22667048941157
"124","BNT (V1, D6)","ChAd-BNT (V3, D1)",0,1,173,1,239,"",0,0,0.00574712643678164,0.00158951367722637,2.79873573077633
"125","BNT (V1, D6)","ZF2001 (V3, D07)",0,1,187,1,227,"",0,0,0.00531914893617023,0.00147745054730762,2.83048704675185
"126","BNT (V1, D6)","ZF2001 (V3, D14)",0,1,46,1,55,"",0,0,0.0212765957446808,0.00566693360611142,2.24665187553009
"127","BNT (V1, D6)","ZF2001 (V3, D28)",0,1,53,1,59,"",0,0,0.0185185185185185,0.00495950647958582,2.30456153799698
"128","BNT (V1, D6)","BNT-I-BNT (D51, mild)",0,1,239,1,239,"",0,0,0.00416666666666664,0.00117752235965166,2.92903083742103
"129","BNT (V1, D6)","BNT-I-BNT (D51, severe)",0,1,61,1,61,"",0,0,0.0161290322580645,0.004367699075067,2.35974729121447
"130","BNT (V1, D6)","H-BNT-I (D1)",0,1,242,1,242,"",0,0,0.00411522633744855,0.001168078411737,2.93252800256465
"131","BNT (V1, D6)","H-BNT-I (D10, mild)",0,1,2680,1,2680,"",0,0,0.000372995151063018,0.000115665672623097,3.93679551228751
"132","BNT (V1, D6)","H-BNT-I (D10, severe)",0,1,2282,1,2282,"",0,0,0.000438020148926833,0.000135183093830648,3.86907761841773
"133","BNT (V1, D6)","H-BNT-I (D26, mild)",0,1,1435,1,1435,"",0,0,0.000696378830083574,0.000209271516734279,3.67928987804889
"134","BNT (V1, D6)","H-BNT-I (D26, severe)",0,1,248,1,248,"",0,0,0.00401606425702811,0.00114662757948495,2.94057761648243
"135","BNT (V1, D6)","H-BNT-I (D3)",0,1,75,1,75,"",0,0,0.0131578947368421,0.00358810976647381,2.44513427960657
"136","BNT (V1, D6)","H-BNT-I (D4)",0,1,42,1,42,"",0,0,0.0232558139534884,0.00618561677299917,2.20861699001136
"137","BNT (V1, D6)","H-I (D10, moderate)",0,1,1350,1,1350,"",0,0,0.000740192450036994,0.000221411480983525,3.6547998631388
"138","BNT (V1, D6)","H-I (D10, severe)",0,1,1823,1,1823,"",0,0,0.000548245614035072,0.00016629759903119,3.77911402098513
"139","BNT (V1, D6)","H-I (D26, moderate)",0,1,890,1,890,"",0,0,0.00112233445566781,0.000331135485738666,3.47999427610479
"140","BNT (V1, D6)","H-I (D26, severe)",0,1,2072,1,2072,"",0,0,0.000482392667631437,0.000148171893368878,3.82923416958513
"141","BNT (V1, D6)","H-I (D51, moderate)",0,1,14,1,14,"",0,0,0.0666666666666667,0.0172369230519222,1.76354025712124
"142","BNT (V1, D6)","H-I (D51, severe)",0,1,648,1,648,"",0,0,0.00154083204930663,0.000450507992691319,3.34629749957739
"143","BNT (V1, D6)","I-BNT-I (D2)",0,1,2,1,4,"",0,0,0.333333333333333,0.0848309302031774,1.07144577076927
"144","BNT (V1, D6)","I-I (D1)",0,1,39,1,39,"",0,0,0.025,0.00662236008261862,2.17898720871795
"145","BNT (V1, D6)","I-I (D3)",0,1,2,1,2,"",0,0,0.333333333333333,0.0848309302031774,1.07144577076927
"146","BNT (V1, D6)","I-I (D5)",0,1,10,1,10,"",0,0,0.0909090909090909,0.0234114981367468,1.63057079426133
"147","BNT (V2, D1)","BNT (V3, D1)",25,166,69,194,95,"LRP1B, SNORD3B-2, SNORD67, SNORD9, CLDN10, RGS9BP, CLXN, COLEC12, NALF2, HES7, RBFOX3, LINC01331, EEF1A1P35, NCKAP5, RNY1, RN7SKP230, SNORD15B, SNORD3A, HTR3A, RNA5SP202, PHF24, RNA5S9, RNU5B-1, LINC03080, MAMDC2",12.89,26.32,3.38401556211087e-42,2.0887700914124e-42,41.680109359697
