"","condition","genes","base_mean","log2fold_change","lfc_se","stat","pvalue","padj","direction_wide","x1","vaccine","day","dose","infection","type","regimen","disease_vac","severity","gse_id","variant","prior_infection","previous_vaccination"
"391","BBIBP (V3, D14)","CADM4",3.63437280583257,1.98791366460267,0.604401711726333,3.28906028231565,0.00100522491275336,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"392","BBIBP (V3, D14)","PLCE1",2.88624990518574,1.65528119026976,0.758301270204366,2.18288067725859,0.0290445983582943,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"393","BBIBP (V3, D14)","RSC1A1",1.48814246030638,2.79862524792226,1.0062382206856,2.78127504043268,0.00541458424936565,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"394","BBIBP (V3, D14)","MAP4",1.48709723341201,1.96922993339521,0.977490323611634,2.01457741915981,0.043948945442297,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"395","BBIBP (V3, D14)","IER5",3.69424760364679,1.05020937527701,0.503649204239906,2.08520010840076,0.0370511400723835,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"396","BBIBP (V3, D14)","CCNL1",10.2698842670886,1.25839663896005,0.44783293069334,2.80996896992767,0.00495462766480877,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"397","BBIBP (V3, D14)","LINC01115",1.85139728898767,3.90454114667892,1.13252676499817,3.44763697190433,0.0005655135811789,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"398","BBIBP (V3, D14)","RASA2-IT1",1.00790735399317,2.36489552831142,1.08662300311091,2.17637167770324,0.0295274798076352,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"399","BBIBP (V3, D14)","ARHGAP26-IT1",1.68773353074397,2.93556917901169,1.03689583042547,2.83111291691387,0.00463863419516341,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"400","BBIBP (V3, D14)","OLFML1",1.90358341832257,2.09065042719199,0.9896553757938,2.11250348184597,0.0346432876351814,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"401","BBIBP (V3, D14)","PHF12",6.1956268089964,1.33318314265777,0.561281204737742,2.37524993070221,0.0175370710618538,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"402","BBIBP (V3, D14)","CD1D",1.94843807744131,1.56487294440874,0.705092235078663,2.21938757307993,0.0264603683595578,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"403","BBIBP (V3, D14)","RRP1",1.07603376946517,3.15696674359446,1.1081634642622,2.84882767335805,0.00438806411104072,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"404","BBIBP (V3, D14)","CD1D",1.94843807744131,1.56487294440874,0.705092235078663,2.21938757307993,0.0264603683595578,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"405","BBIBP (V3, D14)","WDFY2",3.10129241043773,1.64476941759516,0.659521522903005,2.49388285367156,0.0126354237972993,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"406","BBIBP (V3, D14)","ATP5PBP7",94.2045852675238,4.73550573914749,1.56522617566002,3.02544502052596,0.00248267536889125,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"407","BBIBP (V3, D14)","TNNI3",6.76103232480681,1.12446063832744,0.424694497147468,2.64769297902389,0.00810430898405999,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"408","BBIBP (V3, D14)","CNTNAP2",3.71791348755438,1.17848091722005,0.565343445302288,2.0845398085228,0.0371110931027656,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"409","BBIBP (V3, D14)","DNAAF5",1.14026068624068,2.53530178618027,1.01907125391628,2.48785526668241,0.0128516022486901,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"410","BBIBP (V3, D14)","CCND3",1.85619663588649,2.17060209817819,0.893757589715312,2.42862508039745,0.0151561961798743,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"411","BBIBP (V3, D14)","UTRN",2.1431400357893,2.31288365502703,0.977191613325359,2.36686809780975,0.0179393250274132,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"412","BBIBP (V3, D14)","PLK2",13.5182135153104,1.02036455331521,0.436436276696548,2.33794624277913,0.0193900369889506,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"413","BBIBP (V3, D14)","MASP2",5.33383771634929,1.03981916678546,0.509437562158765,2.04111208914235,0.0412396870295969,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"414","BBIBP (V3, D14)","BASP1",10.0731261224973,1.15902145668556,0.569927946522223,2.03362804676989,0.0419891118101556,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"415","BBIBP (V3, D14)","PIGG",3.67108189221421,1.46640201289623,0.598692016796717,2.44934285367988,0.0143117145569535,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"416","BBIBP (V3, D14)","ZNF326",1.31874668381169,2.12547466060854,1.01083085708718,2.10270061079589,0.0354919486427581,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"417","BBIBP (V3, D14)","TRIM22",60.9214752374901,-1.36542029804564,0.636419098556404,-2.14547347988587,0.0319150095991693,1,"DOWN",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"418","BBIBP (V3, D14)","CCDC121",4.92399682317993,1.10449156524121,0.459682732144584,2.40272581066589,0.0162733839727828,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"419","BBIBP (V3, D14)","SAFB2",4.58728839972121,1.3600517064583,0.508246917610025,2.67596646302114,0.0074514100983051,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"420","BBIBP (V3, D14)","TIRAP",8.85861125614509,1.26721937825995,0.382610130601635,3.31203822613716,0.00092618889523402,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"421","BBIBP (V3, D14)","SLC29A2",3.09756906395024,1.8694363942191,0.72915369258406,2.56384410204928,0.0103520030386899,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"422","BBIBP (V3, D14)","PITPNC1",13.6581388845568,1.00758073336346,0.358254047703228,2.81247550397009,0.00491617679029318,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"423","BBIBP (V3, D14)","SOCS5P4",93.089771979609,1.2712040983697,0.575029488848339,2.21067636186041,0.0270582565782793,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"424","BBIBP (V3, D14)","TRIM66",2.52736031479108,2.71111504478899,0.852584039738301,3.17988012726717,0.00147335986843573,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"425","BBIBP (V3, D14)","AC008761.1",48.1092541498808,1.69679360409958,0.38817831917201,4.37117046546769,1.23582259559621e-05,0.25157640578552,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"426","BBIBP (V3, D14)","NEK8",1.04504658831832,2.53553677258102,1.04782617669565,2.41980667115696,0.0155287605830677,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"427","BBIBP (V3, D14)","MARCO",0.785456334694538,2.64651399490005,1.19549811782875,2.21373330115033,0.0268471307037061,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"428","BBIBP (V3, D14)","SMPD3",1.13642452545224,2.1807960618774,1.00630875365905,2.16712420909366,0.030225384433366,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"429","BBIBP (V3, D14)","CENPP",0.741581800619318,2.34074863758465,1.15811098737611,2.02117816262844,0.0432613254126326,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"430","BBIBP (V3, D14)","PPP6C",1.37113621753591,2.24757792887224,1.01513461485083,2.21406884958063,0.026824043096742,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"431","BBIBP (V3, D14)","CAMSAP1",1.18443816513538,2.48656652647661,1.02025355995739,2.4372044598212,0.0148013077507531,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"432","BBIBP (V3, D14)","UBQLNL",7.01427912611913,1.9799357878323,0.779926623415752,2.53861802942565,0.0111291256146032,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"433","BBIBP (V3, D14)","FZD9",7.87483662272633,1.20995755670143,0.443030074398033,2.7310957576536,0.00631241276344984,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"434","BBIBP (V3, D14)","SLC6A3",2.01916782766859,2.16364621467163,0.848003547293052,2.55145891969238,0.0107272969585902,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"435","BBIBP (V3, D14)","RPL7A",0.734035510140367,2.86071317203635,1.42334411635896,2.00985351269397,0.0444466951317367,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"436","BBIBP (V3, D14)","LSM",0.920687345453866,2.06394760613622,1.04513890138529,1.97480698823912,0.0482900557028199,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"437","BBIBP (V3, D14)","NAGK",1.71845104462328,1.50117287479755,0.715495400468289,2.09808878409986,0.0358973031586856,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"438","BBIBP (V3, D14)","NTN1",2.95490984120746,1.42836515304947,0.686068123483082,2.08195819650946,0.0373462882693954,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"439","BBIBP (V3, D14)","ZNF285B",4.61173226244515,1.61398627573993,0.516346519303948,3.12578126393809,0.00177333399628424,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"440","BBIBP (V3, D14)","RASA3-IT1",5.30650964063423,1.07468134063245,0.49261591149267,2.18158065048298,0.0291404962231128,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"441","BBIBP (V3, D14)","MASP2",5.33383771634929,1.03981916678546,0.509437562158765,2.04111208914235,0.0412396870295969,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"442","BBIBP (V3, D14)","ZSWIM9",11.7950179366246,1.00086094649592,0.429578718075225,2.32986622563704,0.0198132225928444,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"443","BBIBP (V3, D14)","TIRAP",8.85861125614509,1.26721937825995,0.382610130601635,3.31203822613716,0.00092618889523402,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"444","BBIBP (V3, D14)","ZRANB2",6.83052745870712,1.07456572554043,0.396442829480623,2.71051875739111,0.00671780487452969,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"445","BBIBP (V3, D14)","DZANK1",1.7018234611965,2.20180009869069,1.04575540309135,2.10546375584765,0.0352509590757821,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"446","BBIBP (V3, D14)","TIRAP",8.85861125614509,1.26721937825995,0.382610130601635,3.31203822613716,0.00092618889523402,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"447","BBIBP (V3, D14)","TRV-AAC2-1",0.994178669895325,2.52334978958545,1.20606893318907,2.09221025444477,0.0364197115939355,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"448","BBIBP (V3, D14)","LOC105370504",9.2997860389972,1.33919643104197,0.497640595773842,2.6910916079093,0.00712186356180851,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"449","BBIBP (V3, D14)","MASP2",5.33383771634929,1.03981916678546,0.509437562158765,2.04111208914235,0.0412396870295969,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"450","BBIBP (V3, D14)","SUGT1P1",7.64558850959124,1.04835470756243,0.420749586097095,2.49163574297731,0.0127156368151257,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"451","BBIBP (V3, D14)","MASP2",5.33383771634929,1.03981916678546,0.509437562158765,2.04111208914235,0.0412396870295969,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"452","BBIBP (V3, D14)","ACTR1A",13.9309964857143,1.04046573676126,0.449291841397597,2.31579040813365,0.0205697152083526,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"453","BBIBP (V3, D14)","CD247",0.936847240541589,2.06041223237665,1.0492406782384,1.9637174531166,0.0495628674523303,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"454","BBIBP (V3, D14)","LOC100287357",2.58337345680032,1.34455685882697,0.605034405666252,2.22228165247292,0.0262642772940192,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"455","BBIBP (V3, D14)","LOC105371442",5.04695945442718,1.01395516827285,0.470560328430628,2.15478251567553,0.0311788570806376,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"456","BBIBP (V3, D14)","ZNRD1ASP",6.03333134644282,1.07293016528188,0.481301220064502,2.22922801886538,0.0257987371724975,1,"UP",51,"BBIBP",14,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"457","BBIBP (V3, D28)","PTPRC",7.85942945732736,1.10203524051348,0.450747602001534,2.44490538744946,0.0144890145782402,1,"UP",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"458","BBIBP (V3, D28)","PRKCG",1.6975468420627,1.66965386706334,0.798259743321756,2.09161727248764,0.0364727661674131,1,"UP",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"459","BBIBP (V3, D28)","RABEP1",1.25357931780615,3.3276895094827,1.37577890216993,2.41876765535084,0.0155731838285933,1,"UP",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"460","BBIBP (V3, D28)","PTPRC",7.85942945732736,1.10203524051348,0.450747602001534,2.44490538744946,0.0144890145782402,1,"UP",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"461","BBIBP (V3, D28)","CCL3L1",60.9214752374901,-1.36542029804564,0.636419098556404,-2.14547347988587,0.0319150095991693,1,"DOWN",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"462","BBIBP (V3, D28)","RN7SL753P",5.29815263488115,1.26147185525866,0.531399504091538,2.37386720451542,0.017602880097481,1,"UP",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"463","BBIBP (V3, D28)","PTPRC",7.85942945732736,1.10203524051348,0.450747602001534,2.44490538744946,0.0144890145782402,1,"UP",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"464","BBIBP (V3, D28)","CAMK4",1.17691515743673,2.21328710677457,1.01988045079966,2.17014367226981,0.0299959636480185,1,"UP",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"465","BBIBP (V3, D28)","FAM184A",3.71791348755438,1.17848091722005,0.565343445302288,2.0845398085228,0.0371110931027656,1,"UP",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"466","BBIBP (V3, D28)","ZNF721",1.00790735399317,2.36489552831142,1.08662300311091,2.17637167770324,0.0295274798076352,1,"UP",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"467","BBIBP (V3, D28)","LGALS8",5.211736443801,1.12207610832594,0.54293500520352,2.06668587873668,0.0387637626473198,1,"UP",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"468","BBIBP (V3, D28)","SENP5",7.64558850959124,1.04835470756243,0.420749586097095,2.49163574297731,0.0127156368151257,1,"UP",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"469","BBIBP (V3, D28)","TRAV18",0.654917551709048,-2.67730488135876,1.33078418213277,-2.0118249955962,0.044238388086957,1,"DOWN",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"470","BBIBP (V3, D28)","LOC107985100",2.18305264196126,2.06871976672192,0.773145593860964,2.67571823877449,0.00745693063497131,1,"UP",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"471","BBIBP (V3, D28)","ZNF816-ZNF321P",2.1272919759527,-2.00105460611162,0.936145402653157,-2.1375467960857,0.0325535438030789,1,"DOWN",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"472","BBIBP (V3, D28)","WNT4",2.01916782766859,2.16364621467163,0.848003547293052,2.55145891969238,0.0107272969585902,1,"UP",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"473","BBIBP (V3, D28)","WNT4",2.01916782766859,2.16364621467163,0.848003547293052,2.55145891969238,0.0107272969585902,1,"UP",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"474","BBIBP (V3, D28)","RPL23AP18",1.59700795907153,2.08516440601713,0.979299631917459,2.12924046742916,0.0332343704075336,1,"UP",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"475","BBIBP (V3, D28)","CAMK4",2.93168895963232,1.54169596351941,0.704009203607943,2.18988041011175,0.0285329110628675,1,"UP",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"476","BBIBP (V3, D28)","SLC25A37",93.089771979609,1.2712040983697,0.575029488848339,2.21067636186041,0.0270582565782793,1,"UP",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"477","BBIBP (V3, D28)","SNCA",45.2386201186804,1.09672932614722,0.539199868109062,2.03399405491952,0.0419521948684867,1,"UP",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"478","BBIBP (V3, D28)","LOC101929309",3.06980269807009,1.28737103949836,0.62932130611128,2.04564985643552,0.040790832496187,1,"UP",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"479","BBIBP (V3, D28)","FKBPL",4.7308690578074,1.19760816371789,0.52314357908866,2.2892532979267,0.0220646394864891,1,"UP",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"480","BBIBP (V3, D28)","CXorf65",6.1956268089964,1.33318314265777,0.561281204737742,2.37524993070221,0.0175370710618538,1,"UP",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"481","BBIBP (V3, D28)","FFAR2",14.7083545340081,-1.41447123214164,0.337248536011674,-4.19415084456489,2.73895678483815e-05,0.278784716344751,"DOWN",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"482","BBIBP (V3, D28)","AHNAK",1.77269225438695,2.44115315990577,1.21992709753852,2.00106478889711,0.0453854082950745,1,"UP",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"483","BBIBP (V3, D28)","ASTL",2.52736031479108,2.71111504478899,0.852584039738301,3.17988012726717,0.00147335986843573,1,"UP",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"484","BBIBP (V3, D28)","RC3H1-IT1",2.35870142391374,1.93034088185715,0.849691316437714,2.27181429833838,0.0230977288847935,1,"UP",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"485","BBIBP (V3, D28)","NBPF15",15.1152528239167,1.06759211431751,0.435695326819402,2.4503180286807,0.0142730086898539,1,"UP",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"486","BBIBP (V3, D28)","VPS13C",8.85861125614509,1.26721937825995,0.382610130601635,3.31203822613716,0.00092618889523402,1,"UP",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"487","BBIBP (V3, D28)","TRIM58",120.9993611383,1.07686365703583,0.454694723807363,2.368322306489,0.0178689616654425,1,"UP",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"488","BBIBP (V3, D28)","CCL3",155.212302878845,-1.30252534244731,0.425047839062109,-3.06442057280282,0.00218092076934285,1,"DOWN",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"489","BBIBP (V3, D28)","TRAV35",3.88271115724803,-1.02298614109327,0.491468886682462,-2.08148708659603,0.0373893448693705,1,"DOWN",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"490","BBIBP (V3, D28)","CCL3",155.212302878845,-1.30252534244731,0.425047839062109,-3.06442057280282,0.00218092076934285,1,"DOWN",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"491","BBIBP (V3, D28)","MAPK8IP3",7.87483662272633,1.20995755670143,0.443030074398033,2.7310957576536,0.00631241276344984,1,"UP",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"492","BBIBP (V3, D28)","ZBED2",4.4829716290314,1.14199369704347,0.447064320421091,2.5544281770637,0.0106362370659562,1,"UP",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"493","BBIBP (V3, D28)","AC104316.1",4.2487059095506,1.49853310369642,0.511139708981867,2.93174855595025,0.00337059524309369,1,"UP",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"494","BBIBP (V3, D28)","CTBP1-AS",4.77634549980604,1.12797970967663,0.497183426374099,2.26873956338982,0.0232841681617372,1,"UP",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"495","BBIBP (V3, D28)","CCL3",155.212302878845,-1.30252534244731,0.425047839062109,-3.06442057280282,0.00218092076934285,1,"DOWN",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"496","BBIBP (V3, D28)","GAS5-AS1",16.3551189796262,1.09118500287272,0.3459560786032,3.15411426582931,0.00160986039611852,1,"UP",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"497","BBIBP (V3, D28)","MIR589",1.52007933074813,2.35253769795108,1.00329952173651,2.34480097616244,0.0190372385391299,1,"UP",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"498","BBIBP (V3, D28)","HIGD1B",1.61887949596804,1.81279266965916,0.899714713486463,2.01485275553008,0.0439200794625516,1,"UP",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"499","BBIBP (V3, D28)","MIR29B1",5.60497613546126,1.32877609798479,0.457847707485745,2.90222289258959,0.00370524805663703,1,"UP",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"500","BBIBP (V3, D28)","RTRAF",5.52469180607796,1.35340388989532,0.507343724881367,2.66762714018348,0.00763889806348243,1,"UP",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"501","BBIBP (V3, D28)","LOC105376363",2.96600663257939,2.11637404735128,0.770843767613625,2.74552916721782,0.00604133970074116,1,"UP",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"502","BBIBP (V3, D28)","RGPD6",5.48177523830242,1.16934528351238,0.548053881378548,2.13363197167961,0.0328729187097487,1,"UP",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"503","BBIBP (V3, D28)","HLA-DMB",0.896701486832817,2.36907186148589,1.17522075372122,2.01585264213933,0.0438153869704794,1,"UP",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"504","BBIBP (V3, D28)","PRX",5.34162717652413,1.63574798940856,0.67036668154675,2.44007948848885,0.0146840304835241,1,"UP",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"505","BBIBP (V3, D28)","ADAMTSL4-AS1",17.5133708363368,1.0594229173028,0.359941347929885,2.94332096991862,0.00324711571049616,1,"UP",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"506","BBIBP (V3, D28)","CXCL1",3.94710899009788,-1.04356539054629,0.47642577393357,-2.19040498571304,0.0284948787654999,1,"DOWN",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"507","BBIBP (V3, D28)","ARHGAP15",4.04200181400853,1.20032702460429,0.483975425506096,2.48014043967026,0.013133064444815,1,"UP",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"508","BBIBP (V3, D28)","ADRA2B",1.85139728898767,3.90454114667892,1.13252676499817,3.44763697190433,0.0005655135811789,1,"UP",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"509","BBIBP (V3, D28)","PHACTR2-AS1",2.07473553033639,1.49603948204836,0.704848925201568,2.12249664936431,0.0337960537673923,1,"UP",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"510","BBIBP (V3, D28)","RSPH6A",3.50994282434164,1.90730398298387,0.783239608341738,2.43514751127307,0.0148857199285052,1,"UP",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"511","BBIBP (V3, D28)","MBP",6.11711461679209,1.45563865699752,0.453961129748722,3.20652708262324,0.0013434765812621,1,"UP",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"512","BBIBP (V3, D28)","TAS2R30",3.82978422670343,1.23017958191669,0.515903677767631,2.38451407681334,0.0171016937142143,1,"UP",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"513","BBIBP (V3, D28)","PELI2",2.94194253198887,1.65597791201451,0.710163296274374,2.33182694839627,0.0197097967470379,1,"UP",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"514","BBIBP (V3, D28)","OR2W3",13.0025292064174,1.20286896089231,0.503566533311989,2.38869917145002,0.0169081407714289,1,"UP",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
"515","BBIBP (V3, D28)","PTPRC",7.85942945732736,1.10203524051348,0.450747602001534,2.44490538744946,0.0144890145782402,1,"UP",52,"BBIBP",28,3,0,"IN","HO","V","H","GSE206023","None","No","Yes"
