genes,condition,log2fold_change,direction,meta_p,fdr,bioprocess
SRSF4,"ChAd-BNT (V2, D3)",-0.22223275173899232,NEUTRAL,7.872225747925713e-4,0.027774601137976487,Other
SRSF4,"ChAd-BNT (V2, D7)",-0.33260167759822507,NEUTRAL,1.8291722878226057e-5,0.001778557683562948,Other
SRSF4,"ZF2001 (V3, D14)",0.42189206006127766,NEUTRAL,2.1249570357681738e-5,0.0019931769011635302,Other
SRSF5,"BBIBP (V3, D14)",-0.5121912732064527,NEUTRAL,8.317455721300623e-5,0.005508293880798559,Other
SRSF5,"BBIBP (V3, D28)",-0.4991706313816811,NEUTRAL,1.2542336753997536e-4,0.007458840885253364,Other
SRSF5,"BNT-I (D26, severe)",-0.7245372748336386,NEUTRAL,2.8438917567521343e-4,0.013504199958005898,Other
SRSF5,"I (D10, moderate)",0.8814871598027594,NEUTRAL,2.509636767853076e-7,6.0569968388412444e-5,Other
SRSF5,"I (D26, moderate)",-0.6171789996755754,NEUTRAL,3.056307976708284e-4,0.014233158836699731,Other
SRSF5,"I (D26, severe)",-0.775680151778179,NEUTRAL,1.0214308143384116e-4,0.006408491969252413,Other
SRSF5,"I (D51, moderate)",-0.7560010985524456,NEUTRAL,1.5256094038766123e-4,0.008597727693927653,Other
SRSF6,"ChAd (V1, D3)",-0.17162077933194095,NEUTRAL,6.442176220745715e-4,0.024112911966865026,Other
SRSF8,"ChAd (V1, D3)",-0.20356232285068904,NEUTRAL,2.886419564726968e-4,0.013657493248520825,Other
SRSF9,"BNT-I (D26, severe)",-0.6892460367185977,NEUTRAL,1.7645720885566313e-4,0.0095700880776061,Other
SRSF9,"BNT-I (D51, severe)",-0.9174812728145794,NEUTRAL,1.9956559272752404e-4,0.010485638351889379,Other
SRSF9,"I (D26, moderate)",-0.7266752566552744,NEUTRAL,3.680033312876934e-6,5.183876465537747e-4,Other
SRSF9,"I (D26, severe)",-0.8043645152058498,NEUTRAL,1.1959458421372502e-5,0.0012832844065747574,Other
SRSF9,"I (D51, moderate)",-0.8590710337530588,NEUTRAL,2.9786830059070554e-6,4.410661009005285e-4,Other
SRSF9,"I (D51, severe)",-0.7478880025898413,NEUTRAL,4.612863606402517e-5,0.003573955188791534,Other
SRXN1,"ChAd (V1, D3)",0.29100156008787015,NEUTRAL,0.0012443134505126,0.03817837017504064,Other
SRXN1,"ChAd-BNT (V2, D7)",-0.4473891264438463,NEUTRAL,7.217110395668621e-4,0.02613907115670723,Other
SRXN1,"I (D26, moderate)",-1.2296334426541649,DOWN,1.9180806841004005e-4,0.010175605865817268,Other
SRXN1,"I (D26, severe)",-1.7425837534233852,DOWN,6.10410524488719e-6,7.660603598574528e-4,Other
SS18,"BNT-I (D26, mild)",0.6108084009648493,NEUTRAL,2.2884766556490285e-4,0.011590575529250174,Other
SS18,"BNT-I (D26, severe)",0.4647082512206755,NEUTRAL,0.00017869715890150707,0.009659519858533791,Other
SS18,"I (D26, moderate)",0.3374516265799797,NEUTRAL,0.0014832784751188084,0.04295119408841467,Other
SS18,"I (D26, severe)",0.4339637493988305,NEUTRAL,4.615912655745032e-4,0.019052915870405227,Other
SS18,"I (D51, moderate)",0.4078101387794033,NEUTRAL,0.0010019244352709432,0.032884031598129276,Other
SS18L2,"BNT-I (D51, severe)",-0.6283118041251341,NEUTRAL,8.786830438987175e-4,0.02998164331845328,Other
SS18L2,"I (D26, moderate)",-0.5759176813562049,NEUTRAL,1.6449180879962905e-6,2.777233999466307e-4,Other
SS18L2,"I (D51, moderate)",-0.4501078539648611,NEUTRAL,0.0013503210136183916,0.04036742090669677,Other
SS18L2,"I (D51, severe)",-0.5325925330650828,NEUTRAL,1.5091979691792977e-4,0.008531103499727665,Other
SSB,"ChAd-BNT (V2, D3)",0.31431730787071716,NEUTRAL,3.140803271755664e-7,7.255232598667341e-5,Other
SSBL2P,"ChAd-BNT (V3, D1)",1.6271531997861284,UP,8.005056574504309e-4,0.02808022548219548,Other
SSBP1,"ChAd-BNT (V2, D3)",0.39291924328267447,NEUTRAL,6.374409248043791e-13,9.955640576177468e-10,Other
SSBP1,"ChAd-BNT (V2, D7)",0.30960411194481235,NEUTRAL,1.3331702201643318e-6,2.351392307517042e-4,Other
SSBP3-AS1,"ChAd (V1, D7)",-0.5800972016268553,NEUTRAL,1.689484440304685e-5,0.0016796001767849073,Other
SSBP3-AS1,"ChAd-BNT (V2, D3)",0.9623739059204738,NEUTRAL,6.757476104328821e-9,2.9440391791828643e-6,Other
SSBP3-AS1,"ChAd-BNT (V2, D7)",1.0392485595483794,UP,8.647491018674689e-8,2.5016793051617325e-5,Other
SSC4D,"ChAd (V1, D3)",0.7687404025828584,NEUTRAL,7.201656768585342e-6,8.690582804749292e-4,Other
SSFA2,"BNT-I (D26, severe)",-0.8428103661870346,NEUTRAL,8.613414220603907e-5,0.005651784027430189,Other
SSFA2,"BNT-I-BNT (D51, severe)",-0.9657716073389293,NEUTRAL,7.945955860336989e-4,0.027945975443782467,Other
SSFA2,"I (D10, moderate)",0.5802320563735056,NEUTRAL,0.001587379049459807,0.04495903064794263,Other
SSFA2,"I (D26, moderate)",-0.9948951922588015,NEUTRAL,6.169775756732757e-8,1.899667743641944e-5,Other
SSFA2,"I (D26, severe)",-0.9568246671664513,NEUTRAL,8.271713809134353e-6,9.639530912168849e-4,Other
SSH1,BNT-I (D4),1.0847232496425454,UP,6.951902964126459e-5,0.004844956893511867,Other
SSH2,"BNT-I (D26, severe)",-1.0011199419327779,DOWN,0.0013762991285944217,0.040863153028161986,Other
SSH2,"I (D26, moderate)",-0.9194507669217212,NEUTRAL,5.999781317263235e-4,0.022968497351692815,Other
SSH2,"I (D26, severe)",-1.400215004755859,DOWN,7.642801263668167e-6,9.075070261502955e-4,Other
SSH3,"ZF2001 (V3, D28)",0.6047971730240376,NEUTRAL,2.296698446004847e-6,3.597454027741061e-4,Other
SSPN,"ChAd (V1, D3)",-0.632743853891895,NEUTRAL,1.5330785598055555e-4,0.00862597584037879,Other
SSR2,"I (D26, severe)",-0.5503847423366496,NEUTRAL,0.0010827456538237115,0.03469796118725158,Other
SSR3,"ChAd (V1, D7)",0.3586439948020829,NEUTRAL,1.1470114904429664e-8,4.6430016233186656e-6,Other
SSR3,"ZF2001 (V3, D07)",-0.3037914424029784,NEUTRAL,0.00168400337505627,0.046806337622382434,Other
SSR3,"ZF2001 (V3, D14)",-0.32031408912117065,NEUTRAL,9.06864544906442e-4,0.030653069231174456,Other
SSR4,"I (D51, moderate)",-0.9486963565197233,NEUTRAL,7.699870696491062e-4,0.027344593060716064,Other
SSR4,"I (D51, severe)",-0.9881712577177603,NEUTRAL,4.588741638166377e-4,0.018972523972204274,Other
SSRP1,"ChAd (V1, D3)",0.11902234692924853,NEUTRAL,8.611012338336465e-4,0.02955989978812396,Other
SSRP1,"ChAd-BNT (V2, D3)",0.1452310767629985,NEUTRAL,0.00115038049953853,0.03621677122816855,Other
SSRP1,"ChAd-BNT (V2, D7)",0.19232394274289163,NEUTRAL,2.3889837380001885e-4,0.011925344629226016,Other
SSRP1,"I (D10, moderate)",-0.5774198357170018,NEUTRAL,3.3049953760220965e-4,0.015038902857693404,Other
SSTR2,"ZF2001 (V3, D07)",1.552440066711347,UP,6.760034808169499e-7,1.362094571493232e-4,Other
SSTR2,"ZF2001 (V3, D14)",0.9801837835317524,NEUTRAL,0.00176221771931983,0.04824335238432657,Other
SSTR3,"I (D26, moderate)",1.936927374050685,UP,8.758296292793184e-5,0.005726240558475922,Other
SSU72,"ChAd (V1, D3)",0.1624801136585957,NEUTRAL,0.00121100968364141,0.037503702026800936,Other
SSU72,"ZF2001 (V3, D07)",-0.37394121699233446,NEUTRAL,4.805440895129161e-6,6.384051125057795e-4,Other
SSX5,"ZF2001 (V3, D07)",2.1815639921019554,UP,3.181402832361923e-4,0.014652521810414975,Other
ST13P15,"ZF2001 (V3, D07)",1.7199613563362135,UP,3.50367829390529e-4,0.015689941425915857,Other
ST14,"I (D10, moderate)",-1.9726888880398983,DOWN,1.0241568503885224e-7,2.880220117063712e-5,Other
ST20,"BNT-I (D26, mild)",-2.810220496991796,DOWN,0.0010669380905415826,0.03433110936867139,Other
ST20,"BNT-I (D26, severe)",-2.2395346721263514,DOWN,4.570919250930203e-4,0.018920959549930703,Other
ST20,"I (D26, severe)",-2.1225919149009225,DOWN,8.86533222367197e-4,0.030172396769045866,Other
ST20-AS1,"ChAd (V1, D3)",-0.31018437760286205,NEUTRAL,4.5877640845828357e-4,0.018970870541239773,Other
ST3GAL3,"ChAd (V1, D3)",-0.2004781150766168,NEUTRAL,3.0009359946688957e-4,0.014050525200523514,Other
ST3GAL3,"ChAd-BNT (V2, D3)",-0.5171511137828436,NEUTRAL,1.1822653056277312e-13,2.2688508852358448e-10,Other
ST3GAL3,"ChAd-BNT (V2, D7)",-0.39892116985716414,NEUTRAL,1.009811397480599e-6,1.8811601706640894e-4,Other
ST3GAL4,"ChAd-BNT (V2, D3)",-0.35509997736661364,NEUTRAL,1.8386164680560897e-4,0.009859420909910075,Other
ST3GAL4,"ChAd-BNT (V2, D7)",-0.4537568013613414,NEUTRAL,4.633579246942849e-5,0.0035849335244602615,Other
ST3GAL5,"ChAd (V1, D3)",0.41788859492608216,NEUTRAL,1.4960798656677442e-9,8.203095027936383e-7,Other
ST3GAL5,"ChAd-BNT (V2, D7)",-0.32462990599657066,NEUTRAL,0.00138952637426745,0.04114508704419814,Other
ST3GAL5,"I (D10, moderate)",-0.6868225608862686,NEUTRAL,5.625405520285678e-4,0.021934249138701123,Other
ST3GAL5-AS1,"BNT-I (D26, severe)",1.6064018825965032,UP,4.287782671699481e-4,0.018085549102185502,Other
ST3GAL5-AS1,"ChAd (V1, D3)",0.5807556390330507,NEUTRAL,3.830241025441108e-9,1.810144031495366e-6,Other
ST3GAL5-AS1,"ChAd-BNT (V2, D3)",0.6721785148857787,NEUTRAL,2.9159984097314423e-8,1.0197077566919998e-5,Other
ST3GAL5-AS1,"I (D26, severe)",1.4937624319358602,UP,0.001044719343061049,0.03386001408898991,Other
ST3GAL5-AS1,"I (D51, moderate)",1.4670638819203794,UP,0.0013095587210932818,0.03953409446006987,Other
ST3GAL6-AS1,"ChAd-BNT (V2, D7)",-1.429337620874931,DOWN,0.0015292389708774197,0.043822944755763926,Other
ST5,"BNT-I (D10, severe)",1.2873040474365514,UP,2.552889101241996e-6,3.904165960071848e-4,Other
ST5,"I (D10, severe)",1.0227654895175966,UP,0.0013083279055420478,0.03951455380355786,Other
ST5,"I (D26, severe)",1.2411795718323602,UP,4.095801250082103e-5,0.0032622964613052583,Other
ST6GALNAC3,BNT-I (D4),1.8418120659200607,UP,1.928932012904731e-4,0.010220590519818669,Other
ST6GALNAC4,"ChAd (V1, D7)",0.4717666289361304,NEUTRAL,3.0546878622386186e-5,0.0026177595960809774,Other
ST6GALNAC4,"I (D26, moderate)",1.6064664831919668,UP,1.2520599128097623e-4,0.007448412968133934,Other
ST6GALNAC5,"ZF2001 (V3, D07)",3.2758338412538675,UP,9.985983687536084e-4,0.03280178178663818,Other
ST7,BNT-I (D1),0.7797481552902665,NEUTRAL,3.3491485698861615e-4,0.015174990089241738,Other
ST7-AS1,"I (D26, moderate)",-1.6765779987719454,DOWN,0.0012333713491285683,0.03795942341853591,Other
ST7-AS1,"I (D26, severe)",-2.580818598098119,DOWN,5.179607663865554e-4,0.020686594081415034,Other
ST7-AS1,"I (D51, moderate)",-2.162589611953573,DOWN,0.0016249075914259916,0.04569837490673886,Other
ST7L,"ChAd (V1, D3)",0.1735676582714581,NEUTRAL,2.8005822057527597e-5,0.0024519862793497757,Other
ST7L,"ChAd-BNT (V2, D7)",0.2644923972174385,NEUTRAL,1.1226742960528207e-5,0.001222231062032948,Other
ST8SIA3,"ZF2001 (V3, D07)",3.3767971377935466,UP,1.8465529502754e-4,0.009890231494197939,Other
ST8SIA4,"ChAd (V1, D3)",0.29686559328923556,NEUTRAL,1.2104584254534983e-4,0.007264750613806349,Other
ST8SIA5,"BNT-MO (V3, D1)",2.010618412469738,UP,9.323624102807223e-4,0.031222274184733625,Other
ST8SIA5,"ZF2001 (V3, D07)",1.3663928638877605,UP,6.004254839849784e-5,0.004346819150461422,Other
ST8SIA5,"ZF2001 (V3, D14)",1.0959271703780944,UP,0.00129029653695614,0.0391445554501487,Other
STAB1,"I (D10, severe)",-2.2973308567128288,DOWN,2.4013588696391406e-9,1.2200099876496074e-6,Other
STAB2,"ZF2001 (V3, D07)",2.2082257619627153,UP,2.8736947463651986e-4,0.013610726254715638,Other
STAC3,"ChAd (V1, D3)",0.9122483662650356,NEUTRAL,7.99953434145047e-22,6.115908504771142e-18,Other
STAC3,"ChAd-BNT (V2, D3)",0.6356606498272803,NEUTRAL,8.994803245157406e-8,2.5793292097027733e-5,Other
STAC3,"I (D26, moderate)",-1.3004353311069512,DOWN,3.837929388689069e-4,0.01673845359062612,Other
STAG1,"I (D10, moderate)",0.5474242590304182,NEUTRAL,0.001010041380028908,0.033084805443175505,Other
STAG2,"ChAd (V1, D7)",0.203019565648883,NEUTRAL,5.299166724108172e-6,6.879925139627161e-4,Other
STAG2,"I (D10, moderate)",0.6754773040609022,NEUTRAL,2.3656511174913894e-4,0.011851019541615432,Other
STAG3,"I (D10, severe)",0.9509667299334569,NEUTRAL,6.700334017781305e-4,0.024783680670585447,Other
STAG3,"ZF2001 (V3, D14)",0.5724422350017745,NEUTRAL,2.627180327245111e-4,0.01276456601586325,Other
STAG3,"ZF2001 (V3, D28)",0.4929296378520013,NEUTRAL,0.0016981987606374302,0.0470422823369488,Other
STAG3L1,"ChAd-BNT (V2, D7)",0.4709119205189066,NEUTRAL,4.311473149222367e-4,0.018153167020780504,Other
STAG3L2,"ChAd (V1, D3)",-0.2627166098131637,NEUTRAL,6.755498762910684e-6,8.265649474649809e-4,Other
STAG3L2,"ChAd (V2, D3)",0.4514697185032307,NEUTRAL,5.547650096802693e-4,0.021717822121918032,Other
STAG3L2,"ChAd-BNT (V2, D7)",0.46654556917592144,NEUTRAL,4.513614292897156e-8,1.4643803867513657e-5,Other
STAG3L4,"BBIBP (V3, D14)",-0.4847663388929537,NEUTRAL,0.00108140973718337,0.0346733358595771,Other
STAG3L5P,"ChAd (V2, D3)",0.8280884195393111,NEUTRAL,0.0012615323429744,0.03852837064910711,Other
STAG3L5P,"ChAd-BNT (V2, D3)",0.5371106684125823,NEUTRAL,2.1642849014651488e-4,0.011121402442256446,Other
STAG3L5P,I-I (D5),-2.0630948193726795,DOWN,3.595898687116959e-4,0.015988872328968184,Other
STAG3L5P-PVRIG2P-PILRB,"I (D26, severe)",1.2979225582700777,UP,1.039578954132912e-4,0.006491520746120652,Other
STAM,"ChAd (V1, D3)",-0.2448394339836395,NEUTRAL,2.0385289369188993e-5,0.001931216389833908,Other
STAM2,"ChAd-BNT (V2, D3)",0.24240011424694088,NEUTRAL,1.197789249555457e-4,0.0072069647255192555,Other
STAMBP,"ChAd (V1, D3)",0.11873917474496902,NEUTRAL,1.8487551912027577e-4,0.009898112300893599,Other
STAMBP,"ChAd-BNT (V2, D3)",0.2227314218098149,NEUTRAL,1.9179775538745193e-8,7.169150267432738e-6,Other
STAMBP,"ChAd-BNT (V2, D7)",0.15786791132985198,NEUTRAL,6.815762535605263e-4,0.025085356063230986,Other
STAR,"I (D26, severe)",-1.5403608267438047,DOWN,0.0016413492861477258,0.04600111132274148,Other
STAR,"ZF2001 (V3, D07)",1.054028074297997,UP,0.00115646390245895,0.03635883085050929,Other
STARD10,"I (D26, severe)",-1.587513174347163,DOWN,5.195975812832747e-4,0.02072751603642968,Other
STARD13,"ZF2001 (V3, D07)",1.0298283721637618,UP,5.465960151516689e-4,0.02147826000497804,Other
STARD3NL,"ChAd (V1, D3)",0.19271799438712267,NEUTRAL,4.8441205487952495e-4,0.01971717833836856,Other
STARD3NL,"I (D26, moderate)",-1.3447295431029198,DOWN,1.5669837992117413e-7,4.112772835859674e-5,Other
STARD3NL,"I (D26, severe)",-0.9652533564340527,NEUTRAL,0.001254394659565808,0.03838085720230561,Other
STARD4,"BBIBP (V3, D14)",-0.4423810695456777,NEUTRAL,0.00143359576756438,0.04198186430550617,Other
STARD4-AS1,"ChAd-BNT (V2, D3)",0.6509063968067589,NEUTRAL,4.539425157190723e-5,0.0035288809979049664,Other
STARD4-AS1,"ChAd-BNT (V2, D7)",0.5849712282264278,NEUTRAL,0.00175932792223637,0.04818791705997316,Other
STARD5,"ChAd-BNT (V2, D7)",0.3003946827679491,NEUTRAL,1.5463505591670277e-4,0.008682615514404673,Other
STARD7-AS1,"BNT-I-BNT (D51, severe)",-1.3202678646793977,DOWN,8.118443382265542e-4,0.028362525109444137,Other
STARD7-AS1,"I (D10, moderate)",0.9080656749788608,NEUTRAL,2.686188887730048e-4,0.012969510952557821,Other
STARD7-AS1,"I (D51, moderate)",-0.954631774824144,NEUTRAL,0.00113082110124428,0.03578842100559852,Other
STARD8,"ChAd (V1, D3)",0.3513736885993067,NEUTRAL,2.478711035264544e-4,0.012249752981090174,Other
STARD8,"ChAd-BNT (V2, D7)",-0.5159385447235887,NEUTRAL,2.610664504994479e-4,0.012706462545894708,Other
STARD9,"ChAd (V1, D3)",-0.29806745838806503,NEUTRAL,4.360952360322579e-4,0.018297297710048115,Other
STARD9,"ZF2001 (V3, D07)",0.5234637114083981,NEUTRAL,0.0016867966425560797,0.04684826389736501,Other
STAU1,"ChAd (V1, D7)",0.12200631288713536,NEUTRAL,0.00118226415218346,0.03691858242422728,Other
STAU2,"I (D10, moderate)",0.5336626903039938,NEUTRAL,9.9178346037548e-5,0.006269694612486476,Other
STEAP2,"ZF2001 (V3, D07)",1.1427420756988491,UP,2.6708826269955128e-5,0.0023602282055619995,Other
STEAP3,BNT-I (D4),1.5882211402765518,UP,8.998891308504836e-4,0.03048577021576638,Other
STEAP3,"I (D10, severe)",-1.499875302828979,DOWN,0.0016632456432507763,0.04641445301896397,Other
STEAP4,"ChAd-BNT (V2, D7)",-1.042808356753702,DOWN,0.00130801383380079,0.039508844157702755,Other
STIL,"ChAd (V1, D3)",0.44393520913675993,NEUTRAL,1.2754369607092594e-6,2.27359474069595e-4,Other
STIL,"ChAd (V1, D7)",0.8332556402888408,NEUTRAL,4.0614786769120247e-20,2.5841389776945066e-16,Other
STIL,"ChAd-BNT (V2, D3)",0.6647216497344149,NEUTRAL,5.181257855078972e-9,2.3584999408739904e-06,Other
STIL,"ChAd-BNT (V2, D7)",0.7511143155915738,NEUTRAL,1.6224055279632712e-8,6.224502270438156e-6,Other
STIM1,BNT-I (D1),0.5110449773548811,NEUTRAL,0.00100105628039535,0.03286316143765773,Other
STIP1,"ChAd (V2, D3)",-0.3607682901893971,NEUTRAL,0.00123376728661125,0.037967840577176,Other
STK17A,"ChAd-BNT (V2, D3)",-0.3821495521586926,NEUTRAL,2.6488361815250514e-6,4.017843721032897e-4,Other
STK17B,"BBIBP (V3, D14)",-0.455555176826691,NEUTRAL,2.1150878927520065e-5,0.00198610157481214,Other
STK17B,"BBIBP (V3, D28)",-0.33772436060611627,NEUTRAL,0.00161677813385723,0.045537498869835526,Other
STK17B,"BNT-I (D26, severe)",-1.22893430257651,DOWN,3.551876140546503e-5,0.0029298296098816986,Other
STK17B,"BNT-I (D51, severe)",-1.3608474256866148,DOWN,6.430933758644607e-4,0.024089522582976315,Other
STK17B,"BNT-I-BNT (D51, severe)",-1.573122595541768,DOWN,7.9774643960873e-5,0.005344757115835299,Other
STK17B,"ChAd-BNT (V2, D7)",-0.310707653774429,NEUTRAL,5.991122190431272e-4,0.02294832181856503,Other
STK17B,"I (D26, moderate)",-1.3148909632294858,DOWN,2.387043384625919e-7,5.818958638263469e-5,Other
STK17B,"I (D26, severe)",-1.361415147522511,DOWN,4.636417676453781e-6,6.207345462575046e-4,Other
STK17B,"I (D51, moderate)",-1.511636537204184,DOWN,3.658762651201107e-7,8.2487130258129e-5,Other
STK17B,"I (D51, severe)",-1.079516407449368,DOWN,2.8094179163633547e-4,0.013386545951390752,Other
STK17B,"ZF2001 (V3, D07)",-0.44864681401306983,NEUTRAL,2.83184784359768e-5,0.0024734210655383416,Other
STK19,"I (D26, moderate)",-0.5759232402502008,NEUTRAL,0.0016184201584248036,0.04556729223991093,Other
STK24,"ChAd-BNT (V2, D7)",-0.1341451082823867,NEUTRAL,4.541592288209538e-4,0.018826713264455074,Other
STK24,"I (D10, severe)",-0.49055828713634403,NEUTRAL,6.864551404075247e-4,0.02521695232550401,Other
STK24,"ZF2001 (V3, D07)",-0.4126384661449669,NEUTRAL,9.194543806313824e-5,0.0059344608449091365,Other
STK25,"I (D26, moderate)",0.7098061338969467,NEUTRAL,0.0010639768948898939,0.03426662725473611,Other
STK26,"ZF2001 (V3, D14)",-0.29707226964270106,NEUTRAL,2.788527651210091e-4,0.013318468297787505,Other
STK3,"ChAd (V1, D3)",0.25128043409242434,NEUTRAL,0.00157634391489973,0.044745407945001404,Other
STK3,"ChAd-BNT (V2, D3)",0.3443893183379563,NEUTRAL,5.216982737075626e-4,0.020792067900051173,Other
STK32C,"I (D10, severe)",-2.90834690020214,DOWN,3.3260240907608766e-5,0.0027880988288929453,Other
STK33,"BNT-I (D10, severe)",-3.56262372674797,DOWN,9.417106983989643e-8,2.6825766767033793e-5,Other
STK33,"ZF2001 (V3, D07)",1.32288774050448,UP,1.1034560711576052e-5,0.0012079230263760826,Other
STK35,"BNT-I (D26, severe)",-0.6084095392612945,NEUTRAL,0.0016040825773790638,0.04528600265305174,Other
STK35,"ChAd-BNT (V2, D3)",-0.3654409538629044,NEUTRAL,5.2089990214127475e-12,6.243034717166542e-9,Other
STK35,"ChAd-BNT (V2, D7)",-0.2137880982381237,NEUTRAL,5.678003396280058e-4,0.022079422005337048,Other
STK35,"I (D26, severe)",-0.6158687862716196,NEUTRAL,0.0013950147443020627,0.04124573580676103,Other
STK36,"ChAd-BNT (V2, D7)",0.3902272710971197,NEUTRAL,2.1030879635994785e-5,0.001979126021778381,Other
STK36,"I (D10, moderate)",-0.6481738966306496,NEUTRAL,2.2131634953893865e-8,8.094619869068447e-6,Other
STK38,"ChAd (V1, D3)",0.1842989767908592,NEUTRAL,7.276221858800633e-5,0.005008721407785387,Other
STK38,"ChAd-BNT (V2, D3)",0.2432404718620246,NEUTRAL,2.8581798763692836e-5,0.0024909124329614675,Other
STK38,"ChAd-BNT (V2, D7)",0.23255110448019445,NEUTRAL,6.416355584123198e-4,0.02405520558870589,Other
STK38L,"ChAd (V1, D7)",0.1958814854852191,NEUTRAL,0.00109467180059225,0.034978375034166106,Other
STK39,"ChAd (V1, D7)",0.24581361941155577,NEUTRAL,1.664839772251845e-5,0.0016603230230696048,Other
STK39,"ChAd-BNT (V2, D3)",-0.3049377835480172,NEUTRAL,2.284956878683137e-5,0.002103298480518561,Other
STK4,"I (D10, moderate)",0.5363299479942315,NEUTRAL,1.2885702445166348e-4,0.00760109998316561,Other
STK40,"ZF2001 (V3, D07)",-0.39076568486902,NEUTRAL,1.1375587753434288e-4,0.0069356846598485605,Other
STK40,"ZF2001 (V3, D14)",-0.3447969694228657,NEUTRAL,6.449869493009489e-4,0.02413122746214274,Other
STKLD1,"ChAd-BNT (V2, D7)",0.4251941633496851,NEUTRAL,0.00132245711339902,0.039806861886066115,Other
STKLD1,"ZF2001 (V3, D07)",0.9901981502897584,NEUTRAL,3.338613970329468e-4,0.015142456007873468,Other
STMN1,"ChAd (V1, D3)",0.6862926446831018,NEUTRAL,9.064770964955518e-12,1.013395428651898e-8,Other
STMN1,"ChAd (V1, D7)",0.5216775088076941,NEUTRAL,1.7946641946340525e-7,4.603299092156843e-5,Other
STMND1,"ZF2001 (V3, D07)",1.0604280834561897,UP,0.0014932231891609798,0.04313376218079713,Other
STN1,"ZF2001 (V3, D14)",-0.5407653469344995,NEUTRAL,1.047403760763149e-5,0.0011594590853368067,Other
STOM,"ChAd (V1, D3)",0.2637880483817344,NEUTRAL,2.2127915271169256e-4,0.011311187513905505,Other
STOM,"I (D26, moderate)",-1.6057319562692074,DOWN,3.165835472873949e-5,0.002687872569254374,Other
STOML1,"ZF2001 (V3, D07)",0.5203768110206372,NEUTRAL,0.0014849122963807501,0.04298143747335049,Other
STOML2,"ChAd (V1, D3)",0.13092614087654478,NEUTRAL,1.5614473995520606e-4,0.00874666110358511,Other
STOML2,"ChAd (V1, D7)",0.12878186326373012,NEUTRAL,1.8236166356968352e-4,0.009802828683317926,Other
STOML2,"ChAd-BNT (V2, D7)",0.16226879554126436,NEUTRAL,0.00135493873146876,0.04046849094690606,Other
STON1,"I (D51, moderate)",-1.3197743638240895,DOWN,2.85223550291956e-4,0.013532074635738685,Other
STON1,"I (D51, severe)",-1.3458153101820802,DOWN,2.1141956022132987e-4,0.010935736736173362,Other
STON1,I-I (D5),-1.9002641815089865,DOWN,0.00132417281648441,0.039838122739590906,Other
STOX1,"I (D26, severe)",3.939293505872735,UP,3.856390091515085e-5,0.003114653638663964,Other
STOX2,"ZF2001 (V3, D07)",2.0511952373898263,UP,3.7666784976860343e-4,0.016518898626334884,Other
STPG1,"I (D26, moderate)",1.089123429391147,UP,3.634690206645458e-4,0.016116003200945857,Other
STPG1,"I (D26, severe)",1.2385810317011068,UP,4.687128616848243e-4,0.019250915685265955,Other
STPG4,"BBIBP (V3, D14)",1.1762679295690837,UP,6.212850403142102e-5,0.004459352401602952,Other
STPG4,"BBIBP (V3, D28)",0.9762098920246464,NEUTRAL,9.192301407573264e-4,0.03094306278702203,Other
STPG4,"ZF2001 (V3, D07)",1.211491390339875,UP,4.303106355173735e-5,0.0033851736378745817,Other
STPG4,"ZF2001 (V3, D14)",1.0364662741985549,UP,4.5399676239161313e-4,0.018821815921601412,Other
STRA13,"I (D10, severe)",-1.2686476433251497,DOWN,0.0010354558266795428,0.03363948693549114,Other
STRA6,"BBIBP (V3, D14)",1.4640862085800306,UP,0.0015839355171343398,0.04488429630516257,Other
STRA6,"ZF2001 (V3, D07)",1.5147616427731687,UP,0.00134802134170281,0.04032540911875421,Other
STRADB,"BBIBP (V3, D14)",1.3280817699291088,UP,4.0530370437247336e-4,0.017388623936412027,Other
STRADB,"ChAd (V1, D3)",0.21028277034400147,NEUTRAL,7.369621103320158e-4,0.02652652277314405,Other
STRADB,"ChAd-BNT (V2, D3)",0.28162423382060486,NEUTRAL,2.9756819652482496e-4,0.013961244147167231,Other
STRAP,"ChAd (V1, D7)",0.2285564913602253,NEUTRAL,2.1505175758476745e-6,3.4189767277757646e-4,Other
STRAP,"ChAd-BNT (V2, D3)",-0.23333945428542277,NEUTRAL,1.2443246407433848e-4,0.007419679551034238,Other
STRAP,"ChAd-BNT (V2, D7)",-0.27111345570885426,NEUTRAL,1.4279289867194118e-4,0.0082077649058311,Other
STRAP,"I (D51, moderate)",-0.9879786235711314,NEUTRAL,0.0011953870050017224,0.03718140306009836,Other
STRBP,"ChAd (V1, D3)",-0.3105943798896271,NEUTRAL,7.1688238217886595e-06,8.660522634758834e-4,Other
STRBP,"ChAd-BNT (V2, D7)",0.32045024111205334,NEUTRAL,0.0015608484085505797,0.04444593722903766,Other
STRC,BNT-I (D4),-2.0829073370690003,DOWN,9.09586322958602e-4,0.030716415576447605,Other
STRC,"I (D26, moderate)",1.8204298837681732,UP,7.150696019838457e-7,1.4284079455293997e-4,Other
STRIP1,"ChAd (V1, D3)",-0.10559932922388188,NEUTRAL,3.0263082965846955e-4,0.014133023732199605,Other
STRIP2,"ChAd-BNT (V2, D3)",0.5439770262172117,NEUTRAL,3.901493731826254e-5,0.003143280351100244,Other
STRIP2,"ChAd-BNT (V2, D7)",0.5599056418892738,NEUTRAL,2.9271367477898047e-4,0.01378944099968415,Other
