genes,gse_id
SSR2,GSE199750
SSR3,GSE199750
SSR4,GSE199750
SSR4P1,GSE199750
SSRP1,GSE199750
SST,GSE199750
SSTR1,GSE199750
SSTR2,GSE199750
SSTR3,GSE199750
SSTR4,GSE199750
SSTR5,GSE199750
SSTR5-AS1,GSE199750
SSU72,GSE199750
SSU72L1,GSE199750
SSU72L2,GSE199750
SSU72L3,GSE199750
SSU72L4,GSE199750
SSU72L5,GSE199750
SSU72L6,GSE199750
SSU72P1,GSE199750
SSU72P6,GSE199750
SSUH2,GSE199750
SSX1,GSE199750
SSX11P,GSE199750
SSX13P,GSE199750
SSX14P,GSE199750
SSX15P,GSE199750
SSX18P,GSE199750
SSX19P,GSE199750
SSX2,GSE199750
SSX20P,GSE199750
SSX21P,GSE199750
SSX2B,GSE199750
SSX2IP,GSE199750
SSX2IPP1,GSE199750
SSX3,GSE199750
SSX4,GSE199750
SSX4B,GSE199750
SSX5,GSE199750
SSX6P,GSE199750
SSX7,GSE199750
SSX8P,GSE199750
SSX9P,GSE199750
SSXP10,GSE199750
ST13,GSE199750
ST13P10,GSE199750
ST13P11,GSE199750
ST13P12,GSE199750
ST13P13,GSE199750
ST13P14,GSE199750
ST13P15,GSE199750
ST13P16,GSE199750
ST13P18,GSE199750
ST13P19,GSE199750
ST13P2,GSE199750
ST13P20,GSE199750
ST13P21,GSE199750
ST13P3,GSE199750
ST13P4,GSE199750
ST13P5,GSE199750
ST13P6,GSE199750
ST13P7,GSE199750
ST14,GSE199750
ST18,GSE199750
ST20,GSE199750
ST20-AS1,GSE199750
ST20-MTHFS,GSE199750
ST3GAL1,GSE199750
ST3GAL1-DT,GSE199750
ST3GAL1P1,GSE199750
ST3GAL2,GSE199750
ST3GAL3,GSE199750
ST3GAL3-AS1,GSE199750
ST3GAL4,GSE199750
ST3GAL5,GSE199750
ST3GAL5-AS1,GSE199750
ST3GAL6,GSE199750
ST3GAL6-AS1,GSE199750
ST6GAL1,GSE199750
ST6GAL2,GSE199750
ST6GAL2-IT1,GSE199750
ST6GALNAC1,GSE199750
ST6GALNAC2,GSE199750
ST6GALNAC2P1,GSE199750
ST6GALNAC3,GSE199750
ST6GALNAC4,GSE199750
ST6GALNAC4P1,GSE199750
ST6GALNAC5,GSE199750
ST6GALNAC6,GSE199750
ST7,GSE199750
ST7-AS1,GSE199750
ST7-AS2,GSE199750
ST7-OT4,GSE199750
ST7L,GSE199750
ST8SIA1,GSE199750
ST8SIA2,GSE199750
ST8SIA3,GSE199750
ST8SIA4,GSE199750
ST8SIA5,GSE199750
ST8SIA5-DT,GSE199750
ST8SIA6,GSE199750
ST8SIA6-AS1,GSE199750
STAB1,GSE199750
STAB2,GSE199750
STAC,GSE199750
STAC2,GSE199750
STAC3,GSE199750
STAG1,GSE199750
STAG1-DT,GSE199750
STAG2,GSE199750
STAG2-AS1,GSE199750
STAG3,GSE199750
STAG3L1,GSE199750
STAG3L2,GSE199750
STAG3L3,GSE199750
STAG3L4,GSE199750
STAG3L5P,GSE199750
STAG3L5P-PVRIG2P-PILRB,GSE199750
STAM,GSE199750
STAM-DT,GSE199750
STAM2,GSE199750
STAMBP,GSE199750
STAMBPL1,GSE199750
STAP1,GSE199750
STAP2,GSE199750
STAR,GSE199750
STARD10,GSE199750
STARD13,GSE199750
STARD13-AS,GSE199750
STARD13-IT1,GSE199750
STARD3,GSE199750
STARD3NL,GSE199750
STARD4,GSE199750
STARD4-AS1,GSE199750
STARD5,GSE199750
STARD6,GSE199750
STARD7,GSE199750
STARD7-AS1,GSE199750
STARD8,GSE199750
STARD9,GSE199750
STARP1,GSE199750
STAT1,GSE199750
STAT2,GSE199750
STAT3,GSE199750
STAT4,GSE199750
STAT4-AS1,GSE199750
STAT5A,GSE199750
STAT5B,GSE199750
STAT6,GSE199750
STATH,GSE199750
STAU1,GSE199750
STAU2,GSE199750
STAU2-AS1,GSE199750
STAU2P1,GSE199750
STBD1,GSE199750
STBD1P1,GSE199750
STC1,GSE199750
STC2,GSE199750
STEAP1,GSE199750
STEAP1B,GSE199750
STEAP1B-AS1,GSE199750
STEAP2,GSE199750
STEAP2-AS1,GSE199750
STEAP3,GSE199750
STEAP3-AS1,GSE199750
STEAP4,GSE199750
STEEP1,GSE199750
STH,GSE199750
STIL,GSE199750
STIM1,GSE199750
STIM1-AS1,GSE199750
STIM2,GSE199750
STIM2-AS1,GSE199750
STIMATE,GSE199750
STIMATE-MUSTN1,GSE199750
STING1,GSE199750
STIP1,GSE199750
STIP1P3,GSE199750
STK10,GSE199750
STK11,GSE199750
STK11IP,GSE199750
STK16,GSE199750
STK16P1,GSE199750
STK17A,GSE199750
STK17B,GSE199750
STK19,GSE199750
STK19B,GSE199750
STK24,GSE199750
STK24-AS1,GSE199750
STK24P1,GSE199750
STK25,GSE199750
STK25P1,GSE199750
STK26,GSE199750
STK3,GSE199750
STK31,GSE199750
STK32A,GSE199750
STK32A-AS1,GSE199750
STK32B,GSE199750
STK32C,GSE199750
STK33,GSE199750
STK33P1,GSE199750
STK35,GSE199750
STK36,GSE199750
STK38,GSE199750
STK38L,GSE199750
STK39,GSE199750
STK4,GSE199750
STK4-DT,GSE199750
STK40,GSE199750
STKLD1,GSE199750
STMN1,GSE199750
STMN1P1,GSE199750
STMN1P2,GSE199750
STMN2,GSE199750
STMN3,GSE199750
STMN4,GSE199750
STMND1,GSE199750
STMP1,GSE199750
STN1,GSE199750
STOM,GSE199750
STOML1,GSE199750
STOML2,GSE199750
STOML3,GSE199750
STON1,GSE199750
STON1-GTF2A1L,GSE199750
STON2,GSE199750
STOX1,GSE199750
STOX2,GSE199750
STPG1,GSE199750
STPG2,GSE199750
STPG2-AS1,GSE199750
STPG3,GSE199750
STPG3-AS1,GSE199750
STPG4,GSE199750
STRA6,GSE199750
STRA6LP,GSE199750
STRA8,GSE199750
STRADA,GSE199750
STRADB,GSE199750
STRADBP1,GSE199750
STRAP,GSE199750
STRBP,GSE199750
STRC,GSE199750
STRCP1,GSE199750
STRIP1,GSE199750
STRIP2,GSE199750
STRIT1,GSE199750
STRN,GSE199750
STRN3,GSE199750
STRN4,GSE199750
STS,GSE199750
STSP1,GSE199750
STT3A,GSE199750
STT3B,GSE199750
STUB1,GSE199750
STUB1-DT,GSE199750
STUB1P1,GSE199750
STUM,GSE199750
STX10,GSE199750
STX11,GSE199750
STX12,GSE199750
STX16,GSE199750
STX16-NPEPL1,GSE199750
STX17,GSE199750
STX17-DT,GSE199750
STX18,GSE199750
STX18-AS1,GSE199750
STX18-IT1,GSE199750
STX19,GSE199750
STX1A,GSE199750
STX1B,GSE199750
STX2,GSE199750
STX3,GSE199750
STX4,GSE199750
STX5,GSE199750
STX5-DT,GSE199750
STX6,GSE199750
STX7,GSE199750
STX8,GSE199750
STX8P1,GSE199750
STXBP1,GSE199750
STXBP2,GSE199750
STXBP3,GSE199750
STXBP4,GSE199750
STXBP5,GSE199750
STXBP5-AS1,GSE199750
STXBP5L,GSE199750
STXBP6,GSE199750
STYK1,GSE199750
STYX,GSE199750
STYXL1,GSE199750
STYXL2,GSE199750
SUB1,GSE199750
SUB1P1,GSE199750
SUB1P2,GSE199750
SUB1P3,GSE199750
SUB1P4,GSE199750
SUCLA2,GSE199750
SUCLA2-AS1,GSE199750
SUCLA2P1,GSE199750
SUCLA2P2,GSE199750
SUCLA2P3,GSE199750
SUCLG1,GSE199750
SUCLG2,GSE199750
SUCLG2-DT,GSE199750
SUCLG2P2,GSE199750
SUCLG2P4,GSE199750
SUCNR1,GSE199750
SUCO,GSE199750
SUDS3,GSE199750
SUDS3P1,GSE199750
SUFU,GSE199750
SUGCT,GSE199750
SUGCT-AS1,GSE199750
SUGP1,GSE199750
SUGP2,GSE199750
SUGT1,GSE199750
SUGT1-DT,GSE199750
SUGT1P1,GSE199750
SUGT1P2,GSE199750
SUGT1P3,GSE199750
SUGT1P4,GSE199750
SUGT1P4-STRA6LP,GSE199750
SUGT1P4-STRA6LP-CCDC180,GSE199750
SULF1,GSE199750
SULF2,GSE199750
SULT1A1,GSE199750
SULT1A2,GSE199750
SULT1A3,GSE199750
SULT1A4,GSE199750
SULT1B1,GSE199750
SULT1C2,GSE199750
SULT1C2P2,GSE199750
SULT1C3,GSE199750
SULT1C4,GSE199750
SULT1C5P,GSE199750
SULT1D1P,GSE199750
SULT1D1P2,GSE199750
SULT1E1,GSE199750
SULT2A1,GSE199750
SULT2B1,GSE199750
SULT4A1,GSE199750
SULT6B1,GSE199750
SULT6B2P,GSE199750
SUMF1,GSE199750
SUMF2,GSE199750
SUMO1,GSE199750
SUMO1P1,GSE199750
SUMO1P2,GSE199750
SUMO1P3,GSE199750
SUMO1P4,GSE199750
SUMO2,GSE199750
SUMO2P1,GSE199750
SUMO2P10,GSE199750
SUMO2P12,GSE199750
SUMO2P13,GSE199750
SUMO2P14,GSE199750
SUMO2P15,GSE199750
SUMO2P16,GSE199750
SUMO2P17,GSE199750
SUMO2P18,GSE199750
SUMO2P19,GSE199750
SUMO2P2,GSE199750
SUMO2P20,GSE199750
SUMO2P21,GSE199750
SUMO2P3,GSE199750
SUMO2P4,GSE199750
SUMO2P5,GSE199750
SUMO2P6,GSE199750
SUMO2P7,GSE199750
SUMO2P8,GSE199750
SUMO3,GSE199750
SUMO4,GSE199750
SUN1,GSE199750
SUN2,GSE199750
SUN3,GSE199750
SUN5,GSE199750
SUNO1,GSE199750
SUOX,GSE199750
SUPT16H,GSE199750
SUPT16HP1,GSE199750
SUPT20H,GSE199750
SUPT20HL1,GSE199750
SUPT20HL2,GSE199750
SUPT3H,GSE199750
SUPT4H1,GSE199750
SUPT4H1P1,GSE199750
SUPT4H1P2,GSE199750
SUPT5H,GSE199750
SUPT6H,GSE199750
SUPT7L,GSE199750
SUPV3L1,GSE199750
SURF1,GSE199750
SURF2,GSE199750
SURF4,GSE199750
SURF6,GSE199750
SURF6P1,GSE199750
SUSD1,GSE199750
SUSD2,GSE199750
SUSD2P2,GSE199750
SUSD3,GSE199750
SUSD4,GSE199750
SUSD5,GSE199750
SUSD6,GSE199750
SUV39H1,GSE199750
SUV39H2,GSE199750
SUV39H2-DT,GSE199750
SUZ12,GSE199750
SUZ12P1,GSE199750
SV2A,GSE199750
SV2B,GSE199750
SV2C,GSE199750
SV2C-AS1,GSE199750
SVBP,GSE199750
SVEP1,GSE199750
SVIL,GSE199750
SVIL-AS1,GSE199750
SVIL2P,GSE199750
SVIP,GSE199750
SVOP,GSE199750
SVOPL,GSE199750
SWAP70,GSE199750
SWI5,GSE199750
SWINGN,GSE199750
SWSAP1,GSE199750
SWT1,GSE199750
SYAP1,GSE199750
SYBU,GSE199750
SYBU-AS1,GSE199750
SYCE1,GSE199750
SYCE1L,GSE199750
SYCE2,GSE199750
SYCE3,GSE199750
SYCN,GSE199750
SYCP1,GSE199750
SYCP2,GSE199750
SYCP2L,GSE199750
SYCP3,GSE199750
SYDE1,GSE199750
SYDE2,GSE199750
SYF2,GSE199750
SYF2P1,GSE199750
SYF2P2,GSE199750
SYK,GSE199750
SYMPK,GSE199750
SYN1,GSE199750
SYN2,GSE199750
SYN3,GSE199750
SYN3-AS1,GSE199750
SYNC,GSE199750
SYNCRIP,GSE199750
SYNDIG1,GSE199750
SYNDIG1L,GSE199750
SYNE1,GSE199750
SYNE1-AS1,GSE199750
SYNE2,GSE199750
SYNE3,GSE199750
SYNE4,GSE199750
SYNGAP1,GSE199750
SYNGAP1-AS1,GSE199750
SYNGR1,GSE199750
SYNGR2,GSE199750
SYNGR2P1,GSE199750
SYNGR3,GSE199750
SYNGR4,GSE199750
SYNJ1,GSE199750
SYNJ2,GSE199750
SYNJ2-IT1,GSE199750
SYNJ2BP,GSE199750
SYNJ2BP-COX16,GSE199750
SYNM,GSE199750
SYNM-AS1,GSE199750
SYNM-AS2,GSE199750
SYNPO,GSE199750
SYNPO2,GSE199750
SYNPO2L,GSE199750
SYNPO2L-AS1,GSE199750
SYNPR,GSE199750
SYNPR-AS1,GSE199750
SYNRG,GSE199750
SYP,GSE199750
SYP-AS1,GSE199750
SYPL1,GSE199750
SYPL1P1,GSE199750
SYPL1P2,GSE199750
SYPL2,GSE199750
SYS1,GSE199750
SYS1-DBNDD2,GSE199750
SYT1,GSE199750
SYT10,GSE199750
SYT11,GSE199750
SYT12,GSE199750
SYT13,GSE199750
SYT14,GSE199750
SYT14P1,GSE199750
SYT15,GSE199750
SYT15-AS1,GSE199750
SYT15B,GSE199750
SYT16,GSE199750
SYT17,GSE199750
SYT2,GSE199750
SYT2-AS1,GSE199750
SYT3,GSE199750
SYT4,GSE199750
SYT5,GSE199750
SYT6,GSE199750
SYT7,GSE199750
SYT8,GSE199750
SYT9,GSE199750
SYT9-AS1,GSE199750
SYTL1,GSE199750
SYTL2,GSE199750
SYTL3,GSE199750
SYTL4,GSE199750
SYTL5,GSE199750
SYVN1,GSE199750
SZRD1,GSE199750
SZRD1P1,GSE199750
SZT2,GSE199750
SZT2-AS1,GSE199750
TAAR1,GSE199750
TAAR2,GSE199750
TAAR3P,GSE199750
TAAR4P,GSE199750
TAAR5,GSE199750
TAAR6,GSE199750
TAAR7P,GSE199750
TAAR8,GSE199750
TAAR9,GSE199750
TAB1,GSE199750
TAB2,GSE199750
TAB2-AS1,GSE199750
TAB3,GSE199750
TAB3-AS1,GSE199750
TAB3-AS2,GSE199750
TAB3P1,GSE199750
TAC1,GSE199750
TAC3,GSE199750
TAC4,GSE199750
TACC1,GSE199750
TACC1P1,GSE199750
TACC2,GSE199750
TACC3,GSE199750
TACO1,GSE199750
TACR1,GSE199750
TACR2,GSE199750
TACR3,GSE199750
TACR3-AS1,GSE199750
TACSTD2,GSE199750
TADA1,GSE199750
TADA2A,GSE199750
TADA2B,GSE199750
TADA3,GSE199750
TAF1,GSE199750
TAF10,GSE199750
TAF11,GSE199750
TAF11L10,GSE199750
TAF11L11,GSE199750
TAF11L12,GSE199750
TAF11L13,GSE199750
TAF11L14,GSE199750
TAF11L2,GSE199750
TAF11L3,GSE199750
TAF11L4,GSE199750
TAF11L5,GSE199750
TAF11L6,GSE199750
TAF11L7,GSE199750
TAF11L8,GSE199750
TAF11L9,GSE199750
TAF12,GSE199750
TAF12-DT,GSE199750
TAF13,GSE199750
TAF13P2,GSE199750
TAF15,GSE199750
TAF1A,GSE199750
TAF1A-AS1,GSE199750
TAF1B,GSE199750
TAF1C,GSE199750
TAF1D,GSE199750
TAF1L,GSE199750
TAF2,GSE199750
TAF3,GSE199750
TAF4,GSE199750
TAF4B,GSE199750
TAF5,GSE199750
TAF5L,GSE199750
TAF5LP1,GSE199750
TAF6,GSE199750
TAF6L,GSE199750
TAF7,GSE199750
TAF7L,GSE199750
TAF8,GSE199750
TAF9,GSE199750
TAF9B,GSE199750
TAF9BP1,GSE199750
TAF9BP2,GSE199750
TAF9P1,GSE199750
TAF9P2,GSE199750
TAF9P3,GSE199750
TAFA1,GSE199750
TAFA2,GSE199750
TAFA3,GSE199750
TAFA4,GSE199750
TAFA5,GSE199750
TAFAZZIN,GSE199750
TAGAP,GSE199750
TAGAP-AS1,GSE199750
TAGLN,GSE199750
TAGLN2,GSE199750
TAGLN2P1,GSE199750
TAGLN3,GSE199750
TAL1,GSE199750
TAL2,GSE199750
TALDO1,GSE199750
TAMALIN,GSE199750
TAMM41,GSE199750
TANAR,GSE199750
TANC1,GSE199750
TANC2,GSE199750
TANGO2,GSE199750
TANGO6,GSE199750
TANK,GSE199750
TANK-AS1,GSE199750
TAOK1,GSE199750
TAOK2,GSE199750
TAOK3,GSE199750
TAP1,GSE199750
TAP2,GSE199750
TAPBP,GSE199750
TAPBPL,GSE199750
TAPT1,GSE199750
TAPT1-AS1,GSE199750
TARBP1,GSE199750
TARBP2,GSE199750
TARDBP,GSE199750
TARDBPP1,GSE199750
TARDBPP2,GSE199750
TARDBPP4,GSE199750
TARID,GSE199750
TARM1,GSE199750
TARS1,GSE199750
TARS1-DT,GSE199750
TARS2,GSE199750
TARS2P1,GSE199750
TARS3,GSE199750
TAS1R1,GSE199750
TAS1R2,GSE199750
TAS1R3,GSE199750
TAS2R1,GSE199750
TAS2R10,GSE199750
TAS2R13,GSE199750
TAS2R14,GSE199750
TAS2R15P,GSE199750
TAS2R16,GSE199750
TAS2R19,GSE199750
TAS2R20,GSE199750
TAS2R2P,GSE199750
TAS2R3,GSE199750
TAS2R30,GSE199750
TAS2R31,GSE199750
TAS2R38,GSE199750
TAS2R39,GSE199750
TAS2R4,GSE199750
TAS2R40,GSE199750
TAS2R41,GSE199750
TAS2R42,GSE199750
TAS2R43,GSE199750
TAS2R46,GSE199750
TAS2R5,GSE199750
TAS2R50,GSE199750
TAS2R60,GSE199750
TAS2R62P,GSE199750
TAS2R63P,GSE199750
TAS2R64P,GSE199750
TAS2R6P,GSE199750
TAS2R7,GSE199750
TAS2R8,GSE199750
TAS2R9,GSE199750
TASL,GSE199750
TASOR,GSE199750
TASOR2,GSE199750
TASP1,GSE199750
TAT,GSE199750
TAT-AS1,GSE199750
TATDN1,GSE199750
TATDN1P1,GSE199750
TATDN2,GSE199750
TATDN2P1,GSE199750
TATDN2P2,GSE199750
TATDN2P3,GSE199750
TATDN3,GSE199750
TAX1BP1,GSE199750
TAX1BP1-AS1,GSE199750
TAX1BP3,GSE199750
TBATA,GSE199750
TBC1D1,GSE199750
TBC1D10A,GSE199750
TBC1D10B,GSE199750
TBC1D10C,GSE199750
TBC1D12,GSE199750
TBC1D13,GSE199750
TBC1D14,GSE199750
TBC1D15,GSE199750
TBC1D16,GSE199750
TBC1D17,GSE199750
TBC1D19,GSE199750
TBC1D2,GSE199750
TBC1D20,GSE199750
TBC1D21,GSE199750
TBC1D22A,GSE199750
TBC1D22A-AS1,GSE199750
TBC1D22A-DT,GSE199750
TBC1D22B,GSE199750
TBC1D23,GSE199750
TBC1D24,GSE199750
TBC1D25,GSE199750
TBC1D26,GSE199750
TBC1D26-AS1,GSE199750
TBC1D27P,GSE199750
TBC1D28,GSE199750
TBC1D29P,GSE199750
TBC1D2B,GSE199750
TBC1D3,GSE199750
TBC1D30,GSE199750
TBC1D31,GSE199750
TBC1D32,GSE199750
TBC1D3B,GSE199750
TBC1D3C,GSE199750
TBC1D3D,GSE199750
TBC1D3E,GSE199750
TBC1D3F,GSE199750
TBC1D3G,GSE199750
TBC1D3H,GSE199750
TBC1D3I,GSE199750
TBC1D3JP,GSE199750
TBC1D3K,GSE199750
TBC1D3L,GSE199750
TBC1D3P1,GSE199750
TBC1D3P1-DHX40P1,GSE199750
TBC1D3P2,GSE199750
TBC1D3P3,GSE199750
TBC1D3P4,GSE199750
TBC1D3P5,GSE199750
TBC1D3P6,GSE199750
TBC1D3P7,GSE199750
TBC1D4,GSE199750
TBC1D5,GSE199750
TBC1D7,GSE199750
TBC1D8,GSE199750
TBC1D8-AS1,GSE199750
TBC1D8B,GSE199750
TBC1D9,GSE199750
TBC1D9B,GSE199750
TBCA,GSE199750
TBCAP1,GSE199750
TBCAP2,GSE199750
TBCAP3,GSE199750
TBCB,GSE199750
TBCC,GSE199750
TBCCD1,GSE199750
TBCD,GSE199750
TBCE,GSE199750
TBCEL,GSE199750
TBCEL-TECTA,GSE199750
TBCK,GSE199750
TBILA,GSE199750
TBK1,GSE199750
TBKBP1,GSE199750
TBL1X,GSE199750
TBL1XR1,GSE199750
TBL1XR1-AS1,GSE199750
TBL1Y,GSE199750
TBL1YP1,GSE199750
TBL2,GSE199750
TBL3,GSE199750
TBP,GSE199750
TBPL1,GSE199750
TBPL1P1,GSE199750
TBPL2,GSE199750
TBR1,GSE199750
TBRG1,GSE199750
TBRG4,GSE199750
TBX1,GSE199750
TBX10,GSE199750
TBX15,GSE199750
TBX18,GSE199750
TBX18-AS1,GSE199750
TBX19,GSE199750
TBX2,GSE199750
TBX2-AS1,GSE199750
TBX20,GSE199750
TBX21,GSE199750
TBX22,GSE199750
TBX3,GSE199750
TBX3-AS1,GSE199750
TBX4,GSE199750
TBX5,GSE199750
TBX5-AS1,GSE199750
TBX6,GSE199750
TBXA2R,GSE199750
TBXAS1,GSE199750
TBXT,GSE199750
TC2N,GSE199750
TCAF1,GSE199750
TCAF1P1,GSE199750
TCAF2,GSE199750
TCAF2C,GSE199750
TCAF2P1,GSE199750
TCAIM,GSE199750
TCAM1P,GSE199750
TCAP,GSE199750
TCEA1,GSE199750
TCEA1P1,GSE199750
TCEA1P2,GSE199750
TCEA1P3,GSE199750
TCEA1P4,GSE199750
TCEA2,GSE199750
TCEA3,GSE199750
TCEAL1,GSE199750
TCEAL2,GSE199750
TCEAL3,GSE199750
TCEAL3-AS1,GSE199750
TCEAL4,GSE199750
TCEAL4P1,GSE199750
TCEAL5,GSE199750
TCEAL6,GSE199750
TCEAL7,GSE199750
TCEAL8,GSE199750
TCEAL8P1,GSE199750
TCEAL9,GSE199750
TCEANC,GSE199750
TCEANC2,GSE199750
TCERG1,GSE199750
TCERG1L,GSE199750
TCERG1L-AS1,GSE199750
TCERG1P1,GSE199750
TCERG1P2,GSE199750
TCF12,GSE199750
TCF12-DT,GSE199750
TCF15,GSE199750
TCF19,GSE199750
TCF20,GSE199750
TCF21,GSE199750
TCF23,GSE199750
TCF24,GSE199750
TCF25,GSE199750
TCF3,GSE199750
TCF3P1,GSE199750
TCF4,GSE199750
TCF4-AS1,GSE199750
TCF4-AS2,GSE199750
TCF7,GSE199750
TCF7L1,GSE199750
TCF7L1-IT1,GSE199750
TCF7L2,GSE199750
TCFL5,GSE199750
TCHH,GSE199750
TCHHL1,GSE199750
TCHP,GSE199750
TCIM,GSE199750
TCIRG1,GSE199750
TCL1A,GSE199750
TCL1B,GSE199750
TCL6,GSE199750
TCN1,GSE199750
TCN2,GSE199750
TCOF1,GSE199750
TCP1,GSE199750
TCP10L,GSE199750
TCP10L2,GSE199750
TCP10L3,GSE199750
TCP11,GSE199750
TCP11L1,GSE199750
TCP11L2,GSE199750
TCP11X1,GSE199750
TCP11X2,GSE199750
TCP11X3P,GSE199750
TCP1P1,GSE199750
TCP1P3,GSE199750
TCTA,GSE199750
TCTE1,GSE199750
TCTN1,GSE199750
TCTN2,GSE199750
TCTN3,GSE199750
TDG,GSE199750
TDGP1,GSE199750
TDH,GSE199750
TDH-AS1,GSE199750
TDO2,GSE199750
TDP1,GSE199750
TDP2,GSE199750
TDRD1,GSE199750
TDRD10,GSE199750
TDRD12,GSE199750
TDRD15,GSE199750
TDRD3,GSE199750
TDRD5,GSE199750
TDRD6,GSE199750
TDRD6-AS1,GSE199750
TDRD7,GSE199750
TDRD9,GSE199750
TDRG1,GSE199750
TDRKH,GSE199750
TDRKH-AS1,GSE199750
TDRP,GSE199750
TEAD1,GSE199750
TEAD2,GSE199750
TEAD3,GSE199750
TEAD4,GSE199750
TEC,GSE199750
TECPR1,GSE199750
TECPR2,GSE199750
TECR,GSE199750
TECRL,GSE199750
TECRP1,GSE199750
TECRP2,GSE199750
TECTA,GSE199750
TECTB,GSE199750
TEDC1,GSE199750
TEDC2,GSE199750
TEDC2-AS1,GSE199750
TEDDM1,GSE199750
TEDDM2P,GSE199750
TEDDM3P,GSE199750
TEF,GSE199750
TEFM,GSE199750
TEK,GSE199750
TEKT1,GSE199750
TEKT2,GSE199750
TEKT3,GSE199750
TEKT4,GSE199750
TEKT4P2,GSE199750
TEKT4P3,GSE199750
TEKT5,GSE199750
TEKTIP1,GSE199750
TEKTL1,GSE199750
TELO2,GSE199750
TEN1,GSE199750
TEN1-CDK3,GSE199750
TENM1,GSE199750
TENM2,GSE199750
TENM2-AS1,GSE199750
TENM3,GSE199750
TENM3-AS1,GSE199750
TENM3-AS2,GSE199750
TENM4,GSE199750
TENT2,GSE199750
TENT4A,GSE199750
TENT4B,GSE199750
TENT5A,GSE199750
TENT5B,GSE199750
TENT5C,GSE199750
TENT5C-DT,GSE199750
TENT5D,GSE199750
TEP1,GSE199750
TEPSIN,GSE199750
TERB1,GSE199750
TERB2,GSE199750
TERC,GSE199750
TERF1,GSE199750
TERF1P1,GSE199750
TERF1P2,GSE199750
TERF1P3,GSE199750
TERF1P4,GSE199750
TERF1P5,GSE199750
TERF1P6,GSE199750
TERF1P7,GSE199750
TERF2,GSE199750
TERF2IP,GSE199750
TERLR1,GSE199750
TERT,GSE199750
TES,GSE199750
TESC,GSE199750
TESC-AS1,GSE199750
TESHL,GSE199750
TESK1,GSE199750
TESK2,GSE199750
TESMIN,GSE199750
TESPA1,GSE199750
TET1,GSE199750
TET1P1,GSE199750
TET2,GSE199750
TET2-AS1,GSE199750
TET3,GSE199750
TEX10,GSE199750
TEX101,GSE199750
TEX101P1,GSE199750
TEX11,GSE199750
TEX12,GSE199750
TEX13A,GSE199750
TEX13B,GSE199750
TEX13C,GSE199750
TEX13D,GSE199750
TEX14,GSE199750
TEX14BP,GSE199750
TEX15,GSE199750
TEX19,GSE199750
TEX2,GSE199750
TEX21P,GSE199750
TEX22,GSE199750
TEX26,GSE199750
TEX26-AS1,GSE199750
TEX261,GSE199750
TEX264,GSE199750
TEX28,GSE199750
TEX28P1,GSE199750
TEX28P2,GSE199750
TEX28P3,GSE199750
TEX29,GSE199750
TEX30,GSE199750
TEX35,GSE199750
TEX36,GSE199750
TEX36-AS1,GSE199750
TEX38,GSE199750
TEX41,GSE199750
TEX44,GSE199750
TEX46,GSE199750
TEX47,GSE199750
TEX48,GSE199750
TEX50,GSE199750
TEX51,GSE199750
TEX52,GSE199750
TEX53,GSE199750
TEX54,GSE199750
TEX55,GSE199750
TEX56P,GSE199750
TEX9,GSE199750
TF,GSE199750
TFAM,GSE199750
TFAMP1,GSE199750
TFAMP2,GSE199750
TFAP2A,GSE199750
TFAP2A-AS1,GSE199750
TFAP2B,GSE199750
TFAP2C,GSE199750
TFAP2D,GSE199750
TFAP2E,GSE199750
TFAP2E-AS1,GSE199750
TFAP4,GSE199750
TFB1M,GSE199750
TFB2M,GSE199750
TFB2MP1,GSE199750
TFCP2,GSE199750
TFCP2L1,GSE199750
TFDP1,GSE199750
TFDP1P1,GSE199750
TFDP1P2,GSE199750
TFDP1P3,GSE199750
TFDP2,GSE199750
TFDP3,GSE199750
TFE3,GSE199750
TFEB,GSE199750
TFEC,GSE199750
TFF1,GSE199750
TFF2,GSE199750
TFF3,GSE199750
TFG,GSE199750
TFGP1,GSE199750
TFIP11,GSE199750
TFIP11-DT,GSE199750
TFPI,GSE199750
TFPI2,GSE199750
TFPI2-DT,GSE199750
TFPT,GSE199750
TFR2,GSE199750
TFRC,GSE199750
TG,GSE199750
TGDS,GSE199750
TGFA,GSE199750
TGFA-IT1,GSE199750
TGFB1,GSE199750
TGFB1I1,GSE199750
TGFB2,GSE199750
TGFB2-AS1,GSE199750
TGFB2-OT1,GSE199750
TGFB3,GSE199750
TGFB3-AS1,GSE199750
TGFBI,GSE199750
TGFBR1,GSE199750
TGFBR2,GSE199750
TGFBR3,GSE199750
TGFBR3L,GSE199750
TGFBRAP1,GSE199750
TGIF1,GSE199750
TGIF1P1,GSE199750
TGIF2,GSE199750
TGIF2-RAB5IF,GSE199750
TGIF2LX,GSE199750
TGIF2LY,GSE199750
TGIF2P1,GSE199750
TGM1,GSE199750
TGM2,GSE199750
TGM3,GSE199750
TGM4,GSE199750
TGM5,GSE199750
TGM6,GSE199750
TGM7,GSE199750
TGOLN2,GSE199750
TGS1,GSE199750
TH,GSE199750
TH2LCRR,GSE199750
THA1P,GSE199750
THADA,GSE199750
THAP1,GSE199750
THAP10,GSE199750
THAP11,GSE199750
THAP12,GSE199750
THAP12P1,GSE199750
THAP12P2,GSE199750
THAP12P3,GSE199750
THAP12P4,GSE199750
THAP12P5,GSE199750
THAP12P6,GSE199750
THAP12P7,GSE199750
THAP12P8,GSE199750
THAP12P9,GSE199750
