genes,infection_vaccination,n_conditions,comparison
IL1RL1,Vaccination,1,Infection and vaccination
IL1RL1,Infection,2,Infection and vaccination
IL2,Vaccination,1,Infection and vaccination
IL2,Infection,1,Infection and vaccination
IL32,Vaccination,1,Infection and vaccination
IL32,Infection,3,Infection and vaccination
IL6R,Vaccination,1,Infection and vaccination
IL6R,Infection,2,Infection and vaccination
IRF2,Vaccination,1,Infection and vaccination
IRF2,Infection,3,Infection and vaccination
ITGA1,Vaccination,1,Infection and vaccination
ITGA1,Infection,4,Infection and vaccination
ITGA6,Vaccination,1,Infection and vaccination
ITGA6,Infection,7,Infection and vaccination
ITGAM,Vaccination,1,Infection and vaccination
ITGAM,Infection,7,Infection and vaccination
JAG1,Vaccination,1,Infection and vaccination
JAG1,Infection,5,Infection and vaccination
JAK1,Vaccination,1,Infection and vaccination
JAK1,Infection,2,Infection and vaccination
JAK3,Vaccination,1,Infection and vaccination
JAK3,Infection,5,Infection and vaccination
KDELR1,Vaccination,1,Infection and vaccination
KDELR1,Infection,3,Infection and vaccination
KIR2DL3,Vaccination,1,Infection and vaccination
KIR2DL3,Infection,1,Infection and vaccination
KIR3DL1,Vaccination,1,Infection and vaccination
KIR3DL1,Infection,1,Infection and vaccination
KLRF2,Vaccination,1,Infection and vaccination
KLRF2,Infection,2,Infection and vaccination
KMT2E,Vaccination,1,Infection and vaccination
KMT2E,Infection,1,Infection and vaccination
LEP,Vaccination,1,Infection and vaccination
LEP,Infection,1,Infection and vaccination
LGALS4,Vaccination,1,Infection and vaccination
LGALS4,Infection,2,Infection and vaccination
LILRA4,Vaccination,1,Infection and vaccination
LILRA4,Infection,1,Infection and vaccination
LILRA6,Vaccination,1,Infection and vaccination
LILRA6,Infection,7,Infection and vaccination
LRRC17,Vaccination,1,Infection and vaccination
LRRC17,Infection,2,Infection and vaccination
MAP2K2,Vaccination,1,Infection and vaccination
MAP2K2,Infection,2,Infection and vaccination
MAP4K2,Vaccination,1,Infection and vaccination
MAP4K2,Infection,1,Infection and vaccination
MAPK1,Vaccination,1,Infection and vaccination
MAPK1,Infection,5,Infection and vaccination
MATR3,Vaccination,1,Infection and vaccination
MATR3,Infection,1,Infection and vaccination
MDK,Vaccination,1,Infection and vaccination
MDK,Infection,4,Infection and vaccination
MEN1,Vaccination,1,Infection and vaccination
MEN1,Infection,6,Infection and vaccination
MYH9,Vaccination,1,Infection and vaccination
MYH9,Infection,1,Infection and vaccination
MYO1C,Vaccination,1,Infection and vaccination
MYO1C,Infection,5,Infection and vaccination
NCK1,Vaccination,1,Infection and vaccination
NCK1,Infection,4,Infection and vaccination
NCR3LG1,Vaccination,1,Infection and vaccination
NCR3LG1,Infection,4,Infection and vaccination
NLRP12,Vaccination,1,Infection and vaccination
NLRP12,Infection,2,Infection and vaccination
NOTCH1,Vaccination,1,Infection and vaccination
NOTCH1,Infection,1,Infection and vaccination
PDE12,Vaccination,1,Infection and vaccination
PDE12,Infection,4,Infection and vaccination
PLEKHM2,Vaccination,1,Infection and vaccination
PLEKHM2,Infection,3,Infection and vaccination
PMS2,Vaccination,1,Infection and vaccination
PMS2,Infection,2,Infection and vaccination
PPARG,Vaccination,1,Infection and vaccination
PPARG,Infection,6,Infection and vaccination
PRKCE,Vaccination,1,Infection and vaccination
PRKCE,Infection,6,Infection and vaccination
PRKCQ,Vaccination,1,Infection and vaccination
PRKCQ,Infection,4,Infection and vaccination
PSMB9,Vaccination,1,Infection and vaccination
PSMB9,Infection,3,Infection and vaccination
PTGDS,Vaccination,1,Infection and vaccination
PTGDS,Infection,6,Infection and vaccination
PTPN6,Vaccination,1,Infection and vaccination
PTPN6,Infection,4,Infection and vaccination
RAB27A,Vaccination,1,Infection and vaccination
RAB27A,Infection,4,Infection and vaccination
RC3H1,Vaccination,1,Infection and vaccination
RC3H1,Infection,5,Infection and vaccination
RNASE3,Vaccination,1,Infection and vaccination
RNASE3,Infection,5,Infection and vaccination
RNASE4,Vaccination,1,Infection and vaccination
RNASE4,Infection,4,Infection and vaccination
RNF168,Vaccination,1,Infection and vaccination
RNF168,Infection,1,Infection and vaccination
ROMO1,Vaccination,1,Infection and vaccination
ROMO1,Infection,4,Infection and vaccination
RPS19,Vaccination,1,Infection and vaccination
RPS19,Infection,4,Infection and vaccination
S1PR4,Vaccination,1,Infection and vaccination
S1PR4,Infection,1,Infection and vaccination
SCG2,Vaccination,1,Infection and vaccination
SCG2,Infection,2,Infection and vaccination
SDHAF4,Vaccination,1,Infection and vaccination
SDHAF4,Infection,4,Infection and vaccination
SFTPA1,Vaccination,1,Infection and vaccination
SFTPA1,Infection,1,Infection and vaccination
SMAD3,Vaccination,1,Infection and vaccination
SMAD3,Infection,4,Infection and vaccination
SNAP23,Vaccination,1,Infection and vaccination
SNAP23,Infection,5,Infection and vaccination
SOS2,Vaccination,1,Infection and vaccination
SOS2,Infection,6,Infection and vaccination
SPIRE1,Vaccination,1,Infection and vaccination
SPIRE1,Infection,4,Infection and vaccination
STAT3,Vaccination,1,Infection and vaccination
STAT3,Infection,6,Infection and vaccination
TAX1BP1,Vaccination,1,Infection and vaccination
TAX1BP1,Infection,4,Infection and vaccination
TBKBP1,Vaccination,1,Infection and vaccination
TBKBP1,Infection,8,Infection and vaccination
TGFBR1,Vaccination,1,Infection and vaccination
TGFBR1,Infection,2,Infection and vaccination
TMEM33,Vaccination,1,Infection and vaccination
TMEM33,Infection,3,Infection and vaccination
TRIM68,Vaccination,1,Infection and vaccination
TRIM68,Infection,7,Infection and vaccination
TRPV1,Vaccination,1,Infection and vaccination
TRPV1,Infection,3,Infection and vaccination
TYK2,Vaccination,1,Infection and vaccination
TYK2,Infection,1,Infection and vaccination
USP14,Vaccination,1,Infection and vaccination
USP14,Infection,2,Infection and vaccination
VAV1,Vaccination,1,Infection and vaccination
VAV1,Infection,3,Infection and vaccination
XG,Vaccination,1,Infection and vaccination
XG,Infection,1,Infection and vaccination
ZBTB46,Vaccination,1,Infection and vaccination
ZBTB46,Infection,4,Infection and vaccination
ZFP36L2,Vaccination,1,Infection and vaccination
ZFP36L2,Infection,5,Infection and vaccination
ZFPM1,Vaccination,1,Infection and vaccination
ZFPM1,Infection,5,Infection and vaccination
