genes,infection_vaccination,n_conditions,comparison
TLR8,Infection,1,Infection and vaccination
TMEM106C,Vaccination,3,Infection and vaccination
TMEM106C,Infection,1,Infection and vaccination
TMEM200A,Vaccination,3,Infection and vaccination
TMEM200A,Infection,2,Infection and vaccination
TMTC2,Vaccination,3,Infection and vaccination
TMTC2,Infection,1,Infection and vaccination
TNFRSF1B,Vaccination,3,Infection and vaccination
TNFRSF1B,Infection,3,Infection and vaccination
TNFSF8,Vaccination,3,Infection and vaccination
TNFSF8,Infection,4,Infection and vaccination
TRAF1,Vaccination,3,Infection and vaccination
TRAF1,Infection,6,Infection and vaccination
TRAF3IP3,Vaccination,3,Infection and vaccination
TRAF3IP3,Infection,6,Infection and vaccination
TRAT1,Vaccination,3,Infection and vaccination
TRAT1,Infection,5,Infection and vaccination
TRIM25,Vaccination,3,Infection and vaccination
TRIM25,Infection,8,Infection and vaccination
TRIM40,Vaccination,3,Infection and vaccination
TRIM40,Infection,2,Infection and vaccination
TRIM65,Vaccination,3,Infection and vaccination
TRIM65,Infection,6,Infection and vaccination
TRIM68,Vaccination,3,Infection and vaccination
TRIM68,Infection,7,Infection and vaccination
TSPAN5,Vaccination,3,Infection and vaccination
TSPAN5,Infection,4,Infection and vaccination
TUBB4B,Vaccination,3,Infection and vaccination
TUBB4B,Infection,4,Infection and vaccination
VNN1,Vaccination,3,Infection and vaccination
VNN1,Infection,3,Infection and vaccination
VNN2,Vaccination,3,Infection and vaccination
VNN2,Infection,4,Infection and vaccination
VSIG10,Vaccination,3,Infection and vaccination
VSIG10,Infection,7,Infection and vaccination
WAS,Vaccination,3,Infection and vaccination
WAS,Infection,1,Infection and vaccination
WDFY4,Vaccination,3,Infection and vaccination
WDFY4,Infection,3,Infection and vaccination
XCL2,Vaccination,3,Infection and vaccination
XCL2,Infection,5,Infection and vaccination
XRCC6,Vaccination,3,Infection and vaccination
XRCC6,Infection,4,Infection and vaccination
ZAP70,Vaccination,3,Infection and vaccination
ZAP70,Infection,4,Infection and vaccination
ZNF467,Vaccination,3,Infection and vaccination
ZNF467,Infection,2,Infection and vaccination
ABCA1,Vaccination,2,Infection and vaccination
ABCA1,Infection,9,Infection and vaccination
ABCB4,Vaccination,2,Infection and vaccination
ABCB4,Infection,1,Infection and vaccination
ACAP1,Vaccination,2,Infection and vaccination
ACAP1,Infection,2,Infection and vaccination
ACTG1,Vaccination,2,Infection and vaccination
ACTG1,Infection,1,Infection and vaccination
ACTR2,Vaccination,2,Infection and vaccination
ACTR2,Infection,2,Infection and vaccination
ADAM17,Vaccination,2,Infection and vaccination
ADAM17,Infection,6,Infection and vaccination
ADAMTS13,Vaccination,2,Infection and vaccination
ADAMTS13,Infection,4,Infection and vaccination
ADAR,Vaccination,2,Infection and vaccination
ADAR,Infection,5,Infection and vaccination
ADARB1,Vaccination,2,Infection and vaccination
ADARB1,Infection,6,Infection and vaccination
ADORA1,Vaccination,2,Infection and vaccination
ADORA1,Infection,5,Infection and vaccination
AIM2,Vaccination,2,Infection and vaccination
AIM2,Infection,8,Infection and vaccination
AKT1,Vaccination,2,Infection and vaccination
AKT1,Infection,2,Infection and vaccination
ANKHD1,Vaccination,2,Infection and vaccination
ANKHD1,Infection,7,Infection and vaccination
ANXA5,Vaccination,2,Infection and vaccination
ANXA5,Infection,3,Infection and vaccination
AP3B1,Vaccination,2,Infection and vaccination
AP3B1,Infection,6,Infection and vaccination
APBB1,Vaccination,2,Infection and vaccination
APBB1,Infection,5,Infection and vaccination
APOBEC3A,Vaccination,2,Infection and vaccination
APOBEC3A,Infection,9,Infection and vaccination
ARHGEF10L,Vaccination,2,Infection and vaccination
ARHGEF10L,Infection,5,Infection and vaccination
ARHGEF5,Vaccination,2,Infection and vaccination
ARHGEF5,Infection,3,Infection and vaccination
ASXL1,Vaccination,2,Infection and vaccination
ASXL1,Infection,4,Infection and vaccination
ATP9A,Vaccination,2,Infection and vaccination
ATP9A,Infection,3,Infection and vaccination
AXL,Vaccination,2,Infection and vaccination
AXL,Infection,4,Infection and vaccination
B2M,Vaccination,2,Infection and vaccination
B2M,Infection,5,Infection and vaccination
BCR,Vaccination,2,Infection and vaccination
BCR,Infection,3,Infection and vaccination
BLM,Vaccination,2,Infection and vaccination
BLM,Infection,2,Infection and vaccination
BLVRB,Vaccination,2,Infection and vaccination
BLVRB,Infection,4,Infection and vaccination
BSG,Vaccination,2,Infection and vaccination
BSG,Infection,2,Infection and vaccination
BTK,Vaccination,2,Infection and vaccination
BTK,Infection,5,Infection and vaccination
BTLA,Vaccination,2,Infection and vaccination
BTLA,Infection,2,Infection and vaccination
C1orf21,Vaccination,2,Infection and vaccination
C1orf21,Infection,3,Infection and vaccination
CACNB3,Vaccination,2,Infection and vaccination
CACNB3,Infection,8,Infection and vaccination
CALR,Vaccination,2,Infection and vaccination
CALR,Infection,2,Infection and vaccination
CAMK2D,Vaccination,2,Infection and vaccination
CAMK2D,Infection,1,Infection and vaccination
CAMP,Vaccination,2,Infection and vaccination
CAMP,Infection,8,Infection and vaccination
CARD9,Vaccination,2,Infection and vaccination
CARD9,Infection,5,Infection and vaccination
CASP4,Vaccination,2,Infection and vaccination
CASP4,Infection,5,Infection and vaccination
CCL19,Vaccination,2,Infection and vaccination
CCL19,Infection,1,Infection and vaccination
CCL5,Vaccination,2,Infection and vaccination
CCL5,Infection,5,Infection and vaccination
CCL7,Vaccination,2,Infection and vaccination
CCL7,Infection,4,Infection and vaccination
CCND3,Vaccination,2,Infection and vaccination
CCND3,Infection,4,Infection and vaccination
CCR10,Vaccination,2,Infection and vaccination
CCR10,Infection,1,Infection and vaccination
CCR7,Vaccination,2,Infection and vaccination
CCR7,Infection,9,Infection and vaccination
CD163,Vaccination,2,Infection and vaccination
CD163,Infection,5,Infection and vaccination
CD1C,Vaccination,2,Infection and vaccination
CD1C,Infection,5,Infection and vaccination
CD1E,Vaccination,2,Infection and vaccination
CD1E,Infection,6,Infection and vaccination
CD22,Vaccination,2,Infection and vaccination
CD22,Infection,2,Infection and vaccination
CD24,Vaccination,2,Infection and vaccination
CD24,Infection,6,Infection and vaccination
CD34,Vaccination,2,Infection and vaccination
CD34,Infection,4,Infection and vaccination
CD37,Vaccination,2,Infection and vaccination
CD37,Infection,3,Infection and vaccination
CD3E,Vaccination,2,Infection and vaccination
CD3E,Infection,5,Infection and vaccination
CD5,Vaccination,2,Infection and vaccination
CD5,Infection,4,Infection and vaccination
CD79B,Vaccination,2,Infection and vaccination
CD79B,Infection,4,Infection and vaccination
CD81,Vaccination,2,Infection and vaccination
CD81,Infection,5,Infection and vaccination
CDH5,Vaccination,2,Infection and vaccination
CDH5,Infection,2,Infection and vaccination
CEACAM1,Vaccination,2,Infection and vaccination
CEACAM1,Infection,6,Infection and vaccination
CELSR1,Vaccination,2,Infection and vaccination
CELSR1,Infection,1,Infection and vaccination
CFP,Vaccination,2,Infection and vaccination
CFP,Infection,2,Infection and vaccination
CHIT1,Vaccination,2,Infection and vaccination
CHIT1,Infection,8,Infection and vaccination
CHL1,Vaccination,2,Infection and vaccination
CHL1,Infection,3,Infection and vaccination
CISH,Vaccination,2,Infection and vaccination
CISH,Infection,6,Infection and vaccination
CLEC4G,Vaccination,2,Infection and vaccination
CLEC4G,Infection,1,Infection and vaccination
CLEC7A,Vaccination,2,Infection and vaccination
CLEC7A,Infection,5,Infection and vaccination
CLPTM1L,Vaccination,2,Infection and vaccination
CLPTM1L,Infection,1,Infection and vaccination
CNR1,Vaccination,2,Infection and vaccination
CNR1,Infection,3,Infection and vaccination
CNR2,Vaccination,2,Infection and vaccination
CNR2,Infection,4,Infection and vaccination
COLEC12,Vaccination,2,Infection and vaccination
COLEC12,Infection,2,Infection and vaccination
CORO2A,Vaccination,2,Infection and vaccination
CORO2A,Infection,4,Infection and vaccination
CPLX2,Vaccination,2,Infection and vaccination
CPLX2,Infection,1,Infection and vaccination
CPPED1,Vaccination,2,Infection and vaccination
CPPED1,Infection,2,Infection and vaccination
CRIP1,Vaccination,2,Infection and vaccination
CRIP1,Infection,3,Infection and vaccination
CSF2RB,Vaccination,2,Infection and vaccination
CSF2RB,Infection,2,Infection and vaccination
CTSG,Vaccination,2,Infection and vaccination
CTSG,Infection,5,Infection and vaccination
CYBA,Vaccination,2,Infection and vaccination
CYBA,Infection,3,Infection and vaccination
CYBRD1,Vaccination,2,Infection and vaccination
CYBRD1,Infection,4,Infection and vaccination
CYFIP1,Vaccination,2,Infection and vaccination
CYFIP1,Infection,3,Infection and vaccination
DAPK1,Vaccination,2,Infection and vaccination
DAPK1,Infection,1,Infection and vaccination
DCAF15,Vaccination,2,Infection and vaccination
DCAF15,Infection,5,Infection and vaccination
DDX60,Vaccination,2,Infection and vaccination
DDX60,Infection,5,Infection and vaccination
DHCR24,Vaccination,2,Infection and vaccination
DHCR24,Infection,5,Infection and vaccination
DMXL2,Vaccination,2,Infection and vaccination
DMXL2,Infection,2,Infection and vaccination
DOCK4,Vaccination,2,Infection and vaccination
DOCK4,Infection,8,Infection and vaccination
DPP8,Vaccination,2,Infection and vaccination
DPP8,Infection,3,Infection and vaccination
DPYD,Vaccination,2,Infection and vaccination
DPYD,Infection,4,Infection and vaccination
DTYMK,Vaccination,2,Infection and vaccination
DTYMK,Infection,4,Infection and vaccination
ELOVL4,Vaccination,2,Infection and vaccination
ELOVL4,Infection,9,Infection and vaccination
ELOVL6,Vaccination,2,Infection and vaccination
ELOVL6,Infection,1,Infection and vaccination
ENPP1,Vaccination,2,Infection and vaccination
ENPP1,Infection,6,Infection and vaccination
EOMES,Vaccination,2,Infection and vaccination
EOMES,Infection,6,Infection and vaccination
ETS1,Vaccination,2,Infection and vaccination
ETS1,Infection,7,Infection and vaccination
EVI2B,Vaccination,2,Infection and vaccination
EVI2B,Infection,5,Infection and vaccination
EVI5,Vaccination,2,Infection and vaccination
EVI5,Infection,5,Infection and vaccination
F11R,Vaccination,2,Infection and vaccination
F11R,Infection,3,Infection and vaccination
F2R,Vaccination,2,Infection and vaccination
F2R,Infection,5,Infection and vaccination
F5,Vaccination,2,Infection and vaccination
F5,Infection,7,Infection and vaccination
FAM43A,Vaccination,2,Infection and vaccination
FAM43A,Infection,6,Infection and vaccination
FAR2,Vaccination,2,Infection and vaccination
FAR2,Infection,4,Infection and vaccination
FAS,Vaccination,2,Infection and vaccination
FAS,Infection,4,Infection and vaccination
FCAR,Vaccination,2,Infection and vaccination
FCAR,Infection,6,Infection and vaccination
FCER1A,Vaccination,2,Infection and vaccination
FCER1A,Infection,6,Infection and vaccination
FCER2,Vaccination,2,Infection and vaccination
FCER2,Infection,4,Infection and vaccination
FCGR2C,Vaccination,2,Infection and vaccination
FCGR2C,Infection,2,Infection and vaccination
FGD4,Vaccination,2,Infection and vaccination
FGD4,Infection,5,Infection and vaccination
FN1,Vaccination,2,Infection and vaccination
FN1,Infection,3,Infection and vaccination
FXYD6,Vaccination,2,Infection and vaccination
FXYD6,Infection,3,Infection and vaccination
FYN,Vaccination,2,Infection and vaccination
FYN,Infection,8,Infection and vaccination
FZD2,Vaccination,2,Infection and vaccination
FZD2,Infection,3,Infection and vaccination
GAB2,Vaccination,2,Infection and vaccination
GAB2,Infection,4,Infection and vaccination
GABBR1,Vaccination,2,Infection and vaccination
GABBR1,Infection,4,Infection and vaccination
GAPT,Vaccination,2,Infection and vaccination
GAPT,Infection,4,Infection and vaccination
GAS2L1,Vaccination,2,Infection and vaccination
GAS2L1,Infection,4,Infection and vaccination
GHSR,Vaccination,2,Infection and vaccination
GHSR,Infection,3,Infection and vaccination
GNB2,Vaccination,2,Infection and vaccination
GNB2,Infection,2,Infection and vaccination
GNLY,Vaccination,2,Infection and vaccination
GNLY,Infection,3,Infection and vaccination
GP5,Vaccination,2,Infection and vaccination
GP5,Infection,2,Infection and vaccination
HDAC4,Vaccination,2,Infection and vaccination
HDAC4,Infection,6,Infection and vaccination
HEPACAM2,Vaccination,2,Infection and vaccination
HEPACAM2,Infection,1,Infection and vaccination
HHEX,Vaccination,2,Infection and vaccination
HHEX,Infection,5,Infection and vaccination
HLA-C,Vaccination,2,Infection and vaccination
HLA-C,Infection,5,Infection and vaccination
HLA-DQA1,Vaccination,2,Infection and vaccination
HLA-DQA1,Infection,6,Infection and vaccination
HLA-DRB1,Vaccination,2,Infection and vaccination
HLA-DRB1,Infection,4,Infection and vaccination
HLX,Vaccination,2,Infection and vaccination
HLX,Infection,6,Infection and vaccination
HNMT,Vaccination,2,Infection and vaccination
HNMT,Infection,1,Infection and vaccination
HOPX,Vaccination,2,Infection and vaccination
HOPX,Infection,1,Infection and vaccination
HPSE,Vaccination,2,Infection and vaccination
HPSE,Infection,1,Infection and vaccination
HRH4,Vaccination,2,Infection and vaccination
HRH4,Infection,5,Infection and vaccination
HVCN1,Vaccination,2,Infection and vaccination
HVCN1,Infection,3,Infection and vaccination
IFITM1,Vaccination,2,Infection and vaccination
IFITM1,Infection,7,Infection and vaccination
IFNL1,Vaccination,2,Infection and vaccination
IFNL1,Infection,2,Infection and vaccination
IGFBP7,Vaccination,2,Infection and vaccination
IGFBP7,Infection,9,Infection and vaccination
IL12B,Vaccination,2,Infection and vaccination
IL12B,Infection,2,Infection and vaccination
IL18BP,Vaccination,2,Infection and vaccination
IL18BP,Infection,4,Infection and vaccination
IL1RL1,Vaccination,2,Infection and vaccination
IL1RL1,Infection,2,Infection and vaccination
IL2,Vaccination,2,Infection and vaccination
IL2,Infection,1,Infection and vaccination
IL2RB,Vaccination,2,Infection and vaccination
IL2RB,Infection,7,Infection and vaccination
IL31,Vaccination,2,Infection and vaccination
IL31,Infection,1,Infection and vaccination
IL34,Vaccination,2,Infection and vaccination
IL34,Infection,3,Infection and vaccination
IL5RA,Vaccination,2,Infection and vaccination
IL5RA,Infection,5,Infection and vaccination
IL6R,Vaccination,2,Infection and vaccination
IL6R,Infection,2,Infection and vaccination
IMPA2,Vaccination,2,Infection and vaccination
IMPA2,Infection,3,Infection and vaccination
INHBA,Vaccination,2,Infection and vaccination
INHBA,Infection,7,Infection and vaccination
INPP5D,Vaccination,2,Infection and vaccination
INPP5D,Infection,4,Infection and vaccination
IRAK1BP1,Vaccination,2,Infection and vaccination
IRAK1BP1,Infection,6,Infection and vaccination
IRF2,Vaccination,2,Infection and vaccination
IRF2,Infection,4,Infection and vaccination
IRF8,Vaccination,2,Infection and vaccination
IRF8,Infection,2,Infection and vaccination
ITGAM,Vaccination,2,Infection and vaccination
ITGAM,Infection,7,Infection and vaccination
ITGB2,Vaccination,2,Infection and vaccination
ITGB2,Infection,1,Infection and vaccination
ITGB7,Vaccination,2,Infection and vaccination
ITGB7,Infection,6,Infection and vaccination
ITPR3,Vaccination,2,Infection and vaccination
ITPR3,Infection,5,Infection and vaccination
JAK1,Vaccination,2,Infection and vaccination
JAK1,Infection,2,Infection and vaccination
JAM2,Vaccination,2,Infection and vaccination
JAM2,Infection,2,Infection and vaccination
KAT7,Vaccination,2,Infection and vaccination
KAT7,Infection,4,Infection and vaccination
KCNJ16,Vaccination,2,Infection and vaccination
KCNJ16,Infection,5,Infection and vaccination
KCNQ1,Vaccination,2,Infection and vaccination
KCNQ1,Infection,2,Infection and vaccination
KIR3DL3,Vaccination,2,Infection and vaccination
KIR3DL3,Infection,1,Infection and vaccination
KIT,Vaccination,2,Infection and vaccination
KIT,Infection,3,Infection and vaccination
KLF8,Vaccination,2,Infection and vaccination
KLF8,Infection,4,Infection and vaccination
KLRC2,Vaccination,2,Infection and vaccination
KLRC2,Infection,3,Infection and vaccination
KLRK1,Vaccination,2,Infection and vaccination
KLRK1,Infection,2,Infection and vaccination
LACC1,Vaccination,2,Infection and vaccination
LACC1,Infection,3,Infection and vaccination
LCP2,Vaccination,2,Infection and vaccination
LCP2,Infection,6,Infection and vaccination
LGALS12,Vaccination,2,Infection and vaccination
LGALS12,Infection,1,Infection and vaccination
LGALS2,Vaccination,2,Infection and vaccination
LGALS2,Infection,1,Infection and vaccination
LGALS4,Vaccination,2,Infection and vaccination
LGALS4,Infection,1,Infection and vaccination
LILRA6,Vaccination,2,Infection and vaccination
LILRA6,Infection,7,Infection and vaccination
LILRB3,Vaccination,2,Infection and vaccination
LILRB3,Infection,3,Infection and vaccination
LMO4,Vaccination,2,Infection and vaccination
LMO4,Infection,3,Infection and vaccination
LRFN4,Vaccination,2,Infection and vaccination
LRFN4,Infection,2,Infection and vaccination
LRP11,Vaccination,2,Infection and vaccination
LRP11,Infection,1,Infection and vaccination
LRRC4,Vaccination,2,Infection and vaccination
LRRC4,Infection,6,Infection and vaccination
LSM14A,Vaccination,2,Infection and vaccination
LSM14A,Infection,4,Infection and vaccination
LY9,Vaccination,2,Infection and vaccination
LY9,Infection,6,Infection and vaccination
LYN,Vaccination,2,Infection and vaccination
LYN,Infection,7,Infection and vaccination
LYZ,Vaccination,2,Infection and vaccination
LYZ,Infection,2,Infection and vaccination
MAP2K6,Vaccination,2,Infection and vaccination
MAP2K6,Infection,8,Infection and vaccination
MAP4K2,Vaccination,2,Infection and vaccination
MAP4K2,Infection,1,Infection and vaccination
MATK,Vaccination,2,Infection and vaccination
MATK,Infection,6,Infection and vaccination
MATR3,Vaccination,2,Infection and vaccination
MATR3,Infection,1,Infection and vaccination
MAVS,Vaccination,2,Infection and vaccination
MAVS,Infection,5,Infection and vaccination
MCTP1,Vaccination,2,Infection and vaccination
MCTP1,Infection,8,Infection and vaccination
MFSD6,Vaccination,2,Infection and vaccination
MFSD6,Infection,4,Infection and vaccination
MILR1,Vaccination,2,Infection and vaccination
MILR1,Infection,1,Infection and vaccination
MMP9,Vaccination,2,Infection and vaccination
MMP9,Infection,6,Infection and vaccination
MNDA,Vaccination,2,Infection and vaccination
MNDA,Infection,5,Infection and vaccination
MSH6,Vaccination,2,Infection and vaccination
MSH6,Infection,1,Infection and vaccination
MST1R,Vaccination,2,Infection and vaccination
MST1R,Infection,4,Infection and vaccination
MYBL1,Vaccination,2,Infection and vaccination
MYBL1,Infection,5,Infection and vaccination
MYD88,Vaccination,2,Infection and vaccination
MYD88,Infection,7,Infection and vaccination
MYO1F,Vaccination,2,Infection and vaccination
MYO1F,Infection,2,Infection and vaccination
MYO1G,Vaccination,2,Infection and vaccination
MYO1G,Infection,7,Infection and vaccination
NAGLU,Vaccination,2,Infection and vaccination
NAGLU,Infection,4,Infection and vaccination
NCAM1,Vaccination,2,Infection and vaccination
NCAM1,Infection,3,Infection and vaccination
NCK1,Vaccination,2,Infection and vaccination
NCK1,Infection,5,Infection and vaccination
NCR1,Vaccination,2,Infection and vaccination
NCR1,Infection,5,Infection and vaccination
NDST2,Vaccination,2,Infection and vaccination
NDST2,Infection,3,Infection and vaccination
NELL2,Vaccination,2,Infection and vaccination
NELL2,Infection,6,Infection and vaccination
NLGN4Y,Vaccination,2,Infection and vaccination
NLGN4Y,Infection,9,Infection and vaccination
NLRP12,Vaccination,2,Infection and vaccination
NLRP12,Infection,2,Infection and vaccination
NPDC1,Vaccination,2,Infection and vaccination
NPDC1,Infection,3,Infection and vaccination
NPL,Vaccination,2,Infection and vaccination
NPL,Infection,4,Infection and vaccination
NRP1,Vaccination,2,Infection and vaccination
NRP1,Infection,4,Infection and vaccination
NRP2,Vaccination,2,Infection and vaccination
NRP2,Infection,5,Infection and vaccination
NUP37,Vaccination,2,Infection and vaccination
NUP37,Infection,2,Infection and vaccination
OAS2,Vaccination,2,Infection and vaccination
OAS2,Infection,5,Infection and vaccination
OTUD7B,Vaccination,2,Infection and vaccination
OTUD7B,Infection,6,Infection and vaccination
P2RX5,Vaccination,2,Infection and vaccination
P2RX5,Infection,7,Infection and vaccination
P2RY14,Vaccination,2,Infection and vaccination
P2RY14,Infection,1,Infection and vaccination
P2RY6,Vaccination,2,Infection and vaccination
P2RY6,Infection,5,Infection and vaccination
PACS1,Vaccination,2,Infection and vaccination
PACS1,Infection,1,Infection and vaccination
PAK1,Vaccination,2,Infection and vaccination
PAK1,Infection,2,Infection and vaccination
PARP9,Vaccination,2,Infection and vaccination
PARP9,Infection,8,Infection and vaccination
PAX5,Vaccination,2,Infection and vaccination
PAX5,Infection,2,Infection and vaccination
PCSK5,Vaccination,2,Infection and vaccination
PCSK5,Infection,3,Infection and vaccination
PDIA3,Vaccination,2,Infection and vaccination
PDIA3,Infection,2,Infection and vaccination
PFKFB4,Vaccination,2,Infection and vaccination
PFKFB4,Infection,6,Infection and vaccination
PIK3R6,Vaccination,2,Infection and vaccination
PIK3R6,Infection,2,Infection and vaccination
PLA2G7,Vaccination,2,Infection and vaccination
PLA2G7,Infection,3,Infection and vaccination
PLCG1,Vaccination,2,Infection and vaccination
PLCG1,Infection,3,Infection and vaccination
PLD4,Vaccination,2,Infection and vaccination
PLD4,Infection,4,Infection and vaccination
PLEKHF1,Vaccination,2,Infection and vaccination
PLEKHF1,Infection,8,Infection and vaccination
PLP1,Vaccination,2,Infection and vaccination
PLP1,Infection,4,Infection and vaccination
PNMA1,Vaccination,2,Infection and vaccination
PNMA1,Infection,1,Infection and vaccination
POU2F2,Vaccination,2,Infection and vaccination
POU2F2,Infection,3,Infection and vaccination
PPIB,Vaccination,2,Infection and vaccination
PPIB,Infection,2,Infection and vaccination
PRDX2,Vaccination,2,Infection and vaccination
PRDX2,Infection,4,Infection and vaccination
PRF1,Vaccination,2,Infection and vaccination
PRF1,Infection,7,Infection and vaccination
PRKACB,Vaccination,2,Infection and vaccination
PRKACB,Infection,7,Infection and vaccination
PRKDC,Vaccination,2,Infection and vaccination
PRKDC,Infection,4,Infection and vaccination
PRRG4,Vaccination,2,Infection and vaccination
PRRG4,Infection,8,Infection and vaccination
PSEN2,Vaccination,2,Infection and vaccination
PSEN2,Infection,2,Infection and vaccination
PTH2R,Vaccination,2,Infection and vaccination
PTH2R,Infection,9,Infection and vaccination
PTPN2,Vaccination,2,Infection and vaccination
PTPN2,Infection,4,Infection and vaccination
PTPN6,Vaccination,2,Infection and vaccination
PTPN6,Infection,3,Infection and vaccination
PTPRC,Vaccination,2,Infection and vaccination
PTPRC,Infection,4,Infection and vaccination
PTPRK,Vaccination,2,Infection and vaccination
PTPRK,Infection,5,Infection and vaccination
RAB31,Vaccination,2,Infection and vaccination
RAB31,Infection,7,Infection and vaccination
RAG1,Vaccination,2,Infection and vaccination
RAG1,Infection,6,Infection and vaccination
RASSF4,Vaccination,2,Infection and vaccination
RASSF4,Infection,3,Infection and vaccination
RBM47,Vaccination,2,Infection and vaccination
RBM47,Infection,5,Infection and vaccination
REL,Vaccination,2,Infection and vaccination
REL,Infection,1,Infection and vaccination
REPS2,Vaccination,2,Infection and vaccination
REPS2,Infection,5,Infection and vaccination
RFPL4A,Vaccination,2,Infection and vaccination
RFPL4A,Infection,6,Infection and vaccination
RNF24,Vaccination,2,Infection and vaccination
RNF24,Infection,7,Infection and vaccination
RORC,Vaccination,2,Infection and vaccination
RORC,Infection,6,Infection and vaccination
RPS19,Vaccination,2,Infection and vaccination
RPS19,Infection,4,Infection and vaccination
RTN1,Vaccination,2,Infection and vaccination
RTN1,Infection,2,Infection and vaccination
S100A8,Vaccination,2,Infection and vaccination
S100A8,Infection,5,Infection and vaccination
SAMD13,Vaccination,2,Infection and vaccination
SAMD13,Infection,2,Infection and vaccination
SCD,Vaccination,2,Infection and vaccination
SCD,Infection,4,Infection and vaccination
SDC1,Vaccination,2,Infection and vaccination
SDC1,Infection,5,Infection and vaccination
SELL,Vaccination,2,Infection and vaccination
SELL,Infection,5,Infection and vaccination
SFTPD,Vaccination,2,Infection and vaccination
SFTPD,Infection,3,Infection and vaccination
SIPA1,Vaccination,2,Infection and vaccination
SIPA1,Infection,2,Infection and vaccination
SIRPG,Vaccination,2,Infection and vaccination
SIRPG,Infection,3,Infection and vaccination
SLAMF1,Vaccination,2,Infection and vaccination
SLAMF1,Infection,7,Infection and vaccination
SLC1A3,Vaccination,2,Infection and vaccination
SLC1A3,Infection,8,Infection and vaccination
SLC22A15,Vaccination,2,Infection and vaccination
SLC22A15,Infection,5,Infection and vaccination
SLC26A11,Vaccination,2,Infection and vaccination
SLC26A11,Infection,4,Infection and vaccination
SLC30A8,Vaccination,2,Infection and vaccination
SLC30A8,Infection,1,Infection and vaccination
SLC40A1,Vaccination,2,Infection and vaccination
SLC40A1,Infection,4,Infection and vaccination
SLC44A5,Vaccination,2,Infection and vaccination
SLC44A5,Infection,1,Infection and vaccination
SLC7A11,Vaccination,2,Infection and vaccination
SLC7A11,Infection,4,Infection and vaccination
SLPI,Vaccination,2,Infection and vaccination
SLPI,Infection,4,Infection and vaccination
SOS2,Vaccination,2,Infection and vaccination
SOS2,Infection,6,Infection and vaccination
SP2,Vaccination,2,Infection and vaccination
SP2,Infection,4,Infection and vaccination
SPOCK2,Vaccination,2,Infection and vaccination
SPOCK2,Infection,6,Infection and vaccination
ST3GAL6,Vaccination,2,Infection and vaccination
ST3GAL6,Infection,5,Infection and vaccination
STAP1,Vaccination,2,Infection and vaccination
STAP1,Infection,2,Infection and vaccination
STAT3,Vaccination,2,Infection and vaccination
STAT3,Infection,7,Infection and vaccination
STXBP2,Vaccination,2,Infection and vaccination
STXBP2,Infection,7,Infection and vaccination
SYNGR3,Vaccination,2,Infection and vaccination
SYNGR3,Infection,2,Infection and vaccination
TAS2R10,Vaccination,2,Infection and vaccination
TAS2R10,Infection,4,Infection and vaccination
TC2N,Vaccination,2,Infection and vaccination
TC2N,Infection,6,Infection and vaccination
TCF7,Vaccination,2,Infection and vaccination
TCF7,Infection,3,Infection and vaccination
TCN1,Vaccination,2,Infection and vaccination
TCN1,Infection,9,Infection and vaccination
TESPA1,Vaccination,2,Infection and vaccination
TESPA1,Infection,4,Infection and vaccination
TFE3,Vaccination,2,Infection and vaccination
TFE3,Infection,6,Infection and vaccination
TFEC,Vaccination,2,Infection and vaccination
TFEC,Infection,5,Infection and vaccination
TGFBR2,Vaccination,2,Infection and vaccination
TGFBR2,Infection,2,Infection and vaccination
THBS1,Vaccination,2,Infection and vaccination
THBS1,Infection,5,Infection and vaccination
TIE1,Vaccination,2,Infection and vaccination
TIE1,Infection,2,Infection and vaccination
TIGIT,Vaccination,2,Infection and vaccination
TIGIT,Infection,6,Infection and vaccination
TLR10,Vaccination,2,Infection and vaccination
TLR10,Infection,5,Infection and vaccination
TLR4,Vaccination,2,Infection and vaccination
TLR4,Infection,3,Infection and vaccination
TLR5,Vaccination,2,Infection and vaccination
TLR5,Infection,8,Infection and vaccination
TMEM154,Vaccination,2,Infection and vaccination
TMEM154,Infection,3,Infection and vaccination
TMEM33,Vaccination,2,Infection and vaccination
TMEM33,Infection,4,Infection and vaccination
TMEM51,Vaccination,2,Infection and vaccination
TMEM51,Infection,6,Infection and vaccination
TMEM71,Vaccination,2,Infection and vaccination
TMEM71,Infection,4,Infection and vaccination
TNFRSF11A,Vaccination,2,Infection and vaccination
TNFRSF11A,Infection,3,Infection and vaccination
TNFRSF18,Vaccination,2,Infection and vaccination
TNFRSF18,Infection,1,Infection and vaccination
TNFRSF4,Vaccination,2,Infection and vaccination
TNFRSF4,Infection,5,Infection and vaccination
TNFSF10,Vaccination,2,Infection and vaccination
TNFSF10,Infection,4,Infection and vaccination
TNR,Vaccination,2,Infection and vaccination
TNR,Infection,6,Infection and vaccination
TNS3,Vaccination,2,Infection and vaccination
TNS3,Infection,4,Infection and vaccination
TOP2B,Vaccination,2,Infection and vaccination
TOP2B,Infection,6,Infection and vaccination
TOR2A,Vaccination,2,Infection and vaccination
TOR2A,Infection,4,Infection and vaccination
TOX,Vaccination,2,Infection and vaccination
TOX,Infection,4,Infection and vaccination
TPD52,Vaccination,2,Infection and vaccination
TPD52,Infection,2,Infection and vaccination
TRIM21,Vaccination,2,Infection and vaccination
TRIM21,Infection,5,Infection and vaccination
