"","BBIBP (V3 D14)","BBIBP (V3 D28)","BNT (V1 D6)","BNT (V2 D1)","BNT (V3 D1)","BNT-I (D1)","BNT-I (D10 mild)","BNT-I (D10 severe)","BNT-I (D26 mild)","BNT-I (D26 severe)","BNT-I (D3)","BNT-I (D4)","BNT-I-BNT (D51 mild)","BNT-I-BNT (D51 severe)","BNT-MO (V3 D1)","ChAd (V1 D3)","ChAd (V1 D6)","ChAd (V1 D7)","ChAd (V2 D1)","ChAd (V2 D3)","ChAd (V2 D7)","ChAd-BNT (V2 D3)","ChAd-BNT (V2 D7)","ChAd-BNT (V3 D1)","I (D10 moderate)","I (D10 severe)","I (D26 moderate)","I (D26 severe)","I (D51 moderate)","I (D51 severe)","I-I (D1)","ZF2001 (V3 D07)","ZF2001 (V3 D14)","ZF2001 (V3 D28)"
"WNT3A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.81116327375351",NA,NA
"WNT4","1.78666326372392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.09018155858913",NA,NA,"1.95498552081157",NA
"WNT5A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.79689830901608",NA,NA
"XCL1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.04536062175014",NA,NA,NA,NA,NA,"-3.97463003022411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZAP70",NA,NA,NA,NA,NA,NA,"-3.02629753454381","-1.66499612885395","-1.56377930469739",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.62672777078999","-1.100948410576","-1.33840032041346","-2.47738626846789",NA,NA,NA,NA,NA,NA
"ZBTB46",NA,NA,NA,NA,NA,NA,"-1.76105122579182","-1.49789536201043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.49405310816819","-1.24082348370236","-1.08248748483379","-1.56755189196662",NA,"-1.38784616588741",NA,NA,NA,NA
"ZC3H8",NA,NA,NA,NA,NA,NA,"-1.21605889153834",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZC3HAV1",NA,NA,NA,NA,NA,NA,"1.20117921086772","1.41866326851849",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.44893690960802",NA,NA,NA,"1.37336107823565",NA,NA,NA,NA
"ZFP36L2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.4170619287463",NA,"1.18103131077507",NA,NA,NA,NA,NA,NA
"ZFPM1",NA,NA,NA,NA,NA,NA,NA,"-1.9051099775934",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.05217584931119",NA,NA,"-2.9420048339749","-2.23503060928337","-2.0644242551878","-3.09870831741386",NA,NA,NA,NA,NA,NA
"ZNF683",NA,NA,NA,NA,NA,NA,"-4.23754190595651","-3.66295620905712",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.55582768504734",NA,NA,"-2.854517293576",NA,NA,NA,NA,NA,NA
"ZP3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.01046645624924",NA,"-1.95859574459088",NA,"-1.44555261950797",NA,NA,NA,NA
