"","BBIBP (V3 D14)","BBIBP (V3 D28)","BNT (V1 D6)","BNT (V2 D1)","BNT (V3 D1)","BNT-I (D1)","BNT-I (D10 mild)","BNT-I (D10 severe)","BNT-I (D26 mild)","BNT-I (D26 severe)","BNT-I (D3)","BNT-I (D4)","BNT-I-BNT (D51 mild)","BNT-I-BNT (D51 severe)","BNT-MO (V3 D1)","ChAd (V1 D3)","ChAd (V1 D6)","ChAd (V1 D7)","ChAd (V2 D1)","ChAd (V2 D3)","ChAd (V2 D7)","ChAd-BNT (V2 D3)","ChAd-BNT (V2 D7)","ChAd-BNT (V3 D1)","I (D10 moderate)","I (D10 severe)","I (D26 moderate)","I (D26 severe)","I (D51 moderate)","I (D51 severe)","I-I (D1)","ZF2001 (V3 D07)","ZF2001 (V3 D14)","ZF2001 (V3 D28)"
"FGR",NA,NA,NA,NA,NA,NA,"1.08948357450354","1.00820403933227",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FKBP1A",NA,NA,NA,NA,NA,NA,"1.23199541467411",NA,"1.14589453287139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FKBP1B",NA,NA,NA,NA,NA,NA,"1.85753658274465",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FLT1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.56971359078934","4.48811610540478","1.99673772073818","3.03381355636429",NA,"2.96949685418716",NA,NA,NA,NA
"FLT3",NA,NA,NA,NA,NA,"2.27114648590631","2.98166689075686","3.53348822162398",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.06352240227782","3.7072017891311","4.53136251838336","3.0349067578491","2.46916434467222",NA,"2.93785687479643",NA,NA,NA,NA
"FOSL1",NA,NA,NA,NA,"1.35302023863775","4.44293932715481",NA,NA,NA,NA,"3.42999390531045",NA,NA,NA,"1.8263745212571",NA,NA,NA,NA,NA,NA,NA,NA,"3.07165271243737",NA,NA,NA,NA,NA,"2.6797593248089",NA,"-1.67186024685961",NA,NA
"FOSL2",NA,NA,NA,NA,NA,"1.00084143362955",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FOXI3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.52508210736374",NA,NA
"FPR1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.06685823648453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.09537890438346",NA,NA,"1.47746806503942",NA,NA,NA,"1.2568855553666",NA,NA,NA,NA
"FPR2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.03937979179521",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.25047774444743"
"FPR3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.37870343444259",NA,"1.94796776531934",NA,"-3.11801468713066",NA,"-2.15541608795519",NA,"-2.51141690239823",NA,NA,NA,NA
"FRK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.03063125111159",NA,NA
"FUT4",NA,NA,NA,NA,NA,"1.24782130574965","1.58323928170725","1.09186622320751","1.69905772491429",NA,NA,NA,"1.85023848657806",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.05869748600284",NA,"1.06622500471132","1.77413113466939",NA,"2.30345754772285",NA,"-1.1027479477107",NA,NA
"FUT7",NA,NA,NA,NA,NA,NA,"1.93858547027908","1.19739256375719","1.87078995166247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.41839258482268",NA,NA,NA,"2.1514489068703",NA,NA,NA,NA
"FYB2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.06004415679732","1.99378317767736",NA
"GAPT",NA,NA,NA,NA,NA,NA,NA,"1.43859749953337",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GARIN5A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.79703388519772",NA,NA
"GATA3",NA,NA,NA,NA,NA,NA,"-2.62818103934886","-1.77344854259542","-1.51856374935056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.3079510454789","-1.82079881019296","-1.31470358388587","-1.26301521086028",NA,NA,NA,NA,NA,NA
"GBP1",NA,NA,NA,"3.04280058502146","2.86300147786574",NA,"2.88620867684124","2.59455376463118",NA,NA,NA,NA,NA,NA,"3.0949658926662","2.00065398169683",NA,NA,"2.68180967872511",NA,NA,"2.82571967124174",NA,"3.71806419004074","2.04264997177789",NA,NA,NA,NA,"2.72817550330088",NA,NA,NA,NA
"GBP2",NA,NA,NA,"1.53477292042252","1.45989587899544",NA,"1.9139469872128","1.58581168977238",NA,NA,"1.09769321734776",NA,NA,NA,"1.62002811303855",NA,NA,NA,"1.40855841517307",NA,NA,"1.27903617244697",NA,"2.10326547507231","1.11741989289677",NA,NA,NA,NA,"2.13793405063946",NA,NA,NA,NA
"GBP6",NA,NA,NA,"3.0782464516653","3.24523543000647",NA,"3.07064531553179","3.60185591962383",NA,NA,"2.01376288053077",NA,NA,NA,"3.50538456142822",NA,NA,NA,"2.06736905047037",NA,NA,NA,NA,"3.50704185796137","2.24161350523364",NA,NA,NA,NA,"2.57200109116649",NA,NA,NA,NA
"GBP7",NA,NA,NA,"2.53414668384184","2.61509674894022",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.33495460260843","1.11315616266585",NA,NA,NA,NA,NA,"1.63174406777336",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GCH1",NA,NA,NA,"1.60124488341533","1.65942444897517",NA,"1.69397802232475",NA,NA,NA,NA,NA,NA,NA,"1.83411494787953",NA,NA,NA,"1.41587926038224",NA,NA,"1.27569566900336",NA,"1.72964534407034","1.19676536451989",NA,NA,NA,NA,"1.69915204632215",NA,NA,NA,NA
"GLI3",NA,NA,NA,NA,NA,NA,"-5.87162930573722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.11821908492792",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GP2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.68719476008717",NA,NA
"GPR15",NA,NA,NA,NA,NA,"-2.70908860566171","-4.53359681695022","-2.94237428496271",NA,NA,"-2.12500861099372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-3.04985430596482","-5.06342504556358","-3.01010067988935","-2.48681764963427",NA,"-2.90213156180242",NA,NA,NA,NA
"GPR183",NA,NA,NA,NA,NA,NA,"-1.5654508169705","-1.49052914246061","-1.43100135811646",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.2726731134356","-1.05800509063325",NA,NA,NA,NA,NA,"-1.28377239820138",NA,NA
"GPR89A",NA,NA,NA,NA,NA,NA,"-1.1705517360628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GPR89B",NA,NA,NA,NA,NA,NA,"-1.45919229350749","-1.02063131810143","-1.36736399072625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.0765291471613","-1.35079730727214",NA,NA,NA,NA,NA,NA,NA
"GRB2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.02737167985839",NA,NA,NA,NA
"GRN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.10986446468866",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.28579577081869",NA,NA,NA,NA,NA,NA
"GSDMD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.03575669174187",NA,NA,NA,NA,NA,"-1.59235357112646",NA,NA,NA,NA,NA,NA
"GZMB",NA,NA,NA,NA,NA,NA,"-2.15637886656824",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.06962991792854",NA,NA,NA,NA,NA,NA
"GZMM",NA,NA,NA,NA,NA,NA,"-3.28216620607137","-2.14726543809898",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.25904195937109","-1.77018835141081","-1.6774290204573","-3.86347035074284",NA,NA,NA,NA,NA,NA
"HAMP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.12881814998925",NA,NA,NA,NA,NA,"1.58763614231486",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HCK",NA,NA,NA,NA,NA,NA,"1.48036533851447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HDAC4",NA,NA,NA,NA,NA,NA,"1.16752967741183","1.36712051100913",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.03605651164992","1.28319070884912",NA,NA,NA,"1.39596226559397",NA,NA,NA,NA
"HHEX",NA,NA,NA,NA,NA,NA,"1.91723541825575","1.24993626698251","1.24349528396227",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.34625156964802",NA,NA,"1.12376375048458",NA,NA,NA,NA,NA,NA
"HLA-C",NA,NA,NA,NA,NA,NA,"2.01411127447995","1.64151892387951","1.46961645381421","1.16678299063269",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.11953542770343","1.51776611885029",NA,NA,NA,"1.45909266518833",NA,NA,NA,NA
"HLA-DMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.08650414841512",NA,"-1.04862515325925",NA,NA,NA,NA,NA,NA,NA,NA
"HLA-DMB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.12428272935403",NA,"-1.15711564176609",NA,NA,NA,NA,NA,NA,NA,NA
"HLA-DPA1",NA,NA,NA,NA,NA,NA,NA,"-1.67814937883865","-1.05686114918627","-1.33056999056853",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.25560588051938",NA,"-2.24039876814802",NA,"-2.02461292608221",NA,NA,NA,NA,NA,NA
"HLA-E",NA,NA,NA,NA,NA,NA,"1.31454371741604","1.26620187763144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.06908782017669",NA,NA,NA,"1.42682366355597",NA,NA,NA,NA
"HLA-F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.15845112954209",NA,NA,NA,NA
"HMGB2",NA,NA,NA,NA,NA,NA,"2.30571417535083","2.64091667368415","1.5441181050403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.25245867023184","2.85630780400966","1.62517411940047","1.70857787427338",NA,"1.36842537728319",NA,NA,NA,NA
"HOXB4",NA,NA,NA,NA,NA,"-1.01861500595684","-2.15665963790523","-1.18900782080517",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDO1",NA,NA,NA,"3.89663706210957","3.85096528366368",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.58818653814588","2.62821232687416",NA,NA,"4.22016758841249",NA,NA,"2.76051892640145",NA,"3.54527842814203",NA,"-3.03356129803877",NA,NA,NA,NA,NA,NA,NA,NA
"IFI27",NA,NA,"2.31769988793986","1.60355909825766","1.52906168327971",NA,"9.89813370023058","8.57360540074081",NA,NA,NA,NA,NA,NA,NA,"6.49208983506676","3.80230292777521","2.62954001767109","1.7290438734355",NA,NA,"4.44682320529612",NA,NA,"9.07209902322426","4.73008304173033",NA,"3.08629742630392",NA,NA,NA,NA,NA,NA
"IFI30",NA,NA,NA,NA,"1.10224080248264",NA,"1.83636040941399","1.3182769207899","1.27620004588684",NA,NA,NA,NA,NA,"1.41313558383789","1.3626109747771",NA,NA,"1.09352793376701",NA,NA,NA,NA,"1.5697888183951","1.01263581459056",NA,NA,NA,NA,"1.09953386605428",NA,NA,NA,NA
"IFI35",NA,NA,NA,"1.91044735794128","1.97795073766108",NA,"2.20365415958157","1.77162956314303",NA,NA,NA,NA,NA,NA,"2.09454849393875","1.44218295635908",NA,NA,"1.88262871010971",NA,NA,"1.64074856459199",NA,"2.19620945340073","1.22274250683926",NA,NA,NA,NA,NA,NA,NA,NA,NA
"IFI6",NA,NA,NA,"2.4846295816056","2.19649857533825",NA,"3.91442995794297","3.42025335137056",NA,NA,NA,NA,NA,NA,"2.31340380738942","2.18670786518876",NA,NA,"2.77856276569444",NA,NA,"2.50899218647193",NA,"2.46087881038868","2.96310772223583",NA,NA,NA,NA,NA,NA,NA,NA,NA
"IFIT1",NA,NA,NA,"2.40569018906085","2.117704487579",NA,"3.85732371630726","3.66066584167554",NA,NA,NA,NA,NA,NA,"2.32631149634196","1.27265196702355",NA,NA,"3.67481618504957",NA,NA,"2.59958317131019","-1.70551888366743","3.33768465030252","3.46257939738298",NA,NA,NA,NA,NA,NA,NA,NA,NA
"IFIT2",NA,NA,NA,"2.10515792615984","1.85395323885331",NA,NA,"2.20116542023755",NA,NA,NA,NA,NA,NA,"2.10749728609176",NA,NA,NA,"2.98960735844396",NA,NA,"2.39070034809541","-1.48013525240169","2.74497589233589","1.69492351745246",NA,NA,NA,NA,NA,NA,NA,NA,NA
"IFITM1",NA,NA,NA,NA,"1.15758225903336",NA,"2.81729118768743","2.30201160804148",NA,NA,NA,NA,NA,NA,"1.5208977273142","1.17087400168248",NA,NA,"1.017108779399",NA,NA,NA,NA,"1.13966221373203","1.81250446451855","1.37286735820228",NA,NA,NA,"1.60618806719261",NA,NA,NA,NA
"IFITM2",NA,NA,NA,NA,NA,NA,"1.83533581823821","1.70425835089286",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.68047668250809","1.27038357083393",NA,NA,"1.93532010926203",NA,NA,NA,NA
"IFITM3",NA,NA,NA,"2.29798228014626","2.28596110692979",NA,"3.00049520325874","2.56103440225361",NA,NA,NA,NA,NA,NA,"2.69186584065855","2.19806362623996",NA,NA,"2.07288841821263",NA,NA,"1.94291412737143",NA,"1.75415733636485",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IFNGR1",NA,NA,NA,NA,NA,NA,NA,NA,"1.15903090538438",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.97575276742981","1.08499954392021","1.4325201611212",NA,NA,NA,NA,NA,NA
"IFNGR2",NA,NA,NA,NA,NA,NA,"1.64872278718073","1.15395499621234","1.29285613036065",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.00832035758369","1.11840040972865",NA,NA,NA,"1.11423039997408",NA,NA,NA,NA
"IFNL1",NA,NA,NA,NA,NA,NA,NA,"1.23790421819701",NA,NA,"1.26768957371947",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.0980589483927","1.36236813335004",NA,"1.4145445212749",NA,NA,NA,NA,NA,NA
"IFNL2",NA,NA,NA,NA,NA,"3.22747120367008",NA,NA,NA,NA,"4.0559685674148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IFNLR1",NA,NA,NA,NA,NA,NA,"-3.20827495742675",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL10",NA,NA,NA,NA,NA,NA,NA,"3.15106152507882","2.34323468764687",NA,NA,NA,NA,NA,"1.6169479374772",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.02500802414881","2.50987854965472","2.17773705855149","2.06092716624141",NA,"2.66167409582344",NA,NA,NA,NA
"IL10RB",NA,NA,NA,NA,NA,NA,"1.45795756109851","1.28369734804517",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL11",NA,NA,NA,NA,NA,"3.59296031878642",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL12B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.52570415856781",NA,NA,"2.06987388587316",NA,"2.53617287073437",NA,NA,NA,NA,NA,NA
"IL13",NA,NA,NA,NA,NA,"2.70620642743362",NA,NA,NA,NA,"2.6717866865452",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.74771029053397",NA,NA
"IL15",NA,NA,NA,NA,NA,NA,"2.82514739424805","1.78415204479888",NA,NA,NA,NA,NA,NA,NA,"1.04605111195007",NA,NA,NA,NA,NA,NA,NA,"1.36907624830657","1.5010292381396",NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL17RC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.13515109124872",NA,NA,NA,"-1.54355841201464",NA,NA,NA,NA,NA,NA
"IL18RAP",NA,NA,NA,NA,NA,NA,"2.88681112785842","3.29910466527199","2.64416569854567",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.83013697707794","4.10294115377897","2.57399069572311","3.0347034682727",NA,"2.66203690794157",NA,NA,NA,NA
"IL1RN",NA,NA,NA,NA,NA,NA,"2.48637382058338","1.58769820449341",NA,NA,NA,NA,NA,NA,"1.19859966592212",NA,NA,NA,"1.2524521991602",NA,NA,"1.92604130899592","-1.3305142315977","1.03822010031213","1.7197432400081",NA,NA,"1.45788580735157",NA,"1.93735196537242",NA,"-1.42106104614514","-1.08855656313304",NA
"IL2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-3.21413593595286",NA,NA
"IL23R",NA,NA,NA,NA,NA,NA,"-4.49310367640726","-3.61971445403759",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.14291560287796","-6.81005874160421",NA,NA,NA,"-2.51849599231058",NA,NA,NA,NA
"IL27",NA,NA,NA,"1.85824384995394","1.54912826495089",NA,NA,"1.53050926536312",NA,NA,NA,NA,NA,NA,"2.02994077789466","1.50081574524992",NA,NA,"1.54158651550938",NA,NA,"1.69793213281775",NA,"1.76123694311536",NA,NA,NA,NA,NA,"2.48338942778973",NA,NA,NA,NA
"IL2RB",NA,NA,NA,NA,NA,NA,"-2.53340221996552","-1.36142449742954",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.46522073847341","-1.50809471862086","-1.17510495800854","-1.4606647197725","-2.13377057519392",NA,NA,NA,NA,NA,NA
"IL31RA",NA,NA,NA,"2.12091048236989","1.781085919968",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.89643121313588","1.34411902007784",NA,NA,"1.97019771314822",NA,NA,"2.61208952086013",NA,"2.77113963514311",NA,"-2.68121798174807",NA,NA,NA,NA,NA,NA,NA,NA
"IL33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.73524110027734",NA,NA
"IL34",NA,NA,NA,NA,NA,NA,NA,"-3.19045450402368",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.82651825020155","-4.81811983672859","-5.39770294409188",NA,NA,NA,NA,NA,NA,NA,NA
"IL4R",NA,NA,NA,NA,NA,NA,NA,NA,"1.51725754535303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.22275304948951",NA,NA,NA,NA,NA,NA,NA,NA
"IL5RA",NA,NA,NA,NA,NA,NA,"-4.21133365300032","-2.68326895933148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-3.72049837217648","-3.2550441899612",NA,NA,NA,NA,NA,NA,NA,NA
"IL7",NA,NA,NA,NA,NA,NA,NA,"-1.63624792710025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL7R",NA,NA,NA,NA,NA,"-1.10330255894196","-4.45542329368802","-3.15254021510509","-2.81839077678947",NA,NA,NA,"-2.29393406466978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.66859865303735","-2.30282761542549","-1.37961699775711","-2.07729448637134",NA,"-1.91560395163985",NA,NA,NA,NA
"IPO7",NA,NA,NA,NA,NA,NA,"-1.09263687907879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRF1",NA,NA,NA,"1.05269650828394","1.16081047442752",NA,NA,NA,NA,NA,"1.27764846641801",NA,NA,NA,"1.45173299923914",NA,NA,NA,NA,NA,NA,NA,NA,"1.60452101232291",NA,NA,NA,NA,NA,"2.51965649678742",NA,NA,NA,NA
"IRF2BP2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.17319947237407",NA,NA
"IRGM",NA,NA,NA,NA,NA,NA,"-1.84276320650964",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.46991260134432",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITGA1",NA,NA,NA,NA,NA,NA,NA,"1.10473908570581",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITGA4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.22826144554928",NA,NA,NA,NA,NA,NA,NA,NA
"ITGAM",NA,NA,NA,NA,NA,NA,"1.39149270258396","1.22668788442967","1.55147316370397",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.30260157869796","1.06206725362561",NA,NA,NA,NA,NA,NA,NA
"ITGB7",NA,NA,NA,NA,NA,NA,"-2.03490309964118","-1.27683085756868","-1.4748828824798",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.03428658297438","-1.27913979569639","-1.25019646414464","-1.17595330997032",NA,NA,NA,NA,NA,NA
"ITGB8",NA,NA,NA,NA,NA,NA,"-4.07673611493129","-2.93499430064732",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-3.25697284836532","-4.83587888696793",NA,"-3.80730223167103",NA,"-2.24347981494457",NA,"1.36323668628793",NA,NA
"ITK",NA,NA,NA,NA,NA,NA,"-2.95136701855052","-1.89733502424187","-1.58339640320545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.08390074055214","-1.21585281702404",NA,"-1.26368061722865",NA,"-1.36843038934262",NA,NA,NA,NA
"ITPKB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.20955864541035",NA,NA,NA,NA,NA,NA
"JAG1",NA,NA,NA,NA,NA,"1.88785086909725","1.19725881103369","1.37661496220213","1.55601235548447","1.16511504052065","1.4769111929096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.48066430613325","1.0899172234018","1.24227614670494","1.1619949252353",NA,"1.5203756322034",NA,NA,NA,NA
"JAK3",NA,NA,NA,NA,NA,NA,"1.39496308358426","1.12960298612792","1.31782647200453",NA,"1.18529754967293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.37945606125",NA,"1.02029594620947",NA,NA,NA,NA,NA,NA
"JMJD6",NA,NA,NA,NA,NA,"1.61164873490729","1.66181702393154","1.65352993054233","1.91147610771081","1.41201108823695","1.424744313118","1.94057219577032",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.0253609679458","2.47569992006326","1.05771447255914","2.00007020689974",NA,"1.88485544453249",NA,NA,NA,NA
"KAT7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.03592396638664",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.00867955321377",NA,NA,NA,NA
"KIR3DL1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.41859880687921",NA,NA,NA,NA,"-1.98871890922904",NA,NA,"-1.9057588400255","-2.53512741275026",NA,NA,NA,NA,NA,NA
"KITLG",NA,NA,NA,NA,NA,"1.9371254369922",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KLRC1",NA,NA,NA,NA,NA,"-1.5134213678669",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
