"","condition1","condition2","count","process","pvalue","p_adjust","genes"
"INNATE IMMUNE SYSTEM...1837","ZF2001 (V3, D14)","I-I (D0-5)",29,"INNATE IMMUNE SYSTEM",0.0305746662447868,0.076436665611967,"BST2/CEBPG/CX3CR1/IL12RB1/TICAM1/WDFY4/AGPAT3/APOBEC3F/BIRC2/CAPG/GBP6/GCH1/GPBAR1/IL1RN/ITGB4/KLF4/MARCKS/MYH10/OAS1/ORM1/PTGER2/RAB10/RPL13A/SCIMP/SRD5A3/STAT1/TMEM229B/TNFSF13B/TRIM23"
"ADAPTIVE IMMUNE SYSTEM...1838","ZF2001 (V3, D14)","I-I (D0-5)",22,"ADAPTIVE IMMUNE SYSTEM",0.0608528818872875,0.101421469812146,"BST2/BTN3A2/CEBPG/CHRNB2/CX3CR1/EFNB1/ICAM2/IL12RB1/IMPDH2/LIF/LIMK1/LMO4/MAZ/NR4A3/PIK3R1/PKIA/SCARB2/SOS1/TICAM1/TNFRSF9/UNC93B1/WDFY4"
"Cellular...1839","ZF2001 (V3, D14)","I-I (D0-5)",292,"Cellular",0.0915731717682026,0.114466464710253,"BST2/BTN3A2/CEBPG/CHRNB2/CX3CR1/EFNB1/ICAM2/IL12RB1/IMPDH2/LIF/LIMK1/LMO4/MAZ/NR4A3/PIK3R1/PKIA/SCARB2/SOS1/TICAM1/TNFRSF9/UNC93B1/WDFY4/ABCC6/ADGRE3/AGPAT3/AIDA/AKAP8L/ALDOC/ALYREF/ANXA2/AOC2/AOC3/AP1G1/AP1S1/APOBEC3C/APOBEC3F/APOBEC3G/AREG/ARF6/ARMT1/ASCL2/ASH2L/ASPDH/ASTL/ATAD2B/ATP2B1/AZI2/BARD1/BBS5/BEST4/BIRC2/BUB1/C1GALT1/C1GALT1C1/C21orf91/CABP4/CACNA1A/CALHM2/CAPG/CBR1/CCDC141/CCDC57/CCL27/CCNI/CD164/CDK5/CFAP45/CGGBP1/CHAF1B/CISD3/CLSPN/CMKLR1/CNTD1/COA4/COG1/CP/CSDE1/CUL1/CUL3/CYP2A6/CYP8B1/DCLRE1A/DDB2/DENR/DGKA/DKC1/DLAT/DNAJB13/DNAJC7/DTX3L/DTX4/EIF3F/EIF3K/EIF3L/ELP2/ENC1/EPS15/EPS8L1/EXTL3/EZH1/FAF2/FAHD1/FBXO6/FIBP/FLI1/FSIP2/FUS/GBP6/GCH1/GCNT1/GEMIN4/GJB6/GLRX/GNL3/GORASP1/GPBAR1/GPX2/GRSF1/GTF2H1/GTF2IRD2/HBP1/HES4/HMGN4/HSD11B2/IBA57/ICAM3/ICMT/IFIT5/IFT122/IL1RN/ITFG2/ITGB4/KCNB1/KCND1/KCNH8/KDELR2/KDM3A/KIF4A/KLF4/KLF6/LATS1/LIX1/LMAN2/LMO7/MAPK8/MARCKS/MGME1/MGP/MKKS/MOB1A/MRPL44/MRPS25/MTERF4/MTHFD2/MYCL/MYH10/NDUFA8/NDUFAF1/NDUFC1/NFE2L1/NIM1K/NKIRAS2/NKTR/NOSTRIN/NRDE2/NRIP2/NSF/NUP62/NXT2/OAS1/OR52B6/ORAI3/ORM1/OSTM1/OVGP1/PARP10/PCBD1/PCK2/PDLIM5/PGAP1/PIGL/PLA1A/PMEL/POLR3E/PPWD1/PRPF3/PRPS2/PTGER2/RAB10/RAB29/RACGAP1/RARS2/RBL2/RCAN1/REEP3/RFK/RGS3/RINT1/RLF/RNF103/RNF31/RNMT/RPAIN/RPL13A/RPL18/RPLP0/RPRD1B/RPS18/RPS2/RPS3/RPS5/RRAS/RSPH9/RYR3/SCAMP1/SCG3/SCIMP/SEC14L2/SEC31B/SEC61A2/SFRP4/SFXN2/SH3D19/SHISA5/SKA1/SLC16A12/SLC16A4/SLC1A5/SLC23A1/SLC29A3/SLC35C1/SLC4A2/SMIM20/SMTNL1/SMURF1/SPTSSA/SRD5A3/STAG3/STARD3NL/STAT1/STT3B/SUPV3L1/TBK1/TEKT2/TENM1/TES/THADA/THAP1/THOC1/TIPRL/TMEM164/TMEM229B/TNFSF13B/TPP1/TRAM1/TREX1/TRIM23/TRPM5/TSNAX/TSPAN17/TSPO2/TVP23A/TXNL4B/UBE4B/UBP1/USP36/UTRN/UXT/VEZF1/VRK2/VTA1/WDR19/WDR33/WDR59/WDR75/WDR82/WDR91/WRNIP1/YTHDC1/ZBTB40/ZEB2/ZNF274/ZNF407/ZNF471/ZNF490/ZNF587B/ZNF620/ZNF7/ZNF768/ZNF789/ZNF814/ZNF83"
"Metabolism...1840","ZF2001 (V3, D14)","ZF2001 (V3, D28)",580,"Metabolism",0.00121436576819454,0.0085005603773618,"ADAM28/BTN3A2/CCL3/CHRNB2/CRKL/CX3CR1/DUSP6/FOSL2/GZMK/HPRT1/ICOSLG/IGKV1-5/IGKV3-20/IGKV4-1/IMPDH2/LAX1/LBH/LIF/NFKBIA/PHB1/PKIA/PPP2CA/PPP3CB/PRKACB/PTPN7/PTX3/PURA/RASGRP1/SOS1/STAT5B/TICAM1/TOP2B/TXNDC5/UBE2N/WDFY4/WNT4/ZMYND11/CXCL8/HAMP/C1S/ABHD1/ACAD11/ADAT2/ADCY4/ADGB/ADORA2A/AIDA/AKAP8L/AKIRIN1/ALDH18A1/ALDH6A1/ALDOC/ANAPC16/ANGPT4/AP1AR/APOBEC3C/APOBEC3G/AREG/ARID5A/ARL6IP1/ARL6IP5/ASF1A/ASPA/ASPDH/ATP5F1E/ATP5MG/ATP5PB/ATP6V0E2/ATP6V1C2/ATXN7L3B/AVIL/AVPR2/B3GAT2/B3GNT2/B3GNT4/B3GNT7/B4GALNT2/BARD1/BAZ2A/BBS4/BIRC2/BMAL1/BMP8A/BMT2/BPNT1/BRD1/BRD4/BUB1/BZW2/C19orf12/C1GALT1/C2orf69/CA14/CARNMT1/CCDC117/CCN4/CCNI/CCT4/CDK11B/CENATAC/CERS1/CETN2/CHCHD2/CHCHD4/CHD1/CHPF/CHST7/CHTF8/CIPC/CITED2/CLASRP/CLCN2/CLK4/CNOT11/CNOT6/CNTD1/COG1/COQ10B/COX10/COX11/COX15/COX7A2L/CPSF6/CRABP2/CRB2/CREBL2/CREM/CSAD/CSDC2/CSF1/CSNK1D/CSRNP2/CUL4B/CYP8B1/DAD1/DAG1/DCK/DCP2/DDB2/DDT/DENND3/DENR/DERA/DGAT2/DGKA/DGUOK/DHX15/DHX8/DIP2B/DIPK2A/DMTF1/DNAJC2/DNAJC7/DOLPP1/DPH3/DPY30/DR1/DTD2/DTX4/DYNLL1/DYRK2/EIF2B5/EIF3F/ELF3/EME1/ENC1/ENPP6/EPRS1/ERCC5/ETNK1/EXOC8/EXOSC7/EZH1/F8/FAM168A/FAM20B/FAM220A/FAN1/FANCF/FBXL4/FCF1/FGF22/FGFR3/FIS1/FOXI1/FOXN2/FOXO4/FUNDC1/FUS/FUT1/G0S2/GABARAPL2/GALNT5/GBX1/GCNT1/GEMIN2/GGN/GGPS1/GHITM/GIN1/GIPC1/GLO1/GLRX/GNL3/GNRH1/GPD1L/GRIN2C/GSTO2/GTF2A1/GTF2H1/GTF3C4/H3C8/HAX1/HERPUD1/HIF1A/HINT2/HMGCR/HNRNPA0/HNRNPH1/HSD11B2/HSP90AB4P/HSPA1B/HSPA4L/HSPBP1/HYPK/IARS2/ICE2/ICMT/IDO2/IDS/IFNK/IGKV1-12/IGKV1-16/IGKV1-27/IGKV2-28/IGKV2-30/IGKV3-15/IGLV1-40/IGLV1-51/IGLV2-11/IGLV2-14/IGLV2-8/IGLV3-12/IGLV3-9/IHO1/IL1B/INIP/IPO7/IRF2BP1/ITGB1BP1/ITGB4/JADE1/JARID2/JCHAIN/JKAMP/KBTBD6/KBTBD7/KDM7A/KLF5/KLF6/KLHDC10/KLK10/KPNA2/KRBOX4/KTI12/L3MBTL1/LARP4/LATS1/LCMT1/LIAS/LIMA1/LIX1L/LMAN1/LOXL4/LPIN3/LRIF1/LRRC59/LSM11/LTO1/LUC7L/LYPLA1/MBLAC2/MCTS1/MDFIC/MEAF6/MED12/METTL22/METTL3/METTL5/MID1IP1/MKKS/MOB1A/MORC1/MPC2/MRNIP/MRPL30/MRPL36/MRPL37/MRPL49/MRPS25/MRPS30/MRPS31/MRS2/MSANTD1/MSL1/MTDH/MUL1/MXD1/MYCBP/NAA25/NAA30/NABP1/NAMPT/NANOGP1/NDFIP1/NDUFA6/NDUFAF1/NDUFB5/NEIL1/NEK7/NELFCD/NFATC2IP/NFE2L1/NFYA/NGRN/NKTR/NLRP1/NLRP9/NOL8/NR1I3/NRDE2/NUDT21/NUDT4/NUP85/NUS1/NXT2/OMA1/ORM1/OSGEP/PARP15/PCBD1/PCGF3/PCSK7/PDCD2/PDCD7/PDE1B/PDE4C/PDIA2/PDK2/PFKFB3/PIGC/PIGK/PIGL/PIGX/PIGY/PIM1/PIP5KL1/PIWIL2/PLA1A/PLAAT4/PLCD3/PLGRKT/POLG2/POLR2D/POLR2K/POLR3D/POLR3E/PPA1/PPEF2/PPIA/PPP1CC/PPP1R15B/PPP1R1A/PPP1R2/PPP1R7/PPP2R5A/PPP4R2/PPP4R3B/PRDM10/PRDM15/PRKRA/PRMT6/PROCA1/PRPF3/PRPS2/PRPSAP2/PSENEN/PSMC3IP/PSMC6/PSME1/PTCD3/PTPRE/PTRH2/PXMP4/PYGM/QDPR/RAB12/RAB29/RAB39B/RAC3/RAP1GDS1/RBKS/RBL2/RBM19/RBM41/RBM44/RBM5/RC3H2/RCHY1/RCOR2/REC8/REST/RFK/RFT1/RFXAP/RGMA/RGN/RGP1/RIMOC1/RLBP1/RNF103/RNF113B/RNF139/RNF167/RNF170/RPA1/RPL21/RPRD1B/RPS18/RPS28/RPS3/RPS6KA3/RPS6KL1/RRBP1/RSKR/RWDD3/SAFB2/SAMD1/SAMSN1/SAP30L/SBDS/SDS/SEC14L2/SELENOF/SELENOT/SET/SFSWAP/SGPL1/SGPP1/SHH/SLC16A12/SLC23A1/SLC23A2/SLC25A5/SLC5A2/SMN1/SMTNL1/SMURF1/SNRPC/SNX12/SOCS5/SPAG9/SPATA2/SPDYA/SREK1IP1/SRP9/SRPK3/SRPX2/SRRM2/STK26/STMP1/STN1/STT3B/STYX/SUGP2/SUMO4/SUPT20H/SUPV3L1/SUZ12/TAF1D/TAF8/TASOR2/TBCC/TBPL1/TCEA1/TCF23/TCOF1/TFAM/THADA/THAP1/THOC1/THUMPD2/TIPRL/TMEM14B/TMSB4X/TOB2/TRIAP1/TRIM35/TRMU/TRUB1/TUBA1A/TXN/TXNL4B/UBE2J1/UBE2K/UBIAD1/UBLCP1/UBQLN2/UGP2/UHMK1/UHRF2/UQCRFS1/USP15/USP27X/UTP6/UVSSA/UXT/VASH2/VGLL4/VPS33A/VPS4B/VPS54/VTI1B/WBP1L/WDFY2/WDR91/YARS2/YIPF5/YRDC/YWHAQ/ZBTB40/ZBTB8A/ZC3H10/ZC3H11A/ZDHHC2/ZFP1/ZKSCAN1/ZNF117/ZNF16/ZNF260/ZNF274/ZNF33B/ZNF350/ZNF433/ZNF442/ZNF490/ZNF512/ZNF675/ZNF7/ZNF700/ZNF774/ZNF775/ZNF792/ZNF83/ZXDA/AMZ1/CELA2B/COPS4/DCAF10/DCAF17/DESI2/EBPL/FBXL14/FBXO24/FBXO28/FBXO39/GID4/KLHDC2/LCTL/MANBA/OTUD1/PCOLCE/PRSS27/RNF145/SERPIND1/TFF3/TRIM73/UBAP1L/UBE2D2/USP35"
"Metabolism...1841","ZF2001 (V3, D28)","BBIBP (V3, D07)",99,"Metabolism",0.0110183111803473,0.0523265630186316,"CCL3/DUSP6/IFNG/ITM2A/NFKBIA/PKIA/PPP2CA/PTGER4/PTX3/TICAM1/TNFAIP3/CXCL8/ABRAXAS1/AKIRIN1/AMD1/ARL6IP1/B3GNT2/BMT2/C2orf69/CCNG1/CFAP20/COQ10B/CSF1/DPH3/EBP/EEF1B2/EEF2K/G0S2/GEMIN2/HERPUD1/HIF1A/HSPA1B/IDO2/IL1B/ISCA1/KLF5/KLF6/KPNA2/LRRC59/MAP1LC3B/MAT2A/MFAP4/MOB1A/MPC2/MRPS31/MUL1/MYADM/NUDT15/PAIP2/PANK2/PCNP/PCYT1A/PFKFB3/PHLDA1/PLA1A/PMAIP1/PNRC1/PNRC2/POLR2K/PPP1R15A/PPP1R15B/PPP1R2/PRDM10/PRXL2C/PTRH2/RBM4/RCOR2/RHEB/RNF139/RPL21/RPS15A/RPS29/RPS3/SBDS/SELENOT/SFR1/SLC25A5/SLC5A2/SOCS5/SPATA2/SUPV3L1/TAF7/TFB2M/TLE3/TMEM14B/TNXB/TRIM25/TUBA1A/TXN/UBE2J1/UQCRFS1/UTP6/UXT/YRDC/YWHAQ/ZNF175/ZNF264/ZXDB/OTUD1"
"INNATE IMMUNE SYSTEM...1842","ZF2001 (V3, D28)","BBIBP (V3, D07)",15,"INNATE IMMUNE SYSTEM",0.0268557187340355,0.0523265630186316,"CCL3/DUSP6/IFNG/NFKBIA/PTX3/TICAM1/TNFAIP3/CXCL8/CSF1/G0S2/IL1B/MARCKS/PTGER2/TMEM144/TRIM25"
"Cellular...1843","ZF2001 (V3, D28)","BBIBP (V3, D07)",128,"Cellular",0.0343350417609295,0.0523265630186316,"CCL3/DUSP6/IFNG/ITM2A/LRRC8A/NFKBIA/PKIA/PPP2CA/PTGER4/PTX3/TICAM1/TNFAIP3/CXCL8/ABRAXAS1/AKIRIN1/AMD1/ARL4A/ARL6IP1/B3GNT2/BLOC1S2/BMT2/C2orf69/CCNG1/CEP192/CEP70/CFAP20/CFAP45/CNIH1/COQ10B/CSF1/DNAAF2/DPH3/DYNLT3/EBP/EEF1B2/EEF2K/G0S2/GEMIN2/HERPUD1/HIF1A/HSPA1B/IDO2/IL1B/ISCA1/KCNS1/KLF5/KLF6/KPNA2/LRRC59/MAP1LC3B/MAPRE1/MARCKS/MAT2A/MFAP4/MOB1A/MPC2/MRPS31/MS4A6E/MUL1/MYADM/MZT1/NOTCH2NLA/NRAS/NUDT15/PAIP2/PANK2/PCNP/PCYT1A/PFKFB3/PHLDA1/PLA1A/PLEKHG6/PLLP/PMAIP1/PNRC1/PNRC2/POLR2K/PPP1R15A/PPP1R15B/PPP1R2/PRDM10/PRXL2C/PTGER2/PTRH2/RBM4/RCOR2/RHEB/RNF139/RPL21/RPS15A/RPS29/RPS3/RRAD/RXFP4/SBDS/SELENOT/SFR1/SLC25A5/SLC5A2/SOCS5/SPATA2/SUPV3L1/SYS1/TAF7/TFB2M/TLE3/TMEM144/TMEM14B/TMEM170A/TNXB/TOMM20/TRIM25/TSPYL1/TUBA1A/TXN/UBE2J1/UNC5A/UQCRFS1/UTP6/UXT/VMA21/YPEL5/YRDC/YWHAQ/ZFAND1/ZNF175/ZNF264/ZXDB"
"ADAPTIVE IMMUNE SYSTEM...1844","ZF2001 (V3, D28)","BBIBP (V3, D07)",12,"ADAPTIVE IMMUNE SYSTEM",0.0348843753457544,0.0523265630186316,"CCL3/DUSP6/IFNG/ITM2A/LRRC8A/NFKBIA/PKIA/PPP2CA/PTGER4/PTX3/TICAM1/TNFAIP3"
"IMMUNE SYSTEM...1845","ZF2001 (V3, D28)","BBIBP (V3, D07)",2,"IMMUNE SYSTEM",0.239724559852887,0.287669471823464,"DUSP6/NFKBIA"
"ANTIMICROBIAL...1846","ZF2001 (V3, D28)","BBIBP (V3, D07)",1,"ANTIMICROBIAL",0.358949691865965,0.358949691865965,"CXCL8"
"Metabolism...1847","ZF2001 (V3, D28)","BBIBP (V3, D28)",149,"Metabolism",0.0245573141842479,0.058949896173447,"CCL3/CHRNB2/DUSP6/HPRT1/IFNG/KLF12/NFKBIA/PPP2CA/PTGER4/PTX3/TICAM1/TNFAIP3/WNT4/ZMYND11/CXCL8/ABHD1/ABRAXAS1/AKIRIN1/ANGPT4/ANP32E/ARPP19/ASPA/ATXN7L3B/B3GLCT/B3GNT2/BMT2/BRD4/C2orf69/CCN4/CERS1/CFAP20/COMMD6/COQ10B/COX10/CREBL2/CSF1/DENR/DPH3/EBP/EEF1B2/ENPP6/FDX1/FGF22/FGFR3/FOXN2/G0S2/GALNT5/GCFC2/GEMIN2/GTF3C4/H3C10/HACD2/HIF1A/HNRNPA0/HP1BP3/HSP90AB4P/HSPA1B/HSPA4L/IDO2/IGLV3-9/IL1B/KLF6/KPNA2/LOXL4/LPIN3/LRRC59/MED31/METTL22/MORC1/MPC2/MSANTD1/MSL1/MYADM/NDUFB5/NFYA/NUDT15/NXT2/ORM1/PDE4C/PDIA2/PHLDA1/PIGK/PIP5KL1/PIWIL2/PLA1A/PMAIP1/PNRC1/PNRC2/POLR2K/POLR3D/PPP1CC/PPP1R15A/PPP1R15B/PPP1R2/PPP4R2/PRXL2C/PSME1/PTBP3/PTRH2/PURB/PYGM/RAC3/RBM27/RBM4/RGMA/RNF139/RPL21/RPS15A/SBDS/SET/SFR1/SLC16A12/SLC23A1/SLC25A5/SLC4A1/SOCS5/SPATA2/SPIN1/SRPK3/STYX/SUMO1/SUMO4/TAF7/TASOR2/TBCC/TFAM/THADA/TLE3/TNXB/TUBA1A/TXNL4B/UBE2J1/UBQLN2/UQCRFS1/USP9X/UXT/VASH2/YRDC/YWHAQ/ZBTB8A/ZDHHC2/ZHX2/ZMYM5/ZNF700/ZXDA/ZXDB/LCTL/OTUD1/RNF38"
"ANTIMICROBIAL...1848","ZF2001 (V3, D28)","BBIBP (V3, D28)",3,"ANTIMICROBIAL",0.0321176939229057,0.058949896173447,"CCL20/CXCL2/CXCL8"
"ADAPTIVE IMMUNE SYSTEM...1849","ZF2001 (V3, D28)","BBIBP (V3, D28)",17,"ADAPTIVE IMMUNE SYSTEM",0.03293016901685,0.058949896173447,"CCL20/CCL3/CHRNB2/DUSP6/FYB2/HPRT1/IFNG/KLF12/LRRC8A/NFKBIA/PPP2CA/PTGER4/PTX3/TICAM1/TNFAIP3/WNT4/ZMYND11"
"Cellular...1850","ZF2001 (V3, D28)","BBIBP (V3, D28)",199,"Cellular",0.039299930782298,0.058949896173447,"CCL20/CCL3/CHRNB2/DUSP6/FYB2/HPRT1/IFNG/KLF12/LRRC8A/NFKBIA/PPP2CA/PTGER4/PTX3/TICAM1/TNFAIP3/WNT4/ZMYND11/CXCL2/CXCL8/ABHD1/ABRAXAS1/AKIRIN1/ANGPT4/ANP32E/ARL4A/ARL5A/ARPP19/ASPA/ATXN7L3B/B3GLCT/B3GNT2/BLOC1S2/BMT2/BNIPL/BRD4/C2orf69/CCN4/CEP120/CERS1/CFAP20/CHRM4/CHRNA2/CNIH1/COMMD6/COQ10B/CORO6/COX10/CRACD/CREBL2/CSF1/DENR/DNAAF2/DPH3/DYNLT3/EBP/EEF1B2/ENPP6/FARP1/FDX1/FGF22/FGFR3/FOXN2/G0S2/GALNT5/GCFC2/GEMIN2/GJB7/GTF3C4/H2AZ2/H3C10/HACD2/HEMGN/HIF1A/HNRNPA0/HP1BP3/HSP90AB4P/HSPA1B/HSPA4L/IDO2/IGLV3-9/IL1B/KCNS1/KLF6/KPNA2/LAMB1/LOXL4/LPIN3/LRRC59/MAPRE1/MARCKS/MCOLN3/MED31/METTL22/MORC1/MPC2/MSANTD1/MSL1/MYADM/MZT1/NDUFB5/NFYA/NOTCH2NLA/NRAS/NUDT15/NXT2/ORM1/PDE4C/PDIA2/PHLDA1/PIGK/PIP5KL1/PITPNC1/PIWIL2/PLA1A/PMAIP1/PNRC1/PNRC2/POLR2K/POLR3D/PPL/PPP1CC/PPP1R15A/PPP1R15B/PPP1R2/PPP4R2/PRELID3B/PROKR2/PRXL2C/PSME1/PTBP3/PTGER2/PTRH2/PURB/PYGM/RAC3/RANBP6/RAPSN/RBM27/RBM4/RGMA/RNF139/RPL21/RPS15A/RRAD/RSBN1/RXFP4/SBDS/SET/SFR1/SLC16A12/SLC23A1/SLC25A47/SLC25A5/SLC4A1/SLIT1/SOCS5/SPATA2/SPIN1/SRPK3/STYX/SUMO1/SUMO4/SYCP3/SYS1/TAF7/TASOR2/TBCC/TBCCD1/TFAM/THADA/TIMM23B/TIMM9/TLCD1/TLE3/TNXB/TOMM20/TSPO2/TSPYL1/TUBA1A/TXNL4B/UBE2J1/UBQLN2/UQCRFS1/USP9X/UXT/VASH2/VMA21/XK/YPEL5/YRDC/YWHAQ/ZACN/ZBTB8A/ZDHHC2/ZHX2/ZMYM5/ZNF700/ZXDA/ZXDB"
"INNATE IMMUNE SYSTEM...1851","ZF2001 (V3, D28)","BBIBP (V3, D28)",17,"INNATE IMMUNE SYSTEM",0.202478234212489,0.242973881054987,"CCL20/CCL3/DUSP6/IFNG/NFKBIA/PTX3/TICAM1/TNFAIP3/CXCL2/CXCL8/CSF1/G0S2/IL1B/MARCKS/ORM1/PSME1/PTGER2"
"IMMUNE SYSTEM...1852","ZF2001 (V3, D28)","BBIBP (V3, D28)",2,"IMMUNE SYSTEM",0.430886844599182,0.430886844599182,"DUSP6/NFKBIA"
"ADAPTIVE IMMUNE SYSTEM...1853","ZF2001 (V3, D28)","BNT (V1, D6)",6,"ADAPTIVE IMMUNE SYSTEM",0.0178964413677277,0.071585765470911,"CHRNB2/HBEGF/IGHG1/IGKC/PURA/TNFRSF17"
"Metabolism...1854","ZF2001 (V3, D28)","BNT-I (D0-5)",456,"Metabolism",0.00149762579760952,0.00898575478565711,"BCL11B/BCL2/BRAF/CCL3/CD2/CDK6/CHRNB2/CX3CR1/DUSP6/FOSL2/GZMA/IMPDH2/ITM2A/KLF12/LBH/LIF/NFKBIA/PKIA/PPP3CB/PRKACB/PTGER4/RASGRP1/SLC38A1/SOS1/TICAM1/TOP2B/UBE2N/HAMP/ABCD2/ACAD11/ACADVL/ACIN1/ACOT9/ACTR5/ADAT2/ADCY4/ADGB/AEBP2/AKTIP/ALDH6A1/AMD1/ANAPC16/ANAPC2/ANP32E/AP1AR/AP3D1/APOBEC3C/ARL1/ARL6IP1/ARL6IP5/ASF1A/ASPDH/ATG16L2/ATP6V1C2/ATXN7L3B/AVPR2/B3GLCT/BAG2/BAZ2A/BBS4/BHLHA15/BRAT1/BRD1/BRD4/BUB1/BZW2/C19orf12/CA1/CARD9/CBX5/CCNG1/CCT4/CDK11B/CDK5RAP3/CERS1/CETN2/CFAP20/CHKA/CHTF8/CITED2/CLASRP/CLCN2/CLK3/CNOT6/COMMD6/COX10/COX11/COX15/COX7A2L/CREBL2/CREM/CRLF3/CSF1/CSRNP2/DAG1/DAGLB/DCAF15/DDT/DDX56/DENND3/DGAT1/DGKA/DHX15/DHX38/DIP2B/DNAJC17/DNAJC24/DNAJC7/DPY30/DTD2/DUS3L/DVL3/DYNLL1/DYRK2/E4F1/EEF1B2/EEF2K/EIF3F/ELK4/EME1/EME2/ENC1/ERMP1/ETNK1/EWSR1/EXOC8/EXOSC7/FAM20B/FAN1/FANCF/FBXL4/FBXW4/FCF1/FDX1/FGFR3/FHOD1/FIS1/FOXO4/FUS/FUT1/G0S2/GALK2/GCFC2/GEMIN2/GHITM/GIPC1/GLO1/GNL3/GNL3L/GPD1L/GSKIP/GSTO2/GTF2A1/GTF3A/GTF3C2/GTPBP1/HIF1A/HINT2/HIRA/HLX/HNRNPA0/HNRNPH1/HP1BP3/HSD11B2/HSF4/HSP90AB4P/HSPBP1/HYPK/IARS2/ICE2/IDUA/IFFO1/IKZF3/INIP/IRF9/ITGB1BP1/JADE1/JARID2/JDP2/KLF5/KLF6/KLHDC10/LATS1/LCMT1/LIAS/LIX1L/LOXL4/LRP1/LRWD1/LSM11/LTF/LYRM7/LZTR1/MAN2A2/MAP2K6/MAPK7/MBLAC2/MBOAT1/MCTS1/MDFIC/MEAF6/MED12/MED31/METTL17/METTL3/METTL5/MFAP4/MGAT2/MICAL1/MID1IP1/MMS19/MNT/MOB1A/MRI1/MRPL1/MRPL30/MRPL37/MRPS25/MRPS31/MRS2/MST1/MUS81/MZF1/NAA25/NAA30/NADSYN1/NAGK/NDFIP1/NDOR1/NEK2/NEK7/NFE2L1/NGRN/NLRP1/NOL8/NPAT/NRBP2/NSMCE4A/NUDT21/NUDT4/NUP85/NUS1/OGG1/OGT/OSGEP/P2RX7/PABPN1L/PANK4/PBLD/PCBD1/PCNP/PCYOX1/PDCD2/PDE12/PDE1B/PDIA2/PDK2/PDS5A/PHKA2/PI4KAP2/PIGC/PIGK/PIGL/PIGT/PIGX/PKN3/PLAGL1/PLCB2/PLCD3/PLD2/PLK1/POLE/POLM/POLR1C/POLR2D/POLR2K/POLR3G/PPA1/PPARGC1B/PPP1R15A/PPP1R1A/PPP1R7/PPP2R5A/PRDM8/PRKRA/PRPSAP2/PSENEN/PSMC3IP/PTCD3/PTK2B/PTPN4/PTPRE/PTTG1/PURB/PXMP4/PYCR1/PYGM/RAB12/RAB39B/RAC3/RAP1GDS1/RBL2/RBM19/RBM4/RBM5/RC3H2/RCHY1/REC8/REST/RFFL/RFXAP/RGMA/RGP1/RHEB/RIPK3/RNF170/RPA1/RPA3/RPRD1B/RPS15A/RPS18/RPS29/RPS3/RPS4X/RPS6KA3/RRBP1/RRP1/RUFY4/RWDD3/SAFB2/SAMD1/SAP25/SAP30L/SDHA/SEC14L2/SET/SFR1/SFSWAP/SGPL1/SIN3B/SIRT7/SLC11A2/SLC16A12/SLC23A1/SLC25A23/SLC25A5/SLC25A51/SLC4A1/SMTNL1/SNAI1/SNRPC/SNRPD2/SPDYA/SREK1IP1/SRP9/SRRM2/SRRT/SSH3/STK26/STT3B/STX4/STYX/SUPT20H/SUPV3L1/SYMPK/TAF8/TBPL1/TBRG1/TCEA1/TCOF1/TET1/TFAM/TFB2M/TGM1/THADA/THOC1/TLE3/TMEM14A/TMEM259/TMSB4X/TNXB/TOM1/TOP2A/TRIAP1/TRIM25/TRIM35/TRIT1/TRMU/TRPC4AP/TRUB1/TTLL4/TTLL9/TXNL4B/UAP1L1/UBA7/UBE2J1/UBE2K/UHMK1/UHRF2/ULK1/USF1/USP9X/UXT/VASH2/VEGFA/VGLL4/VPS54/VTI1B/WBP1L/WDHD1/XAB2/YARS2/YEATS2/YIPF5/YWHAQ/ZBTB14/ZBTB41/ZDHHC2/ZFP1/ZHX2/ZNF117/ZNF16/ZNF260/ZNF264/ZNF33B/ZNF408/ZNF433/ZNF442/ZNF444/ZNF655/ZNF7/ZNF700/ZNF83/ZNHIT6/ZSWIM8/ZXDA/CASD1/COPS4/DCAF17/DESI2/DPH5/EBPL/FBXL14/FBXO28/FBXO39/ITIH4/KLHDC2/MAN2C1/MANBA/NPEPL1/PARP12/PM20D2/UBAP1L/UBE2D2/UBXN11/USP35"
