"process","genes","set_size","go_term","immune_system","immune_sub_system","gene_set_short","immune_tissue"
"ADAPTIVE IMMUNE RESPONSE","HLA-DRB4",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","IFNA8",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","CTLA4",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","LILRB1",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","BMX",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","CD46",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","IL2",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","TXK",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","P0DOX2",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","HMGB1",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","LAX1",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","CD79B",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","CD8B2",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","CLEC10A",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","CD86",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","TFEB",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","C1QBP",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","HLA-DPA1",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","TARM1",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","P0DOX4",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","HMHB1",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","CD81",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","HLA-DMA",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","CRTAM",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","SKAP1",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","PIK3CG",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","KLRK1",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","P0DOX3",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","FGL1",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","TFE3",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","IFNE",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","CD79A",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","TNFRSF17",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","ALCAM",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","ANXA1",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","ARG1",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","PRDM1",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","CAMK4",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","CD1A",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","CD3D",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","CD3E",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","CD4",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","CD8A",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","CTSL",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","ADGRE1",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","PTK2B",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","FCGR1BP",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","FGA",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","FGB",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","FYN",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","HLA-B",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","HLA-DOA",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","HLA-DPB1",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","HLA-DQA1",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","HLA-DQA2",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","HLA-DQB1",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","HLA-DQB2",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","HLA-DRA",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","HLA-DRB5",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","IFNA1",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","IFNA2",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","IFNA4",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","IFNA5",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","IFNA6",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","IFNA7",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","IFNA10",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","IFNA13",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","IFNA14",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","IFNA16",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","IFNA17",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","IFNA21",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","IFNB1",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","IFNG",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","IFNW1",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","IGHA1",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","IGHA2",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","IGHD",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","IGHE",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","IGHG1",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","IGHG2",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","IGHG3",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","IGHG4",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","IGHM",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","JCHAIN",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","IGKC",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","IL17A",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","JAK2",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","KLRD1",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","LYN",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","SH2D1A",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","MICB",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","PDCD1",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","PIK3CD",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","PRKCB",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","SIPA1",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","SLAMF1",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","TRGC2",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","TRGV3",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","TRGV9",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","TSC1",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","LAT2",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","TNFRSF14",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","RIPK2",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","TNFRSF11A",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","CD84",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","TNFSF18",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","CLEC4M",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","LILRB5",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","LILRA1",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","LILRB3",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","RAPGEF4",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","BTN3A1",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","ICOSLG",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","TNFRSF13B",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","PRKD2",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","LAT",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","LAMP3",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","SIT1",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","TNFRSF21",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","IGKV1-5",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","TRBV12-3",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","TRBV7-9",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","TRBC1",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","TRAV29DV5",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","TRAV8-4",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","TRAC",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","IGLV7-43",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","IGLV6-57",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","IGLV3-27",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","IGLV3-25",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","IGLV3-19",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","IGLV3-1",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","IGLV2-23",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","IGLV2-14",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","IGLV2-11",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","IGLV2-8",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","IGLV1-51",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","IGLV1-47",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","IGLV1-44",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","IGLV1-40",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","IGKV2D-28",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","IGKV1D-39",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","IGKV1D-33",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","IGKV1D-12",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","IGKV5-2",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","IGKV4-1",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","IGKV3-20",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","IGKV3-15",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","IGKV2-30",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","IGKV1-39",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","IGKV1-17",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","IGKV1-16",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","DBNL",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","CD274",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","CD209",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
