"process","genes","set_size","go_term","immune_system","immune_sub_system","gene_set_short","immune_tissue"
"IMMUNE RESPONSE","OPRK1",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","CEBPB",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","AZGP1",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","HLA-G",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","HLA-DRB4",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","CXCL8",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IL2",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","CD40LG",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","CCL18",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","MS4A2",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","CLEC4G",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","GZMA",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IRAK1BP1",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","TNFRSF4",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","FCGRT",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","CTSC",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","CD164",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","CXCL9",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IL4R",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","CD86",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","CFP",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","C1QBP",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","TNFSF9",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","PIK3R6",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","CYP11B1",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","AIRE",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","C1QC",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","C3",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","C8A",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","C8B",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","CBLB",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","CD1A",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","CD4",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","CD8A",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","CHIT1",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","CHUK",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","CCR3",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","CCR4",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","CCR5",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","CCR6",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","CCR8",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","ACKR2",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","CMKLR1",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","LTB4R",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","CSF2",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","CTSL",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","CTSV",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","DEFB4A",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","EDA",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","FCER2",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","FCGR1BP",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","FCGR3B",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","FTH1",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","FYB1",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","HLA-A",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","HLA-B",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","HLA-DQA1",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","HLA-DQA2",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","HLA-DQB1",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","HLA-DQB2",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","HLA-DRA",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","HLA-DRB1",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","HLA-H",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","MR1",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IGHA1",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IGHA2",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IGHD",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IGHE",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","JCHAIN",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IGKC",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IL1A",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IL1B",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IL1RAP",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IL2RA",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IL4",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IL5",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IL16",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IL17A",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","ITGAD",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","JAK2",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","KIR2DS1",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","KIR2DS5",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","KIR3DS1",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","LCP2",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","LY75",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","SMAD6",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","MBP",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","MICB",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","NFIL3",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","ENPP2",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","PIK3CD",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","PIK3R2",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","NECTIN1",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","CCL19",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","CCL21",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","CCL22",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","CCL25",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","SECTM1",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","SLPI",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","TAPBP",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","TCF12",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","TRGC2",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","TRGV3",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","TLR1",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","TLR2",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","TNFAIP1",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","VTN",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","PXDN",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","LST1",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","MADCAM1",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","SEMA7A",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","PIK3R3",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IKBKG",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","CST7",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","PRKRA",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","TNFSF11",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","TNFSF14",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","TNFSF13",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","TNFSF12",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","TNFRSF14",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IL18R1",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","APLN",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","MAP3K14",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","CCRL2",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","AIM2",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IKBKE",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","CERT1",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","TENM1",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","PRG4",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","CLEC4M",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","TLR6",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","PRG3",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","SEMA4D",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","SEMA3C",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IFI44",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","CXCL13",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","CXCR6",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","CCR9",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","CCL27",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IFI44L",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","PTGDR2",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","PIK3R5",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","ATP6V0A2",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","SAMHD1",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","LAT",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IL36B",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IL37",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IL36A",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IL17B",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","ADAMDEC1",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IGKV1-5",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IGHV4-59",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IGHV4-39",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IGHV4-34",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IGHV3-53",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IGHV3-48",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IGHV3-33",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IGHV3-30",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IGHV3-23",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IGHV3-13",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IGHV3-11",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IGHV3-9",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IGHV3-7",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IGHV2-70",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IGHV2-5",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IGHV1-69",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","TRBV12-3",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","TRBV7-9",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","TRBC1",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","TRAV29DV5",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","TRAV8-4",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IGLV7-43",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IGLV6-57",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IGLV3-27",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IGLV3-25",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IGLV3-19",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IGLV3-1",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IGLV2-23",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IGLV2-14",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IGLV2-11",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IGLV2-8",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IGLV1-51",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IGLV1-47",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IGLV1-44",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IGLV1-40",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IGKV2D-28",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IGKV1D-39",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IGKV1D-33",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IGKV1D-12",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IGKV5-2",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IGKV4-1",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IGKV3-20",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IGKV3-15",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IGKV2-30",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IGKV1-39",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IGKV1-17",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IGKV1-16",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","CD274",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","VPREB3",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","ICOS",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","MYL11",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","IL19",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","CD209",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","ACKR4",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","MARCHF1",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","CCL28",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","CYSLTR2",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","ULBP3",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","ULBP2",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","ULBP1",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","PDCD1LG2",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","TLR10",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","RAET1E",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","MARCHF8",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","NCR3",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","KAAG1",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","DEFA1B",454,"GO:0006955","General","General","Immune response","Undefined"
"IMMUNE RESPONSE","MICA",454,"GO:0006955","General","General","Immune response","Undefined"
"ADAPTIVE IMMUNE RESPONSE","TAP2",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","HLA-DOB",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","FBXO38",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","P0DOX7",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","MYO1G",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","BTN3A2",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","HLA-E",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","CD19",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","OTUD7B",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","HLA-C",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","CLEC6A",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","CD1B",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","LILRB2",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","RAG1",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","JAK3",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","EOMES",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","THEMIS",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","HLA-DMB",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","CD1C",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","NLRP10",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","P0DOX6",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","LAG3",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","HLA-DRB3",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","P0DOX8",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","SYK",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","CTSS",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","RAPGEF3",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","CSK",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","CD247",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","ITK",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","CX3CR1",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","LILRA6",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","BCL10",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","BTLA",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","LILRB4",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","VTCN1",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","KLRC1",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","TEC",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","KLRC2",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","RAP1GAP2",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","ZNF683",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","TAP1",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","C17orf99",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","CD3G",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","CD8B",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","LAIR1",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","RAP1GAP",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","CD7",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","ARG2",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","ZAP70",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","CD160",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","CTSH",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","ERAP2",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","BTK",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","MCOLN2",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","LILRA3",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","GPR183",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","RNF19B",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","CD1E",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","P0DOX5",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","BTNL8",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
"ADAPTIVE IMMUNE RESPONSE","CD6",439,"GO:0002250","Adaptive","General","Adaptive Immune response","Lymphocyte"
