"","...1","process","gene_set_short","immune_system","immune_sub_system","immune_tissue","go_term","set_size","genes","set_size_intervals"
"1279",1650,"HUMORAL ADAPTIVE IMMUNE SYSTEM","Humoral adaptive immune system","Adaptive","Humoral","General",NA,143,"SFTPA1",NA
"1280",1651,"HUMORAL ADAPTIVE IMMUNE SYSTEM","Humoral adaptive immune system","Adaptive","Humoral","General",NA,143,"LBP",NA
"1281",1652,"HUMORAL ADAPTIVE IMMUNE SYSTEM","Humoral adaptive immune system","Adaptive","Humoral","General",NA,143,"C4B",NA
"1282",1653,"HUMORAL ADAPTIVE IMMUNE SYSTEM","Humoral adaptive immune system","Adaptive","Humoral","General",NA,143,"MBL2",NA
"1283",1654,"HUMORAL ADAPTIVE IMMUNE SYSTEM","Humoral adaptive immune system","Adaptive","Humoral","General",NA,143,"UNG",NA
"1284",1655,"HUMORAL ADAPTIVE IMMUNE SYSTEM","Humoral adaptive immune system","Adaptive","Humoral","General",NA,143,"MSH6",NA
"1285",1656,"HUMORAL ADAPTIVE IMMUNE SYSTEM","Humoral adaptive immune system","Adaptive","Humoral","General",NA,143,"PMS2",NA
"1286",1657,"HUMORAL ADAPTIVE IMMUNE SYSTEM","Humoral adaptive immune system","Adaptive","Humoral","General",NA,143,"CD6",NA
"1287",1658,"HUMORAL ADAPTIVE IMMUNE SYSTEM","Humoral adaptive immune system","Adaptive","Humoral","General",NA,143,"DOCK8",NA
"1288",1659,"HUMORAL ADAPTIVE IMMUNE SYSTEM","Humoral adaptive immune system","Adaptive","Humoral","General",NA,143,"MSN",NA
"1289",1660,"HUMORAL ADAPTIVE IMMUNE SYSTEM","Humoral adaptive immune system","Adaptive","Humoral","General",NA,143,"PRF1",NA
"1290",1661,"HUMORAL ADAPTIVE IMMUNE SYSTEM","Humoral adaptive immune system","Adaptive","Humoral","General",NA,143,"EPHB1",NA
"1291",1662,"HUMORAL ADAPTIVE IMMUNE SYSTEM","Humoral adaptive immune system","Adaptive","Humoral","General",NA,143,"MSH3",NA
"1292",1663,"HUMORAL ADAPTIVE IMMUNE SYSTEM","Humoral adaptive immune system","Adaptive","Humoral","General",NA,143,"ERCC1",NA
"1293",1664,"HUMORAL ADAPTIVE IMMUNE SYSTEM","Humoral adaptive immune system","Adaptive","Humoral","General",NA,143,"CD40LG",NA
"1294",1665,"HUMORAL ADAPTIVE IMMUNE SYSTEM","Humoral adaptive immune system","Adaptive","Humoral","General",NA,143,"RNF168",NA
"1295",1666,"HUMORAL ADAPTIVE IMMUNE SYSTEM","Humoral adaptive immune system","Adaptive","Humoral","General",NA,143,"SANBR",NA
"1296",1667,"HUMORAL ADAPTIVE IMMUNE SYSTEM","Humoral adaptive immune system","Adaptive","Humoral","General",NA,143,"LIMK1",NA
"1297",1668,"HUMORAL ADAPTIVE IMMUNE SYSTEM","Humoral adaptive immune system","Adaptive","Humoral","General",NA,143,"VAV2",NA
"1298",1669,"HUMORAL ADAPTIVE IMMUNE SYSTEM","Humoral adaptive immune system","Adaptive","Humoral","General",NA,143,"SRC",NA
"1299",1670,"HUMORAL ADAPTIVE IMMUNE SYSTEM","Humoral adaptive immune system","Adaptive","Humoral","General",NA,143,"VAV1",NA
"1300",1671,"HUMORAL ADAPTIVE IMMUNE SYSTEM","Humoral adaptive immune system","Adaptive","Humoral","General",NA,143,"SYK",NA
"1301",1672,"HUMORAL ADAPTIVE IMMUNE SYSTEM","Humoral adaptive immune system","Adaptive","Humoral","General",NA,143,"PRKCE",NA
"1302",1673,"HUMORAL ADAPTIVE IMMUNE SYSTEM","Humoral adaptive immune system","Adaptive","Humoral","General",NA,143,"MYO1G",NA
"1303",1674,"HUMORAL ADAPTIVE IMMUNE SYSTEM","Humoral adaptive immune system","Adaptive","Humoral","General",NA,143,"HCK",NA
"1304",1675,"HUMORAL ADAPTIVE IMMUNE SYSTEM","Humoral adaptive immune system","Adaptive","Humoral","General",NA,143,"PTK2",NA
"1305",1676,"HUMORAL ADAPTIVE IMMUNE SYSTEM","Humoral adaptive immune system","Adaptive","Humoral","General",NA,143,"PRKCD",NA
"1306",1677,"HUMORAL ADAPTIVE IMMUNE SYSTEM","Humoral adaptive immune system","Adaptive","Humoral","General",NA,143,"FGR",NA
"1307",1678,"HUMORAL ADAPTIVE IMMUNE SYSTEM","Humoral adaptive immune system","Adaptive","Humoral","General",NA,143,"PLPP4",NA
"1308",1679,"HUMORAL ADAPTIVE IMMUNE SYSTEM","Humoral adaptive immune system","Adaptive","Humoral","General",NA,143,"HOXB4",NA
"1309",1680,"HUMORAL ADAPTIVE IMMUNE SYSTEM","Humoral adaptive immune system","Adaptive","Humoral","General",NA,143,"NKX2-5",NA
"1310",1681,"HUMORAL ADAPTIVE IMMUNE SYSTEM","Humoral adaptive immune system","Adaptive","Humoral","General",NA,143,"LIPA",NA
"1311",1682,"HUMORAL ADAPTIVE IMMUNE SYSTEM","Humoral adaptive immune system","Adaptive","Humoral","General",NA,143,"EPB42",NA
"1312",1683,"HUMORAL ADAPTIVE IMMUNE SYSTEM","Humoral adaptive immune system","Adaptive","Humoral","General",NA,143,"ADAM17",NA
"1313",1684,"HUMORAL ADAPTIVE IMMUNE SYSTEM","Humoral adaptive immune system","Adaptive","Humoral","General",NA,143,"CDKN2B",NA
"1314",1685,"HUMORAL ADAPTIVE IMMUNE SYSTEM","Humoral adaptive immune system","Adaptive","Humoral","General",NA,143,"PBX1",NA
"1315",1686,"HUMORAL ADAPTIVE IMMUNE SYSTEM","Humoral adaptive immune system","Adaptive","Humoral","General",NA,143,"NKX3-2",NA
"1316",1687,"HUMORAL ADAPTIVE IMMUNE SYSTEM","Humoral adaptive immune system","Adaptive","Humoral","General",NA,143,"RC3H1",NA
"1317",1688,"HUMORAL ADAPTIVE IMMUNE SYSTEM","Humoral adaptive immune system","Adaptive","Humoral","General",NA,143,"NFKB2",NA
"1318",1689,"HUMORAL ADAPTIVE IMMUNE SYSTEM","Humoral adaptive immune system","Adaptive","Humoral","General",NA,143,"NKX2-3",NA
"1319",1690,"HUMORAL ADAPTIVE IMMUNE SYSTEM","Humoral adaptive immune system","Adaptive","Humoral","General",NA,143,"CACNB4",NA
"1320",1691,"HUMORAL ADAPTIVE IMMUNE SYSTEM","Humoral adaptive immune system","Adaptive","Humoral","General",NA,143,"BCL2",NA
"1321",1692,"HUMORAL ADAPTIVE IMMUNE SYSTEM","Humoral adaptive immune system","Adaptive","Humoral","General",NA,143,"KMT2A",NA
"1322",1701,"HUMORAL ADAPTIVE IMMUNE SYSTEM","Humoral adaptive immune system","Adaptive","Humoral","General",NA,143,"IL4R",NA
"1323",1711,"HUMORAL ADAPTIVE IMMUNE SYSTEM","Humoral adaptive immune system","Adaptive","Humoral","General",NA,143,"IL9R",NA
"1324",1713,"HUMORAL ADAPTIVE IMMUNE SYSTEM","Humoral adaptive immune system","Adaptive","Humoral","General",NA,143,"CD19",NA
"1325",1714,"HUMORAL ADAPTIVE IMMUNE SYSTEM","Humoral adaptive immune system","Adaptive","Humoral","General",NA,143,"MPL",NA
"1326",1717,"HUMORAL ADAPTIVE IMMUNE SYSTEM","Humoral adaptive immune system","Adaptive","Humoral","General",NA,143,"IL9",NA
"1327",1721,"HUMORAL ADAPTIVE IMMUNE SYSTEM","Humoral adaptive immune system","Adaptive","Humoral","General",NA,143,"BCL10",NA
"1328",1726,"HUMORAL ADAPTIVE IMMUNE SYSTEM","Humoral adaptive immune system","Adaptive","Humoral","General",NA,143,"FCER1G",NA
"1329",1727,"HUMORAL ADAPTIVE IMMUNE SYSTEM","Humoral adaptive immune system","Adaptive","Humoral","General",NA,143,"IL2RB",NA
"1330",1733,"HUMORAL ADAPTIVE IMMUNE SYSTEM","Humoral adaptive immune system","Adaptive","Humoral","General",NA,143,"CD27",NA
"1331",1751,"HUMORAL ADAPTIVE IMMUNE SYSTEM","Humoral adaptive immune system","Adaptive","Humoral","General",NA,143,"CSF2RB",NA
"1332",1761,"IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE","Ig, Immune response","Adaptive","Humoral","B cell","GO:0016064",62,"IL4R",3
"1333",1771,"IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE","Ig, Immune response","Adaptive","Humoral","B cell","GO:0016064",62,"IL9R",3
"1334",1773,"IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE","Ig, Immune response","Adaptive","Humoral","B cell","GO:0016064",62,"CD19",3
"1335",1774,"IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE","Ig, Immune response","Adaptive","Humoral","B cell","GO:0016064",62,"PRKCD",3
"1336",1775,"IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE","Ig, Immune response","Adaptive","Humoral","B cell","GO:0016064",62,"MPL",3
"1337",1777,"IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE","Ig, Immune response","Adaptive","Humoral","B cell","GO:0016064",62,"FCGR2B",3
"1338",1779,"IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE","Ig, Immune response","Adaptive","Humoral","B cell","GO:0016064",62,"IL9",3
"1339",1783,"IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE","Ig, Immune response","Adaptive","Humoral","B cell","GO:0016064",62,"BCL10",3
"1340",1788,"IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE","Ig, Immune response","Adaptive","Humoral","B cell","GO:0016064",62,"FCER1G",3
"1341",1789,"IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE","Ig, Immune response","Adaptive","Humoral","B cell","GO:0016064",62,"IL2RB",3
"1342",1795,"IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE","Ig, Immune response","Adaptive","Humoral","B cell","GO:0016064",62,"CD27",3
"1343",1813,"IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE","Ig, Immune response","Adaptive","Humoral","B cell","GO:0016064",62,"CSF2RB",3
"1344",1815,"T CELLS","Lineage commitment, abT cell","Adaptive","Cellular","T cell","GO:0002363",1,"RHOA",1
"1345",1816,"B CELLS","Activation, Immune response, B cell","Adaptive","B cell","B cell","GO:0002312",1,"GPR183",1
"1346",1817,"B CELLS","Affinity maturation, B cell","Adaptive","B cell","B cell","GO:0002344",1,"BTK",1
"1347",1818,"B CELLS","Chemotaxis, B cell","Adaptive","B cell","B cell","GO:0035754",1,"CH25H",1
"1348",1819,"B CELLS","Negative selection, B cell","Adaptive","B cell","B cell","GO:0002352",1,"BAX",1
"1349",1820,"B CELLS","Apoptotic signaling, BCR, B cell","Adaptive","B cell","B cell","GO:1990117",1,"BAX",1
"1350",1821,"B CELLS","Differentiation, B-1 B cell","Adaptive","B cell","B cell","GO:0001923",1,"CD19",1
"1351",1822,"T CELLS","Lineage commitment, CD4+ OR CD8+, abT cell","Adaptive","Cellular","T cell","GO:0043369",1,"BRAF",1
"1352",1823,"T CELLS","Activation, CD4+, abT cell","Adaptive","Cellular","T cell","GO:0035710",1,"CDH26",1
"1353",1824,"T CELLS","Costimulation, CD4+, abT cell","Adaptive","Cellular","T cell","GO:0035783",1,"CD81",1
"1354",1825,"T CELLS","Lineage commitment, CD4+, abT cell","Adaptive","Cellular","T cell","GO:0043373",1,"TOX",1
"1355",1826,"T CELLS","Lineage commitment, CD4+, CD25+, abTreg","Adaptive","Cellular","T cell","GO:0002362",1,"TOX",1
"1356",1827,"T CELLS","Differentiation, Immune response, CD8+, abT cell","Adaptive","Cellular","T cell","GO:0002302",1,"EOMES",1
"1357",1828,"T CELLS","Differentiation, CD8+, gdT cell, Intraepithelial","Adaptive","Cellular","T cell","GO:0002305",1,"KLRC1",1
"1358",1829,"T CELLS","Degranulation, Cytotoxic T cell","Adaptive","Cellular","T cell","GO:0043316",1,"RAB27A",1
"1359",1830,"T CELLS","Differentiation , DN4 thymocyte","Adaptive","Cellular","T cell","GO:1904157",1,"ABL1",1
"1360",1831,"T CELLS","Selection, T cell, Extrathymic","Adaptive","Cellular","T cell","GO:0045062",1,"IL15",1
"1361",1832,"T CELLS","Extravasation, Th cell","Adaptive","Cellular","T cell","GO:0035684",1,"CCL2",1
"1362",1833,"B CELLS","V(D)J, Ig Heavy chain","Adaptive","Humoral","B cell","GO:0071707",1,"YY1",1
"1363",1834,"B CELLS","Isotype switching, IgG","Adaptive","Humoral","B cell","GO:0048291",1,"HSPD1",1
"1364",1835,"B CELLS","Differentiation, B cell, Mature","Adaptive","Humoral","B cell","GO:0002335",1,"IL2RG",1
"1365",1836,"B CELLS","Differentiation, B cell, Memory","Adaptive","Humoral","B cell","GO:0002319",1,"ST3GAL1",1
"1366",1837,"T CELLS","Activation, T cell, Memory","Adaptive","Cellular","T cell","GO:0035709",1,"TNFSF4",1
"1367",1838,"T CELLS","Extravasation, T cell, Memory","Adaptive","Cellular","T cell","GO:0035683",1,"ITGAL",1
"1368",1839,"T CELLS","Proliferation, T cell, Memory","Adaptive","Cellular","T cell","GO:0061485",1,"DOCK8",1
"1369",1840,"T CELLS","Selection-, T cell, Memory","Adaptive","Cellular","T cell","GO:0043383",1,"THEMIS",1
"1370",1841,"B CELLS","Tolerance, B cell, Peripheral","Adaptive","Humoral","B cell","GO:0002451",1,"HLA-G",1
"1371",1842,"T CELLS","Regulation+, glyProtein, Immunological synapse","Adaptive","Cellular","T cell","GO:2000526",1,"CCR7",1
"1372",1843,"B CELLS","Differentiation, pre-B cell","Adaptive","Humoral","B cell","GO:0002329",1,"LRRC8A",1
"1373",1844,"T CELLS","Differentiation, Treg cell","Adaptive","Cellular","T cell","GO:0045066",1,"CD28",1
"1374",1845,"T CELLS","Differentiation, T cell, Immune response","Adaptive","Cellular","T cell","GO:0002292",1,"FCER1G",1
"1375",1846,"T CELLS","Homeostasis, Proliferation, T cell","Adaptive","Cellular","T cell","GO:0001777",1,"BAX",1
"1376",1847,"T CELLS","Migration, Meandering, T cell","Adaptive","Cellular","T cell","GO:0120117",1,"MYO1G",1
"1377",1848,"T CELLS","Selection, T cell","Adaptive","Cellular","T cell","GO:0045058",1,"CD1D",1
"1378",1849,"B CELLS","Differentiation, B cell, Transitional one stage","Adaptive","Humoral","B cell","GO:0002333",1,"ABL1",1
"1379",1850,"ARPP","APP, MHC I, endogenous peptide, TAP-dependent","Innate","APP","All","GO:0002485",1,"TAP2",1
"1380",1851,"ARPP","APP, MHC IB, endogenous peptide, TAP-dependent","Innate","APP","All","GO:0002489",1,"TAP2",1
"1381",1852,"ANTIVIRAL AND INTERFERON","Cellular response to Interferon I","Innate","Interferon","Undefined","GO:0071357",1,"IFIT1",1
"1382",1853,"INFLAMMATION","Antigen, Chronic, Inflammatory response","Innate","Inflammation","Undefined","GO:0002439",1,"IL10",1
"1383",1854,"ARPP","PRR, TLR MyD88 indep","Innate","PRR","All","GO:0002756",1,"TICAM1",1
"1384",1855,"DENDRITIC CELLS","Activation, Dendritic cell, Myeloid","Innate","APC","Dendritic cell","GO:0001773",1,"HMGB1",1
"1385",1856,"DENDRITIC CELLS","APP, Dendritic cell, Myeloid","Innate","APC","Dendritic cell","GO:0002469",1,"HLA-DRB3",1
"1386",1857,"INFLAMMATION","NLRP3, Inflammasome complex","Innate","Inflammation","Undefined","GO:0044546",1,"SIRT2",1
"1387",1858,"INFLAMMATION","NLRP6, Inflammasome complex","Innate","Inflammation","Undefined","GO:0140739",1,"NLRP6",1
"1388",1859,"ARPP","Transport, Peptide antigen","Innate","APP","All","GO:0046968",1,"TAP2",1
"1389",1860,"DENDRITIC CELLS","Activation, Dendritic cell, Plasmacytoid","Innate","APC","Dendritic cell","GO:0002270",1,"LAG3",1
"1390",1861,"ARPP","PRR, TIRAP dep, TLR4","Innate","PRR","All","GO:0035665",1,"TIRAP",1
"1391",1862,"ARPP","PRR, TLR1:2, Pathway","Innate","PRR","All","GO:0038123",1,"SCIMP",1
"1392",1863,"T CELLS","Proliferation, abT cell","Adaptive","Cellular","T cell","GO:0046633",2,"CLEC4G",1
"1393",1864,"T CELLS","Proliferation, abT cell","Adaptive","Cellular","T cell","GO:0046633",2,"PTPRC",1
"1394",1865,"B CELLS","Homeostatic proliferation, B cell","Adaptive","B cell","B cell","GO:0002358",2,"BAX",1
"1395",1866,"B CELLS","Homeostatic proliferation, B cell","Adaptive","B cell","B cell","GO:0002358",2,"RAG2",1
"1396",1867,"B CELLS","Homeostasis, B-1 B cell","Adaptive","B cell","B cell","GO:0001922",2,"TNFAIP3",1
"1397",1868,"B CELLS","Homeostasis, B-1 B cell","Adaptive","B cell","B cell","GO:0001922",2,"ABL1",1
"1398",1869,"T CELLS","Differentiation, CD4+ T cell","Adaptive","Cellular","T cell","GO:0043367",2,"CD83",1
"1399",1870,"T CELLS","Differentiation, CD4+ T cell","Adaptive","Cellular","T cell","GO:0043367",2,"BRAF",1
"1400",1871,"T CELLS","Proliferation, CD4+, abT cell","Adaptive","Cellular","T cell","GO:0035739",2,"PRKCQ",1
"1401",1872,"T CELLS","Proliferation, CD4+, abT cell","Adaptive","Cellular","T cell","GO:0035739",2,"CD28",1
"1402",1873,"T CELLS","Differentiation, CD4+, CD25+, abTreg","Adaptive","Cellular","T cell","GO:0002361",2,"FUT7",1
"1403",1874,"T CELLS","Differentiation, CD4+, CD25+, abTreg","Adaptive","Cellular","T cell","GO:0002361",2,"IL2RG",1
"1404",1875,"T CELLS","Activation, CD8+, abT cell","Adaptive","Cellular","T cell","GO:0036037",2,"HLA-E",1
"1405",1876,"T CELLS","Activation, CD8+, abT cell","Adaptive","Cellular","T cell","GO:0036037",2,"WDFY4",1
"1406",1877,"T CELLS","Lineage commitment, CD8+, abT cell","Adaptive","Cellular","T cell","GO:0043375",2,"TOX",1
"1407",1878,"T CELLS","Lineage commitment, CD8+, abT cell","Adaptive","Cellular","T cell","GO:0043375",2,"BCL2",1
"1408",1879,"T CELLS","Diapedesis, Th cell","Adaptive","Cellular","T cell","GO:0035685",2,"CRKL",1
"1409",1880,"T CELLS","Diapedesis, Th cell","Adaptive","Cellular","T cell","GO:0035685",2,"CRK",1
"1410",1881,"B CELLS","Proliferation, thymus, T cell, immature","Adaptive","Humoral","B cell","GO:0033080",2,"WNT4",1
"1411",1882,"B CELLS","Proliferation, thymus, T cell, immature","Adaptive","Humoral","B cell","GO:0033080",2,"CLEC4G",1
"1412",1883,"B CELLS","Isotype switching, IgE","Adaptive","Humoral","B cell","GO:0048289",2,"BCL6",1
"1413",1884,"B CELLS","Isotype switching, IgE","Adaptive","Humoral","B cell","GO:0048289",2,"STAT6",1
"1414",1885,"T CELLS","Selection+, T cell","Adaptive","Cellular","T cell","GO:0043368",2,"THEMIS",1
"1415",1886,"T CELLS","Selection+, T cell","Adaptive","Cellular","T cell","GO:0043368",2,"BRAF",1
"1416",1887,"B CELLS","Allelic exclusion, pre-B cell","Adaptive","Humoral","B cell","GO:0002331",2,"RAG1",1
"1417",1888,"B CELLS","Allelic exclusion, pre-B cell","Adaptive","Humoral","B cell","GO:0002331",2,"RAG2",1
"1418",1889,"B CELLS","Differentiation, pro-T cell","Adaptive","Humoral","B cell","GO:0002572",2,"GATA3",1
"1419",1890,"B CELLS","Differentiation, pro-T cell","Adaptive","Humoral","B cell","GO:0002572",2,"SPI1",1
"1420",1891,"B CELLS","Somatic mutation, Ig genes involved in immune response","Adaptive","Humoral","B cell","GO:0002204",2,"MLH1",1
"1421",1892,"B CELLS","Somatic mutation, Ig genes involved in immune response","Adaptive","Humoral","B cell","GO:0002204",2,"MSH2",1
"1422",1893,"T CELLS",NA,"Adaptive","Cellular","T cell","GO:0002291",2,"APBB1IP",1
"1423",1894,"T CELLS",NA,"Adaptive","Cellular","T cell","GO:0002291",2,"ITGAL",1
"1424",1895,"T CELLS","Extravasation, T cell","Adaptive","Cellular","T cell","GO:0072683",2,"XG",1
"1425",1896,"T CELLS","Extravasation, T cell","Adaptive","Cellular","T cell","GO:0072683",2,"CD99",1
"1426",1899,"T CELLS","V(D)J, T cell, Receptor","Adaptive","Cellular","T cell","GO:0033153",2,"LIG4",1
"1427",1900,"T CELLS","V(D)J, T cell, Receptor","Adaptive","Cellular","T cell","GO:0033153",2,"PRKDC",1
"1428",1901,"ARPP","APP, Exogenous antigen","Innate","APP","APC","GO:0019884",2,"PSME1",1
"1429",1902,"ARPP","APP, Exogenous antigen","Innate","APP","APC","GO:0019884",2,"FCGR1A",1
"1430",1903,"ARPP","APP, MHC IB, exogenous peptide","Innate","APP","All","GO:0002477",2,"HLA-F",1
"1431",1904,"ARPP","APP, MHC IB, exogenous peptide","Innate","APP","All","GO:0002477",2,"HLA-E",1
"1432",1905,"ARPP","APP, MHC IB, exogenous peptide, TAP-dependent","Innate","APP","All","GO:0002481",2,"B2M",1
"1433",1906,"ARPP","APP, MHC IB, exogenous peptide, TAP-dependent","Innate","APP","All","GO:0002481",2,"TAP2",1
"1434",1907,"ARPP","APP, Peptide antigen","Innate","APP","All","GO:0048002",2,"SLC11A1",1
"1435",1908,"ARPP","APP, Peptide antigen","Innate","APP","All","GO:0048002",2,"CTSS",1
"1436",1909,"DENDRITIC CELLS","Homeostasis, Dendritic cell","Innate","APC","Dendritic cell","GO:0036145",2,"GPR183",1
"1437",1910,"DENDRITIC CELLS","Homeostasis, Dendritic cell","Innate","APC","Dendritic cell","GO:0036145",2,"F2R",1
"1438",1911,"MACROPHAGES","Homeostasis, Macrophage","Innate","APC","Macrophage","GO:0061519",2,"LIPA",1
"1439",1912,"MACROPHAGES","Homeostasis, Macrophage","Innate","APC","Macrophage","GO:0061519",2,"CSF1",1
"1440",1913,"DENDRITIC CELLS","Chemotaxis, Dendritic cell, Myeloid","Innate","APC","Dendritic cell","GO:0002408",2,"CCR7",1
"1441",1914,"DENDRITIC CELLS","Chemotaxis, Dendritic cell, Myeloid","Innate","APC","Dendritic cell","GO:0002408",2,"ARHGEF5",1
"1442",1915,"ARPP","PRR, NOD","Innate","PRR","All","GO:0070423",2,"MAP2K6",1
"1443",1916,"ARPP","PRR, NOD","Innate","PRR","All","GO:0070423",2,"TNFAIP3",1
"1444",1917,"ARPP","MHCII, Peptide complex","Innate","APP","APC","GO:0002502",2,"CALR",1
"1445",1918,"ARPP","MHCII, Peptide complex","Innate","APP","APC","GO:0002502",2,"PDIA3",1
"1446",1919,"DENDRITIC CELLS","Differentiation, Dendritic cell, Plasmacytoid","Innate","APC","Dendritic cell","GO:0002273",2,"ZBTB46",1
"1447",1920,"DENDRITIC CELLS","Differentiation, Dendritic cell, Plasmacytoid","Innate","APC","Dendritic cell","GO:0002273",2,"IRF8",1
"1448",1921,"INFLAMMATION","Respiratory burst, Inflammation","Innate","Inflammation","Undefined","GO:0002536",2,"PRDX2",1
"1449",1922,"INFLAMMATION","Respiratory burst, Inflammation","Innate","Inflammation","Undefined","GO:0002536",2,"LIPA",1
"1450",1923,"ARPP","PRR, TLR2, Pathway","Innate","PRR","All","GO:0034134",2,"PIK3AP1",1
"1451",1924,"ARPP","PRR, TLR2, Pathway","Innate","PRR","All","GO:0034134",2,"TNIP2",1
"1452",1925,"ARPP","PRR, TLR7, Pathway","Innate","PRR","All","GO:0034154",2,"PIK3AP1",1
"1453",1926,"ARPP","PRR, TLR7, Pathway","Innate","PRR","All","GO:0034154",2,"SCIMP",1
"1454",1927,"ARPP","PRR, TLR9, Pathway","Innate","PRR","All","GO:0034162",2,"TNIP2",1
"1455",1928,"ARPP","PRR, TLR9, Pathway","Innate","PRR","All","GO:0034162",2,"PIK3AP1",1
"1456",1929,"T CELLS","Proliferation, T cell, Activated","Adaptive","Cellular","T cell","GO:0050798",3,"ABL1",1
"1457",1930,"T CELLS","Proliferation, T cell, Activated","Adaptive","Cellular","T cell","GO:0050798",3,"STAT5B",1
"1458",1931,"T CELLS","Proliferation, T cell, Activated","Adaptive","Cellular","T cell","GO:0050798",3,"IL2",1
"1459",1932,"T CELLS","Cell death, Activation-induced, T cell","Adaptive","Cellular","T cell","GO:0006924",3,"FAS",1
"1460",1933,"T CELLS","Cell death, Activation-induced, T cell","Adaptive","Cellular","T cell","GO:0006924",3,"RPS6",1
"1461",1934,"T CELLS","Cell death, Activation-induced, T cell","Adaptive","Cellular","T cell","GO:0006924",3,"AKT1",1
"1462",1936,"T CELLS","Activation, abT cell","Adaptive","Cellular","T cell","GO:0046631",3,"CD247",1
"1463",1937,"T CELLS","Activation, abT cell","Adaptive","Cellular","T cell","GO:0046631",3,"CD3G",1
"1464",1938,"T CELLS","Selection, Beta","Adaptive","Cellular","T cell","GO:0043366",3,"ZAP70",1
"1465",1939,"T CELLS","Selection, Beta","Adaptive","Cellular","T cell","GO:0043366",3,"SYK",1
"1466",1940,"T CELLS","Selection, Beta","Adaptive","Cellular","T cell","GO:0043366",3,"RHOA",1
"1467",1941,"T CELLS","Differentiation, CD8+, abT cell","Adaptive","Cellular","T cell","GO:0043374",3,"PSMB11",1
"1468",1942,"T CELLS","Differentiation, CD8+, abT cell","Adaptive","Cellular","T cell","GO:0043374",3,"IRF1",1
"1469",1943,"T CELLS","Differentiation, CD8+, abT cell","Adaptive","Cellular","T cell","GO:0043374",3,"TNFSF8",1
"1470",1944,"T CELLS","Differentiation , DN2 thymocyte","Adaptive","Cellular","T cell","GO:1904155",3,"LIG4",1
"1471",1945,"T CELLS","Differentiation , DN2 thymocyte","Adaptive","Cellular","T cell","GO:1904155",3,"PTPRC",1
"1472",1946,"T CELLS","Differentiation , DN2 thymocyte","Adaptive","Cellular","T cell","GO:1904155",3,"RAG2",1
"1473",1947,"T CELLS","Establishment of T cell polarity","Adaptive","Cellular","T cell","GO:0001768",3,"CCR7",1
"1474",1948,"T CELLS","Establishment of T cell polarity","Adaptive","Cellular","T cell","GO:0001768",3,"CRTAM",1
"1475",1949,"T CELLS","Establishment of T cell polarity","Adaptive","Cellular","T cell","GO:0001768",3,"MYH9",1
"1476",1950,"B CELLS","Differentiation, Germinal center, B cell","Adaptive","Humoral","B cell","GO:0002314",3,"CDH17",1
"1477",1951,"B CELLS","Differentiation, Germinal center, B cell","Adaptive","Humoral","B cell","GO:0002314",3,"SPI1",1
"1478",1952,"B CELLS","Differentiation, Germinal center, B cell","Adaptive","Humoral","B cell","GO:0002314",3,"IRF8",1
"1479",1953,"B CELLS","Ig, Humoral immune response","Adaptive","Humoral","B cell","GO:0002455",3,"BCL3",1
"1480",1954,"B CELLS","Ig, Humoral immune response","Adaptive","Humoral","B cell","GO:0002455",3,"ZP3",1
"1481",1955,"B CELLS","Ig, Humoral immune response","Adaptive","Humoral","B cell","GO:0002455",3,"CD81",1
"1482",1956,"B CELLS","V(D)J, Ig","Adaptive","Humoral","B cell","GO:0033152",3,"TCF3",1
"1483",1957,"B CELLS","V(D)J, Ig","Adaptive","Humoral","B cell","GO:0033152",3,"PRKDC",1
"1484",1958,"B CELLS","V(D)J, Ig","Adaptive","Humoral","B cell","GO:0033152",3,"LIG4",1
"1485",1959,"B CELLS","Somatic mutation, Ig","Adaptive","Humoral","B cell","GO:0002208",3,"SHLD3",1
"1486",1960,"B CELLS","Somatic mutation, Ig","Adaptive","Humoral","B cell","GO:0002208",3,"SHLD1",1
"1487",1961,"B CELLS","Somatic mutation, Ig","Adaptive","Humoral","B cell","GO:0002208",3,"SHLD2",1
"1488",1962,"T CELLS","Proliferation, Immune response, T cell","Adaptive","Cellular","T cell","GO:0002309",3,"LILRB1",1
"1489",1963,"T CELLS","Proliferation, Immune response, T cell","Adaptive","Cellular","T cell","GO:0002309",3,"SLC11A1",1
"1490",1964,"T CELLS","Proliferation, Immune response, T cell","Adaptive","Cellular","T cell","GO:0002309",3,"RPS6",1
"1491",1965,"T CELLS","Selection, T cell, Thymic","Adaptive","Cellular","T cell","GO:0045061",3,"ZAP70",1
"1492",1966,"T CELLS","Selection, T cell, Thymic","Adaptive","Cellular","T cell","GO:0045061",3,"ITPKB",1
