"","...1","process","gene_set_short","immune_system","immune_sub_system","immune_tissue","go_term","set_size","genes","set_size_intervals"
"1493",1967,"T CELLS","Selection, T cell, Thymic","Adaptive","Cellular","T cell","GO:0045061",3,"GATA3",1
"1494",1968,"ARPP","PRR, Cell surface, Pathway","Innate","PRR","All","GO:0002752",3,"MBL2",1
"1495",1969,"ARPP","PRR, Cell surface, Pathway","Innate","PRR","All","GO:0002752",3,"LBP",1
"1496",1970,"ARPP","PRR, Cell surface, Pathway","Innate","PRR","All","GO:0002752",3,"CD14",1
"1497",1971,"ARPP","PRR, NOD1","Innate","PRR","All","GO:0070427",3,"NFKBIA",1
"1498",1972,"ARPP","PRR, NOD1","Innate","PRR","All","GO:0070427",3,"TLR4",1
"1499",1973,"ARPP","PRR, NOD1","Innate","PRR","All","GO:0070427",3,"XIAP",1
"1500",1974,"ARPP","PRR, TLR3, Pathway","Innate","PRR","All","GO:0034138",3,"TNIP2",1
"1501",1975,"ARPP","PRR, TLR3, Pathway","Innate","PRR","All","GO:0034138",3,"SCIMP",1
"1502",1976,"ARPP","PRR, TLR3, Pathway","Innate","PRR","All","GO:0034138",3,"TICAM1",1
"1503",1977,"ARPP","PRR, TLR4 TRAM dep, Pathway","Innate","PRR","All","GO:0035669",3,"PRKCE",1
"1504",1978,"ARPP","PRR, TLR4 TRAM dep, Pathway","Innate","PRR","All","GO:0035669",3,"TICAM2",1
"1505",1979,"ARPP","PRR, TLR4 TRAM dep, Pathway","Innate","PRR","All","GO:0035669",3,"RAB11FIP2",1
"1506",1980,"B CELLS","Lineage commitment, B cell","Adaptive","B cell","B cell","GO:0002326",4,"TCF3",1
"1507",1981,"B CELLS","Lineage commitment, B cell","Adaptive","B cell","B cell","GO:0002326",4,"BCL2",1
"1508",1982,"B CELLS","Lineage commitment, B cell","Adaptive","B cell","B cell","GO:0002326",4,"RAG2",1
"1509",1983,"B CELLS","Lineage commitment, B cell","Adaptive","B cell","B cell","GO:0002326",4,"PRKDC",1
"1510",1984,"B CELLS","Immunity, B cell","Adaptive","B cell","B cell","GO:0019724",4,"CD40",1
"1511",1985,"B CELLS","Immunity, B cell","Adaptive","B cell","B cell","GO:0019724",4,"MSH2",1
"1512",1986,"B CELLS","Immunity, B cell","Adaptive","B cell","B cell","GO:0019724",4,"CD70",1
"1513",1987,"B CELLS","Immunity, B cell","Adaptive","B cell","B cell","GO:0019724",4,"CD19",1
"1514",1988,"B CELLS","Proliferation, Immune response, B cell","Adaptive","B cell","B cell","GO:0002322",4,"ABL1",1
"1515",1989,"B CELLS","Proliferation, Immune response, B cell","Adaptive","B cell","B cell","GO:0002322",4,"CD19",1
"1516",1990,"B CELLS","Proliferation, Immune response, B cell","Adaptive","B cell","B cell","GO:0002322",4,"TLR4",1
"1517",1991,"B CELLS","Proliferation, Immune response, B cell","Adaptive","B cell","B cell","GO:0002322",4,"GAPT",1
"1518",1992,"B CELLS","Differentiation, folicular B cell","Adaptive","Humoral","B cell","GO:0002316",4,"FCGR2B",1
"1519",1993,"B CELLS","Differentiation, folicular B cell","Adaptive","Humoral","B cell","GO:0002316",4,"IRF8",1
"1520",1994,"B CELLS","Differentiation, folicular B cell","Adaptive","Humoral","B cell","GO:0002316",4,"SPI1",1
"1521",1995,"B CELLS","Differentiation, folicular B cell","Adaptive","Humoral","B cell","GO:0002316",4,"PLCG2",1
"1522",1996,"T CELLS","Differentiation, gdT cell","Adaptive","Cellular","T cell","GO:0042492",4,"SYK",1
"1523",1997,"T CELLS","Differentiation, gdT cell","Adaptive","Cellular","T cell","GO:0042492",4,"STAT5B",1
"1524",1998,"T CELLS","Differentiation, gdT cell","Adaptive","Cellular","T cell","GO:0042492",4,"TCF7",1
"1525",1999,"T CELLS","Differentiation, gdT cell","Adaptive","Cellular","T cell","GO:0042492",4,"PTPRC",1
"1526",2000,"B CELLS","Differentiation, B cell, Marginal zone","Adaptive","Humoral","B cell","GO:0002315",4,"CDH17",1
"1527",2001,"B CELLS","Differentiation, B cell, Marginal zone","Adaptive","Humoral","B cell","GO:0002315",4,"BCL3",1
"1528",2002,"B CELLS","Differentiation, B cell, Marginal zone","Adaptive","Humoral","B cell","GO:0002315",4,"LFNG",1
"1529",2003,"B CELLS","Differentiation, B cell, Marginal zone","Adaptive","Humoral","B cell","GO:0002315",4,"NOTCH2",1
"1530",2004,"B CELLS","Differentiation, Immune response, B cell, Mature","Adaptive","Humoral","B cell","GO:0002313",4,"RAG2",1
"1531",2005,"B CELLS","Differentiation, Immune response, B cell, Mature","Adaptive","Humoral","B cell","GO:0002313",4,"GPR183",1
"1532",2006,"B CELLS","Differentiation, Immune response, B cell, Mature","Adaptive","Humoral","B cell","GO:0002313",4,"C17orf99",1
"1533",2007,"B CELLS","Differentiation, Immune response, B cell, Mature","Adaptive","Humoral","B cell","GO:0002313",4,"FCGR2B",1
"1534",2008,"T CELLS","Lineage commitment, T cell","Adaptive","Cellular","T cell","GO:0002360",4,"IL7",1
"1535",2009,"T CELLS","Lineage commitment, T cell","Adaptive","Cellular","T cell","GO:0002360",4,"BCL2",1
"1536",2010,"T CELLS","Lineage commitment, T cell","Adaptive","Cellular","T cell","GO:0002360",4,"RAG2",1
"1537",2011,"T CELLS","Lineage commitment, T cell","Adaptive","Cellular","T cell","GO:0002360",4,"PRKDC",1
"1538",2012,"T CELLS","Immune response, Th2","Adaptive","Cellular","T cell","GO:0042092",4,"BCL6",1
"1539",2013,"T CELLS","Immune response, Th2","Adaptive","Cellular","T cell","GO:0042092",4,"FCER1A",1
"1540",2014,"T CELLS","Immune response, Th2","Adaptive","Cellular","T cell","GO:0042092",4,"IL10",1
"1541",2015,"T CELLS","Immune response, Th2","Adaptive","Cellular","T cell","GO:0042092",4,"IL33",1
"1542",2016,"ARPP","APP, MHC I, exogenous peptide","Innate","APP","All","GO:0042590",4,"FCGR1A",1
"1543",2017,"ARPP","APP, MHC I, exogenous peptide","Innate","APP","All","GO:0042590",4,"FCER1G",1
"1544",2018,"ARPP","APP, MHC I, exogenous peptide","Innate","APP","All","GO:0042590",4,"IFI30",1
"1545",2019,"ARPP","APP, MHC I, exogenous peptide","Innate","APP","All","GO:0042590",4,"MFSD6",1
"1546",2020,"ARPP","APP, MHC IB, Endogenous lipid antigen","Innate","APP","All","GO:0048006",4,"CD1D",1
"1547",2021,"ARPP","APP, MHC IB, Endogenous lipid antigen","Innate","APP","All","GO:0048006",4,"CD1B",1
"1548",2022,"ARPP","APP, MHC IB, Endogenous lipid antigen","Innate","APP","All","GO:0048006",4,"CD1E",1
"1549",2023,"ARPP","APP, MHC IB, Endogenous lipid antigen","Innate","APP","All","GO:0048006",4,"CD1C",1
"1550",2024,"ARPP","PRR, Cytosolic, Pathway","Innate","PRR","Undefined","GO:0002753",4,"MAVS",1
"1551",2025,"ARPP","PRR, Cytosolic, Pathway","Innate","PRR","Undefined","GO:0002753",4,"RIGI",1
"1552",2026,"ARPP","PRR, Cytosolic, Pathway","Innate","PRR","Undefined","GO:0002753",4,"CGAS",1
"1553",2027,"ARPP","PRR, Cytosolic, Pathway","Innate","PRR","Undefined","GO:0002753",4,"STING1",1
"1554",2028,"ARPP","Signaling, PRR","Innate","PRR","All","GO:0002221",4,"CASP1",1
"1555",2029,"ARPP","Signaling, PRR","Innate","PRR","All","GO:0002221",4,"LACC1",1
"1556",2030,"ARPP","Signaling, PRR","Innate","PRR","All","GO:0002221",4,"CGAS",1
"1557",2031,"ARPP","Signaling, PRR","Innate","PRR","All","GO:0002221",4,"STING1",1
"1558",2032,"ARPP","PRR, RIG-I, Pathway","Innate","PRR","All","GO:0039529",4,"RNF135",1
"1559",2033,"ARPP","PRR, RIG-I, Pathway","Innate","PRR","All","GO:0039529",4,"PHB1",1
"1560",2034,"ARPP","PRR, RIG-I, Pathway","Innate","PRR","All","GO:0039529",4,"RIGI",1
"1561",2035,"ARPP","PRR, RIG-I, Pathway","Innate","PRR","All","GO:0039529",4,"LSM14A",1
"1562",2036,"ARPP","PRR, TLR TRIF dep, Pathway","Innate","PRR","All","GO:0035666",4,"TICAM2",1
"1563",2037,"ARPP","PRR, TLR TRIF dep, Pathway","Innate","PRR","All","GO:0035666",4,"TICAM1",1
"1564",2038,"ARPP","PRR, TLR TRIF dep, Pathway","Innate","PRR","All","GO:0035666",4,"TLR4",1
"1565",2039,"ARPP","PRR, TLR TRIF dep, Pathway","Innate","PRR","All","GO:0035666",4,"CD40",1
"1566",2040,"B CELLS","Differentiation, B cell, Immature","Adaptive","Humoral","B cell","GO:0002327",5,"SPI1",1
"1567",2041,"B CELLS","Differentiation, B cell, Immature","Adaptive","Humoral","B cell","GO:0002327",5,"PRKDC",1
"1568",2042,"B CELLS","Differentiation, B cell, Immature","Adaptive","Humoral","B cell","GO:0002327",5,"IRF2BP2",1
"1569",2043,"B CELLS","Differentiation, B cell, Immature","Adaptive","Humoral","B cell","GO:0002327",5,"KIT",1
"1570",2044,"B CELLS","Differentiation, B cell, Immature","Adaptive","Humoral","B cell","GO:0002327",5,"SYVN1",1
"1571",2045,"B CELLS","Opsonization","Adaptive","Humoral","B cell","GO:0008228",5,"PTX3",1
"1572",2046,"B CELLS","Opsonization","Adaptive","Humoral","B cell","GO:0008228",5,"SFTPA1",1
"1573",2047,"B CELLS","Opsonization","Adaptive","Humoral","B cell","GO:0008228",5,"LBP",1
"1574",2048,"B CELLS","Opsonization","Adaptive","Humoral","B cell","GO:0008228",5,"C4B",1
"1575",2049,"B CELLS","Opsonization","Adaptive","Humoral","B cell","GO:0008228",5,"MBL2",1
"1576",2050,"T CELLS","Selection+, Thymic, T cell","Adaptive","Cellular","T cell","GO:0045059",5,"SRF",1
"1577",2051,"T CELLS","Selection+, Thymic, T cell","Adaptive","Cellular","T cell","GO:0045059",5,"ZAP70",1
"1578",2052,"T CELLS","Selection+, Thymic, T cell","Adaptive","Cellular","T cell","GO:0045059",5,"ITPKB",1
"1579",2053,"T CELLS","Selection+, Thymic, T cell","Adaptive","Cellular","T cell","GO:0045059",5,"PTPRC",1
"1580",2054,"T CELLS","Selection+, Thymic, T cell","Adaptive","Cellular","T cell","GO:0045059",5,"CD3G",1
"1581",2055,"B CELLS","Somatic mutation, Ig genes","Adaptive","Humoral","B cell","GO:0016446",5,"UNG",1
"1582",2056,"B CELLS","Somatic mutation, Ig genes","Adaptive","Humoral","B cell","GO:0016446",5,"MLH1",1
"1583",2057,"B CELLS","Somatic mutation, Ig genes","Adaptive","Humoral","B cell","GO:0016446",5,"MSH2",1
"1584",2058,"B CELLS","Somatic mutation, Ig genes","Adaptive","Humoral","B cell","GO:0016446",5,"MSH6",1
"1585",2059,"B CELLS","Somatic mutation, Ig genes","Adaptive","Humoral","B cell","GO:0016446",5,"PMS2",1
"1586",2060,"INFLAMMATION","Acute inflammatory response to antigenic stimulus","Innate","Inflammation","Undefined","GO:0002438",5,"NLRP6",1
"1587",2061,"INFLAMMATION","Acute inflammatory response to antigenic stimulus","Innate","Inflammation","Undefined","GO:0002438",5,"ELANE",1
"1588",2062,"INFLAMMATION","Acute inflammatory response to antigenic stimulus","Innate","Inflammation","Undefined","GO:0002438",5,"IL31RA",1
"1589",2063,"INFLAMMATION","Acute inflammatory response to antigenic stimulus","Innate","Inflammation","Undefined","GO:0002438",5,"CD6",1
"1590",2064,"INFLAMMATION","Acute inflammatory response to antigenic stimulus","Innate","Inflammation","Undefined","GO:0002438",5,"CXCR2",1
"1591",2065,"ARPP","APP, MHC I, endogenous peptide","Innate","APP","All","GO:0019885",5,"TAP2",1
"1592",2066,"ARPP","APP, MHC I, endogenous peptide","Innate","APP","All","GO:0019885",5,"TAP1",1
"1593",2067,"ARPP","APP, MHC I, endogenous peptide","Innate","APP","All","GO:0019885",5,"ERAP2",1
"1594",2068,"ARPP","APP, MHC I, endogenous peptide","Innate","APP","All","GO:0019885",5,"B2M",1
"1595",2069,"ARPP","APP, MHC I, endogenous peptide","Innate","APP","All","GO:0019885",5,"IDE",1
"1596",2070,"ARPP","APP, MHC IB, Exogenous lipid antigen","Innate","APP","All","GO:0048007",5,"CD1B",1
"1597",2071,"ARPP","APP, MHC IB, Exogenous lipid antigen","Innate","APP","All","GO:0048007",5,"AP3B1",1
"1598",2072,"ARPP","APP, MHC IB, Exogenous lipid antigen","Innate","APP","All","GO:0048007",5,"CD1E",1
"1599",2073,"ARPP","APP, MHC IB, Exogenous lipid antigen","Innate","APP","All","GO:0048007",5,"CD1D",1
"1600",2074,"ARPP","APP, MHC IB, Exogenous lipid antigen","Innate","APP","All","GO:0048007",5,"CD1C",1
"1601",2075,"DENDRITIC CELLS","Migration, Dendritic cell","Innate","APC","Dendritic cell","GO:0036336",5,"ALOX5",1
"1602",2076,"DENDRITIC CELLS","Migration, Dendritic cell","Innate","APC","Dendritic cell","GO:0036336",5,"CDC42",1
"1603",2077,"DENDRITIC CELLS","Migration, Dendritic cell","Innate","APC","Dendritic cell","GO:0036336",5,"EPS8",1
"1604",2078,"DENDRITIC CELLS","Migration, Dendritic cell","Innate","APC","Dendritic cell","GO:0036336",5,"DOCK8",1
"1605",2079,"DENDRITIC CELLS","Migration, Dendritic cell","Innate","APC","Dendritic cell","GO:0036336",5,"NLRP12",1
"1606",2080,"MACROPHAGES","Migration, Macrophage","Innate","APC","Macrophage","GO:1905517",5,"ROR2",1
"1607",2081,"MACROPHAGES","Migration, Macrophage","Innate","APC","Macrophage","GO:1905517",5,"MCOLN2",1
"1608",2082,"MACROPHAGES","Migration, Macrophage","Innate","APC","Macrophage","GO:1905517",5,"BCR",1
"1609",2083,"MACROPHAGES","Migration, Macrophage","Innate","APC","Macrophage","GO:1905517",5,"CCR2",1
"1610",2084,"MACROPHAGES","Migration, Macrophage","Innate","APC","Macrophage","GO:1905517",5,"B4GALT1",1
"1611",2085,"ARPP","PRR, TLR MyD88 dep","Innate","PRR","All","GO:0002755",5,"TLR4",1
"1612",2086,"ARPP","PRR, TLR MyD88 dep","Innate","PRR","All","GO:0002755",5,"REG3G",1
"1613",2087,"ARPP","PRR, TLR MyD88 dep","Innate","PRR","All","GO:0002755",5,"HSPD1",1
"1614",2088,"ARPP","PRR, TLR MyD88 dep","Innate","PRR","All","GO:0002755",5,"TIRAP",1
"1615",2089,"ARPP","PRR, TLR MyD88 dep","Innate","PRR","All","GO:0002755",5,"BTK",1
"1616",2090,"T CELLS","Differentiation, abT cell","Adaptive","Cellular","T cell","GO:0046632",6,"RPL22",1
"1617",2091,"T CELLS","Differentiation, abT cell","Adaptive","Cellular","T cell","GO:0046632",6,"BRAF",1
"1618",2092,"T CELLS","Differentiation, abT cell","Adaptive","Cellular","T cell","GO:0046632",6,"GLI3",1
"1619",2093,"T CELLS","Differentiation, abT cell","Adaptive","Cellular","T cell","GO:0046632",6,"ADA",1
"1620",2094,"T CELLS","Differentiation, abT cell","Adaptive","Cellular","T cell","GO:0046632",6,"ABL1",1
"1621",2095,"T CELLS","Differentiation, abT cell","Adaptive","Cellular","T cell","GO:0046632",6,"ZAP70",1
"1622",2096,"T CELLS","Formation, Immunological synapse","Adaptive","Humoral","T cell","GO:0001771",6,"CD6",1
"1623",2097,"T CELLS","Formation, Immunological synapse","Adaptive","Humoral","T cell","GO:0001771",6,"DOCK8",1
"1624",2098,"T CELLS","Formation, Immunological synapse","Adaptive","Humoral","T cell","GO:0001771",6,"MSN",1
"1625",2099,"T CELLS","Formation, Immunological synapse","Adaptive","Humoral","T cell","GO:0001771",6,"CD81",1
"1626",2100,"T CELLS","Formation, Immunological synapse","Adaptive","Humoral","T cell","GO:0001771",6,"PRF1",1
"1627",2101,"T CELLS","Formation, Immunological synapse","Adaptive","Humoral","T cell","GO:0001771",6,"EPHB1",1
"1628",2102,"T CELLS","Selection-, T cell, Thymic","Adaptive","Cellular","T cell","GO:0045060",6,"ZAP70",1
"1629",2103,"T CELLS","Selection-, T cell, Thymic","Adaptive","Cellular","T cell","GO:0045060",6,"GLI3",1
"1630",2104,"T CELLS","Selection-, T cell, Thymic","Adaptive","Cellular","T cell","GO:0045060",6,"CD28",1
"1631",2105,"T CELLS","Selection-, T cell, Thymic","Adaptive","Cellular","T cell","GO:0045060",6,"CCR7",1
"1632",2106,"T CELLS","Selection-, T cell, Thymic","Adaptive","Cellular","T cell","GO:0045060",6,"SPN",1
"1633",2107,"T CELLS","Selection-, T cell, Thymic","Adaptive","Cellular","T cell","GO:0045060",6,"PTPRC",1
"1634",2108,"B CELLS","Somatic mutation, Ig gene segments","Adaptive","Humoral","B cell","GO:0016447",6,"MSH2",1
"1635",2109,"B CELLS","Somatic mutation, Ig gene segments","Adaptive","Humoral","B cell","GO:0016447",6,"MSH6",1
"1636",2110,"B CELLS","Somatic mutation, Ig gene segments","Adaptive","Humoral","B cell","GO:0016447",6,"MLH1",1
"1637",2111,"B CELLS","Somatic mutation, Ig gene segments","Adaptive","Humoral","B cell","GO:0016447",6,"UNG",1
"1638",2112,"B CELLS","Somatic mutation, Ig gene segments","Adaptive","Humoral","B cell","GO:0016447",6,"PMS2",1
"1639",2113,"B CELLS","Somatic mutation, Ig gene segments","Adaptive","Humoral","B cell","GO:0016447",6,"MSH3",1
"1640",2114,"ARPP","APP, MHC I, endogenous peptide, TAP-independent","Innate","APP","All","GO:0002486",6,"HLA-E",1
"1641",2115,"ARPP","APP, MHC I, endogenous peptide, TAP-independent","Innate","APP","All","GO:0002486",6,"RAET1L",1
"1642",2116,"ARPP","APP, MHC I, endogenous peptide, TAP-independent","Innate","APP","All","GO:0002486",6,"RAET1G",1
"1643",2117,"ARPP","APP, MHC I, endogenous peptide, TAP-independent","Innate","APP","All","GO:0002486",6,"HLA-C",1
"1644",2118,"ARPP","APP, MHC I, endogenous peptide, TAP-independent","Innate","APP","All","GO:0002486",6,"HLA-G",1
"1645",2119,"ARPP","APP, MHC I, endogenous peptide, TAP-independent","Innate","APP","All","GO:0002486",6,"HLA-F",1
"1646",2120,"ARPP","APP, MHC IB, endogenous peptide","Innate","APP","All","GO:0002476",6,"HLA-C",1
"1647",2121,"ARPP","APP, MHC IB, endogenous peptide","Innate","APP","All","GO:0002476",6,"HLA-F",1
"1648",2122,"ARPP","APP, MHC IB, endogenous peptide","Innate","APP","All","GO:0002476",6,"RAET1G",1
"1649",2123,"ARPP","APP, MHC IB, endogenous peptide","Innate","APP","All","GO:0002476",6,"HLA-G",1
"1650",2124,"ARPP","APP, MHC IB, endogenous peptide","Innate","APP","All","GO:0002476",6,"RAET1L",1
"1651",2125,"ARPP","APP, MHC IB, endogenous peptide","Innate","APP","All","GO:0002476",6,"HLA-E",1
"1652",2126,"ARPP","APP, MHC II, polysacharide or peptide","Innate","APP","APC","GO:0002504",6,"HLA-DRB3",1
"1653",2127,"ARPP","APP, MHC II, polysacharide or peptide","Innate","APP","APC","GO:0002504",6,"HLA-DMB",1
"1654",2128,"ARPP","APP, MHC II, polysacharide or peptide","Innate","APP","APC","GO:0002504",6,"HLA-DRB4",1
"1655",2129,"ARPP","APP, MHC II, polysacharide or peptide","Innate","APP","APC","GO:0002504",6,"HLA-DMA",1
"1656",2130,"ARPP","APP, MHC II, polysacharide or peptide","Innate","APP","APC","GO:0002504",6,"HLA-DOB",1
"1657",2131,"ARPP","APP, MHC II, polysacharide or peptide","Innate","APP","APC","GO:0002504",6,"HLA-DPA1",1
"1658",2132,"ARPP","PRR, NOD2","Innate","PRR","All","GO:0070431",6,"TLR4",1
"1659",2133,"ARPP","PRR, NOD2","Innate","PRR","All","GO:0070431",6,"LACC1",1
"1660",2134,"ARPP","PRR, NOD2","Innate","PRR","All","GO:0070431",6,"IRGM",1
"1661",2135,"ARPP","PRR, NOD2","Innate","PRR","All","GO:0070431",6,"XIAP",1
"1662",2136,"ARPP","PRR, NOD2","Innate","PRR","All","GO:0070431",6,"NFKBIA",1
"1663",2137,"ARPP","PRR, NOD2","Innate","PRR","All","GO:0070431",6,"RELA",1
"1664",2139,"T CELLS","Activation, gdT cell","Adaptive","Cellular","T cell","GO:0046629",7,"ITK",1
"1665",2140,"T CELLS","Activation, gdT cell","Adaptive","Cellular","T cell","GO:0046629",7,"CXADR",1
"1666",2141,"T CELLS","Activation, gdT cell","Adaptive","Cellular","T cell","GO:0046629",7,"JAML",1
"1667",2143,"T CELLS","Activation, gdT cell","Adaptive","Cellular","T cell","GO:0046629",7,"CD3G",1
"1668",2144,"T CELLS","Activation, gdT cell","Adaptive","Cellular","T cell","GO:0046629",7,"CD247",1
"1669",2145,"T CELLS","Chemotaxis, T cell","Adaptive","Cellular","T cell","GO:0010818",7,"CXCL12",1
"1670",2146,"T CELLS","Chemotaxis, T cell","Adaptive","Cellular","T cell","GO:0010818",7,"CCL3",1
"1671",2147,"T CELLS","Chemotaxis, T cell","Adaptive","Cellular","T cell","GO:0010818",7,"DEFA4",1
"1672",2148,"T CELLS","Chemotaxis, T cell","Adaptive","Cellular","T cell","GO:0010818",7,"GPR183",1
"1673",2149,"T CELLS","Chemotaxis, T cell","Adaptive","Cellular","T cell","GO:0010818",7,"SLC12A2",1
"1674",2150,"T CELLS","Chemotaxis, T cell","Adaptive","Cellular","T cell","GO:0010818",7,"PIK3CG",1
"1675",2151,"T CELLS","Chemotaxis, T cell","Adaptive","Cellular","T cell","GO:0010818",7,"DEFA1",1
"1676",2152,"MACROPHAGES","Activation, Immune response, Macrophage","Innate","APC","Macrophage","GO:0002281",7,"TICAM1",2
"1677",2153,"MACROPHAGES","Activation, Immune response, Macrophage","Innate","APC","Macrophage","GO:0002281",7,"IFI35",2
"1678",2154,"MACROPHAGES","Activation, Immune response, Macrophage","Innate","APC","Macrophage","GO:0002281",7,"IL33",2
"1679",2155,"MACROPHAGES","Activation, Immune response, Macrophage","Innate","APC","Macrophage","GO:0002281",7,"PRKCE",2
"1680",2156,"MACROPHAGES","Activation, Immune response, Macrophage","Innate","APC","Macrophage","GO:0002281",7,"SYK",2
"1681",2157,"MACROPHAGES","Activation, Immune response, Macrophage","Innate","APC","Macrophage","GO:0002281",7,"LBP",2
"1682",2158,"MACROPHAGES","Activation, Immune response, Macrophage","Innate","APC","Macrophage","GO:0002281",7,"PLCG2",2
"1683",2159,"ARPP","MHCII, Peptide complex","Innate","APP","APC","GO:0002503",7,"HLA-DRB3",2
"1684",2160,"ARPP","MHCII, Peptide complex","Innate","APP","APC","GO:0002503",7,"HLA-DMB",2
"1685",2161,"ARPP","MHCII, Peptide complex","Innate","APP","APC","GO:0002503",7,"HLA-DMA",2
"1686",2162,"ARPP","MHCII, Peptide complex","Innate","APP","APC","GO:0002503",7,"B2M",2
"1687",2163,"ARPP","MHCII, Peptide complex","Innate","APP","APC","GO:0002503",7,"HLA-DRB4",2
"1688",2164,"ARPP","MHCII, Peptide complex","Innate","APP","APC","GO:0002503",7,"HLA-DPA1",2
"1689",2165,"ARPP","MHCII, Peptide complex","Innate","APP","APC","GO:0002503",7,"HLA-DOB",2
"1690",2166,"ARPP","APP, MHC I, Peptide antigen","Innate","APP","All","GO:0002474",7,"HLA-G",1
"1691",2167,"ARPP","APP, MHC I, Peptide antigen","Innate","APP","All","GO:0002474",7,"HLA-E",1
"1692",2168,"ARPP","APP, MHC I, Peptide antigen","Innate","APP","All","GO:0002474",7,"B2M",1
"1693",2169,"ARPP","APP, MHC I, Peptide antigen","Innate","APP","All","GO:0002474",7,"HLA-F",1
