cell_type,"BBIBP (V3, D14)","BNT-I (D10, hospital)","ChAd-BNT (V2, D0)",I (D0-4),I-BNT (D5),"ZF2001 (V3, D07)","BBIBP (V3, D28)","BNT (V2, D1)","BNT-I (D26, hospital)","BNT-I-BNT (D51, hospital)","ChAd (V1, D7)","ChAd (V2, D3)","ChAd (V2, D7)","ChAd-BNT (V2, D3)","I (D10, hospital)","I (D26, hospital)","ZF2001 (V3, D14)","BNT-MO (V3, D1)","I (D51, hospital)",BNT-I (D0-5),"ChAd-BNT (V2, D7)","ZF2001 (V3, D28)","ChAd (V1, D3)",I-I (D0-5),"BBIBP (V3, D07)","ChAd (V1, D6)","BNT (V1, D6)","ChAd-BNT (V3, D1)","ChAd (V2, D1)","BNT (V3, D1)",Yellow Fever/LA (D1),HIV/VV (D1),Pneumococcus/PS (D1),Influenza/IN (D1),Ebola/VV (D1),Malaria/SU (D1),Varicella Zoster/LA (D1),Tuberculosis/VV (D2),Yellow Fever/LA (D2),Influenza/IN (D2),Ebola/VV (D3),Yellow Fever/LA (D3),Smallpox/LA (D3),Malaria/SU (D3),Influenza/IN (D3),Influenza/LA (D3),Pneumococcus/PS (D3),HIV/VV (D3),Meningococcus/PS (D3),Meningococcus/CONJ (D3),Varicella Zoster/LA (D3),Influenza/IN (D4),Yellow Fever/LA (D5),Influenza/IN (D5),Influenza/IN (D6),Ebola/VV (D7),Yellow Fever/LA (D7),Smallpox/LA (D7),Tuberculosis/VV (D7),Hepatitis A/B/IN/SU (D7),Influenza/IN (D7),Influenza/LA (D7),Pneumococcus/PS (D7),HIV/VV (D7),Meningococcus/PS (D7),Meningococcus/CONJ (D7),Varicella Zoster/LA (D7),Influenza/IN (D8),Influenza/IN (D9),Smallpox/LA (D10),Influenza/IN (D10),Pneumococcus/PS (D10),Yellow Fever/LA (D10),Smallpox/LA (D13),Yellow Fever/LA (D14),Malaria/SU (D14),Pneumococcus/PS (D14),Influenza/IN (D14),Smallpox/LA (D21),Pneumococcus/PS (D21),Influenza/IN (D21),Yellow Fever/LA (D21),Yellow Fever/LA (D28),Influenza/IN (D28),Pneumococcus/PS (D28),Yellow Fever/LA (D60),Influenza/IN (D70),Yellow Fever/LA (D84)
NK cell,0,0,0.014159846448395687,0.10995107124746704,0.11494706390380045,0.023869627509916766,0,0.026240119132147757,1.0681345671055165e-16,0,1.500223197973442e-20,3.0130417272545937e-17,6.418032407815493e-17,0,4.005487996158781e-19,4.6174069796019423e-17,0.05219773782125784,0.025486129524271754,3.50644022871131e-17,0,0.06521643603814807,0.023264200682870367,0.03647195686639861,0.14123196857655967,0.0025371722973867566,0.028962948812716736,6.435336028204365e-19,0.02965170221640114,0.025881122646245813,0.02685939545342267,2.3800490098816215e-18,0,0.03062182657509865,1.8406288994289024e-16,1.7450306306244764e-16,9.777947157992743e-17,0.042327739794507324,0.06468154568631738,0.03950292262242285,0.04617085995220329,0.20397676929876793,0.05490494319487124,0.029081055914482346,0.08329440137136117,0.09914643816420562,0,0.029459290361147184,0.06110614195907466,0.030073519436890916,0.030914848733809914,0.041267337565239114,0.027101001546984374,0.03687866438446587,0.03355219541571292,0.025763851466562345,0.3759139600923816,0.0710455907652858,0.029511359869951022,0.027305152709186986,0,0.00332465507689582,0.09091219158847523,0.011533251027772926,0.0303794288040399,0.028310446560342737,0.011542285903266157,0.03178449830870189,0.029533073132056366,0.03291901281953703,0.028722094176316854,0.026370175296005594,0.023285648364154168,0.03066904790092446,0.026127513119174873,0.019054859198113012,0.13039647636708368,0.026286834410867172,0.02250867691499423,0.028980575472828056,0.05020641813177625,0.030585380712824753,0.10700489966924649,0,0,0.02427551089334744,0.029194220839457833,2.1996592911829804e-19,0.009373538183339584
T cell NK,0.26405424399583327,0.24757461799684083,0.20348927042158554,0.2229857176369388,0,0.42556921161387173,0.22368806057582394,0.41056716399624027,0.2189288791958694,0.17039376869950948,0.004988952809091515,0.18768437577646013,0.11399032259829078,0.35561593708274974,0.0713131243513289,0.03017851363975977,0.414477057320139,0.20861771968778484,0.48395998354117103,0.3575373015532071,0.22747214050593967,0.30328525913038806,0.32160468191950686,0.24633108008929264,0.2528985660056535,0.24667384697746075,0.2188210502959117,0.23960562661197857,0.24777783443120371,0.23711135924958918,0.21895763721787803,0.521609383099234,0.22970869735131083,0.5212877620309977,0.26937536388026656,0.38977495640028165,0.24258911199581717,0.24000489526382807,0.2314131826646097,0.29015937704896777,0.1419307217542335,0.2748096067990648,0.23679226531919134,0.2652435734943345,0.20917687513194602,0.20878528062349658,0.2384014629922694,0.24278259031460925,0.2380031306738013,0.23892819874845364,0.2329657815025865,0.28928096962125516,0.21781768944498756,0.23962933904768555,0.23775819237108226,0.04985571586520533,0.3909139551702216,0.23825034218323446,0.2346929516091457,0.2845212220673626,0.2290631369941757,0.3205799968594386,0.22860406210766956,0.24041058026402834,0.23785348625846114,0.20730263770745147,0.2379310019807095,0.23833597315089103,0.23957591077857404,0.23649556644514233,0.23539958699254987,0.2367421190676162,0.22915896428728127,0.23811757620359278,0.25242981904095185,0.3476061889103953,0.23657943934784573,0.17028925082179258,0.24336032411893,0.1875768853490262,0.24146081673745334,0.22264300629208061,0.4444446390430344,0.2684021894449629,0.23405141408936803,0.23794115869875,0.25289223638922925,0.22854189633607844
Plasmacytoid dendritic cell,6.294277412967606e-18,0.012358014069251768,0,0.15233917637658198,0.003427126308577579,0.058447548478519074,0,0,0,0.014754592489077793,0,0,0,0.06855200457456993,8.282928614717315e-19,1.0402444636431705e-18,0.003988062320571381,5.147999395236799e-18,0.03403727646329967,0.03471732027462797,0,0.005187235982782573,0.1160095842021773,0.11475975078697934,0.0026433589130041364,2.087294480233068e-5,0,6.87405349440103e-20,0,0,0.002347068004387323,0.07748845331922055,3.357608835595607e-18,0.11257789874473935,0.1705876044209296,0.09454884074348985,1.7111701208274478e-20,6.433558367526795e-4,8.054489795033366e-20,0.003513015263118706,0.16751818061967047,0.04424663582809898,0,0,0.139899287548325,4.404728171477591e-20,4.623143649565638e-20,0.05650788409148513,0,0,1.283584256089346e-20,1.54485161199609e-4,3.844320130875513e-21,5.820162484064049e-20,0,0.02085881061512559,0.2263031356464905,9.587400878914948e-20,0,2.9392051275107333e-18,0.038098788197796225,5.541570114347845e-19,4.8302440245499145e-20,2.832434733170342e-20,0,0,1.3338606025551122e-19,1.0225928221782016e-19,3.6381872975553485e-20,0,0,0,1.942143192049368e-19,2.1273402615561198e-4,0.026023076201557666,0.021067237661297724,0,0.014928321602276255,4.9314442784645774e-20,3.453327772890037e-20,1.328596677302857e-19,0,0,1.146701866177687e-19,0,1.7831651297615412e-20,1.6077553028484605e-4,0.03497474610206977
B cell plasma,0.039548884672973725,0.23942635103536994,0.024534863858589603,0.10737815508997567,0.062120658373551414,0.06721031096935132,1.2185660278558867e-19,2.292036457006309e-18,3.464130661002324e-20,0.027203719198676368,0.6614114611028062,0,0.01128595071929505,0.07701666966890025,0.2144887094111548,0.09885116623791694,0.03751690558805516,0.0011399069250988825,0.1029592301032861,0.0425110283314122,0.37855301712037026,0.007925014073240519,0.022923632780797218,0.02900019955624175,0.007819693555773175,1.5856067191992428e-18,0,0,0,0,0.06446840957823592,0,0,2.436114101780984e-18,0.007321937590938445,0,0,2.4779473647879404e-19,1.4945645748250715e-18,0.010685766687608745,0.0042036493523220685,2.3800766245303468e-18,3.164084681476929e-20,0,8.465045990000347e-18,4.3279889693916923e-19,0,0,5.488917825807039e-18,0,1.0045582222479015e-18,0,1.976251721577808e-18,1.1164366347957682e-18,0.015153295468638094,0.055768551223653116,3.2744200785960785e-18,1.9321181447773088e-19,0,0,0.3574232469381163,0.005503498620805739,0.06222895595822007,0.01574368624865363,3.602444509998557e-18,0.32984745252826764,0.015374432299646867,6.552072818924716e-20,0,0,9.147695844980453e-19,0,1.7771761286544043e-18,0,0.045760107293470326,0,3.4254250627905547e-18,9.790998958757757e-19,1.581947771743018e-18,0.004161525185827821,0,3.68380305815803e-18,0.010686402013593386,0.04783387745783179,0,1.6707864325901603e-18,0,0
T cell gamma delta,0,2.3404295071007095e-17,0,0,5.3173778808943706e-17,0,4.5646525748603506e-17,0,9.183393097267357e-17,2.789987362079936e-17,1.6652659207465892e-19,0,0,0.016366374437298725,3.072046637431656e-17,9.194387750048586e-18,2.4735695152402187e-17,0,0,1.133140955075765e-16,0,0,0.0696464053424788,0.010505373881554769,8.229106436137668e-17,0,0,0,0,8.150857630752752e-18,7.843103031787376e-17,0,2.4483078803725812e-17,0,2.9325675293604627e-17,0,2.6749974467165783e-17,9.880453410137309e-18,0,0,0.02675824137853492,6.078429121790774e-17,2.7232907734025625e-17,2.992238387165951e-17,0,0,2.859969341904525e-17,2.0532217370499798e-17,3.193445379266335e-17,2.0369076143651457e-17,0,3.009271149339331e-17,3.056575158224922e-17,3.40410307118712e-17,1.5186115459652086e-17,5.053529655983169e-19,0,2.280357015033628e-17,2.445941109043117e-17,5.379338128998348e-18,0,6.292772569798707e-18,0,2.2439141207113788e-17,3.008329403696371e-17,0,4.5989803268410626e-18,2.9546690722117004e-17,1.1528465425297477e-17,3.7641324211542383e-17,4.1481953648233527e-17,5.9639172674227326e-18,9.513998085597038e-18,3.6129613147228526e-17,3.6552922915841975e-18,1.5069294372442185e-17,2.924129817569909e-17,0,3.94456778679232e-17,3.4343144655247793e-17,1.4018874060907324e-17,2.5176503961599742e-17,0,0,4.6265044283470185e-17,2.6565284136415245e-17,0,6.0191166035608225e-18
T cell CD4+ Th1,1.602921557527569e-17,0,1.017304868824884e-17,0.4125782724949876,0,1.989023096458042e-18,0,3.0993108662639263e-17,0,0,0.10053843951393343,0,0,0.04166898769770377,0.0019342424517825375,3.0389346953627597e-17,0,3.1004153288904735e-18,0,0.5732559448112384,0.3532688254550563,0,0.49219140874795025,0.010397302701344703,0,0.014088947685737294,0,7.085347756326646e-18,1.7833096302477054e-18,7.770244947850287e-18,0,0,8.05655536597587e-18,0.005558812641712932,0,2.2883462471048765e-19,6.0829874792086486e-18,0,2.0410831740710913e-18,0.007614824001037244,0.12562307485674795,0.03473608275645884,3.519664748168166e-18,5.999861223108222e-18,0.0717888545654639,0.015127747083915219,0,2.956141542390775e-18,0,0,0,0.014786683665786086,1.4653912687623642e-17,1.1746891969810864e-18,2.5208127059517412e-18,0.061120699432775163,0.2537291457802623,3.742248852570652e-19,3.3198767227461516e-18,0.013757969238407738,0.08200073883263875,0.10618356129642934,0.00642120011566546,4.31207757320204e-18,1.1153506013928574e-18,0.06014255076310542,1.4954022468381974e-18,3.996113426887626e-18,0.0025139813309097625,3.1279497667874432e-18,0,2.8572890260045372e-18,0.0014316028388454889,1.3151248988139285e-18,0.01978108745447509,0.03674769201419424,2.5174866439304316e-18,2.4438236773408002e-17,0,1.8345141842503068e-20,2.6467770093058763e-18,6.257276835090642e-18,4.485230141085132e-20,9.570124405977885e-18,0,0,0,4.225403005546698e-18
T cell CD4+ Th2,7.454022262941851e-18,0.0134136020053665,0,1.138603958768136e-17,0.03326398004658366,5.736310111542653e-20,6.367358517070022e-19,0.01229494789529538,0.12442515055113211,0.24311532296412194,0.445336609283538,0.04282700730964119,0.03843852790362586,0.08228234950853067,7.97828603217371e-20,0.17361741575181838,1.7306520472373815e-18,2.3446653935849706e-18,0.06743104570452917,0,0.07175874589450518,5.237483123226884e-17,4.392197730956711e-17,0.16418419563621725,1.2024101581552281e-19,0,1.5027226773511942e-17,3.645425838173076e-18,0,9.210723618923562e-18,0.04779815014136283,0,0.015663182323576105,0,2.831037476496262e-17,0,1.1289032425847501e-17,9.622748572488114e-19,0.014194307821595125,6.096338930525291e-18,0.03775814014327905,0.026094820429048232,5.032167995158913e-18,0.17490549265255917,0,0,2.8005597448824624e-18,9.00291033921368e-5,2.2605455679280104e-18,3.48157291810951e-18,0,1.6845637332139853e-19,0.0017070137331579992,0,1.259620842196676e-17,0.024355566615062055,0.020765561063171963,1.1047516847367414e-17,0,4.872464513664937e-4,0.03644453770250808,1.3471333369501523e-17,0.054998071898720274,0.030911436793292536,8.704186961118328e-18,0.17767881728945623,0,5.624506737461391e-18,0,0,0,2.1645543050153082e-18,0.007586010803719779,4.9829988084183415e-18,0.11385890558835922,0,0,0,0,2.0388334472143575e-18,2.8851418787894797e-18,4.899393194851287e-19,2.4039987467586556e-18,0,5.803830085230613e-18,4.190768318007354e-18,0,0
T cell regulatory (Tregs),0,0,0,0,0,1.9429207746883188e-17,1.0849446594819292e-17,0,0.050418128606829336,0.14835679290562725,0.044136653563885575,2.0974278901525757e-17,0.005252704068598471,0,0.017207805882659934,0.03437865047484938,0.012319627312041713,0,1.0536320143104744e-18,3.4290792488049143e-17,3.409730135994733e-17,1.8097310165157876e-18,0,4.790419985881167e-17,1.4758626213639684e-17,5.363712657369807e-18,0,0,0,1.4153766510864397e-17,0,0.06405816958225172,1.0857545301554323e-19,0,0.05234266417402145,0,8.642897274647815e-18,1.2575750062810303e-18,1.998994951708758e-17,1.7016520755819427e-18,6.024868411170484e-18,0,0,0,1.3850659814995398e-18,5.879615481407859e-17,0,0,0,0,0,0,5.441407848024044e-19,9.214558816406497e-18,0,0,1.1176771413789414e-18,6.926727773072006e-18,0.03498236482646414,6.89536250654443e-17,1.8314040186200366e-17,0,0,0,1.2975483857922572e-17,0.0014630783370490025,0,0,0,2.9942213136300174e-18,6.719844324407363e-19,1.1790721767759838e-17,9.649098873735179e-18,0,8.061365038983453e-18,0.10459791866463686,0,0,1.1635019021723998e-17,0,1.4057062119244856e-18,5.087312083684248e-18,0.003940656313447509,0.015777136657114336,0,0,0,0
immune score,0.6484143543703663,0.5781614365002082,0.7561096812170708,0.9544287304335278,0.8608453003653236,0.5212741791159858,0.5722043159342786,0.5773338518234085,0.4324905622795743,0.41069900798932285,1.1350691630615881,0.7310861418660037,0.9878239746718185,0.5771032192542898,0.5288023707529346,0.5517549541421664,0.8885945384387105,0.648472424232123,0.6091240863210561,0.33400304394942887,1.0439914158029673,0.7158496380513819,0.6780537833741295,0.7521845138301084,0.7724609540488186,0.7266211190458661,0.6965920468880445,0.7123050363199789,0.7283653315746155,0.7008104532630002,1.0879899500390564,0.616343278505585,0.7303636806392064,0.4334233564984144,0.28114771834835556,0.6704929868201078,0.6633864816391736,0.689872864779391,0.6897094666282343,0.7408806982867683,0.8916777360616636,0.5089550307133784,0.7062386114971573,0.5862887264147649,0.5378425345495872,0.8398641713821785,0.7113527571855354,0.5998633596416337,0.7105531504627635,0.7164998569878946,0.7204243760928178,0.7127651789579844,0.7279038535319061,0.7151538508956746,0.7173819669510634,1.0059337240606874,0.46245810432012374,0.7094815167174607,0.7131050850507945,0.7475329576352886,0.9709619187665245,0.8170094066879233,0.7651149881607225,0.7201682633919702,0.7195698866178782,0.7770756336506538,0.7196504173045649,0.7099280694767366,0.7143856920294253,0.71840998374321,0.7116882282634679,0.7113699792452927,0.7218194560421348,0.7168095712746556,0.7199971671822524,0.6308721779495144,0.7154159838538976,0.6868055007344035,0.7084548023600235,0.7308825938072614,0.7590166397352148,0.7461647591852797,0.8898224399917792,0.8051096774160066,0.7147593592624569,0.7357839547806219,0.8950831027671655,0.7156329864348484
stroma score,0.009649216708113369,0.032044638174976825,0.003606003080768946,0.016684807979571472,2.56269144875979e-20,0.09805478719727237,0.019783013699813244,0,0.07006032539496729,0.07563652862003375,0.006814681788812609,3.1339456501878647e-17,1.0482590580534525e-18,3.857101031991744e-19,0.03694904055010772,0.01147529122761393,3.523542246692765e-18,0.03055825475542869,0.005601773516203469,5.631835764914357e-18,7.065298377235502e-5,2.622716074537515e-4,0.005771541346596031,4.160068393342605e-19,0.001809801261807892,9.911911676070975e-4,0.01842871952423469,5.083680207689016e-4,8.523064547569905e-4,0.001850351829148521,0.005036512070905796,1.1688721919981851e-4,4.0774545114023925e-4,0.037106614398605305,0.06278377753427991,0.009241241370180037,2.2559788828945787e-4,5.669688227622168e-4,9.357127299769492e-4,0,4.128491151767901e-18,0.0010903357860541979,4.3516487284747e-4,0.008069456555552815,5.1415524332027904e-18,3.0980318835008574e-17,2.426022487217297e-19,4.0576197795799295e-19,5.241316533300331e-4,7.219412857203275e-4,3.6099726081043905e-4,1.5681946776455098e-18,9.479036120301057e-4,7.544069573367737e-4,4.011627506433953e-4,0,5.619231591856024e-20,3.3808183227390865e-4,4.4773679788339294e-4,7.419030057635236e-19,4.854267748717711e-19,3.723577921833731e-4,5.477214963925353e-4,7.473698805937003e-4,6.812337910617993e-18,1.2501709375325649e-17,3.6523568827712566e-4,5.11671741943531e-4,3.281893804196237e-4,4.5569380526236e-4,3.097246412866497e-4,3.5619700950233977e-4,1.0901883650464246e-17,4.487860673117817e-4,1.1675015698951583e-18,1.2981179952883077e-18,3.682835982379094e-4,0.002788203844244702,8.965378369695964e-18,8.993567523609005e-4,2.2650487586877913e-4,0.0012759211122430124,0,7.107938756757738e-19,2.369358426033444e-4,6.383452971460015e-4,0.003407244767551716,9.349027619043297e-4
microenvironment score,0.6580635710784797,0.6102060746751851,0.7597156842978398,0.9711135384130993,0.8608453003653236,0.6193289663132582,0.5919873296340918,0.5773338518234085,0.5025508876745416,0.4863355366093566,1.1418838448504007,0.7310861418660037,0.9878239746718185,0.5771032192542898,0.5657514113030423,0.5632302453697803,0.8885945384387105,0.6790306789875518,0.6147258598372596,0.33400304394942887,1.0440620687867397,0.7161119096588356,0.6838253247207255,0.7521845138301084,0.7742707553106265,0.7276123102134733,0.7150207664122792,0.7128134043407478,0.7292176380293725,0.7026608050921487,1.0930264621099621,0.6164601657247848,0.7307714260903466,0.4705299708970197,0.3439314958826355,0.6797342281902878,0.663612079527463,0.6904398336021532,0.6906451793582112,0.7408806982867683,0.8916777360616636,0.5100453664994327,0.7066737763700047,0.5943581829703177,0.5378425345495872,0.8398641713821785,0.7113527571855354,0.5998633596416337,0.7110772821160934,0.717221798273615,0.7207853733536282,0.7127651789579844,0.7288517571439362,0.7159082578530114,0.7177831297017068,1.0059337240606874,0.46245810432012374,0.7098195985497346,0.7135528218486779,0.7475329576352886,0.9709619187665245,0.8173817644801067,0.765662709657115,0.7209156332725638,0.7195698866178782,0.7770756336506538,0.7200156529928421,0.7104397412186801,0.7147138814098449,0.7188656775484723,0.7119979529047545,0.711726176254795,0.7218194560421348,0.7172583573419674,0.7199971671822524,0.6308721779495144,0.7157842674521355,0.6895937045786482,0.7084548023600235,0.7317819505596223,0.7592431446110836,0.7474406802975228,0.8898224399917792,0.8051096774160066,0.7149962951050602,0.7364223000777679,0.8984903475347172,0.7165678891967527
