"","Cond1","Cond2","Shared","NotShared_cond1","NotShared_cond2","Total_Genes_Cond1","Total_Genes_Cond2","Genes_Names","Percentage_Shared_Cond1","Percentage_Shared_Cond2","pvalue","qvalue"
"828","HIV-1 GAG-POL NEF (D3)","MONOV INFLUENZA A (D1)",48,30,152,265,763,"IL1R2,AIM2,C1QB,C3AR1,CCR1,CTSL,CX3CR1,CXCL10,RIGI,DDX60,DHX58,EIF2AK2,FFAR2,FPR2,GBP1,GCH1,HERC5,IFI16,IFI44,IFI44L,IFI6,IFIH1,IFIT1,IFIT2,IFIT3,IFITM1,IFITM3,IRF9,MX1,OAS1,OAS2,OAS3,OASL,PARP9,PML,RSAD2,SAMD9,SECTM1,SERPING1,STAT1,TAP1,TNFSF10,TNFSF13B,TRIM21,TRIM22,TRIM38,TRIM5,ZBP1",18.11,6.29,9.27273491831107e-17,4.13049679505073e-17
"829","HIV-1 GAG-POL NEF (D3)","PANDEMRIX (D1)",7,71,33,265,277,"CXCL10,IRF9,STAT1,TAP1,TLR1,TLR2,TLR6",2.64,2.53,1.03988317682736e-21,5.58545154033956e-22
"830","HIV-1 GAG-POL NEF (D3)","FLUARIX FLUVIRIN (D28)",3,75,28,265,119,"CXCR5,CLEC7A,OAS2",1.13,2.52,1.35391136557858e-22,7.46496895959086e-23
"831","HIV-1 GAG-POL NEF (D3)","MONOV INFLUENZA A (D28)",2,76,24,265,138,"GRN,IGSF6",0.75,1.45,2.37505939639142e-21,1.26144536809875e-21
"832","HIV-1 GAG-POL NEF (D3)","FLUARIX FLUVIRIN (D3)",10,68,136,265,603,"C3AR1,CSF1R,CTSL,CX3CR1,CYSLTR1,HAVCR2,IFI16,LST1,MERTK,NLRC4",3.77,1.66,1.69937856773243e-45,2.20453914043922e-45
"833","HIV-1 GAG-POL NEF (D3)","INFLUENZA (D3)",8,70,113,265,521,"CLEC7A,CSF1R,FPR3,IGSF6,MAFB,SECTM1,TLR2,TNFSF13B",3.02,1.54,1.2295498385985e-43,1.43806631327663e-43
"834","HIV-1 GAG-POL NEF (D3)","MONOV INFLUENZA A (D3)",26,52,28,265,164,"AIM2,CCR1,DDX60,DHX58,EIF2AK2,GBP1,GCH1,HERC5,IFI44,IFI44L,IFI6,IFIH1,IFIT1,IFIT2,IFIT3,IFITM3,MX1,OAS1,OAS2,OAS3,OASL,RSAD2,SERPING1,TRIM22,TRIM5,ZBP1",9.81,15.85,6.93910706315699e-11,2.25816316122035e-11
"835","HIV-1 GAG-POL NEF (D3)","PANDEMRIX (D3)",0,78,5,265,34,"",0,0,3.44419081423288e-08,9.88823581203333e-09
"836","HIV-1 GAG-POL NEF (D3)","PANDEMRIX (D30)",0,78,6,265,39,"",0,0,2.46013629588063e-09,7.49637971359671e-10
"837","HIV-1 GAG-POL NEF (D3)","FLUAD (D7)",0,78,52,265,150,"",0,0,1.4124265749858e-37,1.27193958689286e-37
"838","HIV-1 GAG-POL NEF (D3)","FLUARIX FLUVIRIN (D7)",12,66,301,265,1183,"CX3CR1,DDX60,FPR3,HAVCR2,IFI44,IFIT1,MAFB,MERTK,OAS3,TLR6,TNFSF10,TRIM5",4.53,1.01,6.26180096516654e-62,1.70089779113805e-61
"839","HIV-1 GAG-POL NEF (D3)","INFLUENZA (D7)",10,68,75,265,252,"HAVCR2,IFI44,IFI44L,IFI6,IFITM3,OAS1,OAS2,OAS3,RSAD2,SERPING1",3.77,3.97,4.38863675117453e-33,3.38034428845724e-33
"840","HIV-1 GAG-POL NEF (D3)","PANDEMRIX (D7)",16,62,32,265,239,"CXCL10,GBP1,IFI27,IFI44,IFIT1,IFIT2,IFIT3,IFITM1,MX1,MX2,OAS1,OAS2,OAS3,OASL,SERPING1,TRIM22",6.04,6.69,4.23040740506212e-16,1.81399263339443e-16
"841","HIV-1 GAG-POL NEF (D3)","INACTIVATED INFLUENZA (D0)",0,78,2,265,3,"",0,0,0.000316455696202531,6.99434747787485e-05
"842","HIV-1 GAG-POL NEF (D3)","FLUZONE (D1)",2,76,4,265,21,"IFIT3,SERPING1",0.75,9.52,8.57603512743987e-06,2.1480284992326e-06
"843","HIV-1 GAG-POL NEF (D3)","FLUZONE (D30)",0,78,2,265,5,"",0,0,0.000316455696202531,6.99434747787485e-05
"844","HIV-1 GAG-POL NEF (D3)","FLUZONE (D7)",0,78,11,265,86,"",0,0,2.73824990756367e-14,1.06629178001821e-14
"845","HIV-1 GAG-POL NEF (D3)","FLUMIST (D3)",13,65,164,265,747,"DDX60,GRN,IFI16,MX1,MX2,OAS1,OAS2,OAS3,STAT1,TNFSF10,TNFSF13B,TRIM22,TRIM5",4.91,1.74,2.68506683296189e-46,3.62454272173956e-46
"846","HIV-1 GAG-POL NEF (D3)","FLUMIST (D7)",37,41,601,265,2520,"CXCR5,IL1R2,C3AR1,CCR1,CLEC7A,CMKLR1,CSF1R,CX3CR1,CXCL10,RIGI,DDX60,FPR2,FPR3,GBP1,HAVCR2,IFI16,IFI44,IFI6,IFIH1,IFIT3,IFITM1,IL1RN,MX1,NLRC4,OAS1,OAS2,OAS3,OASL,P2RX7,PML,SAMD9,STAT1,TASL,TLR6,TNFSF10,TRIM38,ZNFX1",13.96,1.47,2.20720511651776e-44,2.68044671371458e-44
"847","HIV-1 GAG-POL NEF (D3)","FLUMIST (D1)",0,78,2,265,4,"",0,0,0.000316455696202531,6.99434747787485e-05
"848","HIV-1 GAG-POL NEF (D3)","FLUENZ (D3-4)",1,77,4,265,32,"TLR1",0.38,3.12,2.85867837581329e-06,7.35667919884123e-07
"849","HIV-1 GAG-POL NEF (D3)","FLUMIST (D30)",0,78,2,265,3,"",0,0,0.000316455696202531,6.99434747787485e-05
"850","HIV-1 GAG-POL NEF (D3)","FLUENZ (D6-7)",0,78,8,265,67,"",0,0,1.88464613637914e-11,6.34086597228703e-12
"851","HIV-1 GAG-POL NEF (D3)","MENACTRA (D3)",3,75,26,265,175,"C1QB,C3AR1,SERPING1",1.13,1.71,1.6203261826763e-21,8.65425025940535e-22
"852","HIV-1 GAG-POL NEF (D3)","MENACTRA (D7)",0,78,9,265,26,"",0,0,1.94963393418534e-12,6.87220534036228e-13
"853","HIV-1 GAG-POL NEF (D3)","WETVAX (D2-4)",13,65,26,265,185,"CXCL10,FCGR3A,GCH1,HERC5,IFI44,IFI44L,IFIT1,IFIT3,MX1,RSAD2,SERPING1,STAT1,ZNFX1",4.91,7.03,3.60180038690461e-15,1.47779377501185e-15
"854","HIV-1 GAG-POL NEF (D3)","WETVAX (D5-7)",41,37,141,265,859,"AIM2,ALPK1,C1QB,C3AR1,CCR1,CTSL,CXCL10,FCGR3A,FPR2,GBP1,GCH1,GRN,HERC5,IFI27,IFI44,IFI44L,IFI6,IFIT1,IFIT2,IFIT3,IFITM1,IFITM3,IGSF6,IL1RN,IRF9,LGALS9,LST1,MX1,MX2,OAS1,OAS2,RSAD2,SERPING1,STAT1,TAP1,TLR1,TLR2,TNFSF10,TRIM21,TRIM22,ZNFX1",15.47,4.77,2.15802387772676e-20,1.10643675817412e-20
"855","HIV-1 GAG-POL NEF (D3)","WETVAX (D50-60)",6,72,63,265,340,"C3AR1,CSF1R,CX3CR1,OAS1,TNFSF10,TRIM21",2.26,1.76,1.41793408394571e-33,1.10495149468429e-33
"856","HIV-1 GAG-POL NEF (D3)","BCG (D7)",0,78,3,265,4,"",0,0,1.17205813408345e-05,2.90827467836071e-06
"857","HIV-1 GAG-POL NEF (D3)","MVA85A (D2)",25,53,31,265,286,"C3AR1,CTSL,CXCL10,EIF2AK2,FPR2,FPR3,IFI27,IFI44,IFI44L,IFI6,IFIH1,IFIT1,IFIT2,IFIT3,IFITM3,IRF9,LGALS9,MX1,PARP9,RSAD2,SERPING1,STAT1,TLR1,TLR6,TNFSF10",9.43,8.74,3.89337473008345e-12,1.35655648180105e-12
"858","HIV-1 GAG-POL NEF (D3)","ZOSTAVAX (D1)",0,78,1,265,17,"",0,0,0.0126582278481013,0.00243327328201978
"859","HIV-1 GAG-POL NEF (D3)","ZOSTAVAX (D3)",2,76,2,265,18,"IFI44L,MX1",0.75,11.11,0.00189873417721519,0.000393521898272461
"860","HIV-1 GAG-POL NEF (D3)","YF VAX (ANY)",0,78,3,265,28,"",0,0,1.17205813408345e-05,2.90827467836071e-06
"861","HIV-1 GAG-POL NEF (D3)","YF17D (D3)",28,50,6,265,114,"C3AR1,CXCL10,RIGI,DDX60,DHX58,EIF2AK2,HERC5,IFI27,IFI44,IFI44L,IFI6,IFIH1,IFIT1,IFIT2,IFIT3,MX1,MX2,OAS1,OAS2,OAS3,OASL,PARP9,RSAD2,SAMD9,SERPING1,STAT1,TRIM22,TRIM5",10.57,24.56,0.00330864714487504,0.000674185357015915
"862","HIV-1 GAG-POL NEF (D3)","YF VAX (D4-7)",36,42,77,265,490,"CSF1R,CX3CR1,RIGI,DHX58,EIF2AK2,FCGR3A,FPR2,HERC5,HSH2D,IFI27,IFI44,IFI44L,IFI6,IFIT1,IFIT2,IFIT3,IFITM1,IFITM3,IL1RN,IRF9,MAFB,MX1,MX2,NMI,OAS1,OAS2,OAS3,OASL,PARP9,SAMD9,SERPING1,TAP1,TNFSF10,TNFSF13B,TRIM21,TRIM22",13.58,7.35,2.07283645299661e-16,9.05753824590565e-17
"863","HIV-1 GAG-POL NEF (D3)","STAMARIL (D10)",47,31,49,265,440,"IL1R2,AIM2,CCR1,CTSL,CX3CR1,CYSLTR1,RIGI,DDX60,DHX58,EIF2AK2,GBP1,GCH1,HAVCR2,HERC5,IFI16,IFI27,IFI44,IFI44L,IFI6,IFIH1,IFIT1,IFIT2,IFIT3,IFITM1,IFITM3,IL1RN,IRF9,LGALS9,LST1,MX1,NMI,OAS1,OAS2,OAS3,OASL,PARP9,PML,RSAD2,SERPING1,STAT1,TAP1,TNFSF10,TRIM21,TRIM22,TRIM38,TRIM5,ZBP1",17.74,10.68,1.79473058219205e-08,5.2156546016099e-09
"864","HIV-1 GAG-POL NEF (D3)","STAMARIL (D14)",0,78,14,265,68,"",0,0,7.93695625380775e-17,3.55690753340383e-17
"865","HIV-1 GAG-POL NEF (D3)","STAMARIL (D28)",5,73,10,265,79,"IL1RN,IRF9,LGALS9,MX1,OASL",1.89,6.33,6.65312580040739e-10,2.07480058888874e-10
"866","HIV-1 GAG-POL NEF (D3)","STAMARIL (D3)",51,27,57,265,500,"AIM2,C1QB,C3AR1,CCR1,CSF1R,CTSL,CX3CR1,CYSLTR1,RIGI,DDX60,DHX58,EIF2AK2,FFAR2,GBP1,GRN,HAVCR2,HERC5,IFI16,IFI27,IFI44,IFI44L,IFI6,IFIH1,IFIT1,IFIT2,IFIT3,IFITM1,IFITM3,IL1RN,IRF9,LGALS9,MAFB,MX1,MX2,OAS1,OAS2,OAS3,OASL,PARP9,RSAD2,SERPING1,STAT1,TAP1,TNFSF10,TNFSF13B,TRIM21,TRIM22,TRIM38,TRIM5,ZBP1,ZNFX1",19.25,10.2,6.82749879369529e-08,1.93265371222284e-08
"867","HIV-1 GAG-POL NEF (D3)","STAMARIL (D60)",4,74,17,265,100,"DHX58,HAVCR2,LGALS9,TAP1",1.51,4,2.33369393214221e-15,9.6824346698269e-16
"868","HIV-1 GAG-POL NEF (D3)","STAMARIL (D7)",57,21,93,265,684,"IL1R2,AIM2,C1QB,C3AR1,CCR1,CSF1R,CTSL,CX3CR1,CXCL10,CYSLTR1,RIGI,DDX60,DHX58,EIF2AK2,FFAR2,GBP1,GCH1,GRN,HAVCR2,HERC5,HSH2D,IFI16,IFI27,IFI44,IFI44L,IFI6,IFIH1,IFIT1,IFIT2,IFIT3,IFITM1,IFITM3,IL1RN,IRF9,LGALS9,MAFB,MX1,MX2,NMI,OAS1,OAS2,OAS3,OASL,PARP9,PML,RSAD2,SERPING1,STAT1,TAP1,TNFSF10,TNFSF13B,TRIM21,TRIM22,TRIM38,TRIM5,ZBP1,ZNFX1",21.51,8.33,1.28641873423551e-08,3.78807840417671e-09
"869","HIV-1 GAG-POL NEF (D3)","BBIBP (V3, D14)",1,77,4,265,34,"FFAR2",0.38,2.94,2.85867837581329e-06,7.35667919884123e-07
"870","HIV-1 GAG-POL NEF (D3)","BBIBP (V3, D28)",0,78,1,265,6,"",0,0,0.0126582278481013,0.00243327328201978
"871","HIV-1 GAG-POL NEF (D3)","BNT (V1, D6)",1,77,1,265,7,"IFI27",0.38,14.29,0.0253164556962025,0.00469695684547113
"872","HIV-1 GAG-POL NEF (D3)","BNT (V2, D1)",43,35,57,265,371,"AIM2,C1QB,CTSL,CXCL10,RIGI,DDX60,DHX58,EIF2AK2,GBP1,GCH1,HERC5,IFI16,IFI27,IFI44,IFI44L,IFI6,IFIH1,IFIT1,IFIT2,IFIT3,IFITM3,IRF9,MX1,NMI,OAS1,OAS2,OAS3,OASL,P2RX7,PARP9,PML,RSAD2,SAMD9,SECTM1,SERPING1,STAT1,TAP1,TNFSF10,TNFSF13B,TRIM21,TRIM22,TRIM5,ZBP1",16.23,11.59,1.30291511744059e-10,4.18073281624425e-11
"873","HIV-1 GAG-POL NEF (D3)","BNT (V3, D1)",43,35,81,265,463,"AIM2,C1QB,C3AR1,CTSL,CXCL10,RIGI,DDX60,DHX58,EIF2AK2,FFAR2,GBP1,GCH1,HERC5,IFI16,IFI27,IFI44,IFI44L,IFI6,IFIH1,IFIT1,IFIT2,IFIT3,IFITM1,IFITM3,MAFB,MX1,OAS1,OAS2,OAS3,OASL,P2RX7,PARP9,PML,RSAD2,SECTM1,SERPING1,STAT1,TAP1,TNFSF10,TNFSF13B,TRIM22,TRIM5,ZBP1",16.23,9.29,9.58061879197713e-14,3.6021793819785e-14
"874","HIV-1 GAG-POL NEF (D3)","BNT-I (D1)",2,76,118,265,473,"CXCR5,IL1R2",0.75,0.42,7.4559046299576e-53,1.43822320457212e-52
"875","HIV-1 GAG-POL NEF (D3)","BNT-I (D10, mild)",49,29,468,265,2154,"BLK,CNR2,CXCR5,IL1R2,AIM2,ALPK1,C1QB,C3AR1,CLEC7A,CX3CR1,CXCL10,DDX60,EIF2AK2,GBP1,GCH1,HERC5,IFI16,IFI27,IFI44,IFI44L,IFI6,IFIH1,IFIT1,IFIT3,IFITM1,IFITM3,IL1RN,IRF9,LGALS9,LST1,MAFB,MERTK,MX1,MX2,NMI,OAS1,OAS2,OAS3,OASL,PARP9,PML,RSAD2,SERPING1,TAP1,TLR2,TNFSF13B,TRIM21,TRIM22,ZBP1",18.49,2.27,1.65968734417157e-27,1.08712032804565e-27
"876","HIV-1 GAG-POL NEF (D3)","BNT-I (D10, severe)",51,27,486,265,2204,"CNR2,CXCR5,IL1R2,AIM2,ALPK1,C1QB,C3AR1,CSF1R,CTSL,CX3CR1,CXCL10,DDX60,DHX58,EIF2AK2,FCGR3A,GBP1,HERC5,IFI16,IFI27,IFI44,IFI44L,IFI6,IFIH1,IFIT1,IFIT2,IFIT3,IFITM1,IFITM3,IL1RN,MAFB,MERTK,MX1,MX2,NLRC4,NMI,OAS1,OAS2,OAS3,OASL,PARP9,PML,RSAD2,SERPING1,STAT1,TAP1,TLR2,TNFSF10,TNFSF13B,TRIM21,TRIM22,ZBP1",19.25,2.31,7.13582512347302e-26,4.41754290625908e-26
"877","HIV-1 GAG-POL NEF (D3)","BNT-I (D26, mild)",7,71,278,265,1228,"BLK,CNR2,CXCR5,IL1R2,ALPK1,MERTK,TLR2",2.64,0.57,2.83659219756326e-67,9.63132138428334e-67
"878","HIV-1 GAG-POL NEF (D3)","BNT-I (D26, severe)",1,77,62,265,265,"TLR2",0.38,0.38,1.66777545856443e-39,1.62503200003525e-39
"879","HIV-1 GAG-POL NEF (D3)","BNT-I (D3)",3,75,89,265,331,"IL1R2,SECTM1,TLR2",1.13,0.91,1.56130343933202e-44,1.92414855470812e-44
"880","HIV-1 GAG-POL NEF (D3)","BNT-I (D4)",0,78,12,265,34,"",0,0,3.65099987675157e-15,1.49705701544557e-15
"881","HIV-1 GAG-POL NEF (D3)","BNT-I-BNT (D51, mild)",2,76,55,265,234,"CXCR5,TLR2",0.75,0.85,1.54288735023259e-35,1.30800560178488e-35
"882","HIV-1 GAG-POL NEF (D3)","BNT-I-BNT (D51, severe)",0,78,9,265,22,"",0,0,1.94963393418534e-12,6.87220534036228e-13
"883","HIV-1 GAG-POL NEF (D3)","BNT-MO (V3, D1)",49,29,122,265,624,"AIM2,ALPK1,C1QB,C3AR1,CCR1,CXCL10,RIGI,DDX60,DHX58,EIF2AK2,FFAR2,GBP1,GCH1,HERC5,IFI16,IFI44,IFI44L,IFI6,IFIH1,IFIT1,IFIT2,IFIT3,IFITM1,IFITM3,IL1RN,IRF9,MX1,MX2,NMI,OAS1,OAS2,OAS3,OASL,P2RX7,PARP9,PML,RSAD2,SAMD9,SECTM1,SERPING1,STAT1,TAP1,TASL,TNFSF10,TNFSF13B,TRIM21,TRIM22,TRIM5,ZBP1",18.49,7.85,2.92951172976018e-14,1.13943688506408e-14
"884","HIV-1 GAG-POL NEF (D3)","ChAd (V1, D3)",32,46,91,265,511,"IL1R2,AIM2,C1QB,C3AR1,CTSL,CX3CR1,CXCL10,DDX60,GBP1,GRN,IFI27,IFI44,IFI44L,IFI6,IFIT1,IFIT3,IFITM1,IFITM3,LGALS9,MX1,MX2,NLRC4,OAS1,OAS2,OAS3,OASL,PARP9,RSAD2,SECTM1,SERPING1,STAT1,TNFSF10",12.08,6.26,1.22447517125146e-20,6.36627003593569e-21
"885","HIV-1 GAG-POL NEF (D3)","ChAd (V1, D6)",1,77,82,265,176,"IFI27",0.38,0.57,9.47674270605865e-46,1.24638902198366e-45
"886","HIV-1 GAG-POL NEF (D3)","ChAd (V1, D7)",2,76,29,265,151,"CXCL10,IFI27",0.75,1.32,3.79601317451937e-24,2.20824232098216e-24
"887","HIV-1 GAG-POL NEF (D3)","ChAd (V2, D1)",48,30,79,265,427,"AIM2,C1QB,CCR1,CXCL10,RIGI,DDX60,DHX58,EIF2AK2,FFAR2,GBP1,GCH1,HERC5,HSH2D,IFI16,IFI27,IFI44,IFI44L,IFI6,IFIH1,IFIT1,IFIT2,IFIT3,IFITM1,IFITM3,IL1RN,IRF9,LGALS9,MX1,MX2,NMI,OAS1,OAS2,OAS3,OASL,PARP9,PML,RSAD2,SAMD9,SERPING1,STAT1,TAP1,TNFSF10,TNFSF13B,TRIM21,TRIM22,TRIM38,TRIM5,ZBP1",18.11,11.24,2.34298729304892e-11,7.8472431290989e-12
"888","HIV-1 GAG-POL NEF (D3)","ChAd (V2, D3)",0,78,10,265,28,"",0,0,2.21549310702877e-13,8.17748429549479e-14
"889","HIV-1 GAG-POL NEF (D3)","ChAd (V2, D7)",0,78,1,265,15,"",0,0,0.0126582278481013,0.00243327328201978
"890","HIV-1 GAG-POL NEF (D3)","ChAd-BNT (V2, D3)",42,36,114,265,606,"IL1R2,AIM2,C1QB,CTSL,CXCL10,DDX60,DHX58,EIF2AK2,FPR3,GBP1,GCH1,HERC5,IFI16,IFI27,IFI44,IFI44L,IFI6,IFIH1,IFIT1,IFIT2,IFIT3,IFITM3,IL1RN,MX1,MX2,NMI,OAS1,OAS2,OAS3,OASL,P2RX7,PARP9,RSAD2,SECTM1,SERPING1,STAT1,TAP1,TNFSF10,TNFSF13B,TRIM22,TRIM5,ZBP1",15.85,6.93,1.69625208072559e-17,7.81750634625258e-18
"891","HIV-1 GAG-POL NEF (D3)","ChAd-BNT (V2, D7)",12,66,80,265,406,"IL1R2,CCR1,CXCL10,FFAR2,FPR2,IFIT1,IFIT2,IFIT3,IL1RN,MAFB,RSAD2,SERPING1",4.53,2.96,1.58671729715952e-32,1.20131174563719e-32
"892","HIV-1 GAG-POL NEF (D3)","ChAd-BNT (V3, D1)",52,26,156,265,785,"TRBV6-4,AIM2,ALPK1,C1QB,C3AR1,CXCL10,RIGI,DDX60,DHX58,EIF2AK2,FPR3,GBP1,GCH1,HERC5,IFI16,IFI44,IFI44L,IFI6,IFIH1,IFIT1,IFIT2,IFIT3,IFITM1,IFITM3,IL1RN,IRF9,MAFB,MX1,MX2,NMI,OAS1,OAS2,OAS3,OASL,P2RX7,PARP9,PML,RSAD2,SAMD9,SECTM1,SERPING1,STAT1,TAP1,TASL,TNFSF10,TNFSF13B,TRIM21,TRIM22,TRIM38,TRIM5,ZBP1,ZNFX1",19.62,6.62,1.49322375887318e-14,5.87660264335677e-15
"893","HIV-1 GAG-POL NEF (D3)","I (D10, moderate)",45,33,346,265,1572,"CNR2,CXCR5,IL1R2,AIM2,ALPK1,C1QB,C3AR1,CSF1R,CTSL,CXCL10,DDX60,EIF2AK2,GBP1,GCH1,HERC5,IFI16,IFI27,IFI44,IFI44L,IFI6,IFIH1,IFIT1,IFIT2,IFIT3,IFITM1,IL1RN,MERTK,MX1,NLRC4,NMI,OAS1,OAS2,OAS3,OASL,PARP9,PML,RSAD2,SAMD9,SERPING1,TAP1,TLR2,TNFSF10,TNFSF13B,TRIM22,ZBP1",16.98,2.86,6.73470049811404e-28,4.47296610860073e-28
"894","HIV-1 GAG-POL NEF (D3)","I (D10, severe)",19,59,410,265,1793,"IL1R2,AIM2,ALPK1,C3AR1,CCR1,CLEC7A,CSF1R,CX3CR1,EIF2AK2,FPR3,IFI16,IFI27,IFITM1,MERTK,OASL,PARP9,TLR2,TRIM22,ZBP1",7.17,1.06,8.70211062204181e-60,2.21885608473423e-59
"895","HIV-1 GAG-POL NEF (D3)","I (D26, moderate)",6,72,240,265,1024,"CXCR5,IL1R2,MAFB,MERTK,NLRC4,TLR2",2.26,0.59,6.43250808310419e-65,1.97272091518003e-64
"896","HIV-1 GAG-POL NEF (D3)","I (D26, severe)",19,59,394,265,1585,"IL1R2,AIM2,ALPK1,C3AR1,CLEC7A,CMKLR1,CSF1R,CX3CR1,DHX58,EIF2AK2,FPR3,GRN,IFI27,IFI44,IFI44L,IL1RN,PARP9,TLR2,TRIM22",7.17,1.2,7.08032860776221e-59,1.7387180625956e-58
"897","HIV-1 GAG-POL NEF (D3)","I (D51, moderate)",0,78,10,265,26,"",0,0,2.21549310702877e-13,8.17748429549479e-14
"898","HIV-1 GAG-POL NEF (D3)","I (D51, severe)",22,56,270,265,1214,"IL1R2,AIM2,ALPK1,C3AR1,CSF1R,EIF2AK2,FPR3,GBP1,GCH1,HAVCR2,IFIH1,IFITM1,IL1RN,NMI,PARP9,SECTM1,STAT1,TAP1,TLR2,TRIM22,ZBP1,ZNFX1",8.3,1.81,5.10355167383728e-47,7.13527319444094e-47
"899","HIV-1 GAG-POL NEF (D3)","I-I (D1)",1,77,13,265,50,"BLK",0.38,2,7.30199975350313e-15,2.93267777437316e-15
"900","HIV-1 GAG-POL NEF (D3)","ZF2001 (V3, D07)",6,72,155,265,651,"ALPK1,CX3CR1,FFAR2,IFIH1,IL1RN,MAFB",2.26,0.92,1.23231497841586e-53,2.45538898208708e-53
"901","HIV-1 GAG-POL NEF (D3)","ZF2001 (V3, D14)",1,77,25,265,98,"IL1RN",0.38,1.02,4.61176581823581e-23,2.57044290420996e-23
"902","HIV-1 GAG-POL NEF (D3)","ZF2001 (V3, D28)",1,77,16,265,93,"FPR2",0.38,1.08,3.70427608276544e-17,1.67699224818081e-17
"903","HPV-VLP (M2)","INFLUENZA (D1)",5,143,55,647,222,"CTSD,PLD3,CD83,GCH1,HLA-DQA1",0.77,2.25,2.72695129959233e-44,3.29958814670906e-44
"904","HPV-VLP (M2)","MONOV INFLUENZA A (D1)",30,118,170,647,763,"NOD2,S100A8,AIM2,APOBEC3B,APOBEC3G,APOL1,C1QB,C2,C5,CD1E,CD38,CD40,CFB,RIGI,ENPP2,FPR2,GCH1,ICAM1,IDO1,IFITM1,IL1R2,ISG20,LAMP3,MICB,POLR3K,PSMB9,RGS1,SERPING1,TAP2,TNFSF10",4.64,3.93,3.66647084389635e-59,9.13864941260894e-59
"905","HPV-VLP (M2)","PANDEMRIX (D1)",7,141,33,647,277,"LCK,NOD2,CD40,CXCL9,IRF2,TLR1,TLR2",1.08,2.53,1.13809997946348e-29,7.99789095941224e-30
"906","HPV-VLP (M2)","FLUARIX FLUVIRIN (D28)",2,146,29,647,119,"IL6,PMS2",0.31,1.68,3.00041805492575e-31,2.20636943853876e-31
"907","HPV-VLP (M2)","MONOV INFLUENZA A (D28)",3,145,23,647,138,"GRN,LY86,NOD2",0.46,2.17,1.38454015120427e-25,8.48439289716061e-26
"908","HPV-VLP (M2)","FLUARIX FLUVIRIN (D3)",9,139,137,647,603,"LY86,MERTK,PECAM1,APOBEC3G,CASP1,CTSC,GZMA,IL6ST,POLR3K",1.39,1.49,2.72553353301985e-71,1.07966069261406e-70
"909","HPV-VLP (M2)","INFLUENZA (D3)",17,131,104,647,521,"ALOX5,CD14,CD180,CFD,CSF3R,LRP1,LY86,S100A8,SLC11A1,CCNB2,CLEC10A,CSF2RB,HLA-DQA1,IFNG,MNDA,PTAFR,TLR2",2.63,3.26,2.84489294389611e-53,5.60137011722519e-53
"910","HPV-VLP (M2)","MONOV INFLUENZA A (D3)",5,143,49,647,164,"AIM2,APOBEC3B,GCH1,LAMP3,SERPING1",0.77,3.05,4.91374122581239e-41,5.10151648215373e-41
"911","HPV-VLP (M2)","PANDEMRIX (D3)",1,147,4,647,34,"CXCL9",0.15,2.94,2.33928525478325e-07,6.43033259150786e-08
"912","HPV-VLP (M2)","PANDEMRIX (D30)",2,146,4,647,39,"CXCL9,IFNG",0.31,5.13,7.01785576434976e-07,1.87790533221237e-07
"913","HPV-VLP (M2)","FLUAD (D7)",3,145,49,647,150,"CD99,PTAFR,RGS1",0.46,2,3.4337814296384e-43,3.92640148438797e-43
"914","HPV-VLP (M2)","FLUARIX FLUVIRIN (D7)",30,118,283,647,1183,"CD180,CXCL2,DPP4,IRF3,ITGA6,MAD1L1,MERTK,TSC1,VNN1,APOBEC3B,APOBEC3G,BAX,CCL4,CD1E,CD38,CD40,CD83,ICAM1,IL1B,IL21R,IL2RA,IL6,ISG20,JAG1,MNDA,RAB8B,RGS1,SLAMF1,TNF,TNFSF10",4.64,2.54,6.41127013623776e-78,3.44086341169637e-77
"915","HPV-VLP (M2)","INFLUENZA (D7)",6,142,79,647,252,"DPP4,AICDA,C2,CD40,IDO1,SERPING1",0.93,2.38,1.54810993893461e-54,3.21956251885476e-54
"916","HPV-VLP (M2)","PANDEMRIX (D7)",7,141,41,647,239,"LCK,APOBEC3B,CXCL9,IDO1,IFITM1,IFITM2,SERPING1",1.08,2.93,1.23582763403348e-34,1.01285415774433e-34
"917","HPV-VLP (M2)","INACTIVATED INFLUENZA (D0)",0,148,2,647,3,"",0,0,8.94854586129753e-05,2.07426537561325e-05
"918","HPV-VLP (M2)","FLUZONE (D1)",2,146,4,647,21,"IDO1,SERPING1",0.31,9.52,7.01785576434976e-07,1.87790533221237e-07
"919","HPV-VLP (M2)","FLUZONE (D30)",0,148,2,647,5,"",0,0,8.94854586129753e-05,2.07426537561325e-05
"920","HPV-VLP (M2)","FLUZONE (D7)",1,147,10,647,86,"CCL7",0.15,1.16,5.50595259360526e-15,2.2301801533732e-15
"921","HPV-VLP (M2)","FLUMIST (D3)",11,137,166,647,747,"CD14,GRN,PECAM1,PYCARD,CASP1,CTSC,JAG1,PSMB9,RAB8B,TNFSF10,XCL1",1.7,1.47,1.08586005603798e-76,5.3134915174235e-76
