"","Cond1","Cond2","Shared","NotShared_cond1","NotShared_cond2","Total_Genes_Cond1","Total_Genes_Cond2","Genes_Names","Percentage_Shared_Cond1","Percentage_Shared_Cond2","pvalue","qvalue"
"922","HPV-VLP (M2)","FLUMIST (D7)",53,95,585,647,2520,"ALOX5,CXCL2,DPP4,IRF3,ITGA6,LCK,LRP1,LY86,MAD1L1,MIF,NAGLU,PECAM1,S100A8,SLC11A1,SNCA,SP2,TENM1,TSC1,VPREB3,APOBEC3G,CASP1,CCL4,CD1E,CD209,CD83,CTSC,RIGI,ENPP2,FASLG,FPR2,GZMA,ICAM1,IFITM1,IFITM2,IL15,IL1B,IL1R2,IL1RN,IL2,IL5,IL6,IL6ST,IRF2,ISG20,MICB,MNDA,POLR3K,PTAFR,RAB8B,RGS1,SLAMF1,TBX1,TNFSF10",8.19,2.1,2.28513950620097e-81,1.47645609231829e-80
"923","HPV-VLP (M2)","FLUMIST (D1)",0,148,2,647,4,"",0,0,8.94854586129753e-05,2.07426537561325e-05
"924","HPV-VLP (M2)","FLUENZ (D3-4)",2,146,3,647,32,"FASLG,TLR1",0.31,6.25,1.77785679363528e-05,4.36749898673711e-06
"925","HPV-VLP (M2)","FLUMIST (D30)",0,148,2,647,3,"",0,0,8.94854586129753e-05,2.07426537561325e-05
"926","HPV-VLP (M2)","FLUENZ (D6-7)",3,145,5,647,67,"IL2,IL2RA,MICB",0.46,4.48,8.56208982142893e-08,2.41135471256565e-08
"927","HPV-VLP (M2)","MENACTRA (D3)",11,137,18,647,175,"CFD,IFNA21,C1QB,C2,CCL20,CFB,CFH,IL1B,IL6,SERPING1,TNF",1.7,6.29,6.28895329818211e-17,2.82788468943245e-17
"928","HPV-VLP (M2)","MENACTRA (D7)",0,148,9,647,26,"",0,0,7.90855008899667e-15,3.16672895052382e-15
"929","HPV-VLP (M2)","WETVAX (D2-4)",5,143,34,647,185,"C2,GCH1,ICAM1,IL15,SERPING1",0.77,2.7,6.5659614199815e-32,4.9041716773914e-32
"930","HPV-VLP (M2)","WETVAX (D5-7)",29,119,153,647,859,"CD99,GRN,LCK,AIM2,APOBEC3B,APOL1,C1QB,C2,CASP1,CD40,CXCL9,FPR2,GCH1,GZMA,GZMB,ICAM1,IDO1,IFITM1,IFITM2,IL15,IL1RN,IRF2,MNDA,PSMB9,SERPING1,TAP2,TLR1,TLR2,TNFSF10",4.48,3.38,2.07696372527621e-56,4.71743943846195e-56
"931","HPV-VLP (M2)","WETVAX (D50-60)",1,147,68,647,340,"TNFSF10",0.15,0.29,4.36552379853356e-56,9.81498615580002e-56
"932","HPV-VLP (M2)","BCG (D7)",1,147,2,647,4,"CYP27B1",0.15,25,0.000268456375838927,5.96515782309081e-05
"933","HPV-VLP (M2)","MVA85A (D2)",15,133,41,647,286,"CFD,PYCARD,S100A8,CASP1,CCL4,CCL7,FPR2,ICAM1,IFITM2,IL6,PSMB9,SERPING1,TLR1,TNF,TNFSF10",2.32,5.24,2.7280277107472e-29,1.88916735414809e-29
"934","HPV-VLP (M2)","ZOSTAVAX (D1)",0,148,1,647,17,"",0,0,0.00671140939597316,0.00133127031893867
"935","HPV-VLP (M2)","ZOSTAVAX (D3)",0,148,4,647,18,"",0,0,4.67857050956651e-08,1.33400473042336e-08
"936","HPV-VLP (M2)","YF VAX (ANY)",1,147,2,647,28,"LIF",0.15,3.57,0.000268456375838927,5.96515782309081e-05
"937","HPV-VLP (M2)","YF17D (D3)",4,144,30,647,114,"CD38,RIGI,LAMP3,SERPING1",0.62,3.51,5.04339933726849e-30,3.57820782378102e-30
"938","HPV-VLP (M2)","YF VAX (D4-7)",16,132,97,647,490,"CHGA,ITGA6,LRP1,PECAM1,APOBEC3B,RIGI,FPR2,IFITM1,IFITM2,IL1RN,ISG20,LIF,PSMB9,RBX1,SERPING1,TNFSF10",2.47,3.27,7.90988338901706e-52,1.43824885813363e-51
"939","HPV-VLP (M2)","STAMARIL (D10)",16,132,80,647,440,"SNCA,ADAR,AIM2,CASP1,CCNB2,CD38,RIGI,GCH1,IFITM1,IL15,IL1R2,IL1RN,MICB,SERPING1,TAP2,TNFSF10",2.47,3.64,8.22522158865322e-46,1.0882399472227e-45
"940","HPV-VLP (M2)","STAMARIL (D14)",2,146,12,647,68,"CCNB2,CD38",0.31,2.94,2.36340417933058e-16,1.03001607934936e-16
"941","HPV-VLP (M2)","STAMARIL (D28)",1,147,14,647,79,"IL1RN",0.15,1.27,2.71843130817872e-19,1.34007664133329e-19
"942","HPV-VLP (M2)","STAMARIL (D3)",12,136,96,647,500,"GRN,ADAR,AIM2,C1QB,CASP1,RIGI,IFITM1,IL1RN,MICB,SERPING1,TAP2,TNFSF10",1.85,2.4,5.02551029509756e-55,1.07885608511588e-54
"943","HPV-VLP (M2)","STAMARIL (D60)",3,145,18,647,100,"NOD2,IL15,MICB",0.46,3,2.41761938191753e-21,1.28302593285617e-21
"944","HPV-VLP (M2)","STAMARIL (D7)",22,126,128,647,684,"GRN,NOD2,ADAR,AIM2,C1QB,CCNB2,CD38,RIGI,GCH1,GNLY,GZMB,IDO1,IFITM1,IL15,IL1R2,IL1RN,ISG20,LAMP3,MICB,SERPING1,TAP2,TNFSF10",3.4,3.22,4.9090850985568e-56,1.09999105518568e-55
"945","HPV-VLP (M2)","BBIBP (V3, D14)",0,148,5,647,34,"",0,0,1.52894461096945e-09,4.71067393005343e-10
"946","HPV-VLP (M2)","BBIBP (V3, D28)",0,148,1,647,6,"",0,0,0.00671140939597316,0.00133127031893867
"947","HPV-VLP (M2)","BNT (V1, D6)",0,148,2,647,7,"",0,0,8.94854586129753e-05,2.07426537561325e-05
"948","HPV-VLP (M2)","BNT (V2, D1)",16,132,84,647,371,"AIM2,APOL1,C1QB,C2,CFB,CXCL11,CXCL9,RIGI,GCH1,IDO1,ISG20,LAMP3,LIF,SERPING1,TAP2,TNFSF10",2.47,4.31,2.74231493032179e-47,3.88297426787304e-47
"949","HPV-VLP (M2)","BNT (V3, D1)",21,127,103,647,463,"CPLX2,AIM2,APOBEC3B,APOL1,C1QB,C2,CFB,CXCL11,CXCL9,RIGI,GCH1,ICAM1,IDO1,IFITM1,ISG20,LAMP3,LIF,PSMB9,SERPING1,TAP2,TNFSF10",3.25,4.54,9.28704820350338e-50,1.51112167161806e-49
"950","HPV-VLP (M2)","BNT-I (D1)",15,133,105,647,473,"CD14,CHGA,CTSK,CXCL2,FCGRT,SLC11A1,CCL24,CD83,GAPDH,ICAM1,IL1R2,JAG1,PIK3R3,RGS1,TNF",2.32,3.17,2.52771985999317e-55,5.47943283018181e-55
"951","HPV-VLP (M2)","BNT-I (D10, mild)",45,103,472,647,2154,"ALOX5,CTSD,CTSK,DPP4,ITGA6,LCK,LEF1,LY86,MERTK,NOD2,PYCARD,S100A8,VNN1,VPREB3,ADAR,AIM2,C1QB,CASP1,CCL4,CCNB2,CD1E,CDK6,CFB,CFH,CTLA4,CXCL11,FASLG,GAPDH,GCH1,GNLY,GZMA,GZMB,IFITM1,IFITM2,IL15,IL1R2,IL1RN,IL21R,JAG1,LAMP3,MPO,PSMB9,SERPING1,SLAMF1,TLR2",6.96,2.09,4.11585442106616e-82,2.76674958167881e-81
"952","HPV-VLP (M2)","BNT-I (D10, severe)",58,90,479,647,2204,"ALOX5,CHGA,CTSD,CXCL2,DPP4,ITGA6,LCK,LEF1,LGMN,MERTK,NOD2,PYCARD,S100A8,VNN1,VPREB3,ADAR,AICDA,AIM2,APOBEC3B,APOL1,C1QB,C2,C5,CASP1,CCL20,CCNB2,CD1E,CD38,CD40,CDK6,CFB,CFH,CH25H,CLEC10A,CTLA4,CXCL11,ENPP2,FASLG,GAPDH,GNLY,HLA-DQA1,IFITM1,IFITM2,IL15,IL1R2,IL1RN,IL21R,IL2RA,JAG1,LAMP3,LTA,MPO,PSMB9,SERPING1,SLAMF1,TLR2,TNF,TNFSF10",8.96,2.63,1.58035273933614e-69,6.00981394635888e-69
"953","HPV-VLP (M2)","BNT-I (D26, mild)",21,127,264,647,1228,"ALOX5,CTSD,CTSK,LCK,LEF1,MERTK,S100A8,SLC11A1,VNN1,VPREB3,CCNB2,CD40,ENPP2,FASLG,GAPDH,GNLY,IL1R2,IL21R,JAG1,SLAMF1,TLR2",3.25,1.71,1.16900464344491e-84,9.97393826712141e-84
"954","HPV-VLP (M2)","BNT-I (D26, severe)",10,138,53,647,265,"CXCL2,MAD1L1,S100A8,VPREB3,CCNB2,CD40,CH25H,CLEC10A,JAG1,TLR2",1.55,3.77,8.81059171658928e-39,8.26996903804008e-39
"955","HPV-VLP (M2)","BNT-I (D3)",11,137,81,647,331,"CHGA,S100A8,TENM1,VNN1,CLEC10A,EBI3,ICAM1,IL1R2,JAG1,RGS1,TLR2",1.7,3.32,2.36140435396376e-50,4.02949661187659e-50
"956","HPV-VLP (M2)","BNT-I (D4)",1,147,11,647,34,"SNCA",0.15,2.94,4.15543591970213e-16,1.78299380411528e-16
"957","HPV-VLP (M2)","BNT-I-BNT (D51, mild)",6,142,51,647,234,"VPREB3,CD40,GAPDH,IL21R,MPO,TLR2",0.93,2.56,3.64895356244044e-41,3.80620959773681e-41
"958","HPV-VLP (M2)","BNT-I-BNT (D51, severe)",0,148,9,647,22,"",0,0,7.90855008899667e-15,3.16672895052382e-15
"959","HPV-VLP (M2)","BNT-MO (V3, D1)",27,121,144,647,624,"CXCL2,NOD2,AIM2,APOBEC3B,APOL1,C1QB,C2,CASP1,CXCL11,CXCL9,RIGI,GCH1,ICAM1,IDO1,IFITM1,IL1B,IL1RN,ISG20,LAMP3,LIF,MICB,PSMB9,RGS1,SERPING1,TAP2,TNFSF10,XCL1",4.17,4.33,9.56888395934326e-56,2.12268267641499e-55
"960","HPV-VLP (M2)","ChAd (V1, D3)",23,125,100,647,511,"CFD,CXCL2,GRN,HAMP,PYCARD,AIM2,APOBEC3B,BATF3,C1QB,C2,CD1E,CFB,CXCL11,CXCL9,IDO1,IFITM1,IL15,IL1R2,IL3,LAMP3,PSMB9,SERPING1,TNFSF10",3.55,4.5,2.31269613696431e-47,3.28865082359262e-47
"961","HPV-VLP (M2)","ChAd (V1, D6)",1,147,82,647,176,"CCNB2",0.15,0.57,1.29998373366822e-62,3.61980403239755e-62
"962","HPV-VLP (M2)","ChAd (V1, D7)",3,145,28,647,151,"APOBEC3B,CCNB2,CD38",0.46,1.99,1.77024665240619e-29,1.23360310126467e-29
"963","HPV-VLP (M2)","ChAd (V2, D1)",20,128,107,647,427,"CXCL2,AIM2,APOL1,C1QB,C2,CASP1,CD209,CFB,CXCL11,RIGI,GCH1,IDO1,IFITM1,IL1RN,ISG20,LAMP3,LIF,SERPING1,TAP2,TNFSF10",3.09,4.68,9.44683466410727e-52,1.71303127727817e-51
"964","HPV-VLP (M2)","ChAd (V2, D3)",2,146,8,647,28,"CFD,CHGA",0.31,7.14,6.20821181986239e-12,2.12856066969599e-12
"965","HPV-VLP (M2)","ChAd (V2, D7)",1,147,0,647,15,"XCL1",0.15,6.67,1,0.173849366793586
"966","HPV-VLP (M2)","ChAd-BNT (V2, D3)",31,117,125,647,606,"CFD,CYBA,HAMP,AIM2,APOBEC3B,APOL1,C1QB,C2,CCL13,CCL18,CCL19,CCL20,CCL24,CCL7,CD38,CFB,CSF2,CXCL11,CXCL9,EBI3,ENPP2,GCH1,GCNT1,IDO1,IL1R2,IL1RN,IL6,LAMP3,SERPING1,TBX1,TNFSF10",4.79,5.12,1.78640844542934e-48,2.67758234286921e-48
"967","HPV-VLP (M2)","ChAd-BNT (V2, D7)",21,127,71,647,406,"CXCL2,SNCA,APOBEC3B,CCL17,CCL20,CCL4,CCL7,CCNB2,CD38,CD83,CSF2,CXCL11,FPR2,ICAM1,IL1B,IL1R2,IL1RN,IL5,SERPING1,TNF,TRIM15",3.25,5.17,5.99501287609064e-39,5.66712123382589e-39
"968","HPV-VLP (M2)","ChAd-BNT (V3, D1)",35,113,173,647,785,"CXCL2,VPREB3,ADAR,AIM2,APOL1,BATF3,C1QB,C2,CASP1,CD209,CD40,CD83,CFB,CXCL11,CXCL9,RIGI,FASLG,GCH1,GNLY,HLA-DQA1,ICAM1,IDO1,IFITM1,IL15,IL1B,IL1RN,ISG20,LAMP3,LIF,MICB,PSMB9,RGS1,SERPING1,TAP2,TNFSF10",5.41,4.46,8.7812908649878e-56,1.95448443702818e-55
"969","HPV-VLP (M2)","I (D10, moderate)",38,110,353,647,1572,"CTSK,CXCL2,DPP4,LCK,LEF1,LY86,MERTK,NOD2,S100A8,VNN1,AIM2,APOBEC3B,C1QB,C2,C5,CASP1,CCNB2,CD1E,CD38,CFB,CH25H,CLEC10A,CXCL11,GCH1,GCNT1,GNLY,HLA-DQA1,ICAM1,IFITM1,IL15,IL1R2,IL1RN,IL21R,JAG1,LAMP3,SERPING1,TLR2,TNFSF10",5.87,2.42,2.13840392926835e-78,1.16647371076384e-77
"970","HPV-VLP (M2)","I (D10, severe)",38,110,391,647,1793,"ALOX5,CD180,CFD,CHGA,CXCL2,DPP4,ITGA6,LCK,LEF1,LRP1,MAD1L1,MERTK,RNASET2,S100A8,SLC11A1,TENM1,VNN1,AICDA,AIM2,CCL20,CCNB2,CD209,CD40,CDK6,CH25H,CLEC10A,CTLA4,GAPDH,HLA-DQA1,IDO1,IFITM1,IFITM2,IL1R2,IL21R,JAG1,MPO,SLAMF1,TLR2",5.87,2.12,2.56905744171152e-82,1.83838263264295e-81
"971","HPV-VLP (M2)","I (D26, moderate)",22,126,224,647,1024,"ALOX5,CTSK,CXCL2,LCK,LEF1,LY86,MERTK,S100A8,SLC11A1,SNCA,VNN1,CCNB2,CH25H,FASLG,GAPDH,HLA-DQA1,IFITM2,IL1R2,IL21R,JAG1,MPO,TLR2",3.4,2.15,8.246366570075e-77,4.09546180738344e-76
"972","HPV-VLP (M2)","I (D26, severe)",33,115,380,647,1585,"CD14,CFD,CTSK,CXCL2,CYBA,GRN,IRF3,LCK,LEF1,LRP1,MAD1L1,PLD3,S100A8,TENM1,TNFRSF14,VNN1,AIM2,CCL20,CCNB2,CD209,CD40,CH25H,CLEC10A,FASLG,GNLY,GZMB,ICAM1,IL1R2,IL1RN,IL21R,JAG1,MPO,TLR2",5.1,2.08,1.57084380003861e-86,1.49341326496973e-85
"973","HPV-VLP (M2)","I (D51, moderate)",1,147,9,647,26,"SNCA",0.15,3.85,7.90855008899674e-14,2.99721156934546e-14
"974","HPV-VLP (M2)","I (D51, severe)",30,118,262,647,1214,"ALOX5,CFD,CHGA,CXCL2,FCGRT,ITGA6,LEF1,NOD2,S100A8,VNN1,AICDA,AIM2,CCL20,CCNB2,CD209,CH25H,CLEC10A,GAPDH,GCH1,ICAM1,IFITM1,IFITM2,IFNG,IL1R2,IL1RN,ISG20,JAG1,MPO,PSMB9,TLR2",4.64,2.47,6.41876106421984e-75,2.94596952306081e-74
"975","HPV-VLP (M2)","I-I (D1)",1,147,13,647,50,"VPREB3",0.15,2,2.93590581283303e-18,1.39959293915755e-18
"976","HPV-VLP (M2)","ZF2001 (V3, D07)",16,132,145,647,651,"CHST3,CPLX2,CXCL2,CCL20,CCL4,CD83,FASLG,ICAM1,IL1B,IL1RN,IL2,PTAFR,RGS1,SHH,TBX1,TNF",2.47,2.46,6.18245173247698e-66,1.96860911044849e-65
"977","HPV-VLP (M2)","ZF2001 (V3, D14)",5,143,21,647,98,"CXCL2,IFNG,IL1B,IL1RN,IL6",0.77,5.1,2.0124291097754e-22,1.10500187067334e-22
"978","HPV-VLP (M2)","ZF2001 (V3, D28)",5,143,12,647,93,"CXCL2,CCL20,FPR2,IFNG,IL1B",0.77,5.38,1.6071148419448e-14,6.31735083374601e-15
"979","INFLUENZA (D1)","MONOV INFLUENZA A (D1)",18,42,182,222,763,"AZU1,PLD4,FLT1,FCGR1A,DDX60,GBP6,GCH1,HLA-DMA,HLA-DMB,HLA-DRA,IFI44,IFI44L,OAS1,OAS2,OAS3,PDCD1LG2,RSAD2,IFIT1",8.11,2.36,4.32037411078534e-33,3.33162108191036e-33
"980","INFLUENZA (D1)","PANDEMRIX (D1)",1,59,39,222,277,"HLA-DRA",0.45,0.36,7.2747196751725e-27,4.65956911082582e-27
"981","INFLUENZA (D1)","FLUARIX FLUVIRIN (D28)",1,59,30,222,119,"OAS2",0.45,0.84,4.60533077030192e-23,2.56900782311969e-23
"982","INFLUENZA (D1)","MONOV INFLUENZA A (D28)",3,57,23,222,138,"SLC15A3,HLA-DMB,HLA-DRA",1.35,2.17,1.41754854212291e-17,6.56030598164136e-18
"983","INFLUENZA (D1)","FLUARIX FLUVIRIN (D3)",1,59,145,222,603,"RNASE2",0.45,0.17,3.59662823546342e-51,6.38277189386854e-51
"984","INFLUENZA (D1)","INFLUENZA (D3)",12,48,109,222,521,"CD1D,HLA-DQA1,LILRA4,LILRA5,LYL1,SLC15A3,FCN1,RNASE2,S100A12,HLA-DRA,IGLV5-52,IGKV2D-30",5.41,2.3,3.29369992107077e-31,2.41669467220167e-31
"985","INFLUENZA (D1)","MONOV INFLUENZA A (D3)",12,48,42,222,164,"FCGR1A,DDX60,GBP6,GCH1,HLA-DRA,IFI44,IFI44L,OAS1,OAS2,OAS3,RSAD2,IFIT1",5.41,7.32,4.21940530158851e-18,1.99148561563068e-18
"986","INFLUENZA (D1)","PANDEMRIX (D3)",0,60,5,222,34,"",0,0,1.21067016889333e-07,3.37252155447293e-08
"987","INFLUENZA (D1)","PANDEMRIX (D30)",0,60,6,222,39,"",0,0,1.10060924444848e-08,3.2510002798837e-09
"988","INFLUENZA (D1)","FLUAD (D7)",0,60,52,222,150,"",0,0,3.39910511670365e-33,2.62728076422301e-33
"989","INFLUENZA (D1)","FLUARIX FLUVIRIN (D7)",11,49,302,222,1183,"PTPN22,LILRA5,CD83,CCL3,RNASE2,DDX60,IFI44,OAS3,IFIT1,IGLV3-25,XRCC4",4.95,0.93,2.63485911314643e-50,4.48462034894272e-50
"990","INFLUENZA (D1)","INFLUENZA (D7)",10,50,75,222,252,"TTLL1,LILRA4,S100A12,GBP6,IFI44,IFI44L,OAS1,OAS2,OAS3,RSAD2",4.5,3.97,2.40096662758845e-27,1.56650214587896e-27
"991","INFLUENZA (D1)","PANDEMRIX (D7)",5,55,43,222,239,"IFI44,OAS1,OAS2,OAS3,IFIT1",2.25,2.09,8.69240527106255e-24,4.97827496984196e-24
"992","INFLUENZA (D1)","INACTIVATED INFLUENZA (D0)",0,60,2,222,3,"",0,0,0.000528820729772607,0.000113855629389199
"993","INFLUENZA (D1)","FLUZONE (D1)",1,59,5,222,21,"FCGR1A",0.45,4.76,7.26402101336001e-07,1.94299533608581e-07
"994","INFLUENZA (D1)","FLUZONE (D30)",0,60,2,222,5,"",0,0,0.000528820729772607,0.000113855629389199
"995","INFLUENZA (D1)","FLUZONE (D7)",0,60,11,222,86,"",0,0,3.90541493750223e-13,1.42257010542109e-13
"996","INFLUENZA (D1)","FLUMIST (D3)",6,54,171,222,747,"FCN1,DDX60,HLA-DMB,OAS1,OAS2,OAS3",2.7,0.8,2.25877830610794e-46,3.06152040390601e-46
"997","INFLUENZA (D1)","FLUMIST (D7)",17,43,621,222,2520,"FLNB,CD1D,PTPN22,LILRA4,LYL1,CCR9,FCN1,CD83,CCL3,FCGR1A,RNASE2,DDX60,IFI44,OAS1,OAS2,OAS3,XRCC4",7.66,0.67,1.35524942842811e-54,2.82731105975515e-54
"998","INFLUENZA (D1)","FLUMIST (D1)",0,60,2,222,4,"",0,0,0.000528820729772607,0.000113855629389199
"999","INFLUENZA (D1)","FLUENZ (D3-4)",0,60,5,222,32,"",0,0,1.21067016889333e-07,3.37252155447293e-08
"1000","INFLUENZA (D1)","FLUMIST (D30)",0,60,2,222,3,"",0,0,0.000528820729772607,0.000113855629389199
"1001","INFLUENZA (D1)","FLUENZ (D6-7)",0,60,8,222,67,"",0,0,1.35281206516933e-10,4.33874782690764e-11
"1002","INFLUENZA (D1)","MENACTRA (D3)",0,60,29,222,175,"",0,0,4.45677171319542e-24,2.58809857539419e-24
"1003","INFLUENZA (D1)","MENACTRA (D7)",0,60,9,222,26,"",0,0,1.76453747630783e-11,5.93976495403665e-12
"1004","INFLUENZA (D1)","WETVAX (D2-4)",6,54,33,222,185,"FCGR1A,GCH1,IFI44,IFI44L,RSAD2,IFIT1",2.7,3.24,2.03788405630743e-19,1.01360419766193e-19
"1005","INFLUENZA (D1)","WETVAX (D5-7)",12,48,170,222,859,"FLNB,FCN1,FCGR1A,GZMM,GCH1,HLA-DRA,IFI44,IFI44L,OAS1,OAS2,RSAD2,IFIT1",5.41,1.4,1.48175575098088e-38,1.36958555661998e-38
"1006","INFLUENZA (D1)","WETVAX (D50-60)",2,58,67,222,340,"PTPN22,OAS1",0.9,0.59,2.36320678840531e-34,1.92262003718632e-34
"1007","INFLUENZA (D1)","BCG (D7)",0,60,3,222,4,"",0,0,2.51819395129813e-05,6.10953857337313e-06
"1008","INFLUENZA (D1)","MVA85A (D2)",9,51,47,222,286,"CD68,SLC15A3,CCL3,FCGR1A,RNASE2,IFI44,IFI44L,RSAD2,IFIT1",4.05,3.15,1.35237208010735e-21,7.22889450649829e-22
"1009","INFLUENZA (D1)","ZOSTAVAX (D1)",0,60,1,222,17,"",0,0,0.0163934426229508,0.00310377247900495
"1010","INFLUENZA (D1)","ZOSTAVAX (D3)",1,59,3,222,18,"IFI44L",0.45,5.56,0.000100727758051925,2.32756448705035e-05
"1011","INFLUENZA (D1)","YF VAX (ANY)",0,60,3,222,28,"",0,0,2.51819395129813e-05,6.10953857337313e-06
"1012","INFLUENZA (D1)","YF17D (D3)",8,52,26,222,114,"DDX60,IFI44,IFI44L,OAS1,OAS2,OAS3,RSAD2,IFIT1",3.6,7.02,2.51488181656109e-15,1.04211844353909e-15
"1013","INFLUENZA (D1)","YF VAX (D4-7)",6,54,107,222,490,"IFI44,IFI44L,OAS1,OAS2,OAS3,IFIT1",2.7,1.22,1.71491403892776e-37,1.54225319363666e-37
"1014","INFLUENZA (D1)","STAMARIL (D10)",9,51,87,222,440,"DDX60,GCH1,IFI44,IFI44L,OAS1,OAS2,OAS3,RSAD2,IFIT1",4.05,2.05,1.31652253881283e-30,9.4923040313406e-31
"1015","INFLUENZA (D1)","STAMARIL (D14)",0,60,14,222,68,"",0,0,2.19297025368818e-15,9.11562500764078e-16
"1016","INFLUENZA (D1)","STAMARIL (D28)",0,60,15,222,79,"",0,0,4.38594050737635e-16,1.87947400350713e-16
"1017","INFLUENZA (D1)","STAMARIL (D3)",10,50,98,222,500,"CD68,FCN1,DDX60,IFI44,IFI44L,OAS1,OAS2,OAS3,RSAD2,IFIT1",4.5,2,1.6389705296199e-31,1.21191923222557e-31
"1018","INFLUENZA (D1)","STAMARIL (D60)",1,59,20,222,100,"FCN1",0.45,1,5.94006282755229e-18,2.78582406299892e-18
"1019","INFLUENZA (D1)","STAMARIL (D7)",12,48,138,222,684,"CD68,FCN1,S100A12,DDX60,GCH1,IFI44,IFI44L,OAS1,OAS2,OAS3,RSAD2,IFIT1",5.41,1.75,5.00870816771486e-35,4.17703273906973e-35
"1020","INFLUENZA (D1)","BBIBP (V3, D14)",1,59,4,222,34,"CCL3",0.45,2.94,7.86935609780666e-06,1.97474362589113e-06
"1021","INFLUENZA (D1)","BBIBP (V3, D28)",0,60,1,222,6,"",0,0,0.0163934426229508,0.00310377247900495
"1022","INFLUENZA (D1)","BNT (V1, D6)",0,60,2,222,7,"",0,0,0.000528820729772607,0.000113855629389199
"1023","INFLUENZA (D1)","BNT (V2, D1)",13,47,87,222,371,"FCGR1A,DDX60,GBP6,GCH1,IFI44,IFI44L,OAS1,OAS2,OAS3,PDCD1LG2,RSAD2,IFIT1,CLEC6A",5.86,3.5,7.22011341574316e-27,4.63798464574561e-27
"1024","INFLUENZA (D1)","BNT (V3, D1)",15,45,109,222,463,"CRISP3,CCL3,FCGR1A,DDX60,GBP6,GCH1,IFI44,IFI44L,OAS1,OAS2,OAS3,PDCD1LG2,RSAD2,IFIT1,CLEC6A",6.76,3.24,2.24495691059813e-28,1.50757663321395e-28
"1025","INFLUENZA (D1)","BNT-I (D1)",3,57,117,222,473,"PADI4,SLC15A3,CD83",1.35,0.63,2.64844866756704e-43,3.06002307381416e-43
"1026","INFLUENZA (D1)","BNT-I (D10, mild)",25,35,492,222,2154,"AZU1,FLNB,PLD4,TTLL1,CRISP3,CTSD,LILRA4,LILRA5,CCR9,FCGR1A,GZMM,MIR17HG,RNASE2,S100A12,DDX60,GBP6,GCH1,IFI44,IFI44L,OAS1,OAS2,OAS3,RSAD2,IFIT1,XRCC4",11.26,1.16,1.73722504355403e-39,1.69022694986219e-39
"1027","INFLUENZA (D1)","BNT-I (D10, severe)",24,36,513,222,2204,"AZU1,FLNB,PLD4,CRISP3,CTSD,PADI4,HLA-DQA1,LILRA5,CCR9,FCGR1A,GZMM,MIR17HG,RNASE2,S100A12,DDX60,GBP6,IFI44,IFI44L,OAS1,OAS2,OAS3,PDCD1LG2,RSAD2,IFIT1",10.81,1.09,2.09689955343922e-41,2.218564319444e-41
"1028","INFLUENZA (D1)","BNT-I (D26, mild)",7,53,278,222,1228,"FLNB,PLD4,CRISP3,CTSD,LILRA5,CCR9,S100A12",3.15,0.57,1.13573302476945e-54,2.37680841651591e-54
"1029","INFLUENZA (D1)","BNT-I (D26, severe)",3,57,60,222,265,"PLD4,CRISP3,S100A12",1.35,1.13,8.22047041737936e-31,5.93994033878008e-31
"1030","INFLUENZA (D1)","BNT-I (D3)",5,55,87,222,331,"LILRA5,SLC15A3,FCGR1A,S100A12,GBP6",2.25,1.51,4.99349299481081e-35,4.16956900698075e-35
"1031","INFLUENZA (D1)","BNT-I (D4)",1,59,11,222,34,"EPHB3",0.45,2.94,4.68649792500268e-12,1.62609108400688e-12
"1032","INFLUENZA (D1)","BNT-I-BNT (D51, mild)",2,58,55,222,234,"AZU1,CRISP3",0.9,0.85,5.76432774904543e-31,4.18791862798369e-31
"1033","INFLUENZA (D1)","BNT-I-BNT (D51, severe)",0,60,9,222,22,"",0,0,1.76453747630783e-11,5.93976495403665e-12
"1034","INFLUENZA (D1)","BNT-MO (V3, D1)",16,44,155,222,624,"LILRA5,IGHV3-74,CCL3,FCGR1A,DDX60,GBP6,GCH1,IFI44,IFI44L,OAS1,OAS2,OAS3,PDCD1LG2,RSAD2,IFIT1,CLEC6A",7.21,2.56,1.06389947104445e-32,8.11019677663524e-33
"1035","INFLUENZA (D1)","ChAd (V1, D3)",14,46,109,222,511,"LILRA5,FCN1,FCGR1A,RNASE2,DDX60,IFI44,IFI44L,OAS1,OAS2,OAS3,PDCD1LG2,RSAD2,IFIT1,CLEC6A",6.31,2.74,2.71567368217515e-29,1.88257112338082e-29
"1036","INFLUENZA (D1)","ChAd (V1, D6)",8,52,75,222,176,"IGHV3-74,IGKV1-9,IGKV1D-12,IGKV2-30,IGKV2D-30,IGLV1-47,IGLV3-25,IGLV6-57",3.6,4.55,3.02642852217024e-29,2.09145813869015e-29
"1037","INFLUENZA (D1)","ChAd (V1, D7)",2,58,29,222,151,"AZU1,CCL3",0.9,1.32,2.07239884663586e-21,1.10245551546108e-21
"1038","INFLUENZA (D1)","ChAd (V2, D1)",13,47,114,222,427,"FCGR1A,DDX60,GBP6,GCH1,IFI44,IFI44L,OAS1,OAS2,OAS3,PDCD1LG2,RSAD2,IFIT1,CLEC6A",5.86,3.04,6.2653127283987e-31,4.53703661641037e-31
"1039","INFLUENZA (D1)","ChAd (V2, D3)",1,59,9,222,28,"LYL1",0.45,3.57,1.76453747630784e-10,5.62939372681236e-11
"1040","INFLUENZA (D1)","ChAd (V2, D7)",0,60,1,222,15,"",0,0,0.0163934426229508,0.00310377247900495
