"source","target","value","type"
"Metabolism","MOXD1",0,"Directed"
"Cellular","XPC",0,"Directed"
"Metabolism","XPC",0,"Directed"
"Reg. of BP","XPC",0,"Directed"
"Cellular","APPBP2",0,"Directed"
"Metabolism","APPBP2",0,"Directed"
"Cellular","ARHGAP11A",0,"Directed"
"Reg. of BP","ARHGAP11A",0,"Directed"
"Cellular","GCLM",0,"Directed"
"Metabolism","GCLM",0,"Directed"
"Reg. of BP","GCLM",0,"Directed"
"Cellular","PDK3",0,"Directed"
"Metabolism","PDK3",0,"Directed"
"Reg. of BP","PDK3",0,"Directed"
"Cellular","RBP1",0,"Directed"
"Metabolism","RBP1",0,"Directed"
"Cellular","ABCB4",0,"Directed"
"Metabolism","ABCB4",0,"Directed"
"Reg. of BP","ABCB4",0,"Directed"
"Cellular","ERBB3",0,"Directed"
"Metabolism","ERBB3",0,"Directed"
"Reg. of BP","ERBB3",0,"Directed"
"Cellular","OPCML",0,"Directed"
"Cellular","RCVRN",0,"Directed"
"Reg. of BP","RCVRN",0,"Directed"
"Cellular","DHPS",0,"Directed"
"Immune system","DHPS",0,"Directed"
"Metabolism","DHPS",0,"Directed"
"Reg. of BP","DHPS",0,"Directed"
"Cellular","NOTCH3",0,"Directed"
"Metabolism","NOTCH3",0,"Directed"
"Reg. of BP","NOTCH3",0,"Directed"
"Cellular","ZSCAN12",0,"Directed"
"Metabolism","ZSCAN12",0,"Directed"
"Reg. of BP","ZSCAN12",0,"Directed"
"Cellular","MAGI1",0,"Directed"
"Reg. of BP","MAGI1",0,"Directed"
"Metabolism","KLK11",0,"Directed"
"Cellular","COBL",0,"Directed"
"Reg. of BP","COBL",0,"Directed"
"Cellular","EPM2AIP1",0,"Directed"
"Metabolism","EPM2AIP1",0,"Directed"
"Reg. of BP","EPM2AIP1",0,"Directed"
"Cellular","SOGA1",0,"Directed"
"Metabolism","SOGA1",0,"Directed"
"Reg. of BP","SOGA1",0,"Directed"
"Cellular","RPGRIP1L",0,"Directed"
"Reg. of BP","RPGRIP1L",0,"Directed"
"Cellular","ITGB1BP1",0,"Directed"
"Metabolism","ITGB1BP1",0,"Directed"
"Reg. of BP","ITGB1BP1",0,"Directed"
"Cellular","SRSF8",0,"Directed"
"Metabolism","SRSF8",0,"Directed"
"Cellular","UBE2V2",0,"Directed"
"Metabolism","UBE2V2",0,"Directed"
"Reg. of BP","UBE2V2",0,"Directed"
"Cellular","MAGEC1",0,"Directed"
"Metabolism","MAGEC1",0,"Directed"
"Reg. of BP","MAGEC1",0,"Directed"
"Cellular","UPK1A",0,"Directed"
"Cellular","MATN3",0,"Directed"
"Cellular","BBC3",0,"Directed"
"Metabolism","BBC3",0,"Directed"
"Reg. of BP","BBC3",0,"Directed"
"Cellular","PSMD3",0,"Directed"
"Metabolism","PSMD3",0,"Directed"
"Reg. of BP","PSMD3",0,"Directed"
"Cellular","NPY6R",0,"Directed"
"Reg. of BP","NPY6R",0,"Directed"
"Cellular","TST",0,"Directed"
"Metabolism","TST",0,"Directed"
"Cellular","PFN1",0,"Directed"
"Metabolism","PFN1",0,"Directed"
"Reg. of BP","PFN1",0,"Directed"
"Cellular","DARS1",0,"Directed"
"Metabolism","DARS1",0,"Directed"
"Cellular","CKMT2",0,"Directed"
"Metabolism","CKMT2",0,"Directed"
"Cellular","ASCL1",0,"Directed"
"Metabolism","ASCL1",0,"Directed"
"Reg. of BP","ASCL1",0,"Directed"
"Reg. of BP","PROCR",0,"Directed"
"Cellular","EEA1",0,"Directed"
"Interspecies interaction","EEA1",0,"Directed"
"Reg. of BP","EEA1",0,"Directed"
"Cellular","ASPA",0,"Directed"
"Metabolism","ASPA",0,"Directed"
"Reg. of BP","ASPA",0,"Directed"
"Cellular","RNASE1",0,"Directed"
"Interspecies interaction","RNASE1",0,"Directed"
"Metabolism","RNASE1",0,"Directed"
"Cellular","SLC19A1",0,"Directed"
"Metabolism","SLC19A1",0,"Directed"
"Cellular","UNC119",0,"Directed"
"Metabolism","UNC119",0,"Directed"
"Reg. of BP","UNC119",0,"Directed"
"Cellular","SMARCD2",0,"Directed"
"Immune system","SMARCD2",0,"Directed"
"Metabolism","SMARCD2",0,"Directed"
"Reg. of BP","SMARCD2",0,"Directed"
"Cellular","ABCG1",0,"Directed"
"Metabolism","ABCG1",0,"Directed"
"Reg. of BP","ABCG1",0,"Directed"
"Cellular","RYR2",0,"Directed"
"Reg. of BP","RYR2",0,"Directed"
"Cellular","SPIN2A",0,"Directed"
"Metabolism","SPIN2A",0,"Directed"
"Reg. of BP","SPIN2A",0,"Directed"
"Cellular","SGK1",0,"Directed"
"Metabolism","SGK1",0,"Directed"
"Reg. of BP","SGK1",0,"Directed"
"Cellular","PLK4",0,"Directed"
"Metabolism","PLK4",0,"Directed"
"Reg. of BP","PLK4",0,"Directed"
"Cellular","ANXA2",0,"Directed"
"Metabolism","ANXA2",0,"Directed"
"Reg. of BP","ANXA2",0,"Directed"
"Cellular","CREG1",0,"Directed"
"Metabolism","CREG1",0,"Directed"
"Reg. of BP","CREG1",0,"Directed"
"Cellular","EIF4A1",0,"Directed"
"Metabolism","EIF4A1",0,"Directed"
"Cellular","HSBP1",0,"Directed"
"Metabolism","HSBP1",0,"Directed"
"Reg. of BP","HSBP1",0,"Directed"
"Cellular","PSMA6",0,"Directed"
"Metabolism","PSMA6",0,"Directed"
"Reg. of BP","PSMA6",0,"Directed"
"Cellular","SP110",0,"Directed"
"Metabolism","SP110",0,"Directed"
"Reg. of BP","SP110",0,"Directed"
"Cellular","USP18",0,"Directed"
"Immune system","USP18",0,"Directed"
"Interspecies interaction","USP18",0,"Directed"
"Metabolism","USP18",0,"Directed"
"Reg. of BP","USP18",0,"Directed"
"Cellular","ARL4C",0,"Directed"
"Cellular","B4GALT3",0,"Directed"
"Metabolism","B4GALT3",0,"Directed"
"Cellular","C12orf57",0,"Directed"
"Reg. of BP","C12orf57",0,"Directed"
"Cellular","CBX7",0,"Directed"
"Metabolism","CBX7",0,"Directed"
"Reg. of BP","CBX7",0,"Directed"
"Cellular","EEF1B2",0,"Directed"
"Metabolism","EEF1B2",0,"Directed"
"Cellular","ICAM3",0,"Directed"
"Cellular","KIF22",0,"Directed"
"Metabolism","KIF22",0,"Directed"
"Cellular","LDHB",0,"Directed"
"Metabolism","LDHB",0,"Directed"
"Cellular","RPL10A",0,"Directed"
"Metabolism","RPL10A",0,"Directed"
"Cellular","RPL13",0,"Directed"
"Metabolism","RPL13",0,"Directed"
"Cellular","RPL23A",0,"Directed"
"Metabolism","RPL23A",0,"Directed"
"Cellular","RPL9",0,"Directed"
"Metabolism","RPL9",0,"Directed"
"Cellular","RPS10",0,"Directed"
"Metabolism","RPS10",0,"Directed"
"Cellular","RPS15A",0,"Directed"
"Interspecies interaction","RPS15A",0,"Directed"
"Metabolism","RPS15A",0,"Directed"
"Reg. of BP","RPS15A",0,"Directed"
"Cellular","RPS21",0,"Directed"
"Metabolism","RPS21",0,"Directed"
"Cellular","RPS3A",0,"Directed"
"Metabolism","RPS3A",0,"Directed"
"Reg. of BP","RPS3A",0,"Directed"
"Cellular","TMC6",0,"Directed"
"Cellular","TSPAN4",0,"Directed"
"Cellular","MIR126",0,"Directed"
"Metabolism","MIR126",0,"Directed"
"Reg. of BP","MIR126",0,"Directed"
"Metabolism","MIR199A2",0,"Directed"
"Reg. of BP","MIR199A2",0,"Directed"
"Cellular","MIR221",0,"Directed"
"Immune system","MIR221",0,"Directed"
"Interspecies interaction","MIR221",0,"Directed"
"Metabolism","MIR221",0,"Directed"
"Reg. of BP","MIR221",0,"Directed"
"Cellular","MIR23A",0,"Directed"
"Metabolism","MIR23A",0,"Directed"
"Reg. of BP","MIR23A",0,"Directed"
"Cellular","MIR24-1",0,"Directed"
"Immune system","MIR24-1",0,"Directed"
"Metabolism","MIR24-1",0,"Directed"
"Reg. of BP","MIR24-1",0,"Directed"
"Cellular","MIR30D",0,"Directed"
"Metabolism","MIR30D",0,"Directed"
"Reg. of BP","MIR30D",0,"Directed"
"Cellular","AAMP",0,"Directed"
"Reg. of BP","AAMP",0,"Directed"
"Cellular","ABCD1",0,"Directed"
"Metabolism","ABCD1",0,"Directed"
"Reg. of BP","ABCD1",0,"Directed"
"Cellular","ABHD16A",0,"Directed"
"Metabolism","ABHD16A",0,"Directed"
"Cellular","ABHD3",0,"Directed"
"Metabolism","ABHD3",0,"Directed"
"Cellular","ABI1",0,"Directed"
"Metabolism","ABI1",0,"Directed"
"Reg. of BP","ABI1",0,"Directed"
"Cellular","ABTB2",0,"Directed"
"Cellular","ACER3",0,"Directed"
"Metabolism","ACER3",0,"Directed"
"Reg. of BP","ACER3",0,"Directed"
"Cellular","ACO1",0,"Directed"
"Metabolism","ACO1",0,"Directed"
"Reg. of BP","ACO1",0,"Directed"
"Cellular","ACOT9",0,"Directed"
"Metabolism","ACOT9",0,"Directed"
"Cellular","ACP2",0,"Directed"
"Metabolism","ACP2",0,"Directed"
"Cellular","ACTA2",0,"Directed"
"Interspecies interaction","ACTA2",0,"Directed"
"Metabolism","ACTA2",0,"Directed"
"Reg. of BP","ACTA2",0,"Directed"
"Cellular","ADCY4",0,"Directed"
"Metabolism","ADCY4",0,"Directed"
"Reg. of BP","ADCY4",0,"Directed"
"Cellular","ADPGK",0,"Directed"
"Metabolism","ADPGK",0,"Directed"
"Cellular","ADPRS",0,"Directed"
"Metabolism","ADPRS",0,"Directed"
"Reg. of BP","ADPRS",0,"Directed"
"Cellular","GRK3",0,"Directed"
"Metabolism","GRK3",0,"Directed"
"Reg. of BP","GRK3",0,"Directed"
"Metabolism","AFF1",0,"Directed"
"Reg. of BP","AFF1",0,"Directed"
"Cellular","AFF2",0,"Directed"
"Metabolism","AFF2",0,"Directed"
"Reg. of BP","AFF2",0,"Directed"
"Interspecies interaction","AGBL5",0,"Directed"
"Metabolism","AGBL5",0,"Directed"
"Cellular","AGPAT3",0,"Directed"
"Metabolism","AGPAT3",0,"Directed"
"Cellular","AIG1",0,"Directed"
"Metabolism","AIG1",0,"Directed"
"Cellular","AKAP13",0,"Directed"
"Metabolism","AKAP13",0,"Directed"
"Reg. of BP","AKAP13",0,"Directed"
"Cellular","ALDH2",0,"Directed"
"Metabolism","ALDH2",0,"Directed"
"Reg. of BP","ALDH2",0,"Directed"
"Cellular","AMBRA1",0,"Directed"
"Immune system","AMBRA1",0,"Directed"
"Metabolism","AMBRA1",0,"Directed"
"Reg. of BP","AMBRA1",0,"Directed"
"Cellular","AMER1",0,"Directed"
"Metabolism","AMER1",0,"Directed"
"Reg. of BP","AMER1",0,"Directed"
"Cellular","ANKFY1",0,"Directed"
"Reg. of BP","ANKFY1",0,"Directed"
"Cellular","ANKRD13A",0,"Directed"
"Reg. of BP","ANKRD13A",0,"Directed"
"Cellular","ANXA2P2",0,"Directed"
"Cellular","ANXA4",0,"Directed"
"Metabolism","ANXA4",0,"Directed"
"Reg. of BP","ANXA4",0,"Directed"
"Cellular","ANXA5",0,"Directed"
"Reg. of BP","ANXA5",0,"Directed"
"Cellular","AOAH",0,"Directed"
"Metabolism","AOAH",0,"Directed"
"Reg. of BP","AOAH",0,"Directed"
"Cellular","AP1M2",0,"Directed"
"Cellular","AP1S3",0,"Directed"
"Cellular","AP2S1",0,"Directed"
"Reg. of BP","AP2S1",0,"Directed"
"Cellular","AP5B1",0,"Directed"
"Cellular","APH1A",0,"Directed"
"Metabolism","APH1A",0,"Directed"
"Reg. of BP","APH1A",0,"Directed"
"Cellular","APLP1",0,"Directed"
"Metabolism","APLP1",0,"Directed"
"Reg. of BP","APLP1",0,"Directed"
"Cellular","ARAP2",0,"Directed"
"Reg. of BP","ARAP2",0,"Directed"
"Cellular","ARCN1",0,"Directed"
"Cellular","ARFIP1",0,"Directed"
"Reg. of BP","ARFIP1",0,"Directed"
"Cellular","ARHGAP25",0,"Directed"
"Reg. of BP","ARHGAP25",0,"Directed"
"Cellular","ARHGAP26",0,"Directed"
"Reg. of BP","ARHGAP26",0,"Directed"
"Cellular","ARHGAP27",0,"Directed"
"Reg. of BP","ARHGAP27",0,"Directed"
"Cellular","ARHGEF10L",0,"Directed"
"Reg. of BP","ARHGEF10L",0,"Directed"
"Cellular","ARID4B",0,"Directed"
"Metabolism","ARID4B",0,"Directed"
"Reg. of BP","ARID4B",0,"Directed"
"Cellular","ARL11",0,"Directed"
"Cellular","ARL5B",0,"Directed"
"Cellular","ARPC3",0,"Directed"
"Reg. of BP","ARPC3",0,"Directed"
"Cellular","ARPC5",0,"Directed"
"Reg. of BP","ARPC5",0,"Directed"
"Cellular","ARR3",0,"Directed"
"Metabolism","ARR3",0,"Directed"
"Reg. of BP","ARR3",0,"Directed"
"Cellular","ARSB",0,"Directed"
"Metabolism","ARSB",0,"Directed"
"Reg. of BP","ARSB",0,"Directed"
"Cellular","ASCL2",0,"Directed"
"Metabolism","ASCL2",0,"Directed"
"Reg. of BP","ASCL2",0,"Directed"
"Cellular","ASGR1",0,"Directed"
"Metabolism","ASPHD2",0,"Directed"
"Metabolism","ASPRV1",0,"Directed"
"Cellular","ATF6",0,"Directed"
"Metabolism","ATF6",0,"Directed"
"Reg. of BP","ATF6",0,"Directed"
"Cellular","ATG3",0,"Directed"
"Metabolism","ATG3",0,"Directed"
"Reg. of BP","ATG3",0,"Directed"
"Cellular","ATP1A4",0,"Directed"
"Reg. of BP","ATP1A4",0,"Directed"
"Cellular","ATP5F1B",0,"Directed"
"Metabolism","ATP5F1B",0,"Directed"
"Reg. of BP","ATP5F1B",0,"Directed"
"Cellular","ATP6V0E1",0,"Directed"
"Metabolism","ATP6V0E1",0,"Directed"
"Reg. of BP","ATP6V0E1",0,"Directed"
"Cellular","ATP6V1C2",0,"Directed"
"Metabolism","ATP6V1C2",0,"Directed"
"Reg. of BP","ATP6V1C2",0,"Directed"
"Cellular","ATP6V1G1",0,"Directed"
"Metabolism","ATP6V1G1",0,"Directed"
"Reg. of BP","ATP6V1G1",0,"Directed"
"Cellular","ATXN7L3",0,"Directed"
"Metabolism","ATXN7L3",0,"Directed"
"Reg. of BP","ATXN7L3",0,"Directed"
"Cellular","BAZ1A",0,"Directed"
"Metabolism","BAZ1A",0,"Directed"
"Reg. of BP","BAZ1A",0,"Directed"
"Cellular","BAZ2A",0,"Directed"
"Metabolism","BAZ2A",0,"Directed"
"Reg. of BP","BAZ2A",0,"Directed"
"Cellular","BECN1",0,"Directed"
"Interspecies interaction","BECN1",0,"Directed"
"Metabolism","BECN1",0,"Directed"
"Reg. of BP","BECN1",0,"Directed"
"Cellular","BID",0,"Directed"
"Immune system","BID",0,"Directed"
"Metabolism","BID",0,"Directed"
"Reg. of BP","BID",0,"Directed"
"Cellular","BIN2",0,"Directed"
"Cellular","BIN3",0,"Directed"
"Reg. of BP","BIN3",0,"Directed"
"Cellular","BLZF1",0,"Directed"
"Cellular","BMPR2",0,"Directed"
"Metabolism","BMPR2",0,"Directed"
"Reg. of BP","BMPR2",0,"Directed"
"Cellular","BRCA2",0,"Directed"
"Metabolism","BRCA2",0,"Directed"
"Reg. of BP","BRCA2",0,"Directed"
"Cellular","BRD7",0,"Directed"
"Immune system","BRD7",0,"Directed"
"Metabolism","BRD7",0,"Directed"
"Reg. of BP","BRD7",0,"Directed"
"Cellular","VSIR",0,"Directed"
"Immune system","VSIR",0,"Directed"
"Metabolism","VSIR",0,"Directed"
"Reg. of BP","VSIR",0,"Directed"
"Cellular","PLET1",0,"Directed"
"Reg. of BP","PLET1",0,"Directed"
"Cellular","DDIAS",0,"Directed"
"Reg. of BP","DDIAS",0,"Directed"
"Cellular","TIGAR",0,"Directed"
"Metabolism","TIGAR",0,"Directed"
"Reg. of BP","TIGAR",0,"Directed"
"Cellular","C14orf93",0,"Directed"
"Metabolism","C14orf93",0,"Directed"
"Reg. of BP","C14orf93",0,"Directed"
"Cellular","RMC1",0,"Directed"
"Metabolism","RMC1",0,"Directed"
"Reg. of BP","RMC1",0,"Directed"
"Cellular","C1GALT1",0,"Directed"
"Metabolism","C1GALT1",0,"Directed"
"Cellular","C1GALT1C1",0,"Directed"
"Metabolism","C1GALT1C1",0,"Directed"
"Cellular","C21orf91",0,"Directed"
"Reg. of BP","C21orf91",0,"Directed"
"Cellular","C3orf38",0,"Directed"
"Reg. of BP","C3orf38",0,"Directed"
"Cellular","DIPK2A",0,"Directed"
"Metabolism","DIPK2A",0,"Directed"
"Reg. of BP","DIPK2A",0,"Directed"
"Cellular","C4orf3",0,"Directed"
"Reg. of BP","C4orf3",0,"Directed"
"Cellular","CACNA1A",0,"Directed"
"Reg. of BP","CACNA1A",0,"Directed"
"Cellular","CACNA1E",0,"Directed"
"Reg. of BP","CACNA1E",0,"Directed"
"Cellular","CADM4",0,"Directed"
"Metabolism","CADM4",0,"Directed"
"Reg. of BP","CADM4",0,"Directed"
"Cellular","CALM3",0,"Directed"
"Metabolism","CALM3",0,"Directed"
"Reg. of BP","CALM3",0,"Directed"
"Cellular","CAMK2D",0,"Directed"
"Metabolism","CAMK2D",0,"Directed"
"Reg. of BP","CAMK2D",0,"Directed"
"Cellular","CAPN2",0,"Directed"
"Interspecies interaction","CAPN2",0,"Directed"
"Metabolism","CAPN2",0,"Directed"
"Reg. of BP","CAPN2",0,"Directed"
"Cellular","CAPZA1",0,"Directed"
"Reg. of BP","CAPZA1",0,"Directed"
"Cellular","CAPZA2",0,"Directed"
"Reg. of BP","CAPZA2",0,"Directed"
"Cellular","CARD6",0,"Directed"
"Reg. of BP","CARD6",0,"Directed"
"Cellular","CARS2",0,"Directed"
"Metabolism","CARS2",0,"Directed"
"Cellular","CAST",0,"Directed"
"Metabolism","CAST",0,"Directed"
"Reg. of BP","CAST",0,"Directed"
"Cellular","CATSPERG",0,"Directed"
"Cellular","CBR1",0,"Directed"
"Metabolism","CBR1",0,"Directed"
"Reg. of BP","CBR1",0,"Directed"
"Cellular","CCDC170",0,"Directed"
"Cellular","CCNA1",0,"Directed"
"Metabolism","CCNA1",0,"Directed"
"Reg. of BP","CCNA1",0,"Directed"
"Cellular","CD2AP",0,"Directed"
"Metabolism","CD2AP",0,"Directed"
"Reg. of BP","CD2AP",0,"Directed"
"Cellular","CDC73",0,"Directed"
"Immune system","CDC73",0,"Directed"
"Interspecies interaction","CDC73",0,"Directed"
"Metabolism","CDC73",0,"Directed"
"Reg. of BP","CDC73",0,"Directed"
"Cellular","CDH23",0,"Directed"
"Cellular","CDH6",0,"Directed"
"Reg. of BP","CDH6",0,"Directed"
"Cellular","CDKL5",0,"Directed"
"Metabolism","CDKL5",0,"Directed"
"Reg. of BP","CDKL5",0,"Directed"
"Cellular","CDKN1C",0,"Directed"
"Metabolism","CDKN1C",0,"Directed"
"Reg. of BP","CDKN1C",0,"Directed"
"Cellular","CDKN2D",0,"Directed"
"Metabolism","CDKN2D",0,"Directed"
"Reg. of BP","CDKN2D",0,"Directed"
"Cellular","CENPN",0,"Directed"
"Cellular","CEP164",0,"Directed"
"Metabolism","CEP164",0,"Directed"
"Cellular","CERKL",0,"Directed"
"Metabolism","CERKL",0,"Directed"
"Cellular","CFAP58",0,"Directed"
"Reg. of BP","CFAP58",0,"Directed"
"Cellular","CFLAR",0,"Directed"
"Immune system","CFLAR",0,"Directed"
"Metabolism","CFLAR",0,"Directed"
"Reg. of BP","CFLAR",0,"Directed"
"Cellular","CHMP1A",0,"Directed"
"Interspecies interaction","CHMP1A",0,"Directed"
"Metabolism","CHMP1A",0,"Directed"
"Reg. of BP","CHMP1A",0,"Directed"
"Cellular","CHMP2A",0,"Directed"
"Interspecies interaction","CHMP2A",0,"Directed"
"Metabolism","CHMP2A",0,"Directed"
"Reg. of BP","CHMP2A",0,"Directed"
"Cellular","CHMP2B",0,"Directed"
"Interspecies interaction","CHMP2B",0,"Directed"
"Metabolism","CHMP2B",0,"Directed"
"Reg. of BP","CHMP2B",0,"Directed"
"Cellular","CHMP4B",0,"Directed"
"Interspecies interaction","CHMP4B",0,"Directed"
"Metabolism","CHMP4B",0,"Directed"
"Reg. of BP","CHMP4B",0,"Directed"
"Cellular","CHMP5",0,"Directed"
"Interspecies interaction","CHMP5",0,"Directed"
"Metabolism","CHMP5",0,"Directed"
"Reg. of BP","CHMP5",0,"Directed"
"Cellular","CHN2",0,"Directed"
"Reg. of BP","CHN2",0,"Directed"
"Cellular","CHRNA6",0,"Directed"
"Reg. of BP","CHRNA6",0,"Directed"
"Cellular","CHRNB1",0,"Directed"
"Reg. of BP","CHRNB1",0,"Directed"
"Cellular","CLCN4",0,"Directed"
"Cellular","CLCN7",0,"Directed"
"Cellular","CLDN18",0,"Directed"
"Immune system","CLDN18",0,"Directed"
"Reg. of BP","CLDN18",0,"Directed"
"Cellular","CLEC1A",0,"Directed"
"Reg. of BP","CLEC1A",0,"Directed"
"Cellular","CLIC1",0,"Directed"
"Reg. of BP","CLIC1",0,"Directed"
"Cellular","CLK3",0,"Directed"
"Metabolism","CLK3",0,"Directed"
"Reg. of BP","CLK3",0,"Directed"
"Cellular","CMAHP",0,"Directed"
"Metabolism","CMAHP",0,"Directed"
"Reg. of BP","CMAHP",0,"Directed"
"Cellular","CMTM6",0,"Directed"
"Cellular","CNP",0,"Directed"
"Interspecies interaction","CNP",0,"Directed"
"Metabolism","CNP",0,"Directed"
"Cellular","CNTD1",0,"Directed"
"Metabolism","CNTD1",0,"Directed"
"Reg. of BP","CNTD1",0,"Directed"
"Cellular","CNTLN",0,"Directed"
"Cellular","CNTRL",0,"Directed"
"Cellular","COA6",0,"Directed"
"Metabolism","COA6",0,"Directed"
"Cellular","COL8A2",0,"Directed"
"Cellular","COL9A1",0,"Directed"
"Cellular","COPE",0,"Directed"
"Cellular","COPG1",0,"Directed"
"Cellular","COPZ1",0,"Directed"
"Cellular","COTL1",0,"Directed"
"Interspecies interaction","COTL1",0,"Directed"
"Reg. of BP","COTL1",0,"Directed"
"Cellular","COX5B",0,"Directed"
"Metabolism","COX5B",0,"Directed"
"Cellular","COX6B1",0,"Directed"
"Metabolism","COX6B1",0,"Directed"
"Metabolism","CPB1",0,"Directed"
"Cellular","CPEB2",0,"Directed"
"Metabolism","CPEB2",0,"Directed"
"Reg. of BP","CPEB2",0,"Directed"
"Cellular","CREM",0,"Directed"
"Metabolism","CREM",0,"Directed"
"Reg. of BP","CREM",0,"Directed"
"Cellular","CSNK1G2",0,"Directed"
"Metabolism","CSNK1G2",0,"Directed"
"Reg. of BP","CSNK1G2",0,"Directed"
"Cellular","CST3",0,"Directed"
"Metabolism","CST3",0,"Directed"
"Reg. of BP","CST3",0,"Directed"
"Metabolism","CTBS",0,"Directed"
"Cellular","CTCFL",0,"Directed"
"Metabolism","CTCFL",0,"Directed"
"Reg. of BP","CTCFL",0,"Directed"
"Metabolism","CTRL",0,"Directed"
"Cellular","CTSA",0,"Directed"
"Metabolism","CTSA",0,"Directed"
"Reg. of BP","CTSA",0,"Directed"
"Metabolism","CTSO",0,"Directed"
"Cellular","CUL1",0,"Directed"
"Metabolism","CUL1",0,"Directed"
"Reg. of BP","CUL1",0,"Directed"
"Cellular","CYB561",0,"Directed"
"Metabolism","CYB561",0,"Directed"
"Cellular","CYB5R4",0,"Directed"
"Metabolism","CYB5R4",0,"Directed"
"Cellular","CYC1",0,"Directed"
"Metabolism","CYC1",0,"Directed"
"Cellular","CYP2J2",0,"Directed"
"Metabolism","CYP2J2",0,"Directed"
"Reg. of BP","CYP2J2",0,"Directed"
"Cellular","CYTH4",0,"Directed"
"Reg. of BP","CYTH4",0,"Directed"
"Cellular","DAZAP2",0,"Directed"
"Metabolism","DAZAP2",0,"Directed"
"Reg. of BP","DAZAP2",0,"Directed"
"Cellular","DBF4B",0,"Directed"
"Metabolism","DBF4B",0,"Directed"
"Reg. of BP","DBF4B",0,"Directed"
"Cellular","DCAF11",0,"Directed"
"Metabolism","DCAF11",0,"Directed"
"Cellular","DCP1A",0,"Directed"
"Metabolism","DCP1A",0,"Directed"
"Reg. of BP","DCP1A",0,"Directed"
"Cellular","DCUN1D3",0,"Directed"
"Metabolism","DCUN1D3",0,"Directed"
"Reg. of BP","DCUN1D3",0,"Directed"
"Cellular","DDAH2",0,"Directed"
"Metabolism","DDAH2",0,"Directed"
"Reg. of BP","DDAH2",0,"Directed"
"Interspecies interaction","DDX60L",0,"Directed"
"Cellular","DECR1",0,"Directed"
"Metabolism","DECR1",0,"Directed"
"Reg. of BP","DECR1",0,"Directed"
"Cellular","DEDD2",0,"Directed"
"Metabolism","DEDD2",0,"Directed"
"Reg. of BP","DEDD2",0,"Directed"
"Cellular","DEGS1",0,"Directed"
"Metabolism","DEGS1",0,"Directed"
"Cellular","DEK",0,"Directed"
"Metabolism","DEK",0,"Directed"
"Reg. of BP","DEK",0,"Directed"
"Cellular","DENND1A",0,"Directed"
"Reg. of BP","DENND1A",0,"Directed"
"Cellular","DENND5A",0,"Directed"
"Reg. of BP","DENND5A",0,"Directed"
"Cellular","DESI1",0,"Directed"
"Metabolism","DESI1",0,"Directed"
"Reg. of BP","DESI1",0,"Directed"
"Cellular","DHRSX",0,"Directed"
"Metabolism","DHRSX",0,"Directed"
"Reg. of BP","DHRSX",0,"Directed"
"Cellular","DHTKD1",0,"Directed"
"Metabolism","DHTKD1",0,"Directed"
"Cellular","DHX8",0,"Directed"
"Metabolism","DHX8",0,"Directed"
"Cellular","DIAPH2",0,"Directed"
"Cellular","DIP2B",0,"Directed"
"Metabolism","DIP2B",0,"Directed"
"Reg. of BP","DIP2B",0,"Directed"
"Cellular","DISC1",0,"Directed"
"Metabolism","DISC1",0,"Directed"
"Reg. of BP","DISC1",0,"Directed"
"Cellular","DLC1",0,"Directed"
"Metabolism","DLC1",0,"Directed"
"Reg. of BP","DLC1",0,"Directed"
"Cellular","DNAAF1",0,"Directed"
"Reg. of BP","DNAAF1",0,"Directed"
"Cellular","DNAJA1",0,"Directed"
"Metabolism","DNAJA1",0,"Directed"
"Reg. of BP","DNAJA1",0,"Directed"
"Cellular","DNAJB11",0,"Directed"
"Metabolism","DNAJB11",0,"Directed"
"Reg. of BP","DNAJB11",0,"Directed"
"Cellular","DNAJB12",0,"Directed"
"Metabolism","DNAJB12",0,"Directed"
"Cellular","DNAJC1",0,"Directed"
"Metabolism","DNAJC1",0,"Directed"
"Reg. of BP","DNAJC1",0,"Directed"
"Cellular","DNAJC13",0,"Directed"
"Reg. of BP","DNAJC13",0,"Directed"
"Cellular","DNAJC7",0,"Directed"
"Reg. of BP","DNAJC7",0,"Directed"
"Metabolism","DNPEP",0,"Directed"
"Cellular","DOK1",0,"Directed"
"Reg. of BP","DOK1",0,"Directed"
"Cellular","DPF2",0,"Directed"
"Metabolism","DPF2",0,"Directed"
"Reg. of BP","DPF2",0,"Directed"
"Cellular","DPYS",0,"Directed"
"Metabolism","DPYS",0,"Directed"
"Cellular","DRAP1",0,"Directed"
"Metabolism","DRAP1",0,"Directed"
"Reg. of BP","DRAP1",0,"Directed"
"Cellular","DTNBP1",0,"Directed"
"Metabolism","DTNBP1",0,"Directed"
"Reg. of BP","DTNBP1",0,"Directed"
"Cellular","DUSP5",0,"Directed"
"Metabolism","DUSP5",0,"Directed"
"Reg. of BP","DUSP5",0,"Directed"
"Cellular","DYNLT1",0,"Directed"
"Interspecies interaction","DYNLT1",0,"Directed"
"Reg. of BP","DYNLT1",0,"Directed"
"Cellular","DZIP1L",0,"Directed"
"Reg. of BP","DZIP1L",0,"Directed"
"Cellular","ECE1",0,"Directed"
"Metabolism","ECE1",0,"Directed"
"Reg. of BP","ECE1",0,"Directed"
"Cellular","EDEM1",0,"Directed"
"Metabolism","EDEM1",0,"Directed"
"Reg. of BP","EDEM1",0,"Directed"
"Cellular","EDEM2",0,"Directed"
"Metabolism","EDEM2",0,"Directed"
