"source","target","value","type"
"Interspecies interaction","RBPJ",0,"Directed"
"Metabolism","RBPJ",0,"Directed"
"Reg. of BP","RBPJ",0,"Directed"
"Cellular","BOD1",0,"Directed"
"Metabolism","BOD1",0,"Directed"
"Reg. of BP","BOD1",0,"Directed"
"Cellular","MRPL24",0,"Directed"
"Metabolism","MRPL24",0,"Directed"
"Cellular","CCT7",0,"Directed"
"Metabolism","CCT7",0,"Directed"
"Reg. of BP","CCT7",0,"Directed"
"Cellular","SND1",0,"Directed"
"Metabolism","SND1",0,"Directed"
"Reg. of BP","SND1",0,"Directed"
"Cellular","GOSR2",0,"Directed"
"Cellular","DDB1",0,"Directed"
"Interspecies interaction","DDB1",0,"Directed"
"Metabolism","DDB1",0,"Directed"
"Reg. of BP","DDB1",0,"Directed"
"Cellular","ZC3H7B",0,"Directed"
"Metabolism","ZC3H7B",0,"Directed"
"Reg. of BP","ZC3H7B",0,"Directed"
"Cellular","MRPS36",0,"Directed"
"Metabolism","MRPS36",0,"Directed"
"Cellular","PRKAG1",0,"Directed"
"Metabolism","PRKAG1",0,"Directed"
"Reg. of BP","PRKAG1",0,"Directed"
"Cellular","MAP3K2",0,"Directed"
"Metabolism","MAP3K2",0,"Directed"
"Reg. of BP","MAP3K2",0,"Directed"
"Cellular","ZFAND6",0,"Directed"
"Reg. of BP","ZFAND6",0,"Directed"
"Cellular","SLMAP",0,"Directed"
"Reg. of BP","SLMAP",0,"Directed"
"Cellular","PLOD3",0,"Directed"
"Metabolism","PLOD3",0,"Directed"
"Cellular","IQSEC1",0,"Directed"
"Reg. of BP","IQSEC1",0,"Directed"
"Cellular","GGNBP2",0,"Directed"
"Metabolism","GGNBP2",0,"Directed"
"Reg. of BP","GGNBP2",0,"Directed"
"Cellular","NOC2L",0,"Directed"
"Metabolism","NOC2L",0,"Directed"
"Reg. of BP","NOC2L",0,"Directed"
"Cellular","CEP85",0,"Directed"
"Metabolism","CEP85",0,"Directed"
"Reg. of BP","CEP85",0,"Directed"
"Cellular","GBE1",0,"Directed"
"Metabolism","GBE1",0,"Directed"
"Reg. of BP","GBE1",0,"Directed"
"Cellular","DENND6A",0,"Directed"
"Reg. of BP","DENND6A",0,"Directed"
"Cellular","TADA2B",0,"Directed"
"Metabolism","TADA2B",0,"Directed"
"Reg. of BP","TADA2B",0,"Directed"
"Cellular","PRKDC",0,"Directed"
"Immune system","PRKDC",0,"Directed"
"Interspecies interaction","PRKDC",0,"Directed"
"Metabolism","PRKDC",0,"Directed"
"Reg. of BP","PRKDC",0,"Directed"
"Cellular","KCTD17",0,"Directed"
"Metabolism","KCTD17",0,"Directed"
"Reg. of BP","KCTD17",0,"Directed"
"Cellular","BNIP2",0,"Directed"
"Reg. of BP","BNIP2",0,"Directed"
"Cellular","PPFIA1",0,"Directed"
"Reg. of BP","PPFIA1",0,"Directed"
"Cellular","PEA15",0,"Directed"
"Reg. of BP","PEA15",0,"Directed"
"Cellular","CGRRF1",0,"Directed"
"Reg. of BP","CGRRF1",0,"Directed"
"Cellular","TMEM33",0,"Directed"
"Immune system","TMEM33",0,"Directed"
"Interspecies interaction","TMEM33",0,"Directed"
"Reg. of BP","TMEM33",0,"Directed"
"Cellular","KCNAB3",0,"Directed"
"Reg. of BP","KCNAB3",0,"Directed"
"Cellular","SPNS1",0,"Directed"
"Cellular","PKNOX1",0,"Directed"
"Immune system","PKNOX1",0,"Directed"
"Metabolism","PKNOX1",0,"Directed"
"Reg. of BP","PKNOX1",0,"Directed"
"Cellular","HRK",0,"Directed"
"Reg. of BP","HRK",0,"Directed"
"Cellular","PLXNB2",0,"Directed"
"Metabolism","PLXNB2",0,"Directed"
"Reg. of BP","PLXNB2",0,"Directed"
"Cellular","SRC",0,"Directed"
"Immune system","SRC",0,"Directed"
"Interspecies interaction","SRC",0,"Directed"
"Metabolism","SRC",0,"Directed"
"Reg. of BP","SRC",0,"Directed"
"Immune system","MPEG1",0,"Directed"
"Interspecies interaction","MPEG1",0,"Directed"
"Cellular","ITPA",0,"Directed"
"Metabolism","ITPA",0,"Directed"
"Cellular","ELP6",0,"Directed"
"Metabolism","ELP6",0,"Directed"
"Reg. of BP","ELP6",0,"Directed"
"Cellular","PPIH",0,"Directed"
"Metabolism","PPIH",0,"Directed"
"Reg. of BP","PPIH",0,"Directed"
"Cellular","PARP8",0,"Directed"
"Metabolism","PARP8",0,"Directed"
"Reg. of BP","PARP8",0,"Directed"
"Cellular","KDSR",0,"Directed"
"Metabolism","KDSR",0,"Directed"
"Cellular","ANKS1A",0,"Directed"
"Reg. of BP","ANKS1A",0,"Directed"
"Cellular","CASP2",0,"Directed"
"Metabolism","CASP2",0,"Directed"
"Reg. of BP","CASP2",0,"Directed"
"Cellular","ZNF33A",0,"Directed"
"Metabolism","ZNF33A",0,"Directed"
"Reg. of BP","ZNF33A",0,"Directed"
"Cellular","NUDT9",0,"Directed"
"Metabolism","NUDT9",0,"Directed"
"Cellular","NUP62",0,"Directed"
"Metabolism","NUP62",0,"Directed"
"Reg. of BP","NUP62",0,"Directed"
"Cellular","GATB",0,"Directed"
"Metabolism","GATB",0,"Directed"
"Cellular","RB1CC1",0,"Directed"
"Metabolism","RB1CC1",0,"Directed"
"Reg. of BP","RB1CC1",0,"Directed"
"Cellular","MREG",0,"Directed"
"Cellular","MRTO4",0,"Directed"
"Metabolism","MRTO4",0,"Directed"
"Reg. of BP","MRTO4",0,"Directed"
"Cellular","TRAPPC1",0,"Directed"
"Cellular","IKBKE",0,"Directed"
"Immune system","IKBKE",0,"Directed"
"Interspecies interaction","IKBKE",0,"Directed"
"Metabolism","IKBKE",0,"Directed"
"Reg. of BP","IKBKE",0,"Directed"
"Cellular","PARD6B",0,"Directed"
"Reg. of BP","PARD6B",0,"Directed"
"Cellular","ARHGEF10L",0,"Directed"
"Reg. of BP","ARHGEF10L",0,"Directed"
"Cellular","TOMM7",0,"Directed"
"Metabolism","TOMM7",0,"Directed"
"Reg. of BP","TOMM7",0,"Directed"
"Cellular","M6PR",0,"Directed"
"Cellular","AHCTF1",0,"Directed"
"Reg. of BP","AHCTF1",0,"Directed"
"Cellular","SEC61A2",0,"Directed"
"Cellular","IL27RA",0,"Directed"
"Immune system","IL27RA",0,"Directed"
"Interspecies interaction","IL27RA",0,"Directed"
"Metabolism","IL27RA",0,"Directed"
"Reg. of BP","IL27RA",0,"Directed"
"Cellular","FCHSD2",0,"Directed"
"Reg. of BP","FCHSD2",0,"Directed"
"Cellular","CCNH",0,"Directed"
"Metabolism","CCNH",0,"Directed"
"Reg. of BP","CCNH",0,"Directed"
"Cellular","ITGA4",0,"Directed"
"Immune system","ITGA4",0,"Directed"
"Reg. of BP","ITGA4",0,"Directed"
"Cellular","TTYH3",0,"Directed"
"Cellular","RITA1",0,"Directed"
"Metabolism","RITA1",0,"Directed"
"Reg. of BP","RITA1",0,"Directed"
"Cellular","ATP11B",0,"Directed"
"Cellular","SYCP2",0,"Directed"
"Reg. of BP","SYCP2",0,"Directed"
"Cellular","PLBD2",0,"Directed"
"Metabolism","PLBD2",0,"Directed"
"Cellular","WIPI1",0,"Directed"
"Metabolism","WIPI1",0,"Directed"
"Reg. of BP","WIPI1",0,"Directed"
"Cellular","SLC26A6",0,"Directed"
"Immune system","SLC26A6",0,"Directed"
"Interspecies interaction","SLC26A6",0,"Directed"
"Reg. of BP","SLC26A6",0,"Directed"
"Cellular","UFSP2",0,"Directed"
"Metabolism","UFSP2",0,"Directed"
"Reg. of BP","UFSP2",0,"Directed"
"Cellular","TANC2",0,"Directed"
"Reg. of BP","TANC2",0,"Directed"
"Cellular","TRAPPC4",0,"Directed"
"Metabolism","TRAPPC4",0,"Directed"
"Cellular","PTGES2",0,"Directed"
"Metabolism","PTGES2",0,"Directed"
"Reg. of BP","PTGES2",0,"Directed"
"Cellular","HEATR5A",0,"Directed"
"Cellular","PIGP",0,"Directed"
"Metabolism","PIGP",0,"Directed"
"Cellular","PPRC1",0,"Directed"
"Metabolism","PPRC1",0,"Directed"
"Reg. of BP","PPRC1",0,"Directed"
"Cellular","PPP1CB",0,"Directed"
"Metabolism","PPP1CB",0,"Directed"
"Reg. of BP","PPP1CB",0,"Directed"
"Cellular","EI24",0,"Directed"
"Metabolism","EI24",0,"Directed"
"Reg. of BP","EI24",0,"Directed"
"Cellular","CIITA",0,"Directed"
"Immune system","CIITA",0,"Directed"
"Interspecies interaction","CIITA",0,"Directed"
"Metabolism","CIITA",0,"Directed"
"Reg. of BP","CIITA",0,"Directed"
"Cellular","PFKP",0,"Directed"
"Metabolism","PFKP",0,"Directed"
"Cellular","LONP2",0,"Directed"
"Metabolism","LONP2",0,"Directed"
"Reg. of BP","LONP2",0,"Directed"
"Cellular","GPS1",0,"Directed"
"Metabolism","GPS1",0,"Directed"
"Reg. of BP","GPS1",0,"Directed"
"Cellular","AZIN1",0,"Directed"
"Metabolism","AZIN1",0,"Directed"
"Reg. of BP","AZIN1",0,"Directed"
"Cellular","LHX4",0,"Directed"
"Metabolism","LHX4",0,"Directed"
"Reg. of BP","LHX4",0,"Directed"
"Cellular","P2RY6",0,"Directed"
"Metabolism","P2RY6",0,"Directed"
"Reg. of BP","P2RY6",0,"Directed"
"Cellular","SNHG7",0,"Directed"
"Metabolism","SNHG7",0,"Directed"
"Cellular","CDC123",0,"Directed"
"Metabolism","CDC123",0,"Directed"
"Reg. of BP","CDC123",0,"Directed"
"Cellular","CYB5A",0,"Directed"
"Metabolism","CYB5A",0,"Directed"
"Cellular","C2orf69",0,"Directed"
"Metabolism","C2orf69",0,"Directed"
"Cellular","CCDC68",0,"Directed"
"Reg. of BP","CCDC68",0,"Directed"
"Cellular","DOK2",0,"Directed"
"Reg. of BP","DOK2",0,"Directed"
"Cellular","CREBL2",0,"Directed"
"Metabolism","CREBL2",0,"Directed"
"Reg. of BP","CREBL2",0,"Directed"
"Cellular","CLIP1",0,"Directed"
"Reg. of BP","CLIP1",0,"Directed"
"Cellular","NPM3",0,"Directed"
"Metabolism","NPM3",0,"Directed"
"Cellular","DOLPP1",0,"Directed"
"Metabolism","DOLPP1",0,"Directed"
"Cellular","IVNS1ABP",0,"Directed"
"Interspecies interaction","IVNS1ABP",0,"Directed"
"Metabolism","IVNS1ABP",0,"Directed"
"Reg. of BP","IVNS1ABP",0,"Directed"
"Cellular","GALNT6",0,"Directed"
"Metabolism","GALNT6",0,"Directed"
"Cellular","CDH26",0,"Directed"
"Immune system","CDH26",0,"Directed"
"Cellular","UBE2H",0,"Directed"
"Metabolism","UBE2H",0,"Directed"
"Cellular","SLC2A6",0,"Directed"
"Metabolism","SLC2A6",0,"Directed"
"Reg. of BP","SLC2A6",0,"Directed"
"Cellular","KAT8",0,"Directed"
"Metabolism","KAT8",0,"Directed"
"Reg. of BP","KAT8",0,"Directed"
"Cellular","CLK1",0,"Directed"
"Metabolism","CLK1",0,"Directed"
"Reg. of BP","CLK1",0,"Directed"
"Cellular","CAPN10",0,"Directed"
"Metabolism","CAPN10",0,"Directed"
"Reg. of BP","CAPN10",0,"Directed"
"Cellular","MYL6",0,"Directed"
"Cellular","SIK2",0,"Directed"
"Metabolism","SIK2",0,"Directed"
"Reg. of BP","SIK2",0,"Directed"
"Cellular","PAIP2",0,"Directed"
"Metabolism","PAIP2",0,"Directed"
"Reg. of BP","PAIP2",0,"Directed"
"Cellular","SAMD8",0,"Directed"
"Metabolism","SAMD8",0,"Directed"
"Reg. of BP","SAMD8",0,"Directed"
"Cellular","OXSR1",0,"Directed"
"Immune system","OXSR1",0,"Directed"
"Metabolism","OXSR1",0,"Directed"
"Reg. of BP","OXSR1",0,"Directed"
"Cellular","CYB561A3",0,"Directed"
"Cellular","SERINC3",0,"Directed"
"Immune system","SERINC3",0,"Directed"
"Interspecies interaction","SERINC3",0,"Directed"
"Metabolism","SERINC3",0,"Directed"
"Reg. of BP","SERINC3",0,"Directed"
"Cellular","RAB18",0,"Directed"
"Reg. of BP","RAB18",0,"Directed"
"Cellular","HLA-DRA",0,"Directed"
"Immune system","HLA-DRA",0,"Directed"
"Metabolism","HLA-DRA",0,"Directed"
"Reg. of BP","HLA-DRA",0,"Directed"
"Cellular","ZNF254",0,"Directed"
"Metabolism","ZNF254",0,"Directed"
"Reg. of BP","ZNF254",0,"Directed"
"Cellular","LATS2",0,"Directed"
"Metabolism","LATS2",0,"Directed"
"Reg. of BP","LATS2",0,"Directed"
"Cellular","SAMHD1",0,"Directed"
"Immune system","SAMHD1",0,"Directed"
"Interspecies interaction","SAMHD1",0,"Directed"
"Metabolism","SAMHD1",0,"Directed"
"Reg. of BP","SAMHD1",0,"Directed"
"Cellular","RYBP",0,"Directed"
"Metabolism","RYBP",0,"Directed"
"Reg. of BP","RYBP",0,"Directed"
"Cellular","NCDN",0,"Directed"
"Reg. of BP","NCDN",0,"Directed"
"Cellular","IDH2",0,"Directed"
"Metabolism","IDH2",0,"Directed"
"Cellular","PSMB5",0,"Directed"
"Metabolism","PSMB5",0,"Directed"
"Cellular","ELMO1",0,"Directed"
"Reg. of BP","ELMO1",0,"Directed"
"Cellular","CD74",0,"Directed"
"Immune system","CD74",0,"Directed"
"Interspecies interaction","CD74",0,"Directed"
"Metabolism","CD74",0,"Directed"
"Reg. of BP","CD74",0,"Directed"
"Cellular","SYTL3",0,"Directed"
"Cellular","DLG4",0,"Directed"
"Metabolism","DLG4",0,"Directed"
"Reg. of BP","DLG4",0,"Directed"
"Cellular","ABCA10",0,"Directed"
"Cellular","MVK",0,"Directed"
"Metabolism","MVK",0,"Directed"
"Reg. of BP","MVK",0,"Directed"
"Cellular","PPM1E",0,"Directed"
"Metabolism","PPM1E",0,"Directed"
"Reg. of BP","PPM1E",0,"Directed"
"Cellular","RAB21",0,"Directed"
"Reg. of BP","RAB21",0,"Directed"
"Cellular","CD180",0,"Directed"
"Immune system","CD180",0,"Directed"
"Interspecies interaction","CD180",0,"Directed"
"Reg. of BP","CD180",0,"Directed"
"Metabolism","CTSO",0,"Directed"
"Cellular","PGAP2",0,"Directed"
"Metabolism","PGAP2",0,"Directed"
"Cellular","TMEM14C",0,"Directed"
"Immune system","TMEM14C",0,"Directed"
"Metabolism","TMEM14C",0,"Directed"
"Reg. of BP","TMEM14C",0,"Directed"
"Cellular","APRT",0,"Directed"
"Metabolism","APRT",0,"Directed"
"Cellular","CDK18",0,"Directed"
"Metabolism","CDK18",0,"Directed"
"Reg. of BP","CDK18",0,"Directed"
"Cellular","KDM5B",0,"Directed"
"Metabolism","KDM5B",0,"Directed"
"Reg. of BP","KDM5B",0,"Directed"
"Cellular","THBS3",0,"Directed"
"Cellular","TRIM16",0,"Directed"
"Metabolism","TRIM16",0,"Directed"
"Reg. of BP","TRIM16",0,"Directed"
"Cellular","USP49",0,"Directed"
"Metabolism","USP49",0,"Directed"
"Immune system","ORM2",0,"Directed"
"Metabolism","ORM2",0,"Directed"
"Reg. of BP","ORM2",0,"Directed"
"Cellular","ADAM19",0,"Directed"
"Metabolism","ADAM19",0,"Directed"
"Reg. of BP","ADAM19",0,"Directed"
"Cellular","DLAT",0,"Directed"
"Metabolism","DLAT",0,"Directed"
"Cellular","ATG9A",0,"Directed"
"Metabolism","ATG9A",0,"Directed"
"Reg. of BP","ATG9A",0,"Directed"
"Cellular","UBR2",0,"Directed"
"Metabolism","UBR2",0,"Directed"
"Reg. of BP","UBR2",0,"Directed"
"Cellular","CIPC",0,"Directed"
"Metabolism","CIPC",0,"Directed"
"Reg. of BP","CIPC",0,"Directed"
"Cellular","TCP11L2",0,"Directed"
"Reg. of BP","TCP11L2",0,"Directed"
"Cellular","PAK1IP1",0,"Directed"
"Reg. of BP","PAK1IP1",0,"Directed"
"Cellular","WDR26",0,"Directed"
"Metabolism","WDR26",0,"Directed"
"Cellular","WWC3",0,"Directed"
"Metabolism","WWC3",0,"Directed"
"Reg. of BP","WWC3",0,"Directed"
"Cellular","EIF2S1",0,"Directed"
"Metabolism","EIF2S1",0,"Directed"
"Reg. of BP","EIF2S1",0,"Directed"
"Cellular","CD209",0,"Directed"
"Immune system","CD209",0,"Directed"
"Interspecies interaction","CD209",0,"Directed"
"Reg. of BP","CD209",0,"Directed"
"Cellular","HCLS1",0,"Directed"
"Immune system","HCLS1",0,"Directed"
"Metabolism","HCLS1",0,"Directed"
"Reg. of BP","HCLS1",0,"Directed"
"Cellular","POU2F1",0,"Directed"
"Metabolism","POU2F1",0,"Directed"
"Reg. of BP","POU2F1",0,"Directed"
"Cellular","ZNF443",0,"Directed"
"Metabolism","ZNF443",0,"Directed"
"Reg. of BP","ZNF443",0,"Directed"
"Cellular","SLC27A4",0,"Directed"
"Metabolism","SLC27A4",0,"Directed"
"Reg. of BP","SLC27A4",0,"Directed"
"Cellular","TLR7",0,"Directed"
"Immune system","TLR7",0,"Directed"
"Interspecies interaction","TLR7",0,"Directed"
"Metabolism","TLR7",0,"Directed"
"Reg. of BP","TLR7",0,"Directed"
"Cellular","IQGAP1",0,"Directed"
"Metabolism","IQGAP1",0,"Directed"
"Reg. of BP","IQGAP1",0,"Directed"
"Cellular","CHURC1",0,"Directed"
"Metabolism","CHURC1",0,"Directed"
"Reg. of BP","CHURC1",0,"Directed"
"Cellular","ADGRF3",0,"Directed"
"Reg. of BP","ADGRF3",0,"Directed"
"Cellular","PRKCZ",0,"Directed"
"Immune system","PRKCZ",0,"Directed"
"Metabolism","PRKCZ",0,"Directed"
"Reg. of BP","PRKCZ",0,"Directed"
"Cellular","COQ7",0,"Directed"
"Metabolism","COQ7",0,"Directed"
"Reg. of BP","COQ7",0,"Directed"
"Cellular","NCK2",0,"Directed"
"Immune system","NCK2",0,"Directed"
"Metabolism","NCK2",0,"Directed"
"Reg. of BP","NCK2",0,"Directed"
"Cellular","PEX14",0,"Directed"
"Metabolism","PEX14",0,"Directed"
"Reg. of BP","PEX14",0,"Directed"
"Cellular","COA4",0,"Directed"
"Cellular","DHTKD1",0,"Directed"
"Metabolism","DHTKD1",0,"Directed"
"Cellular","SPAG9",0,"Directed"
"Metabolism","SPAG9",0,"Directed"
"Reg. of BP","SPAG9",0,"Directed"
"Cellular","BACE1",0,"Directed"
"Metabolism","BACE1",0,"Directed"
"Reg. of BP","BACE1",0,"Directed"
"Cellular","GKAP1",0,"Directed"
"Reg. of BP","GKAP1",0,"Directed"
"Cellular","SRSF5",0,"Directed"
"Metabolism","SRSF5",0,"Directed"
"Reg. of BP","SRSF5",0,"Directed"
"Cellular","MOCS1",0,"Directed"
"Metabolism","MOCS1",0,"Directed"
"Cellular","MAP10",0,"Directed"
"Reg. of BP","MAP10",0,"Directed"
"Cellular","ZFP36L2",0,"Directed"
"Immune system","ZFP36L2",0,"Directed"
"Metabolism","ZFP36L2",0,"Directed"
"Reg. of BP","ZFP36L2",0,"Directed"
"Cellular","CXCR4",0,"Directed"
"Immune system","CXCR4",0,"Directed"
"Interspecies interaction","CXCR4",0,"Directed"
"Metabolism","CXCR4",0,"Directed"
"Reg. of BP","CXCR4",0,"Directed"
"Cellular","LAPTM5",0,"Directed"
"Immune system","LAPTM5",0,"Directed"
"Metabolism","LAPTM5",0,"Directed"
"Reg. of BP","LAPTM5",0,"Directed"
"Cellular","CCSAP",0,"Directed"
"Reg. of BP","CCSAP",0,"Directed"
"Cellular","S1PR2",0,"Directed"
"Metabolism","S1PR2",0,"Directed"
"Reg. of BP","S1PR2",0,"Directed"
"Cellular","MAP2K4",0,"Directed"
"Immune system","MAP2K4",0,"Directed"
"Metabolism","MAP2K4",0,"Directed"
"Reg. of BP","MAP2K4",0,"Directed"
"Metabolism","MIR7-1",0,"Directed"
"Reg. of BP","MIR7-1",0,"Directed"
"Cellular","SOGA1",0,"Directed"
"Metabolism","SOGA1",0,"Directed"
"Reg. of BP","SOGA1",0,"Directed"
"Cellular","GAS6",0,"Directed"
"Immune system","GAS6",0,"Directed"
"Interspecies interaction","GAS6",0,"Directed"
"Metabolism","GAS6",0,"Directed"
"Reg. of BP","GAS6",0,"Directed"
"Cellular","CEP97",0,"Directed"
"Reg. of BP","CEP97",0,"Directed"
"Cellular","NFE2L2",0,"Directed"
"Immune system","NFE2L2",0,"Directed"
"Interspecies interaction","NFE2L2",0,"Directed"
"Metabolism","NFE2L2",0,"Directed"
"Reg. of BP","NFE2L2",0,"Directed"
"Cellular","FRMD4B",0,"Directed"
"Cellular","SFTPB",0,"Directed"
"Metabolism","SFTPB",0,"Directed"
"Cellular","BMP8A",0,"Directed"
"Metabolism","BMP8A",0,"Directed"
"Reg. of BP","BMP8A",0,"Directed"
"Cellular","SLC37A2",0,"Directed"
"Cellular","NUDT5",0,"Directed"
"Metabolism","NUDT5",0,"Directed"
"Cellular","RNH1",0,"Directed"
"Metabolism","RNH1",0,"Directed"
"Reg. of BP","RNH1",0,"Directed"
"Cellular","ZNF107",0,"Directed"
"Metabolism","ZNF107",0,"Directed"
"Reg. of BP","ZNF107",0,"Directed"
"Reg. of BP","SERPINC1",0,"Directed"
"Cellular","TMUB2",0,"Directed"
"Metabolism","TMUB2",0,"Directed"
"Cellular","UGDH",0,"Directed"
"Metabolism","UGDH",0,"Directed"
"Cellular","CLCC1",0,"Directed"
"Cellular","SDCBP",0,"Directed"
"Metabolism","SDCBP",0,"Directed"
"Reg. of BP","SDCBP",0,"Directed"
"Cellular","APOBEC3C",0,"Directed"
"Immune system","APOBEC3C",0,"Directed"
"Interspecies interaction","APOBEC3C",0,"Directed"
"Metabolism","APOBEC3C",0,"Directed"
"Reg. of BP","APOBEC3C",0,"Directed"
"Cellular","PPP1R14B",0,"Directed"
"Immune system","PPP1R14B",0,"Directed"
"Interspecies interaction","PPP1R14B",0,"Directed"
"Metabolism","PPP1R14B",0,"Directed"
"Reg. of BP","PPP1R14B",0,"Directed"
"Cellular","RBM23",0,"Directed"
"Metabolism","RBM23",0,"Directed"
"Reg. of BP","RBM23",0,"Directed"
"Cellular","CYTIP",0,"Directed"
"Reg. of BP","CYTIP",0,"Directed"
"Cellular","APH1B",0,"Directed"
"Metabolism","APH1B",0,"Directed"
"Reg. of BP","APH1B",0,"Directed"
"Cellular","DNMT1",0,"Directed"
"Metabolism","DNMT1",0,"Directed"
"Reg. of BP","DNMT1",0,"Directed"
"Cellular","ANXA11",0,"Directed"
"Cellular","PRLR",0,"Directed"
"Immune system","PRLR",0,"Directed"
"Interspecies interaction","PRLR",0,"Directed"
"Metabolism","PRLR",0,"Directed"
"Reg. of BP","PRLR",0,"Directed"
"Cellular","CAMKK1",0,"Directed"
"Metabolism","CAMKK1",0,"Directed"
"Reg. of BP","CAMKK1",0,"Directed"
"Cellular","THEMIS2",0,"Directed"
"Immune system","THEMIS2",0,"Directed"
"Reg. of BP","THEMIS2",0,"Directed"
"Cellular","SOCS2",0,"Directed"
"Metabolism","SOCS2",0,"Directed"
"Reg. of BP","SOCS2",0,"Directed"
"Cellular","PGM1",0,"Directed"
"Metabolism","PGM1",0,"Directed"
"Cellular","PTPRG",0,"Directed"
"Metabolism","PTPRG",0,"Directed"
"Reg. of BP","PTPRG",0,"Directed"
"Cellular","KCNMB1",0,"Directed"
"Reg. of BP","KCNMB1",0,"Directed"
"Cellular","HLA-DRB1",0,"Directed"
"Immune system","HLA-DRB1",0,"Directed"
"Interspecies interaction","HLA-DRB1",0,"Directed"
"Metabolism","HLA-DRB1",0,"Directed"
"Reg. of BP","HLA-DRB1",0,"Directed"
"Cellular","THBD",0,"Directed"
"Interspecies interaction","THBD",0,"Directed"
"Metabolism","THBD",0,"Directed"
"Reg. of BP","THBD",0,"Directed"
"Cellular","RBM39",0,"Directed"
"Metabolism","RBM39",0,"Directed"
"Reg. of BP","RBM39",0,"Directed"
"Cellular","PLAA",0,"Directed"
"Interspecies interaction","PLAA",0,"Directed"
"Metabolism","PLAA",0,"Directed"
"Reg. of BP","PLAA",0,"Directed"
"Cellular","NFIX",0,"Directed"
"Metabolism","NFIX",0,"Directed"
"Reg. of BP","NFIX",0,"Directed"
"Cellular","ALG1",0,"Directed"
"Metabolism","ALG1",0,"Directed"
"Cellular","SNIP1",0,"Directed"
"Metabolism","SNIP1",0,"Directed"
"Reg. of BP","SNIP1",0,"Directed"
"Cellular","TDP2",0,"Directed"
"Metabolism","TDP2",0,"Directed"
"Reg. of BP","TDP2",0,"Directed"
"Cellular","EIF4A3",0,"Directed"
"Metabolism","EIF4A3",0,"Directed"
"Reg. of BP","EIF4A3",0,"Directed"
"Immune system","CHID1",0,"Directed"
"Interspecies interaction","CHID1",0,"Directed"
"Metabolism","CHID1",0,"Directed"
"Reg. of BP","CHID1",0,"Directed"
"Cellular","SLC35C1",0,"Directed"
"Metabolism","SLC35C1",0,"Directed"
"Reg. of BP","SLC35C1",0,"Directed"
"Cellular","CD101",0,"Directed"
"Immune system","CD101",0,"Directed"
"Reg. of BP","CD101",0,"Directed"
"Cellular","CALM2",0,"Directed"
"Metabolism","CALM2",0,"Directed"
"Reg. of BP","CALM2",0,"Directed"
"Cellular","TSPAN4",0,"Directed"
"Cellular","LRRK2",0,"Directed"
"Immune system","LRRK2",0,"Directed"
"Metabolism","LRRK2",0,"Directed"
"Reg. of BP","LRRK2",0,"Directed"
"Cellular","ACSF2",0,"Directed"
"Metabolism","ACSF2",0,"Directed"
"Cellular","CAB39",0,"Directed"
"Metabolism","CAB39",0,"Directed"
"Reg. of BP","CAB39",0,"Directed"
"Cellular","ABHD4",0,"Directed"
"Metabolism","ABHD4",0,"Directed"
"Cellular","CD86",0,"Directed"
"Immune system","CD86",0,"Directed"
"Interspecies interaction","CD86",0,"Directed"
"Metabolism","CD86",0,"Directed"
"Reg. of BP","CD86",0,"Directed"
"Cellular","ZSCAN20",0,"Directed"
"Metabolism","ZSCAN20",0,"Directed"
"Reg. of BP","ZSCAN20",0,"Directed"
"Cellular","PTPRE",0,"Directed"
"Metabolism","PTPRE",0,"Directed"
"Reg. of BP","PTPRE",0,"Directed"
"Cellular","HLA-DMB",0,"Directed"
"Immune system","HLA-DMB",0,"Directed"
"Metabolism","HLA-DMB",0,"Directed"
"Reg. of BP","HLA-DMB",0,"Directed"
"Cellular","KDM6A",0,"Directed"
"Metabolism","KDM6A",0,"Directed"
"Reg. of BP","KDM6A",0,"Directed"
"Cellular","LTBP2",0,"Directed"
"Reg. of BP","LTBP2",0,"Directed"
"Cellular","CAP1",0,"Directed"
"Reg. of BP","CAP1",0,"Directed"
"Cellular","MFGE8",0,"Directed"
"Metabolism","MIR197",0,"Directed"
"Reg. of BP","MIR197",0,"Directed"
"Cellular","RAB27A",0,"Directed"
"Immune system","RAB27A",0,"Directed"
"Interspecies interaction","RAB27A",0,"Directed"
"Metabolism","RAB27A",0,"Directed"
"Reg. of BP","RAB27A",0,"Directed"
"Cellular","SNORA80E",0,"Directed"
"Metabolism","SNORA80E",0,"Directed"
"Cellular","LYPD3",0,"Directed"
"Reg. of BP","LYPD3",0,"Directed"
"Cellular","PLEKHA8",0,"Directed"
"Cellular","SLC16A6",0,"Directed"
"Cellular","RNF146",0,"Directed"
"Metabolism","RNF146",0,"Directed"
"Reg. of BP","RNF146",0,"Directed"
"Cellular","MRPS33",0,"Directed"
"Metabolism","MRPS33",0,"Directed"
"Cellular","KATNBL1",0,"Directed"
"Reg. of BP","KATNBL1",0,"Directed"
"Cellular","RUVBL2",0,"Directed"
"Metabolism","RUVBL2",0,"Directed"
"Reg. of BP","RUVBL2",0,"Directed"
"Cellular","SVIL",0,"Directed"
"Reg. of BP","SVIL",0,"Directed"
"Cellular","NID1",0,"Directed"
"Reg. of BP","NID1",0,"Directed"
"Cellular","NDUFA11",0,"Directed"
"Metabolism","NDUFA11",0,"Directed"
"Cellular","NEIL1",0,"Directed"
"Metabolism","NEIL1",0,"Directed"
"Reg. of BP","NEIL1",0,"Directed"
