"source","target","annotation"
"Immune system","CXCR4","Other processes"
"Interspecies interaction","CXCR4","Other processes"
"Metabolism","CXCR4","Other processes"
"Reg. of BP","CXCR4","Other processes"
"Cellular","RFX1","Other processes"
"Immune system","RFX1","Other processes"
"Metabolism","RFX1","Other processes"
"Reg. of BP","RFX1","Other processes"
"Cellular","RIOK3","Other processes"
"Immune system","RIOK3","Other processes"
"Interspecies interaction","RIOK3","Other processes"
"Metabolism","RIOK3","Other processes"
"Reg. of BP","RIOK3","Other processes"
"Cellular","SP2","Other processes"
"Immune system","SP2","Other processes"
"Metabolism","SP2","Other processes"
"Reg. of BP","SP2","Other processes"
"Cellular","ATG5","Other processes"
"Immune system","ATG5","Other processes"
"Interspecies interaction","ATG5","Other processes"
"Metabolism","ATG5","Other processes"
"Reg. of BP","ATG5","Other processes"
"Cellular","BMP6","Other processes"
"Immune system","BMP6","Other processes"
"Interspecies interaction","BMP6","Other processes"
"Metabolism","BMP6","Other processes"
"Reg. of BP","BMP6","Other processes"
"Cellular","CBFB","Other processes"
"Immune system","CBFB","Other processes"
"Metabolism","CBFB","Other processes"
"Reg. of BP","CBFB","Other processes"
"Cellular","G3BP1","Other processes"
"Immune system","G3BP1","Other processes"
"Interspecies interaction","G3BP1","Other processes"
"Metabolism","G3BP1","Other processes"
"Reg. of BP","G3BP1","Other processes"
"Cellular","H2BC11","Other processes"
"Immune system","H2BC11","Other processes"
"Interspecies interaction","H2BC11","Other processes"
"Reg. of BP","H2BC11","Other processes"
"Cellular","MPL","Other processes"
"Immune system","MPL","Other processes"
"Reg. of BP","MPL","Other processes"
"Cellular","NCK1","Other processes"
"Immune system","NCK1","Other processes"
"Interspecies interaction","NCK1","Other processes"
"Metabolism","NCK1","Other processes"
"Reg. of BP","NCK1","Other processes"
"Cellular","NCK2","Other processes"
"Immune system","NCK2","Other processes"
"Metabolism","NCK2","Other processes"
"Reg. of BP","NCK2","Other processes"
"Cellular","OPTN","Other processes"
"Immune system","OPTN","Other processes"
"Interspecies interaction","OPTN","Other processes"
"Metabolism","OPTN","Other processes"
"Reg. of BP","OPTN","Other processes"
"Cellular","PLCL2","Other processes"
"Immune system","PLCL2","Other processes"
"Metabolism","PLCL2","Other processes"
"Reg. of BP","PLCL2","Other processes"
"Cellular","SOD1","Other processes"
"Immune system","SOD1","Other processes"
"Metabolism","SOD1","Other processes"
"Reg. of BP","SOD1","Other processes"
"Cellular","TAX1BP1","Other processes"
"Immune system","TAX1BP1","Other processes"
"Interspecies interaction","TAX1BP1","Other processes"
"Metabolism","TAX1BP1","Other processes"
"Reg. of BP","TAX1BP1","Other processes"
"Cellular","TMEM126A","Other processes"
"Immune system","TMEM126A","Other processes"
"Interspecies interaction","TMEM126A","Other processes"
"Reg. of BP","TMEM126A","Other processes"
"Cellular","TNFSF4","Other processes"
"Immune system","TNFSF4","Other processes"
"Interspecies interaction","TNFSF4","Other processes"
"Metabolism","TNFSF4","Other processes"
"Reg. of BP","TNFSF4","Other processes"
"Cellular","TREML1","Other processes"
"Immune system","TREML1","Other processes"
"Interspecies interaction","TREML1","Other processes"
"Cellular","VAMP7","Other processes"
"Immune system","VAMP7","Other processes"
"Interspecies interaction","VAMP7","Other processes"
"Reg. of BP","VAMP7","Other processes"
"Cellular","CASP3","Other processes"
"Immune system","CASP3","Other processes"
"Interspecies interaction","CASP3","Other processes"
"Metabolism","CASP3","Other processes"
"Reg. of BP","CASP3","Other processes"
"Cellular","CERT1","Other processes"
"Immune system","CERT1","Other processes"
"Metabolism","CERT1","Other processes"
"Reg. of BP","CERT1","Other processes"
"Cellular","CXCL5","Other processes"
"Immune system","CXCL5","Other processes"
"Interspecies interaction","CXCL5","Other processes"
"Reg. of BP","CXCL5","Other processes"
"Cellular","EPRS1","Other processes"
"Immune system","EPRS1","Other processes"
"Interspecies interaction","EPRS1","Other processes"
"Metabolism","EPRS1","Other processes"
"Reg. of BP","EPRS1","Other processes"
"Cellular","GZMM","Other processes"
"Immune system","GZMM","Other processes"
"Interspecies interaction","GZMM","Other processes"
"Metabolism","GZMM","Other processes"
"Cellular","H2BC12","Other processes"
"Immune system","H2BC12","Other processes"
"Interspecies interaction","H2BC12","Other processes"
"Cellular","HSP90AA1","Other processes"
"Immune system","HSP90AA1","Other processes"
"Interspecies interaction","HSP90AA1","Other processes"
"Metabolism","HSP90AA1","Other processes"
"Reg. of BP","HSP90AA1","Other processes"
"Cellular","ITGB1","Other processes"
"Immune system","ITGB1","Other processes"
"Interspecies interaction","ITGB1","Other processes"
"Metabolism","ITGB1","Other processes"
"Reg. of BP","ITGB1","Other processes"
"Cellular","LEPR","Other processes"
"Immune system","LEPR","Other processes"
"Metabolism","LEPR","Other processes"
"Reg. of BP","LEPR","Other processes"
"Cellular","MSH6","Other processes"
"Immune system","MSH6","Other processes"
"Metabolism","MSH6","Other processes"
"Reg. of BP","MSH6","Other processes"
"Cellular","ORAI1","Other processes"
"Immune system","ORAI1","Other processes"
"Reg. of BP","ORAI1","Other processes"
"Cellular","PARP1","Other processes"
"Immune system","PARP1","Other processes"
"Interspecies interaction","PARP1","Other processes"
"Metabolism","PARP1","Other processes"
"Reg. of BP","PARP1","Other processes"
"Cellular","PDE5A","Other processes"
"Immune system","PDE5A","Other processes"
"Metabolism","PDE5A","Other processes"
"Reg. of BP","PDE5A","Other processes"
"Cellular","PTPN11","Other processes"
"Immune system","PTPN11","Other processes"
"Interspecies interaction","PTPN11","Other processes"
"Metabolism","PTPN11","Other processes"
"Reg. of BP","PTPN11","Other processes"
"Cellular","RBX1","Other processes"
"Metabolism","RBX1","Other processes"
"Reg. of BP","RBX1","Other processes"
"Cellular","TNFRSF13B","Other processes"
"Immune system","TNFRSF13B","Other processes"
"Reg. of BP","TNFRSF13B","Other processes"
"Cellular","XRCC6","Other processes"
"Immune system","XRCC6","Other processes"
"Interspecies interaction","XRCC6","Other processes"
"Metabolism","XRCC6","Other processes"
"Reg. of BP","XRCC6","Other processes"
"Cellular","YTHDF2","Other processes"
"Immune system","YTHDF2","Other processes"
"Interspecies interaction","YTHDF2","Other processes"
"Metabolism","YTHDF2","Other processes"
"Reg. of BP","YTHDF2","Other processes"
"Cellular","ZMPSTE24","Other processes"
"Immune system","ZMPSTE24","Other processes"
"Interspecies interaction","ZMPSTE24","Other processes"
"Metabolism","ZMPSTE24","Other processes"
"Reg. of BP","ZMPSTE24","Other processes"
"Cellular","SPIRE1","Other processes"
"Immune system","SPIRE1","Other processes"
"Interspecies interaction","SPIRE1","Other processes"
"Metabolism","SPIRE1","Other processes"
"Reg. of BP","SPIRE1","Other processes"
"Cellular","CACTIN","Other processes"
"Immune system","CACTIN","Other processes"
"Interspecies interaction","CACTIN","Other processes"
"Metabolism","CACTIN","Other processes"
"Reg. of BP","CACTIN","Other processes"
"Cellular","SCRIB","Other processes"
"Immune system","SCRIB","Other processes"
"Metabolism","SCRIB","Other processes"
"Reg. of BP","SCRIB","Other processes"
"Cellular","SPN","Other processes"
"Immune system","SPN","Other processes"
"Interspecies interaction","SPN","Other processes"
"Metabolism","SPN","Other processes"
"Reg. of BP","SPN","Other processes"
"Cellular","F11R","Other processes"
"Immune system","F11R","Other processes"
"Interspecies interaction","F11R","Other processes"
"Metabolism","F11R","Other processes"
"Reg. of BP","F11R","Other processes"
"Cellular","FASLG","Other processes"
"Immune system","FASLG","Other processes"
"Interspecies interaction","FASLG","Other processes"
"Metabolism","FASLG","Other processes"
"Reg. of BP","FASLG","Other processes"
"Cellular","IFNA17","Other processes"
"Immune system","IFNA17","Other processes"
"Interspecies interaction","IFNA17","Other processes"
"Metabolism","IFNA17","Other processes"
"Reg. of BP","IFNA17","Other processes"
"Cellular","CLEC4A","Other processes"
"Immune system","CLEC4A","Other processes"
"Interspecies interaction","CLEC4A","Other processes"
"Metabolism","CLEC4A","Other processes"
"Reg. of BP","CLEC4A","Other processes"
"Cellular","IRAK3","Other processes"
"Immune system","IRAK3","Other processes"
"Interspecies interaction","IRAK3","Other processes"
"Metabolism","IRAK3","Other processes"
"Reg. of BP","IRAK3","Other processes"
"Cellular","LY96","Other processes"
"Immune system","LY96","Other processes"
"Interspecies interaction","LY96","Other processes"
"Metabolism","LY96","Other processes"
"Reg. of BP","LY96","Other processes"
"Cellular","TRGC1","Other processes"
"Immune system","TRGC1","Other processes"
"Reg. of BP","TRGC1","Other processes"
"Cellular","MT1G","Other processes"
"Immune system","MT1G","Other processes"
"Reg. of BP","MT1G","Other processes"
"Cellular","LAT","Other processes"
"Immune system","LAT","Other processes"
"Metabolism","LAT","Other processes"
"Reg. of BP","LAT","Other processes"
"Cellular","SIT1","Other processes"
"Immune system","SIT1","Other processes"
"Reg. of BP","SIT1","Other processes"
"Cellular","TRBC1","Other processes"
"Immune system","TRBC1","Other processes"
"Reg. of BP","TRBC1","Other processes"
"Cellular","XCL2","Other processes"
"Immune system","XCL2","Other processes"
"Interspecies interaction","XCL2","Other processes"
"Reg. of BP","XCL2","Other processes"
"Cellular","TRAF6","Other processes"
"Immune system","TRAF6","Other processes"
"Interspecies interaction","TRAF6","Other processes"
"Metabolism","TRAF6","Other processes"
"Reg. of BP","TRAF6","Other processes"
"Cellular","IL27RA","Other processes"
"Immune system","IL27RA","Other processes"
"Interspecies interaction","IL27RA","Other processes"
"Metabolism","IL27RA","Other processes"
"Reg. of BP","IL27RA","Other processes"
"Cellular","IRF3","Other processes"
"Immune system","IRF3","Other processes"
"Interspecies interaction","IRF3","Other processes"
"Metabolism","IRF3","Other processes"
"Reg. of BP","IRF3","Other processes"
"Cellular","MAVS","Other processes"
"Immune system","MAVS","Other processes"
"Interspecies interaction","MAVS","Other processes"
"Metabolism","MAVS","Other processes"
"Reg. of BP","MAVS","Other processes"
"Cellular","TP53","Other processes"
"Immune system","TP53","Other processes"
"Interspecies interaction","TP53","Other processes"
"Metabolism","TP53","Other processes"
"Reg. of BP","TP53","Other processes"
"Cellular","IFNB1","Other processes"
"Immune system","IFNB1","Other processes"
"Interspecies interaction","IFNB1","Other processes"
"Metabolism","IFNB1","Other processes"
"Reg. of BP","IFNB1","Other processes"
"Cellular","IFNE","Other processes"
"Immune system","IFNE","Other processes"
"Interspecies interaction","IFNE","Other processes"
"Metabolism","IFNE","Other processes"
"Reg. of BP","IFNE","Other processes"
"Cellular","PF4","Other processes"
"Immune system","PF4","Other processes"
"Interspecies interaction","PF4","Other processes"
"Metabolism","PF4","Other processes"
"Reg. of BP","PF4","Other processes"
"Cellular","IL36G","Other processes"
"Immune system","IL36G","Other processes"
"Interspecies interaction","IL36G","Other processes"
"Metabolism","IL36G","Other processes"
"Reg. of BP","IL36G","Other processes"
"Cellular","TNFRSF4","Other processes"
"Immune system","TNFRSF4","Other processes"
"Interspecies interaction","TNFRSF4","Other processes"
"Metabolism","TNFRSF4","Other processes"
"Reg. of BP","TNFRSF4","Other processes"
"Cellular","CCL18","Other processes"
"Immune system","CCL18","Other processes"
"Interspecies interaction","CCL18","Other processes"
"Reg. of BP","CCL18","Other processes"
"Cellular","CCL23","Other processes"
"Immune system","CCL23","Other processes"
"Interspecies interaction","CCL23","Other processes"
"Reg. of BP","CCL23","Other processes"
"Cellular","NFKB1","Other processes"
"Immune system","NFKB1","Other processes"
"Interspecies interaction","NFKB1","Other processes"
"Metabolism","NFKB1","Other processes"
"Reg. of BP","NFKB1","Other processes"
"Cellular","CCL19","Other processes"
"Immune system","CCL19","Other processes"
"Interspecies interaction","CCL19","Other processes"
"Metabolism","CCL19","Other processes"
"Reg. of BP","CCL19","Other processes"
"Cellular","CCL21","Other processes"
"Immune system","CCL21","Other processes"
"Interspecies interaction","CCL21","Other processes"
"Metabolism","CCL21","Other processes"
"Reg. of BP","CCL21","Other processes"
"Cellular","CCR4","Other processes"
"Immune system","CCR4","Other processes"
"Interspecies interaction","CCR4","Other processes"
"Reg. of BP","CCR4","Other processes"
"Cellular","IRAK1","Other processes"
"Immune system","IRAK1","Other processes"
"Interspecies interaction","IRAK1","Other processes"
"Metabolism","IRAK1","Other processes"
"Reg. of BP","IRAK1","Other processes"
"Cellular","ADAMDEC1","Other processes"
"Immune system","ADAMDEC1","Other processes"
"Metabolism","ADAMDEC1","Other processes"
"Reg. of BP","ADAMDEC1","Other processes"
"Cellular","CCL17","Other processes"
"Immune system","CCL17","Other processes"
"Interspecies interaction","CCL17","Other processes"
"Reg. of BP","CCL17","Other processes"
"Cellular","CCL22","Other processes"
"Immune system","CCL22","Other processes"
"Interspecies interaction","CCL22","Other processes"
"Reg. of BP","CCL22","Other processes"
"Cellular","CD1A","Other processes"
"Immune system","CD1A","Other processes"
"Reg. of BP","CD1A","Other processes"
"Cellular","CD1B","Other processes"
"Immune system","CD1B","Other processes"
"Reg. of BP","CD1B","Other processes"
"Cellular","CD80","Other processes"
"Immune system","CD80","Other processes"
"Interspecies interaction","CD80","Other processes"
"Metabolism","CD80","Other processes"
"Reg. of BP","CD80","Other processes"
"Cellular","CD81","Other processes"
"Immune system","CD81","Other processes"
"Interspecies interaction","CD81","Other processes"
"Metabolism","CD81","Other processes"
"Reg. of BP","CD81","Other processes"
"Cellular","DCSTAMP","Other processes"
"Immune system","DCSTAMP","Other processes"
"Reg. of BP","DCSTAMP","Other processes"
"Cellular","FCER1A","Other processes"
"Reg. of BP","FCER1A","Other processes"
"Cellular","IRAK4","Other processes"
"Immune system","IRAK4","Other processes"
"Interspecies interaction","IRAK4","Other processes"
"Metabolism","IRAK4","Other processes"
"Reg. of BP","IRAK4","Other processes"
"Cellular","CCL16","Other processes"
"Immune system","CCL16","Other processes"
"Interspecies interaction","CCL16","Other processes"
"Reg. of BP","CCL16","Other processes"
"Cellular","ARTN","Other processes"
"Immune system","ARTN","Other processes"
"Reg. of BP","ARTN","Other processes"
