"source","target","annotation"
"Immune system","STX4","Other processes"
"Interspecies interaction","STX4","Other processes"
"Metabolism","STX4","Other processes"
"Reg. of BP","STX4","Other processes"
"Cellular","SUCNR1","Other processes"
"Immune system","SUCNR1","Other processes"
"Metabolism","SUCNR1","Other processes"
"Reg. of BP","SUCNR1","Other processes"
"Cellular","TANK","Other processes"
"Immune system","TANK","Other processes"
"Interspecies interaction","TANK","Other processes"
"Metabolism","TANK","Other processes"
"Reg. of BP","TANK","Other processes"
"Cellular","TAP2","Other processes"
"Immune system","TAP2","Other processes"
"Interspecies interaction","TAP2","Other processes"
"Reg. of BP","TAP2","Other processes"
"Cellular","TAPBP","Other processes"
"Immune system","TAPBP","Other processes"
"Metabolism","TAPBP","Other processes"
"Reg. of BP","TAPBP","Other processes"
"Cellular","TAPBPL","Other processes"
"Immune system","TAPBPL","Other processes"
"Reg. of BP","TAPBPL","Other processes"
"Cellular","TBK1","Other processes"
"Immune system","TBK1","Other processes"
"Interspecies interaction","TBK1","Other processes"
"Metabolism","TBK1","Other processes"
"Reg. of BP","TBK1","Other processes"
"Cellular","TFE3","Other processes"
"Immune system","TFE3","Other processes"
"Metabolism","TFE3","Other processes"
"Reg. of BP","TFE3","Other processes"
"Cellular","THEMIS2","Other processes"
"Immune system","THEMIS2","Other processes"
"Reg. of BP","THEMIS2","Other processes"
"Cellular","TIFA","Other processes"
"Immune system","TIFA","Other processes"
"Interspecies interaction","TIFA","Other processes"
"Reg. of BP","TIFA","Other processes"
"Cellular","TMEM229B","Other processes"
"Immune system","TMEM229B","Other processes"
"Interspecies interaction","TMEM229B","Other processes"
"Cellular","TMEM33","Other processes"
"Immune system","TMEM33","Other processes"
"Interspecies interaction","TMEM33","Other processes"
"Reg. of BP","TMEM33","Other processes"
"Cellular","TNFAIP3","Other processes"
"Immune system","TNFAIP3","Other processes"
"Interspecies interaction","TNFAIP3","Other processes"
"Metabolism","TNFAIP3","Other processes"
"Reg. of BP","TNFAIP3","Other processes"
"Cellular","TNFRSF14","Other processes"
"Immune system","TNFRSF14","Other processes"
"Interspecies interaction","TNFRSF14","Other processes"
"Metabolism","TNFRSF14","Other processes"
"Reg. of BP","TNFRSF14","Other processes"
"Cellular","TNFRSF1B","Other processes"
"Immune system","TNFRSF1B","Other processes"
"Interspecies interaction","TNFRSF1B","Other processes"
"Metabolism","TNFRSF1B","Other processes"
"Reg. of BP","TNFRSF1B","Other processes"
"Cellular","TNFSF15","Other processes"
"Immune system","TNFSF15","Other processes"
"Metabolism","TNFSF15","Other processes"
"Reg. of BP","TNFSF15","Other processes"
"Cellular","TREX1","Other processes"
"Immune system","TREX1","Other processes"
"Interspecies interaction","TREX1","Other processes"
"Metabolism","TREX1","Other processes"
"Reg. of BP","TREX1","Other processes"
"Cellular","TRIM25","Other processes"
"Immune system","TRIM25","Other processes"
"Interspecies interaction","TRIM25","Other processes"
"Metabolism","TRIM25","Other processes"
"Reg. of BP","TRIM25","Other processes"
"Cellular","TRIM26","Other processes"
"Immune system","TRIM26","Other processes"
"Interspecies interaction","TRIM26","Other processes"
"Metabolism","TRIM26","Other processes"
"Reg. of BP","TRIM26","Other processes"
"Cellular","TRIM34","Other processes"
"Immune system","TRIM34","Other processes"
"Interspecies interaction","TRIM34","Other processes"
"Metabolism","TRIM34","Other processes"
"Reg. of BP","TRIM34","Other processes"
"Cellular","TRIM38","Other processes"
"Immune system","TRIM38","Other processes"
"Interspecies interaction","TRIM38","Other processes"
"Metabolism","TRIM38","Other processes"
"Reg. of BP","TRIM38","Other processes"
"Cellular","TRIM5","Other processes"
"Immune system","TRIM5","Other processes"
"Interspecies interaction","TRIM5","Other processes"
"Metabolism","TRIM5","Other processes"
"Reg. of BP","TRIM5","Other processes"
"Cellular","TRIM56","Other processes"
"Immune system","TRIM56","Other processes"
"Interspecies interaction","TRIM56","Other processes"
"Metabolism","TRIM56","Other processes"
"Reg. of BP","TRIM56","Other processes"
"Cellular","TRIM6","Other processes"
"Immune system","TRIM6","Other processes"
"Interspecies interaction","TRIM6","Other processes"
"Metabolism","TRIM6","Other processes"
"Reg. of BP","TRIM6","Other processes"
"Cellular","UBA7","Other processes"
"Metabolism","UBA7","Other processes"
"Cellular","VAMP3","Other processes"
"Immune system","VAMP3","Other processes"
"Interspecies interaction","VAMP3","Other processes"
"Metabolism","VAMP3","Other processes"
"Reg. of BP","VAMP3","Other processes"
"Cellular","XIAP","Other processes"
"Immune system","XIAP","Other processes"
"Interspecies interaction","XIAP","Other processes"
"Metabolism","XIAP","Other processes"
"Reg. of BP","XIAP","Other processes"
"Cellular","ZBTB7B","Other processes"
"Immune system","ZBTB7B","Other processes"
"Metabolism","ZBTB7B","Other processes"
"Reg. of BP","ZBTB7B","Other processes"
"Cellular","ZC3H12A","Other processes"
"Immune system","ZC3H12A","Other processes"
"Interspecies interaction","ZC3H12A","Other processes"
"Metabolism","ZC3H12A","Other processes"
"Reg. of BP","ZC3H12A","Other processes"
"Cellular","ZC3HAV1","Other processes"
"Immune system","ZC3HAV1","Other processes"
"Interspecies interaction","ZC3HAV1","Other processes"
"Metabolism","ZC3HAV1","Other processes"
"Reg. of BP","ZC3HAV1","Other processes"
"Cellular","ZDHHC18","Other processes"
"Immune system","ZDHHC18","Other processes"
"Interspecies interaction","ZDHHC18","Other processes"
"Metabolism","ZDHHC18","Other processes"
"Reg. of BP","ZDHHC18","Other processes"
"Cellular","ZDHHC5","Other processes"
"Immune system","ZDHHC5","Other processes"
"Interspecies interaction","ZDHHC5","Other processes"
"Metabolism","ZDHHC5","Other processes"
"Reg. of BP","ZDHHC5","Other processes"
"Cellular","ZNFX1","Other processes"
"Immune system","ZNFX1","Other processes"
"Interspecies interaction","ZNFX1","Other processes"
"Metabolism","ZNFX1","Other processes"
"Reg. of BP","ZNFX1","Other processes"
"Cellular","ATP6V0A2","Other processes"
"Immune system","ATP6V0A2","Other processes"
"Metabolism","ATP6V0A2","Other processes"
"Reg. of BP","ATP6V0A2","Other processes"
"Cellular","BCR","Other processes"
"Immune system","BCR","Other processes"
"Interspecies interaction","BCR","Other processes"
"Metabolism","BCR","Other processes"
"Reg. of BP","BCR","Other processes"
"Immune system","CCDC92","Other processes"
"Interspecies interaction","CCDC92","Other processes"
"Reg. of BP","CCDC92","Other processes"
"Cellular","CD1E","Other processes"
"Immune system","CD1E","Other processes"
"Reg. of BP","CD1E","Other processes"
"Cellular","CD244","Other processes"
"Immune system","CD244","Other processes"
"Interspecies interaction","CD244","Other processes"
"Metabolism","CD244","Other processes"
"Reg. of BP","CD244","Other processes"
"Cellular","CD247","Other processes"
"Immune system","CD247","Other processes"
"Reg. of BP","CD247","Other processes"
"Cellular","CD40LG","Other processes"
"Immune system","CD40LG","Other processes"
"Metabolism","CD40LG","Other processes"
"Reg. of BP","CD40LG","Other processes"
"Cellular","CD99","Other processes"
"Immune system","CD99","Other processes"
"Reg. of BP","CD99","Other processes"
"Cellular","CDH26","Other processes"
"Immune system","CDH26","Other processes"
"Cellular","CDKN2B","Other processes"
"Immune system","CDKN2B","Other processes"
"Metabolism","CDKN2B","Other processes"
"Reg. of BP","CDKN2B","Other processes"
"Cellular","CNIH1","Other processes"
"Immune system","CNIH1","Other processes"
"Reg. of BP","CNIH1","Other processes"
"Cellular","CST7","Other processes"
"Immune system","CST7","Other processes"
"Metabolism","CST7","Other processes"
"Reg. of BP","CST7","Other processes"
"Cellular","CXCL6","Other processes"
"Immune system","CXCL6","Other processes"
"Interspecies interaction","CXCL6","Other processes"
"Metabolism","CXCL6","Other processes"
"Reg. of BP","CXCL6","Other processes"
"Cellular","DLG1","Other processes"
"Immune system","DLG1","Other processes"
"Metabolism","DLG1","Other processes"
"Reg. of BP","DLG1","Other processes"
"Cellular","FLNB","Other processes"
"Immune system","FLNB","Other processes"
"Interspecies interaction","FLNB","Other processes"
"Reg. of BP","FLNB","Other processes"
"Cellular","GCNT4","Other processes"
"Immune system","GCNT4","Other processes"
"Metabolism","GCNT4","Other processes"
"Cellular","HELLS","Other processes"
"Immune system","HELLS","Other processes"
"Metabolism","HELLS","Other processes"
"Reg. of BP","HELLS","Other processes"
"Immune system","IGLV3-9","Other processes"
"Metabolism","IGLV3-9","Other processes"
"Cellular","IL32","Other processes"
"Immune system","IL32","Other processes"
"Reg. of BP","IL32","Other processes"
"Cellular","IL9R","Other processes"
"Immune system","IL9R","Other processes"
"Reg. of BP","IL9R","Other processes"
"Cellular","IMPDH2","Other processes"
"Immune system","IMPDH2","Other processes"
"Metabolism","IMPDH2","Other processes"
"Cellular","IRGM","Other processes"
"Immune system","IRGM","Other processes"
"Interspecies interaction","IRGM","Other processes"
"Metabolism","IRGM","Other processes"
"Reg. of BP","IRGM","Other processes"
"Cellular","KIT","Other processes"
"Immune system","KIT","Other processes"
"Metabolism","KIT","Other processes"
"Reg. of BP","KIT","Other processes"
"Cellular","KLRC1","Other processes"
"Immune system","KLRC1","Other processes"
"Interspecies interaction","KLRC1","Other processes"
"Reg. of BP","KLRC1","Other processes"
"Cellular","KLRC3","Other processes"
"Immune system","KLRC3","Other processes"
"Interspecies interaction","KLRC3","Other processes"
"Reg. of BP","KLRC3","Other processes"
"Cellular","KLRC4-KLRK1","Other processes"
"Immune system","KLRC4-KLRK1","Other processes"
"Interspecies interaction","KLRC4-KLRK1","Other processes"
"Metabolism","KLRC4-KLRK1","Other processes"
"Reg. of BP","KLRC4-KLRK1","Other processes"
"Cellular","KLRG1","Other processes"
"Immune system","KLRG1","Other processes"
"Interspecies interaction","KLRG1","Other processes"
"Reg. of BP","KLRG1","Other processes"
"Cellular","LAX1","Other processes"
"Immune system","LAX1","Other processes"
"Metabolism","LAX1","Other processes"
"Reg. of BP","LAX1","Other processes"
"Cellular","LCK","Other processes"
"Immune system","LCK","Other processes"
"Interspecies interaction","LCK","Other processes"
"Metabolism","LCK","Other processes"
"Reg. of BP","LCK","Other processes"
"Cellular","LEP","Other processes"
"Immune system","LEP","Other processes"
"Interspecies interaction","LEP","Other processes"
"Metabolism","LEP","Other processes"
"Reg. of BP","LEP","Other processes"
"Cellular","MIR17HG","Other processes"
"Immune system","MIR17HG","Other processes"
"Metabolism","MIR17HG","Other processes"
"Reg. of BP","MIR17HG","Other processes"
"Cellular","MSH2","Other processes"
"Immune system","MSH2","Other processes"
"Metabolism","MSH2","Other processes"
"Reg. of BP","MSH2","Other processes"
"Cellular","MSH3","Other processes"
"Immune system","MSH3","Other processes"
"Metabolism","MSH3","Other processes"
"Reg. of BP","MSH3","Other processes"
"Immune system","N4BP3","Other processes"
"Interspecies interaction","N4BP3","Other processes"
"Cellular","NCR1","Other processes"
"Immune system","NCR1","Other processes"
"Interspecies interaction","NCR1","Other processes"
"Reg. of BP","NCR1","Other processes"
"Cellular","NFATC2","Other processes"
"Immune system","NFATC2","Other processes"
"Metabolism","NFATC2","Other processes"
"Reg. of BP","NFATC2","Other processes"
"Cellular","NLRC3","Other processes"
"Immune system","NLRC3","Other processes"
"Interspecies interaction","NLRC3","Other processes"
"Metabolism","NLRC3","Other processes"
"Reg. of BP","NLRC3","Other processes"
"Cellular","PACS1","Other processes"
"Cellular","PADI4","Other processes"
"Immune system","PADI4","Other processes"
"Interspecies interaction","PADI4","Other processes"
"Metabolism","PADI4","Other processes"
"Cellular","PHF14","Other processes"
"Immune system","PHF14","Other processes"
"Metabolism","PHF14","Other processes"
"Reg. of BP","PHF14","Other processes"
"Cellular","PNMA1","Other processes"
"Immune system","PNMA1","Other processes"
"Reg. of BP","PNMA1","Other processes"
"Cellular","PODXL2","Other processes"
"Immune system","PODXL2","Other processes"
"Cellular","POLR3B","Other processes"
"Immune system","POLR3B","Other processes"
"Interspecies interaction","POLR3B","Other processes"
"Metabolism","POLR3B","Other processes"
"Reg. of BP","POLR3B","Other processes"
"Cellular","PPP3CA","Other processes"
"Immune system","PPP3CA","Other processes"
"Metabolism","PPP3CA","Other processes"
"Reg. of BP","PPP3CA","Other processes"
"Cellular","RAB33A","Other processes"
"Immune system","RAB33A","Other processes"
"Reg. of BP","RAB33A","Other processes"
"Cellular","RPL13A","Other processes"
"Immune system","RPL13A","Other processes"
"Interspecies interaction","RPL13A","Other processes"
"Metabolism","RPL13A","Other processes"
"Reg. of BP","RPL13A","Other processes"
"Cellular","RPS6KA3","Other processes"
"Immune system","RPS6KA3","Other processes"
"Interspecies interaction","RPS6KA3","Other processes"
"Metabolism","RPS6KA3","Other processes"
"Reg. of BP","RPS6KA3","Other processes"
"Cellular","RUNX2","Other processes"
"Immune system","RUNX2","Other processes"
"Metabolism","RUNX2","Other processes"
"Reg. of BP","RUNX2","Other processes"
"Cellular","S1PR4","Other processes"
"Immune system","S1PR4","Other processes"
"Reg. of BP","S1PR4","Other processes"
"Cellular","SERINC5","Other processes"
"Immune system","SERINC5","Other processes"
"Interspecies interaction","SERINC5","Other processes"
"Metabolism","SERINC5","Other processes"
"Cellular","SKP2","Other processes"
"Immune system","SKP2","Other processes"
"Interspecies interaction","SKP2","Other processes"
"Metabolism","SKP2","Other processes"
"Reg. of BP","SKP2","Other processes"
"Cellular","SLAMF6","Other processes"
"Immune system","SLAMF6","Other processes"
"Interspecies interaction","SLAMF6","Other processes"
"Metabolism","SLAMF6","Other processes"
"Reg. of BP","SLAMF6","Other processes"
"Cellular","SLC12A2","Other processes"
"Immune system","SLC12A2","Other processes"
"Reg. of BP","SLC12A2","Other processes"
"Cellular","SOX4","Other processes"
"Immune system","SOX4","Other processes"
"Metabolism","SOX4","Other processes"
"Reg. of BP","SOX4","Other processes"
"Cellular","STK39","Other processes"
"Immune system","STK39","Other processes"
"Metabolism","STK39","Other processes"
"Reg. of BP","STK39","Other processes"
"Cellular","STXBP1","Other processes"
"Immune system","STXBP1","Other processes"
"Interspecies interaction","STXBP1","Other processes"
"Reg. of BP","STXBP1","Other processes"
"Cellular","STXBP4","Other processes"
"Immune system","STXBP4","Other processes"
"Interspecies interaction","STXBP4","Other processes"
"Reg. of BP","STXBP4","Other processes"
"Cellular","TBC1D10C","Other processes"
"Immune system","TBC1D10C","Other processes"
"Reg. of BP","TBC1D10C","Other processes"
"Cellular","TGFBR3","Other processes"
"Immune system","TGFBR3","Other processes"
"Metabolism","TGFBR3","Other processes"
"Reg. of BP","TGFBR3","Other processes"
"Immune system","TMEM45B","Other processes"
"Interspecies interaction","TMEM45B","Other processes"
"Cellular","TMIGD2","Other processes"
"Immune system","TMIGD2","Other processes"
"Metabolism","TMIGD2","Other processes"
"Reg. of BP","TMIGD2","Other processes"
"Cellular","TOP2B","Other processes"
"Immune system","TOP2B","Other processes"
"Metabolism","TOP2B","Other processes"
"Reg. of BP","TOP2B","Other processes"
"Cellular","TOX","Other processes"
"Immune system","TOX","Other processes"
"Metabolism","TOX","Other processes"
"Reg. of BP","TOX","Other processes"
"Immune system","TRAJ31","Other processes"
"Immune system","TRAV12-1","Other processes"
"Immune system","TRAV12-3","Other processes"
"Immune system","TRAV16","Other processes"
"Immune system","TRAV18","Other processes"
"Immune system","TRAV38-2DV8","Other processes"
"Metabolism","TRAV38-2DV8","Other processes"
"Immune system","TRAV4","Other processes"
"Interspecies interaction","TRAV4","Other processes"
"Immune system","TRAV5","Other processes"
"Interspecies interaction","TRAV5","Other processes"
"Cellular","TRBV23-1","Other processes"
"Immune system","TRBV23-1","Other processes"
"Reg. of BP","TRBV23-1","Other processes"
"Cellular","TRBV7-1","Other processes"
"Immune system","TRBV7-1","Other processes"
"Reg. of BP","TRBV7-1","Other processes"
"Immune system","TRGV10","Other processes"
"Cellular","TRIM32","Other processes"
"Immune system","TRIM32","Other processes"
"Interspecies interaction","TRIM32","Other processes"
"Metabolism","TRIM32","Other processes"
"Reg. of BP","TRIM32","Other processes"
"Cellular","TRIM59","Other processes"
"Immune system","TRIM59","Other processes"
"Interspecies interaction","TRIM59","Other processes"
"Metabolism","TRIM59","Other processes"
"Reg. of BP","TRIM59","Other processes"
"Cellular","TXK","Other processes"
"Immune system","TXK","Other processes"
"Interspecies interaction","TXK","Other processes"
"Metabolism","TXK","Other processes"
"Reg. of BP","TXK","Other processes"
"Cellular","UNG","Other processes"
"Immune system","UNG","Other processes"
"Metabolism","UNG","Other processes"
"Reg. of BP","UNG","Other processes"
"Cellular","XCR1","Other processes"
"Immune system","XCR1","Other processes"
"Reg. of BP","XCR1","Other processes"
"Cellular","ZBTB1","Other processes"
"Immune system","ZBTB1","Other processes"
"Interspecies interaction","ZBTB1","Other processes"
"Metabolism","ZBTB1","Other processes"
"Reg. of BP","ZBTB1","Other processes"
"Cellular","ZC3H8","Other processes"
"Immune system","ZC3H8","Other processes"
"Metabolism","ZC3H8","Other processes"
"Reg. of BP","ZC3H8","Other processes"
"Cellular","CSF1","Other processes"
"Immune system","CSF1","Other processes"
"Interspecies interaction","CSF1","Other processes"
"Metabolism","CSF1","Other processes"
"Reg. of BP","CSF1","Other processes"
"Cellular","HSD3B7","Other processes"
"Immune system","HSD3B7","Other processes"
"Metabolism","HSD3B7","Other processes"
"Cellular","RAP1GAP2","Other processes"
"Immune system","RAP1GAP2","Other processes"
"Reg. of BP","RAP1GAP2","Other processes"
"Cellular","DDX1","Other processes"
"Immune system","DDX1","Other processes"
"Interspecies interaction","DDX1","Other processes"
"Metabolism","DDX1","Other processes"
"Reg. of BP","DDX1","Other processes"
"Cellular","DOCK11","Other processes"
"Immune system","DOCK11","Other processes"
"Reg. of BP","DOCK11","Other processes"
"Cellular","IRF2BP2","Other processes"
"Immune system","IRF2BP2","Other processes"
"Metabolism","IRF2BP2","Other processes"
"Reg. of BP","IRF2BP2","Other processes"
"Cellular","MAP3K7","Other processes"
"Immune system","MAP3K7","Other processes"
"Interspecies interaction","MAP3K7","Other processes"
"Metabolism","MAP3K7","Other processes"
"Reg. of BP","MAP3K7","Other processes"
"Cellular","MEF2C","Other processes"
"Immune system","MEF2C","Other processes"
"Interspecies interaction","MEF2C","Other processes"
"Metabolism","MEF2C","Other processes"
"Reg. of BP","MEF2C","Other processes"
"Cellular","PNP","Other processes"
"Immune system","PNP","Other processes"
"Metabolism","PNP","Other processes"
"Reg. of BP","PNP","Other processes"
"Cellular","PJA2","Other processes"
"Immune system","PJA2","Other processes"
"Interspecies interaction","PJA2","Other processes"
"Metabolism","PJA2","Other processes"
"Reg. of BP","PJA2","Other processes"
"Cellular","SP3","Other processes"
"Immune system","SP3","Other processes"
"Metabolism","SP3","Other processes"
"Reg. of BP","SP3","Other processes"
"Cellular","TCF12","Other processes"
"Immune system","TCF12","Other processes"
"Metabolism","TCF12","Other processes"
"Reg. of BP","TCF12","Other processes"
"Cellular","TOMM70","Other processes"
"Immune system","TOMM70","Other processes"
"Interspecies interaction","TOMM70","Other processes"
"Metabolism","TOMM70","Other processes"
"Reg. of BP","TOMM70","Other processes"
"Cellular","ITGB2","Other processes"
"Immune system","ITGB2","Other processes"
"Metabolism","ITGB2","Other processes"
"Reg. of BP","ITGB2","Other processes"
"Cellular","STAT6","Other processes"
"Immune system","STAT6","Other processes"
"Metabolism","STAT6","Other processes"
"Reg. of BP","STAT6","Other processes"
"Cellular","TNFSF12","Other processes"
"Immune system","TNFSF12","Other processes"
"Metabolism","TNFSF12","Other processes"
"Reg. of BP","TNFSF12","Other processes"
"Cellular","ITFG2","Other processes"
"Immune system","ITFG2","Other processes"
"Reg. of BP","ITFG2","Other processes"
"Cellular","KMT2A","Other processes"
"Immune system","KMT2A","Other processes"
"Metabolism","KMT2A","Other processes"
"Reg. of BP","KMT2A","Other processes"
"Cellular","ZFPM1","Other processes"
"Immune system","ZFPM1","Other processes"
"Metabolism","ZFPM1","Other processes"
"Reg. of BP","ZFPM1","Other processes"
"Cellular","ALCAM","Other processes"
"Immune system","ALCAM","Other processes"
"Reg. of BP","ALCAM","Other processes"
"Cellular","ADAM15","Other processes"
"Immune system","ADAM15","Other processes"
"Interspecies interaction","ADAM15","Other processes"
"Metabolism","ADAM15","Other processes"
"Reg. of BP","ADAM15","Other processes"
"Cellular","ALOX5","Other processes"
"Immune system","ALOX5","Other processes"
"Metabolism","ALOX5","Other processes"
"Reg. of BP","ALOX5","Other processes"
"Cellular","DOCK2","Other processes"
"Immune system","DOCK2","Other processes"
"Reg. of BP","DOCK2","Other processes"
"Cellular","JARID2","Other processes"
"Immune system","JARID2","Other processes"
"Metabolism","JARID2","Other processes"
"Reg. of BP","JARID2","Other processes"
"Cellular","MYH9","Other processes"
"Immune system","MYH9","Other processes"
"Metabolism","MYH9","Other processes"
"Reg. of BP","MYH9","Other processes"
"Cellular","RAB44","Other processes"
"Immune system","RAB44","Other processes"
"Cellular","RNASET2","Other processes"
"Immune system","RNASET2","Other processes"
"Interspecies interaction","RNASET2","Other processes"
"Metabolism","RNASET2","Other processes"
"Cellular","SLC26A6","Other processes"
"Immune system","SLC26A6","Other processes"
"Interspecies interaction","SLC26A6","Other processes"
"Reg. of BP","SLC26A6","Other processes"
"Cellular","SRF","Other processes"
"Immune system","SRF","Other processes"
"Metabolism","SRF","Other processes"
"Reg. of BP","SRF","Other processes"
"Cellular","TRIM8","Other processes"
"Immune system","TRIM8","Other processes"
"Interspecies interaction","TRIM8","Other processes"
"Metabolism","TRIM8","Other processes"
"Reg. of BP","TRIM8","Other processes"
"Cellular","TYK2","Other processes"
"Immune system","TYK2","Other processes"
"Interspecies interaction","TYK2","Other processes"
"Metabolism","TYK2","Other processes"
"Reg. of BP","TYK2","Other processes"
"Cellular","CD24","Other processes"
"Immune system","CD24","Other processes"
"Interspecies interaction","CD24","Other processes"
"Metabolism","CD24","Other processes"
"Reg. of BP","CD24","Other processes"
"Cellular","NTRK1","Other processes"
"Immune system","NTRK1","Other processes"
"Metabolism","NTRK1","Other processes"
"Reg. of BP","NTRK1","Other processes"
"Cellular","SAR1B","Other processes"
"Immune system","SAR1B","Other processes"
"Reg. of BP","SAR1B","Other processes"
"Cellular","ABL1","Other processes"
"Immune system","ABL1","Other processes"
"Interspecies interaction","ABL1","Other processes"
"Metabolism","ABL1","Other processes"
"Reg. of BP","ABL1","Other processes"
"Cellular","ADAM8","Other processes"
"Immune system","ADAM8","Other processes"
"Interspecies interaction","ADAM8","Other processes"
"Metabolism","ADAM8","Other processes"
"Reg. of BP","ADAM8","Other processes"
"Cellular","AIRE","Other processes"
"Immune system","AIRE","Other processes"
"Metabolism","AIRE","Other processes"
"Reg. of BP","AIRE","Other processes"
"Cellular","AKT1","Other processes"
"Immune system","AKT1","Other processes"
"Interspecies interaction","AKT1","Other processes"
"Metabolism","AKT1","Other processes"
"Reg. of BP","AKT1","Other processes"
"Cellular","CCL3","Other processes"
"Immune system","CCL3","Other processes"
"Interspecies interaction","CCL3","Other processes"
"Metabolism","CCL3","Other processes"
"Reg. of BP","CCL3","Other processes"
"Cellular","CCL3L1","Other processes"
"Immune system","CCL3L1","Other processes"
"Interspecies interaction","CCL3L1","Other processes"
"Reg. of BP","CCL3L1","Other processes"
"Cellular","CNN2","Other processes"
"Immune system","CNN2","Other processes"
"Metabolism","CNN2","Other processes"
"Reg. of BP","CNN2","Other processes"
"Cellular","CREBBP","Other processes"
"Immune system","CREBBP","Other processes"
"Interspecies interaction","CREBBP","Other processes"
"Metabolism","CREBBP","Other processes"
"Reg. of BP","CREBBP","Other processes"
"Cellular","DLL1","Other processes"
"Immune system","DLL1","Other processes"
"Metabolism","DLL1","Other processes"
"Reg. of BP","DLL1","Other processes"
"Immune system","FCGRT","Other processes"
"Cellular","FNIP1","Other processes"
"Immune system","FNIP1","Other processes"
"Metabolism","FNIP1","Other processes"
"Reg. of BP","FNIP1","Other processes"
"Cellular","IKBKB","Other processes"
"Immune system","IKBKB","Other processes"
"Interspecies interaction","IKBKB","Other processes"
"Metabolism","IKBKB","Other processes"
"Reg. of BP","IKBKB","Other processes"
"Cellular","IL10","Other processes"
"Immune system","IL10","Other processes"
"Interspecies interaction","IL10","Other processes"
"Metabolism","IL10","Other processes"
"Reg. of BP","IL10","Other processes"
"Cellular","IL18BP","Other processes"
"Immune system","IL18BP","Other processes"
"Interspecies interaction","IL18BP","Other processes"
"Reg. of BP","IL18BP","Other processes"
"Cellular","IL18RAP","Other processes"
"Immune system","IL18RAP","Other processes"
"Interspecies interaction","IL18RAP","Other processes"
"Metabolism","IL18RAP","Other processes"
"Reg. of BP","IL18RAP","Other processes"
"Cellular","NRROS","Other processes"
"Immune system","NRROS","Other processes"
"Metabolism","NRROS","Other processes"
"Reg. of BP","NRROS","Other processes"
"Immune system","MARCHF1","Other processes"
"Metabolism","MARCHF1","Other processes"
"Cellular","MCM3AP","Other processes"
"Immune system","MCM3AP","Other processes"
"Metabolism","MCM3AP","Other processes"
"Cellular","NDST2","Other processes"
"Immune system","NDST2","Other processes"
"Metabolism","NDST2","Other processes"
"Cellular","NLRP2","Other processes"
"Immune system","NLRP2","Other processes"
"Interspecies interaction","NLRP2","Other processes"
"Metabolism","NLRP2","Other processes"
"Reg. of BP","NLRP2","Other processes"
"Cellular","NOTCH1","Other processes"
"Immune system","NOTCH1","Other processes"
"Interspecies interaction","NOTCH1","Other processes"
"Metabolism","NOTCH1","Other processes"
"Reg. of BP","NOTCH1","Other processes"
"Cellular","PIK3R2","Other processes"
"Immune system","PIK3R2","Other processes"
"Metabolism","PIK3R2","Other processes"
"Reg. of BP","PIK3R2","Other processes"
"Cellular","PLD3","Other processes"
"Metabolism","PLD3","Other processes"
"Reg. of BP","PLD3","Other processes"
"Cellular","PRDX2","Other processes"
"Immune system","PRDX2","Other processes"
"Interspecies interaction","PRDX2","Other processes"
"Metabolism","PRDX2","Other processes"
"Reg. of BP","PRDX2","Other processes"
"Cellular","PSTPIP1","Other processes"
"Immune system","PSTPIP1","Other processes"
"Interspecies interaction","PSTPIP1","Other processes"
"Reg. of BP","PSTPIP1","Other processes"
"Cellular","RAF1","Other processes"
"Immune system","RAF1","Other processes"
"Metabolism","RAF1","Other processes"
"Reg. of BP","RAF1","Other processes"
"Cellular","SCAP","Other processes"
"Immune system","SCAP","Other processes"
"Metabolism","SCAP","Other processes"
"Reg. of BP","SCAP","Other processes"
"Cellular","SEC14L1","Other processes"
"Immune system","SEC14L1","Other processes"
"Interspecies interaction","SEC14L1","Other processes"
"Reg. of BP","SEC14L1","Other processes"
"Cellular","AKAP17A","Other processes"
"Immune system","AKAP17A","Other processes"
"Metabolism","AKAP17A","Other processes"
"Reg. of BP","AKAP17A","Other processes"
"Cellular","SPI1","Other processes"
"Immune system","SPI1","Other processes"
"Interspecies interaction","SPI1","Other processes"
"Metabolism","SPI1","Other processes"
"Reg. of BP","SPI1","Other processes"
"Cellular","SYVN1","Other processes"
"Immune system","SYVN1","Other processes"
"Metabolism","SYVN1","Other processes"
"Reg. of BP","SYVN1","Other processes"
"Cellular","STING1","Other processes"
"Immune system","STING1","Other processes"
"Interspecies interaction","STING1","Other processes"
"Metabolism","STING1","Other processes"
"Reg. of BP","STING1","Other processes"
"Cellular","TSPAN32","Other processes"
"Immune system","TSPAN32","Other processes"
"Interspecies interaction","TSPAN32","Other processes"
"Reg. of BP","TSPAN32","Other processes"
"Cellular","WAS","Other processes"
"Immune system","WAS","Other processes"
"Interspecies interaction","WAS","Other processes"
"Metabolism","WAS","Other processes"
"Reg. of BP","WAS","Other processes"
"Cellular","ZDHHC1","Other processes"
"Immune system","ZDHHC1","Other processes"
"Interspecies interaction","ZDHHC1","Other processes"
"Metabolism","ZDHHC1","Other processes"
"Reg. of BP","ZDHHC1","Other processes"
"Cellular","CCL28","Other processes"
"Immune system","CCL28","Other processes"
"Reg. of BP","CCL28","Other processes"
"Cellular","CCL3L3","Other processes"
"Immune system","CCL3L3","Other processes"
"Interspecies interaction","CCL3L3","Other processes"
"Reg. of BP","CCL3L3","Other processes"
"Cellular","CXCR4","Other processes"
